,dialogue_id,Q-3,Q-2,Q-1,A
1602373,MDRW2100031944.1,suv는 알아볼때 그랫어여 ㅜㅜ,엄청나네ㅎㅎ,음,뭐 이제 아내도 현실 파악을 했을껏 같으니깐ㅎ 기분은 좋네요ㅎㅎ
1308039,MDRW2100011593.1,ㅎㅎ 고추장으로 제육 해먹으면 되겠다,성가정 찹쌀 고추장이 순창이랑은 비교도 안되게 비싸던데,그만큼 맛있으니까,순창 안먹어 봤잖아.. 순창도 한 번 먹어볼까?
1973050,MDRW2100047749.1,음 저라면 엄 뱅기값얼마야 근데...?,1인당 3.4로 했었늠,아 근데 거기서 취소 수수료가 인당 1.2임? 그래서 도랍 3.6?,ㄴㄴ 내친구 한명 더감 아뭐
1612534,MDRW2100032629.1,그래도 일단 공식일러는 다 잇는 친구들이긴 한데 ㅋㅋㅋ,ㅇㅇㅇㅇㅇ 좀 짱이지 보는 책들 다 매이져다,흫헿 내 장르 다 메이저다 이거야~,이게 마이너 장르를 안먹어봐서 잘 모르는데 잡는거 마다 다 대박작품인걸 어떻게해 ㅋㅋㅋ
1755445,MDRW2100043096.1,네 기대했던거 보다 재밌었어요,기대중인 영화는 있으신가요?,올드라는 영화를 보고 싶더라고요 그 영화 재밌었나요?,"오, 올드 저는 보통이었어요"
13496,Chat12615,,넌 영화인중에 실제로 본사람 있어?,아니 넌 있어?,응 안성기.
33224,Chat2075,$Experiencer들이 너를 싫어한다고?,그냥 좀 내 말을 따라주기 바래서 내 의지대로 하는 편이거든.,요즘 그런 성격을 용납할 여자들이 드물지.,내가 하자는 대로 하면 다 일이 잘 될 텐데 왜들 그러는지.
1583014,MDRW2100030591.1,라자냐 ~ 크림소스~ 클래식까르보나라~ 알리오올리오~ 뇨끼~~~ 페스토~ 하오어바츄?,오우 취향이 비슷하시군요! 크림소스 좋아해요 까르보나라도 좋아하고,크~~~,최근에 오일파스타에 맛들였어요 ㅋㅋ 오일파스타는 아직 입문 중이랍니다
1162588,MDRW2100001654.1,사는게 싸,고마워,ㅇㅋㅋㅋㅋ,텅장 지킴  어랏 집에 마테가 없네~~~~~
465414,감성대화말뭉치.12706,친구가 모임 회비는 내지도 않으면서 자꾸 옷은 사서 입는 걸 보면 너무 화가 나.,친구가 모임 회비는 안 내면서 자꾸 옷을 사서 화나셨군요.,옷은 사면서 왜 회비는 안 낼까? 정말 화가 나.,예전에 이런 일이 있을 때는 어떻게 대처하셨어요?
1338791,MDRW2100013756.1,동호회 좋아하시나용,취미든 관심사가 같은 모임 좋아해요.,하시는거있으세요?,이벤트 소식 공유하는 모임하고 있어요.
48134,Chat4977,그래 특히 여름처럼 햇볕이 강할 때는 몇 시간에 한번씩 선 크림을 발라서 피부를 보호해야 돼.,$Theme 바르면 더워서 끈적대는게 싫던데.,그래도 발라서 피부 관리를 하도록해.,"그래, 귀찮아도 발라야겠다."
83794,HuLiC1159,여행하면 우선 거기에서 유명한 음식을 먹는걸 좋아해,"당신이 가장 좋아하는 음식은 무엇입니까? 저는 이탈리아 음식, 특히 파스타를 좋아합니다.",그럼 토마토 파스타를 좋아하겠네. 그리고 이탈리아에 대해 잘 할꺼고 ㅋㅋㅋ,저는 토마토를 좋아해요. 토마토는 세계에서 가장 널리 소비되는 음식 중 하나입니다.
1490384,MDRW2100024217.1,일부러 이 계절에 냈나. 가사도 쓸쓸해서 딱이네.,그럴 수도? 태연이랑 키 목소리 합이 생각보다 더 좋다~,태연 저번에 낸 신곡도 좋았어.,마자 위캔드 좋았지~~ 그건 발랄해서 좀 귀여운 느낌이었는데 이번 신곡은 완전 다르네
139213,HuLiC2438,미스터리는 흥미로워 재밌게읽은 책은 여러번 읽어도 좋은거 같아 읽을때마다 놓친부분을 발견하는 재미가있어,그것은 미스터리가 무엇인지 알아낼 수 있는 좋은 방법입니다! 당신은 좋아하는 미스터리가 있나요?,넬레 노이하우스의 바람을 뿌리는 자! 꼭 읽어봐,확인해 봐야겠어요. 나는 줄거리가 좋은 미스터리를 좋아합니다. 또 뭐 하고 싶으세요?
1630242,MDRW2100033825.1,옆으로 졸졸졸 물버리는거 ㅋㅋㅋㅋ 콕콕콕 치즈볶이 완전 맛있잖아요,불닭으로 심신이 지치면 바로 먹어줘야 해요,사실 치즈볶이 먹으려고 콕콕콕을 찾는거나 마찬가지,저 기숙사 살 때 불닭이랑 치즈볶이 같은 비율로 살 만큼 엄청 좋아했답니다...
150541,HuLiC270,,나 코가 너무 못생겼어 수술할까?,"확실하지는 않지만, 고칠 수 있는지 한 번 알아봐 주세요.",성형수술 하면 부작용 심하다고 하던데 무서워
150117,HuLiC2690,자네야 들어온지 얼마 안 되었다고 해도 우리 반의 일원이기 때문에 책임에서 자유로울 순 없어.,좋은 지적입니다. 만회할 방법을 찾아야 할 것 같아요.,우선 이거부터 물어보지. 만들어진 탄약에 대해 출고 전에 안전 검사를 실시했나?,"확실하지는 않지만, 분명히 그랬을 거예요. 제가 당신의 입장이라면 어떻게 했을지 모르겠어요."
1659001,MDRW2100036000.1,치교치킨이라고 새로 생긴 곳 같더라구요! 숯불이였어요!,숯불치킨 치밥하기 좋죠! 치밥하셨어요?,네!! 주먹밥하고 먹었어요 너무 맛있어서 폭식했어요ㅋㅋ,점심이니까 찬찬히 소화시키시면 되겠네요! 치킨은 원래 숯불쪽을 좋아하시나요?
919997,MDRW2100001521.1,어휴..,아 진짜 감정적으로 울컥했다,(.......),name1아 나 감정적으로 나오면 갠톡으로 알려주라
54671,Chat6173,,항상 웃기던 사람이 심각해지니까 좀 무섭더라.,원래 그런 $Performer들이 감정표현을 쉽게 안 하잖아.,어 그래서 나도 조금 놀랐어.
1343565,MDRW2100014082.1,보문광관단지 내 보문 콜로세움,보문광관단지 알지,거기랑 대명리조트,너 대명리조트 숙박권 있잖아
1247978,MDRW2100007403.1,교대 졸업하신거면 초등학교 교사시겠네요~ 교대 입시도 엄청 빡셌을텐데 멋져요~ 제 친구 중에도 지금 교대 재학중인 친구가 있어서요,ㅋㅋ 네네 6학년 담임이에요! 귀엽죠 교대는 좀 무언의 룰처럼 도서관 열람실은 4학년이 차지한다는 게 있었어요 물론 저희학교만 그럴 수도 있구요 ㅋㅋㅋㅋ 임용고시생이다... 하는 오오라가 있었죠,ㅋㅋㅋㅋㅋㅋ 고시생들은 진짜 그 분위기가 있죠,학교 사람은 만나보셨나요?
1519439,﻿MDRW2100026209.1,,,안녕하세요 닉넴이 name2이라 강아지키우세요??,할로 반가워요 아뇨 강아지는 안키우고있어요 name1님은요?
1149867,MDRW2100001642.1,나 잠옷인데.. 알앗서,히힣,원래 주인공은 늦어,맞아 대신 주인공은 맛있는거 쏴야돼
27841,Chat1539,예전에 키운 적이 있어.,어떤 동물을 키웠는데?,"고양이, 토끼, 햄스터 같은 것.",제일 좋아한 동물은 어떤 건데?
1440755,MDRW2100020825.1,가능해요?!,쇼핑해달라고 할때 알렉사 뭐뭐 구입해줘,대박,이럼 바로 주문이 되는 모양이더라구여
1193879,MDRW2100003728.1,징글징글하다 ㅠㅜ 당분간 빨래도 안마르겠네 ㅜㅜ,진짜 빨래에 선풍기 틀어야겠다 ㅜㅜ 다음주 다~~ 비야,꿉꿉해서 냄새도 날텐데 ㅜㅜ 비 좀 그만와줘... 기상청 예보 틀려달라고 ㅜㅜ,내말이 ㅠㅜ 이제 가을날씨인가 생각했는디 갑자기 장마라니
481394,감성대화말뭉치.15827,,정말 아깝다. 한 문제 차이로 내가 이 등이고 쟤가 일 등이야.,한 문제 차이로 이 등이라니 정말 아쉽겠어요.,다음 시험에는 내가 꼭 이길 거야.
686423,MDRW2100000104.108,그것도 먹을만해!,맛있꾸만 컵씻어올게!!!,그냥 에너지바는 다 맛있어....헉헉 초코초코야,ㅋㅋㅋㅋㅋㅋ 아침으로 먹기 괜찮네 견과류도많고
503386,감성대화말뭉치.20148,지금 있는 부서는 너무 오래 있었는지 무기력해짐이 느껴졌거든.,오랜 기간 일했다면 무기력해질 수도 있었겠네요.,맞아 그래서 다른 일도 해보고 싶은데 아직도 부서 이동이 받아들여지지 않고 있어.,빨리 부서 이동이 받아들여지기를 바랄게요
1380502,MDRW2100016601.1,안녕하세요,안녕하세요~ 배달음식 최애가 뭔가요!?,저는 떡볶이 되게 자주 시켜 먹어요~ name2님은요?,저는 치킨 자주먹어요 ㅋㅋㅋㅋ 떡볶이도 좋아해요 어느 떡볶이좋아해요?
1898445,MDRW2100047053.1,여름이라 습기때메 앞머리 곱슬곱슬하다ㅋㅋ,잘한일 머리자른것 잘못한일 앞머리 자른것,ㅋㅋㅋㅋㅋ 그래도 잘한일 하나있네ㅋㅋ,근데 머리도 벌써 묶일 정도로 길었음 ㅋㅋㅋ 꽁지긴 하지만
825998,MDRW2100001327.58,읭 이거 왤케 자리 좋은데 다 나갔지,그거 요새 인기많지않어??,그래서 그런가 ㅠ 어제 개봉했는데..,어제 내 단톡방에서도 누가봤다고 한듯ㅋㅋㅋ
