,dialogue_id,Q-3,Q-2,Q-1,A
737149,MDRW2100000255.4,미용가위세트 민가위 하나 곡선가위 하나 숱가위 하나 들어있는데 개구려 가위질 세네번 해야 한 번 잘리는듯 너무 초보자용 샀어,올ㅋ 이제 초보자 아니다?,아니 초보자용이 실수 더 오지게 난다 가위가 한 번에 안 들어거 애 붙잡고 잠깐만 !! 잠깐만 기다려줘 !!! 챸챸챠카챸 졸라 안 들어먹네 초보자용 저렴한만큼 퀄리티가 저세상이었다 뭐 이런,ㅋㅋㅋㅋㅋㅋ아니 초보자용이 더 좋아야 되는 거 아냐? 아 살까지 잘라버릴까봐 그런가
1031239,MDRW2100001585.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아웃겨 1인연극,하 오랜만에 재밌따,아 진짜 남의 비극가지고,또 뭐 열심히 싸게 할수있나 찾나
108885,HuLiC1738,말하고 보니까 좀 땡기네. 너도 안 먹어봤다니까 내가 사줄까?,"네, 그렇게 해주시면 좋겠어요. 저는 새로운 음식을 먹는 것을 좋아합니다. 당신은 어떤 음식을 좋아합니까?","요즘에는 전 종류가 많이 좋더라. 감자전, 호박전, 해물파전 같은 거",나도 모든 음식을 좋아해요. 그래도 이탈리아 음식을 제일 좋아해요.
1895188,MDRW2100047051.1,먹는데 hjmt,맛있겠다!!!,이제 다 먹고 소고기구울차례야 생당근도 먹는데 짱달아,탄수화물 업시
28251,﻿Chat15464,,,얼마전 홈쇼핑에서 카메라를 구입했어.,어때 좋아?
474828,감성대화말뭉치.14537,남들은 다 해놓은 것 같고 나는 빨리 시작해야 되겠고 혼자 안달 났어.,혼자 안달 나신 기분이시군요. 마음이 조급하실 것 같아요.,맞아. 그래서 여기저기 지인에게 묻고 다니기는 하는데 뾰족한 수는 안 나와.,그러셨군요. 주변 지인분들에게 도움을 요청하셨군요.
1098574,MDRW2100001619.1,웅 자기야,자기 안피곤해?,응 괜찮은딩 오빠 피건행?,아닝
1306540,MDRW2100011478.1,와우 20대중후반이 선배면 어리시군요 결혼을 일찍하네요 엄청,앗 사실 저도 중반이긴해요~~ 결혼 엄청 일찍 하시길래 저도 첨엔 왜 일찍할까 했는데 서로 좋고 확신이 있으면 빨리 하는것 같아요,맞아요 근데 음 저는 진짜완전100%확신없으면 어릴때결혼은 비추인것같아요,그쵸...저도 그런것같아요 아직 자기에 대해서도 잘 모를수도 있다고 생각해서요!
1184703,MDRW2100003055.1,,안녕하세요,안녕하세요,친구들이 군대가는건 자주봤는데^^
1341616,MDRW2100013948.1,그래 다음에는 사 오지 마라,왱 맛있는뎁~,나중에 살 빠지면 사 와라,알았어요~
958257,MDRW2100001537.1,그건 기본으로 있으면 좋궁 미국산인가뭔가 구이용으로 샀던거ㅎㅎ뭐든좋긴해용ㅎㅎ,뭐였더라 흠 .. ㅋㅋ 찾아볼게요,웅웅 난이제가게가려궁ㅎㅎ,너무 무리하지말고 날씨가 마니 습하네 ㅜ
89969,HuLiC1300,"아니요, 아직 안 했어요. 들어본 적은 있지만 본 적은 없어요. 좋아요",한번 보는걸 추천해. 재밌거든.,언제 한 번 확인해 봐야겠어요. 당신은 여가 시간에 또 무엇을 하는 것을 좋아하나요?,자전거타기를 즐기는 것 같아.
1132544,MDRW2100001637.1,야 살 빼장,누베베 해보고싶은데,내친구,근데
1476260,MDRW2100023292.1,헐 전혀 몰랴요! 유명한 맛집인가요???,진짜 맛있어요!! 물을 안넣고 무에서 나온 수분으로 양념장 만드는 곳인데.. 찐입니다 튀김도 어찌나 바삭한지ㅠ 저희집에서 버스타고 30분 거리라 자주는 못가지만.. 갈때마다 2만원치씩 포장해와요 ㅋㅋㅋ,헐 다음에 부산 가면 꼭 먹어봐여겠네요 많이 알려진 곳인가요!?!?! 막 줄 서는?!,네!! 부산 떡볶이중에 젤 유명하지않을까싶어요 ㅎㅎ 백종원 삼대천왕도 나왔는데 그전부터 원래 유명한 맛집이었어요 남포동 이가네.. 담에 오시면 드셔보세요 ㅎㅎ
1564859,MDRW2100029318.1,펩시요ㅠㅠ,콜라 왜 안주나요 코카콜라는 왜 안주나요,원래 줫ㄱ어요,그런데 ??
1310954,﻿MDRW2100011815.1,,,name2님은 연애중이신가요?,네 연애중입니다
343641,HuLiC7156,난 와이키키해변. 넌?,와이키키 해변은 가본 적이 없지만 가고 싶습니다. 어떻게 생겼나요?,아름답게 생겼어. 나도 가보지는 않았고...,하와이에 가장 좋아하는 해변이 있나요? 저는 언젠가 빅 아일랜드를 방문하고 싶습니다.
317223,HuLiC6546,감사합니다. 그렇다면 제 메일주소로 라이선스 코드를 보내주시겠습니까?,"네, 잠시 후에 보내드리겠습니다. 아직 시도해보지 않으셨나요?",현재 프로그램의 체험판 버전으로 설치가 되어있는 상태고 라이선스 코드를 보내주셔야 등록이 가능할 것 같습니다.,그거 좋은 생각인 것 같네요. 시험해 볼 생각에 기대됩니다. 프로그래밍한 지 얼마나 됐어요?
89504,HuLiC1290,아쉽다.. wii도 같이 했으면 좋았을텐데,"그래요, 무슨 말인지 알겠어요. 그런 게임을 항상 할 수 있으면 좋을 것 같아요.",그럼 이따가 너희 집에서 봐!,그래도 금방이라도 스위치를 받을 수 있을지 모르겠어요.
722907,MDRW2100000215.12,몸은또왜이렇게무거운지ㅠ 늘어진다,ㅋ그럴땐 걍쉬어 빨래내일하고,휴 몸이왜이런건지ㅠ 하자야진짜ㅋ,그건그런듯 나도 개졸리고
1972046,MDRW2100047749.1,샐러드 좋지 샐러드 갈랭?,고래 그런데 많던데,좋당 시내에 하나,가서 커피에
1316974,MDRW2100012258.1,저두요ㅋㅋㅋㅋㅋㅋㅋㅋ 발표 때문에 학교 그만두고 싶었습니다 ㅎ,너무 떨리고 막 후,토나오져ㅋㅋㅋㅋㅋㅋ,지금 학생이신가요
1239831,MDRW2100006878.1,아마 없겠지요?ㅎㅎ 통닭이 제일이지요,집에서 튀기긴번거롭죠,추석엔 튀김하는 사람들 많아요,제주도는 추석에 하진않아요
1919692,MDRW2100047072.1,답없네이 ㅋㅋㅋㅋ 나도 딱히 계곡은 별론데 위험해서,웅웅 그렇다잉,안가보니 갈데가 없구먼,나두 계곡은 아직 name3가 어려서리
190650,HuLiC3625,내 생각엔 자네들이 전수 조사를 한 것이 아니라 한 로트만 선정해서 샘플링 검사를 한 거 같은데. 내 말이 맞나?,당신 말이 맞는 것 같아요. 경찰을 불러서 제가 할 수 있는 일을 알아보겠습니다.,동문서답 하지 말게. 이 일과 경찰이랑 무슨 상관이 있나? 그럼 자네들이 품질 검사를 제대로 안 했다는 게 결론이야.,그게 무슨 뜻인지 잘 모르겠어요. 제 말은 제가 잘못한 게 없다고 생각한다는 겁니다.
790967,MDRW2100001168.73,헉 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,와우 너 완전 잘 들어온,와 학과마다 다르게 생각하겠구나,시닙이당
1293909,MDRW2100010568.1,오! 저두요 전 제가 하는 것보다 보는걸 더 좋아해요,보는 게임 유튜버 있으세요? ㅋㅋㅋ저도예요,간단한 폰겜 같은건 빼구요 저는 수탉님 봐요 name2은 보는 스트리머나 유튜버 있으신가요?,자빱티비요
1474381,MDRW2100023173.1,미래의 약속이랄까요..?,아 그런가요..? 지금 가시는게 아니군요..?,친구랑은 나중에갈거같구 오늘은 아마 혼자 여행가지않을까요?,아! 아니면 언젠가 간다라는 말씀이싷수도 아하 오늘은 우선 혼자 협곡 여행을 가시는군요 혼자 여행도 좋죠 협곡에서 혼자 명상과 수련의 시간을 갖는거죠!
578165,﻿감성대화말뭉치.34815,,,내 룸메이트는 음식물 쓰레기를 한 번도 안 버렸어. 냄새나고 지저분해서 싫다는데 그건 나도 마찬가지야. 이제 정말 짜증 나.,음식물 쓰레기를 치우지 않는 룸메이트 때문에 짜증스럽군요. 룸메이트도 음식물 쓰레기를 버리도록 할 수 있는 방법은 없을까요?
425775,HuLiC9051,그렇게 무서울줄은 몰랐지...ㅋㅋㅋㅋ,아 나중에 가족들 있을때 공포영화 봐야겠다.ㅋㅋ 지금은 혼자라 안됨,웅 공포영화는 혼자보면 안된다ㅋㅋㅋ,너도 오늘은 아까 내가 말해준것 중에 하나보고 공포는 나중에 봐
1407850,MDRW2100018544.1,제습기 돌려요,실내가 아니라ㅜㅜ,아라 아하,님은 집안에 계세요?
353454,HuLiC7382,난 재즈를 좋아해서 그 위주로 쳐,재즈는 훌륭한 음악 장르입니다. 당신이 가장 듣기 좋아하는 가수는 무엇입니까?,글쎄.. 넌 재즈 가수 아는 사람 있어?,"아뇨, 없어요 당신은 다른 음악 장르를 좋아하나요?"
803984,MDRW2100001228.81,짜증나니 꿀밤 놓고 그러긴하지ㅋㅋ 손이 운다우러,맞앙 ㅋㅋㅋ 나두 오늘 name3이 꿀밤ㅋㅋㅋㅋㅋㅋㅋㅋ 자다가 침대에서 떨어져서 우는데,어허이,또 순간 미안한거야 밤에 ㅋㅋㅋㅋ 애가 짠해 보이고ㅋㅋㅋㅋㅋㅋ케
781150,﻿MDRW2100001151.54,,,우리 언제만나 만나서 모하고 모하고 모해,시험 끝난날은
1537154,MDRW2100027433.1,,덥죠?,근데 요즘 좀 선선해진 거 같아요,맞아요
556814,﻿감성대화말뭉치.3062,,,괜찮다가 갑자기 가슴 통증이 심하고 압박감이 있는 거 보니 곧 심근경색이 올 것 같아.,가슴 통증도 심하고 압박감이 있는 거 보니 심근경색이 올 것 같아 걱정이 되시는군요.
1099553,MDRW2100001619.1,자갸 뭐하고 있어??,그냥 이거저거 하고있어 ㅋㅋㅋ,나 청소하고 샤워하고 쉬고있어,자기는 정말 입댈게 하나도 없다
942054,MDRW2100001529.1,네 생일인데 아깝지않아! ㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,어때 감동이잖냐?,사치했네
1202548,MDRW2100004333.1,ㅜㅠ.. 금방 가을지나고 겨울 올거같은데 얼마나 추울지..궁금하네요 작년엔 별로 안추웠던거 같기도하고?,작년은 생각보다 포근했던거 같아요. 겨울에는 코트 더 잘입으세요 아님 패딩??,음 사실 둘다 불편해서 저는 ㅋㅋㅋㅋ 얇은 옷 여러겹입고 조끼패딩에 후리스?,악 ㅋㅋㅋㅋ
1246155,MDRW2100007286.1,얼마전까지 가끔 동네서 오천원 팔았는데 요즘 세일이 칠천원이더라구요ㅠ,헐 서른개에요?,참치비싸죠ㅠ 잘안먹어요,그럼 갠춘한 거 같은데
1893082,MDRW2100047049.1,맨날 배달음식 시켜 먹을 듯,어떻게 알았지,난 너에 대해 모르는 게 없어,역시 언니 최고
