,dialogue_id,Q-3,Q-2,Q-1,A
861536,MDRW2100001383.1,알아보고 죄송하다해 그거 니껀데 쓴적없음,내거라는게 먼말이야 흠 이상하네,니꺼2장인데 이상하네? 인증버노,근데 왜 썼다고 하지 ㅡㅡ num
975835,MDRW2100001542.1,이건 누가?? 아 ㅋㅋㅋㅋㅋ 그냥 입어보고 골라라,그건 판매자가,돈 더 줘도 여보 오늘 화 한 5번 낸듯 둘이 5번 싸뤘단 말이지,아이구
1097808,MDRW2100001619.1,보고싶어 ㅠㅠ 같이있자,응응 나 곧 밥먹으러가 빨봉분식 갈거야,외식이 잦네 모텔이랑 붙어있는 거기 말하는거야? 오가면서 저기에 빨봉분식이 왜 있나 했네 맛있게 먹엉~~,응 name2 맛있게 먹어
946850,MDRW2100001530.1,오케이 정신없노 ㄷ,ㄹㅇ; 공부하다가 잠깐 졸려서 정신나가있었는데 보니까 잠 다깼노,ㅋㅋㅋ ㅇㅈ,누군가에겐 고작 서류합격일수도있지만 기쁘네 ㅋㅋ
154689,HuLiC2796,저도 그를 좋아해요. 그는 미시간주 디트로이트에서 태어나고 자랐습니다.,아니지 랩몬스터는 서울에서 태어났어,몰랐어요. 좋아하는 래퍼 있어요? 저는 카니예 웨스트를 좋아해요.,난 빈지노도 좋아
1699844,MDRW2100039062.1,네ㅋㅋ 그때 나가면 꼭 마셔볼게요 화이트초콜릿!! 대환장하죠,우유맛과 초코의 적절한 조화.. 아 환장하시나요 저도요 ㅋㅋㅋㅋ,일반 초코보다 화이트 더 좋아해요,저도요! 우유랑 맛이 자연스레 이어져서 화이트가 더 좋더라구요
379051,HuLiC7974,곡성은 봐놓고! 곡성 감독이야,그거는 영화관에서 안봤어ㅠㅠㅠ,흥 그럼 다른애랑 볼거야,랑종 언제볼건데ㅎㅎㅎ후기좀
729697,MDRW2100000235.6,연남동 좋으네염 연남동 고고! 그럼 저 회사에서 2시에 나가서,네네,피부과 갔다가 4시반까지 연남동으로 갈께요 조금 이른 저녁먹고,네네네
1545335,MDRW2100027979.1,ㅇㅇㅇㅇ 아니 근데 ㅋㅋㅋㄱㄱㅋㄱ기본적인전개도 얼개가안맞으면 어케 작가를핫시,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ제가 진짜 설정구멍을 못견디는 병이 있어서,하지 아나도,그런거만 보면 계속 물고 늘어지면서 고통받는데
1559487,MDRW2100028957.1,부럽다 나도 사줘,치즈볼 랜선먹여줌,가짜잖아 치즈볼 맛있겠다 그것도 시켰어?,웅 수요일이랑 금요일 행사해서 4천원할인해줘서 냠냠하는중 ㅋㅋ나중에 만나자구~~
1784449,MDRW2100045249.1,부대찌개요ㅎㅎ name1님은 저녁 어떤거 드셨어요?,우와 저는 볶음밥이요 부대찌개 요리 하셧어요?,아 아뇨 포장해온거 끓이기만 했어요!ㅋㅋㅋㅋ 볶음밥도 맛있겠네요ㅠㅠ,오오 요즘 부대찌개 잘 나오드라구요 포장도
718812,MDRW2100000201.53,돈 많냐구,그러네 ㅜ 그냥 인생 뭐있어 하고 먹고싶은거 먹으려고,너는 근데 좀 먹어야겠더라 살 너무 빠졌어 여름이니까 보양식 먹으러 가래,그니까 요번에 장 좀 많이보게 보양식도 먹어야지
27662,Chat15357,나도 가끔 철자법 같은 거 잘 모를 때 있는데.,나도 그래 이게 맞는 말인지 의심 가는 것도 있고.,그래서 그런 프로그램 생긴 거지.,맞아. 참 유용하더라.
213916,HuLiC4162,,드디어 방학이다!,저도 그 생각을 하고 있었어요.,정말? 너도 방학을 했구나 방학때 무엇을 할 예정이니?
1492963,MDRW2100024381.1,맛있어요,저는 고구마돈까스도 좋아해요,저도요,오므라이스 좋아하세요?
601516,﻿감성대화말뭉치.39388,,,당뇨 합병증으로 궤양이 생긴다면 다리를 절단해야 한대. 너무 무서워.,건강 문제로 불안하시군요. 더 자세히 말씀해주시겠어요?
696958,MDRW2100000111.35,아는데 9급에서 시작을 하더라도 애기 낳으면 일단 육아휴직 되죠 1년간 쉬면서 월급 받을 수 있으니까 그런거 때문에 그러는거죠,그정도면 남친을 니가 먹여살려야하는건데 진짜..? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,아니 언니 그니까 한국말은 끝까지 들어봐야 되는데,ㅋㅋㅋ 응ㅋㅋㅋㅋㅋㅋ
1658585,MDRW2100035969.1,저는 가끔 떡 넣어 먹어요ㅎㅎ 탄수화물에 탄수화물 넣어 먹는 거라 양심에 찔리지만ㅎㅎ,떡최고죠 저도 집에 떡국떡있을때 많이넣어먹었어요 !!,얇게 썰린 떡 좋아하세요 아니면 조금 두툼하게 썰린 떡 좋아하세요?,라면에 들어가는건 얇~~~~은 쫄깃떡이요!
1496628,MDRW2100024634.1,와 먹을 줄 아는 분이다.,퍽퍽살 먹다보면 다리도 먹어줘야하거등요 name1님은,혹시 퍽퍽살 먹다가...,선호하시는 부위가 있나요
1454283,MDRW2100021811.1,네네 맞아요 불안해하시는게 당연해요 저 블랙위도우 볼 때도 어떤 남자분이 마스크 내리고 팝콘 먹더라구요...,영화관 지금 취식 되나요? 대체 왜 그러는 걸까요 그런 사람은 ㅠㅠ,"아니요 취식 안돼요,, 그니까요,, ㅋㅋㅋㅋㅋ 정말... 그래서 불안하면 그냥 영화관 안가는게 제일 좋을거같긴해요!!!!",몰래 가져와서 먹었나보네요... 그렇게까지 먹고싶을까요 정말..
923951,MDRW2100001523.1,계속 누워잇을라해 앉아서 물한모금 마시고 다시눕고,name1 세탁기 안에 있는거 빼고 병원 가지고 다니던 이불 빨리 빨아 널어,알겟어,물티슈 챙겼어야했는데
174589,HuLiC3254,"글쎄요, 여러분은 여러분이 가장 열정적으로 하는 분야에서 직업을 찾도록 노력할 수 있습니다.",제가 생각해 본 바로는 어떤 길을 가던 간에 기초공학수학이 중요한 거 같습니다. 그걸 공부하는게 최선일까요?,당신이 무엇을 하느냐에 따라 다르다고 생각합니다. 공학에는 매우 다양한 분야가 있습니다.,그렇다면 자동차 공학을 하는 것에는 어떤 공부가 제일 시급할까요? 아니면 자동차 공학 말고 기계 공학에 더 초점을 두어야 할까요?
1498901,MDRW2100024780.1,저도 인터넷 주로 쓰네요 유니클로가 잘 맞아서 자주 사고 지오다노는 바지?,저는 지그재그에 있는 인터넷쇼핑몰 많이써요ㅋㅋㅋ,아 지그재그 선전 많이하더라구요ㅋㅋ,맞아요ㅋㅋㅋㅋ 지그재그 이제 진짜 머기업인가봐요
