,dialogue_id,Q-3,Q-2,Q-1,A
810588,MDRW2100001275.1,넹넹,진짜 뻥쟁이같은데,그래서 입학할때,ㄷㄷ
612297,감성대화말뭉치.4702,,몸에 좋다는 영양제를 들은 게 있어서 딸에게 알아봐 달라고 했는데 소식이 없어.,따님에게 알아봐 달라고 한 것이 있는데 아직 소식이 없군요.,혹시나 중간에 물어봤는데 기억도 못하고 있더라고. 다시 이야기를 했지만 약간 실망했어.
1426011,MDRW2100019833.1,ㅋㅋ 나도 떨어질줄 알았는데,실기는 그렇다해도 기능을 한번에 붙는건 대단한거 같아,응. 학원도 안다니고 독학으로...그것도 한번에^^,이제 주행연습해줘야하는데
1921557,MDRW2100047074.1,비엠케이같은 건물이면 좋겠어 음식점은 들어오는건 싫고,100억으로 저 건물다는 못살껄? 100억 얼마 안돼,웨딩홀이나 병원 들어오는 상가,병원건물 괜찮지
1575610,MDRW2100030093.1,젊게 봐줘서 고맙네요,하하 ㅎㅎ,저희도 가족끼리 조촐히 모여 집에서만 있을 계획입니다 친척들 못본지 오래라 그립네요,가족이 모일 수 있는게 행복한 게 아닐까요? 친척은 내년에 봐요!
1409934,MDRW2100018695.1,ㅡㅡ 너무 안타깝네요...  얼렁 고양이 번역기 나왓으면..,맞아요ㅋㅋ 어플 해봤는데 맞는건지 안맞는건지 싶더라구요,지금나오는건 다 사기같아요..ㅋㅋㅋ  다들 아픈덴 엄서여?,맞아요ㅋㅋㅋ 넵! 건강히 지내고 있어요~ 병원을 싫어해서 최대한 지금은 안갈수 있도록 아프지않게 지켜보고있어요
979328,MDRW2100001544.1,지역 화페 안 주고 갔구만. 결국 그대를 모시러 가야 하나?,내가 가도 되고,내가 갈게. 4시 30분까지 가도록 해 보겠음.,그려. 감사히 생각하겠음.
1531499,MDRW2100027026.1,우와 제목들이 다 느낌있네요!!! 오늘 바로 들어볼께요,감사합니다ㅠ,다 들어봤어요!! 노래가 3개 다 좋더라구요!! 그 중에 디어 스푸트니크가 진짜 취향이었어요! 진짜 찰떡같이 추천해주신 노래 느낌이 다 맞아서 신기했어요!!,헉 다 들어보셨군요ㅠ 감사합니다 추천한 보람이 있네요
1401703,MDRW2100018119.1,,최근에 어떤 책 읽으셨나요?,280일이요,소설인가요? 어떤 내용이에요?
896242,MDRW2100001503.1,우씨 왜안대지,뭐하는디,화장품살수잇는포인트1만포인트받을수잇음,오오오
1776042,﻿MDRW2100044622.1,,,초밥 좋아하세요?,네 초밥 너무 좋아해요
945792,MDRW2100001530.1,음 그런거구만,어느기업가든 알고리즘이 필수인거같다,할게만구만 name2 회로설계는 어렵겠지?,회로설계교수 누구누구있냐
1568784,MDRW2100029608.1,싸이코패스 ㅇㅈ 악플러들 제발 다 고소미 먹엉,ㅇㅇㅇㅇㅇ 그거또 내가꽃밭덕질하자고 회피해버리면 판을치더라 가끔씩 피뎁따주긴해야함,ㅋㅋㅋㅋㅋㅋㅋㅋ주기적으로 순찰을 도시는군요 PDF 순찰차,ㅋㅋㄱㅋㅋㄱㅋㅋㅋ ㅇㅇㅇ 아니 그거안했더니 가사하라같은애가 너무 난동을부려
136760,HuLiC2381,난 주로 별스타그램을 애용해. 사진이나 스토리도 올리고 말이야.,그것은 멋지네요. 인스타그램 많이 해요. 그것은 친구나 가족과 연락하는 좋은 방법입니다.,인스타그램을 한다면 친구들이나 지인으로 부터 DM 도 많이 받아?,"네, 있습니다. 저는 가족과 친구들과 연락하기 위해 이것을 사용합니다."
900732,MDRW2100001514.1,아니 ㅋㅋㅋㅋ 다른데서 ㅋㅋㅋㅋ,그래서 지금 사람들 똥줄 타는거임.. 그런거 안삼. 마스크 2천원 이상하면 사주면 안된다,그래 그건 너무 비싸다,미친놈들이다 손소독제 500ml 6천원이면 저렴하나
1039941,MDRW2100001590.1,응~그런것같애ㅠ 문자는 안깨지는가?,음 왠만하면 막 엄청 깨지진않을것같은데요!? ㅋㅋㅋㅋ이거바옄ㅋㅋㅋㅋ,와~진심 엄청 이해감ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 완전 공감ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃기둌ㅋㅋㅋㅋㅋ
1381405,MDRW2100016665.1,어떤 연예인 좋아하세요?,저 다양하게 좋아해여ㅋㅋㅋㅋ 누구 좋아하세요?,요즘은 sf9 찬희요! 아시나요?,아아 알아요 ㅋㅋㅋㅋ 스카이캐슬나왓잖아요! sf9팬이세요??
1787666,MDRW2100045478.1,근데 영상이 적어서 후 네네,이정도 퀄은 쉽지않은데,ㅇㅇㅇ 애 많이 쓴게,대기업
609455,﻿감성대화말뭉치.4149,,,새 여자 친구가 있는데 전 여자 친구에게 연락이 오니까 신경 쓰여.,전 여자 친구가 신경 쓰이시는군요. 혼란스러우시겠어요.
346496,HuLiC7221,우리집 개 종은 풍산개야,저는 그런 종류의 개는 들어본 적이 없어요. 무엇처럼 보이나요?,진돗개랑 비슷하게 생겼지만 조금 달라,그런 개는 본 적이 없는 것 같아요. 이름이 뭐죠?
618689,감성대화말뭉치.5954,남과 함께 가다가 구걸하는 사람을 보면 선뜻 돈을 주게 돼.,구걸하는 사람에게 쉽게 돈을 주시는군요.,하지만 이렇게 남의 시선을 의식하는 내가 싫어.,남의 시선을 의식하지 않는 방법으로 무엇이 좋을까요?
814822,MDRW2100001284.49,상브아?,웅...,지금은 의미없을걸? 장난질 많아서,힝... 알게떠 아 빨리 보고싶다 오늘 천일이야 천일 ㅜㅜ
328006,HuLiC6796,어릴때부터 했구나ㅋㅋ 대단하다,"네, 몸매를 유지하는 아주 좋은 방법이에요. 당신은 운동으로 무엇을 하나요?",나는 헬스장에서 기구 이용해서 한시간정도 운동해,당신은 운동할 때 어떤 장비를 사용하나요?
1368994,MDRW2100015794.1,요즘 날씨 엄청 오락가락 하지 않나요?,맞아요 지금은 습하네요,제가 있는 곳은 내일 비가 안오는데 name2님 지역은 어때요?,흐리대요 벌써 가을이네요
1401298,MDRW2100018090.1,,여행 자주 다니시나요?,코로나때문에 못간지 오래된것같아요ㅠㅠㅠ,저도 바다가는거 정말 좋아하는데 못간지 오래됐어요ㅜ
1329672,MDRW2100013142.1,아 진짜?? 관리실가서 짜는거는,돈 안들인거 보단 낫겠져 ㅋㅋㅋㅋ,또 생기니까,내칭구는 피부안좋아가 진짜 안해본게 없는데 ㅋㅋㅋ
685358,MDRW2100000103.568,,맨날 맛있는거,좋겟다,나만줌 ㅋㅋㅋㅋㅋㅋㅋ
703974,MDRW2100000135.136,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,할머니귀야워,할머니 귀여워 엄청웃겨
860471,MDRW2100001383.1,어푸 개는 훌륭하다 골든 나왔는데 name18 같아 사회성 없어 ㅋ,아호,name1,왱
1147784,MDRW2100001642.1,ㅋㅋㅋㅋ아놬ㅋㅋㅋ,"카톡한거,,, 맞아요,,,!",주책이야 증말 ㅋㅋㅋㅋㅋㅋㅋ,하고 뛰쳐나가
686746,MDRW2100000104.13,그래서 걍 의욕이,근데 저게 첫날이라서,상실됐어,그런거지 나중가면
1810007,MDRW2100046948.1,어겡 물어봣으 걍 오셧나해성,조기 어머니 가져다 드리라고 싸긴 했는데 엄마 오란말 안했어 걍 언니한테 보낼라고 조기 드실란가,엉큉,째깐하긴 한디 늦을듯?
1748829,MDRW2100042621.1,코로나라 참 불편하긴 하더라고요 마스크 낀채로 사진찍어야되니까,맞아여ㅠㅠ 마스크좀 그만쓰고싶네여 사놓은건 많긴하지만 ㅠㅠ 누가누군지도 모르는 ㅠㅠㅠㅠ 신랑신부는 안쓰죠??ㅠㅠ,그러니까요 마스크 작년에 산거 아직도 쓰긴 해요 네 신랑 신부정도만 아 혼주도 안꼈어요 그랬던가 하여튼 불편해보였어요 요즘 사고 싶은 물건 있으세요??,아 ㅠㅠ 행복한 결혼식날...ㅠㅠ
980638,MDRW2100001544.1,name3이 스팸밥 먹이고 있어요. 난 6시 30분쯤 도착하지 싶음.. 아.. 신한카드 짜증남. 거기 비오나?? 여기는 난리났음..,"아직 안 오는데, 잠시 후 올 것 같은 분위기.",천둥치고.. 비가 겁나 많이 옴.. 퇴근 무렵에는 비가 멈추기를.. 아.. name3이 목욕하는 날임... 목욕도 시키고 계시옹. 나 지금 퇴근요.. name3이 몇시 픽업?,5시15분쯤
1166007,MDRW2100001834.1,헉 허니문베이비셧나요!!???? 어머나 우와 ㅎㅎㅎ,남편하고 가치관은 정말 잘맞아서,오오 부러워요,만약연애중이시라면 꼭 맞는분찾길바래요ㅎㅎ
747714,MDRW2100000308.8,4는 본적없어,올해는,51.5가,검진복입고하는거
1362180,MDRW2100015323.1,ㅋㅋㅋㅋㄱ도비는자유예요ㅋㅋㅋㅋ 저도시켜먹어서설거지없어서좋아요,잘했어요 도비이즈프리 그냥 내가 맘을 내려놓으면 되는거였어요 엄마가 다 하시지만 .... 엄마도 뭐 엄마가 하실만하니 하시겠죠,ㅋㅋㅋㅋㅋㅋㅋㅋ그래놓고 또 며칠뒤에 집안일할거잖아요.. 착해서...흑흑,자기가 먹은 김통도 안치웠어요 동생이ㅠㅠ 나쁘죠ㅠㅠ 이제 다음주 간대요 그래서 그냥 하죠 뭐ㅠㅠ 이제 동생 가면 엄마도ㅠ집안일 안하실거같아요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
470256,감성대화말뭉치.13659,대표님과 임원들이 외부 영업에만 집중해서 내부적 간섭이 거의 없어. 그래서 편하고 좋아.,내부 간섭이 없어 만족감이 높으시군요.,각자의 역할에 맞게 업무를 확실히 하는 게 정말 중요하지.,앞으로도 지금과 같은 방법으로 상황이 잘 풀렸으면 좋겠네요.
1796884,MDRW2100046144.1,저두요 스케쳐스 넘 편해요 ㅎㅎ,고워크!! 엄마사드렷어여,고워크 유명하죠 ㅎㅎ 아식스도 편하고 방수기능이 좋아서 고민되요,네네 직접신어보시고 픽!하세요 저는 스케쳐스한푯!!
1639131,MDRW2100034485.1,저는 봄가을이요 원래는 봄이 좋았는데 요즘은 가을도 좋네요,저도 봄가을이 젤 좋더라구요 이유가 있나요??,네 걷기에도 좋고,넵
333979,HuLiC6933,마동석이 경찰로 나오고 범죄를 쫒는 내용이야 마동석 배우는 너무 멋져,멋질 것 같네요. 확인해 봐야겠어요. 당신은 여가 시간에 또 무엇을 하는 것을 좋아하나요?,취미가 없어 퇴근하고 나면 아무것도 못하겠어..,당신은 어떤 일을 하세요?
1425109,MDRW2100019772.1,1코로나시대에 딱인 서비스네요,어서 마스크벗고 운동 나가고싶어요,저두요,온라인 서비스엔 한계가 있으니까요
296327,HuLiC6064,난 그렇게 생각 안 해요. 계속 연습하면 더 잘 할 수 있을 거예요.,"고마워, 단어갯수를 줄이고 반복해서 외우는 시간을 늘리면 기억이 좀 더 오래 갈것 같아 더 노력해봐야겠다",좋은 계획 같아 보여요. 당신이 잘 되길 바랍니다.,너가 응원해주니까 이제 다시 열심히 공부하면 잘될거라는 희망이 생겼어. 힘내봐야겠다
1800332,MDRW2100046396.1,여섯시네요!! 언제퇴근하세요 ㅋㅋ,전 지금 나가요 ㅋㅋ 술마시러 헤헤,와우 조심히 들어가세요 헐 약속이 있으시구나,넵 감사합니다
1752314,MDRW2100042874.1,벌써 9만원이야? 대박,락페보내줘~~~~,페스티벌? 락?,콘서트보내줘
488779,감성대화말뭉치.17277,생일인 나를 모든 사람들이 축하해 주었으면 해!,모든 사람들에게 축하를 받기 위해서 내가 할 수 있는 일은 무엇이 있을까요?,우선 이 케이크를 다른 부서에게도 나누어주어서 축하를 받을 거야.,동료 분과 좋은 주말을 보내시길 바랄게요.
1359579,MDRW2100015153.1,맞아요 겨울엔 건조해서 정말 피부가.... 촉촉한 지금 만족해여겠어요,name2 님 계신 지역은 오늘 날씨 어떤가요?,흐렸는데 지금은 해가 떠 있네요! name1님 날씨는 어때요?,저도요! 날씨 완전 좋아요
145864,HuLiC2592,영화는 무슨 장르 좋아하는 편이야?,저는 액션과 스릴러를 좋아합니다. 당신이 가장 좋아하는 논픽션 책은 무엇입니까?,나는 소설책을 좋아해서 ㅎㅎ 추리소설 책 좋아해,미스터리는 훌륭한 장르입니다. 저도 스릴러 좋아해요. 당신은 좋아하는 작가가 있나요?
162561,HuLiC2978,좋아요. 딱딱하게 삶는 건 싫지만 부드럽게 삶는 건 좋아해요.,난 바숙계란만 있어도 밥 두공기는 먹을수 있을거 같아,좋은 생각이에요. 언젠가 한 번 해봐야 할 것 같아요. 당신은 좋아하는 쌀 요리가 있나요?,난 죽도 무지 좋아해!
249692,HuLiC4989,난 음... 칠면조 한번 먹어보고 싶어,칠면조 좋아하세요? 별로인데요.,아 그래?? 왜 별로야?,저는 그 맛이 마음에 들지 않아요. 마음에 드세요?
980901,MDRW2100001544.1,30분까지는 못가고 5시 안에 도착할 듯. 주차장에서 연락하겠음. 주차장,잠깐만요.,기프트 M포인트 -,"name27이 아침마다 코에 약은 뿌려주고 있데? 계속 뿌려줘야지 1주일 정도 안뿌렿지..ㅠㅠ 밤새 기침함.ㅠ 상태 상관없이 2달가량은 계속 뿌려줘야 효과가 있다고 했음. 아침밥 먹듯이 꼭 기억해줘요. 꼬옥~~~;; 15분 정도 걸린다고 했어요 영수증 위에 있는 번호 부르면 수령하면됨. 아이스라떼, 아이스아메리카노"
510386,감성대화말뭉치.21527,그동안 빵 없이는 살지 못했던 나였는데 병이 두려워서 빵을 끊은 사실이 너무 화가 나.,빵을 끊어서 화가 났군요. 그 분노를 다스리려면 어떻게 해야 할까요?,빵 이외에도 나를 행복하게 만들어줄 다른 음식을 찾아야겠어.,음식의 간이 더 이상 짜지 않기를 바라요.
735390,MDRW2100000247.87,사랑 받는 것보다 사랑하는게 중요하단 건가,ㅁㅈ name10이 아니었으면 진작 때려쳤을 듯 name9 아니어도 나한테 적대감 가진 사람도 있었고,난 저게 정답인진 모르겠지만 나도 저렇게 생각하긴 해 ㅇㅇ,여러모로 많이 스트레스 주는 사람들이 있었지만?
841750,MDRW2100001373.1,ㅋㅋㅋ,난 오늘 팔지 싶어 ㅋㅋ 내일까지 안가꼬가 ㅋㅋ,vi 또 발동  그 와중에 사조동아원 ㅋㅋㅋ 따상 실패야?? 떨어진다. ㅠ,아니지. 아침에 보고 바로 기사쓴건네
1699291,MDRW2100039020.1,아침은 드셨나요??,아뇨~ 커피한잔하고 ㅋㅋㅋ지금 마라탕이랑 꿔바로우시켯어요 고수를 까먹었네요ㅠ,오 마라탕!!!! 맵기 어느정도로 주문하세요??,전 중간맛이요!! 가끔매운맛먹을때도있는데 먹으면 힘들어서ㅠ
117571,HuLiC1939,"저는 그림, 그림, 조각, 그리고 다른 형태의 시각 예술로 그것을 표현합니다.",우와.. 엄청 멋있다 너 ㅋㅋ,저는 그것을 다양한 방법으로 표현하는 것을 좋아합니다. 저는 그것을 저를 표현하는 방법으로 사용합니다.,그렇구나 뭔가 예술적인 감각이 있구나
741844,MDRW2100000277.2,affiliation 오전안갔음 affiliation 못갔지,그러네,그게 affiliation 회사 직원들이 상주해서 직접 설명해주는거야 그래서 부랴부랴 affiliation 다녀온듯 일없었대ㆍ오전에는,늦음 안되는구나
433092,HuLiC922,너는 시력이 좋은 편이야?,맞아요! 안경 쓰긴 하는데 렌즈 안 껴요. 너는 어때요?,안경 쓰면 시력이 안 좋은 편 아닌가?,"네, 있습니다. 나는 안과에 갈 때 안경을 써야 해요."
188524,HuLiC3576,그거 재미있겠어요 확인해 봐야겠어요. 또 뭐 하고 싶으세요?,너가 말한 이상한것 이라는 미드도 한번 봐야겠다,처음 들어보네요. 확인해 봐야겠어요. 무슨일인데요?,"아 너가 재미있게 봤다고해서, 나도 궁금해서 한번 찾아보려고. 처음 듣는 제목이라서"
1232472,﻿MDRW2100006338.1,,,2년 연애 했어요~ 그 중 1년은 아빠 허락받기 위해 더 한거...ㅋㅋㅋ,왜요~?ㅎㅎ
1843688,MDRW2100047019.1,생일선물로,얼만데,사준대 27,미쳤네 ㅡㅡ
704953,MDRW2100000135.88,안놀아 줄거같아,늙다고 안놀아 는뭐야,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
624841,﻿감성대화말뭉치.7158,,,부모님께 너무 죄송한 마음이 들어.,무슨 일이 있었어요? 어떤 일로 그런 마음이 들게 했는지 얘기해 주실 수 있어요?
1153347,MDRW2100001643.1,아닝 저기 집컴ㅈ으로 한건데 막혀가지구 노트북 켜서 과제냈는데 보니까 안내도 됐던거야 ...ㅎ,ㅎ... 긍정적으로 생각합시다 덕분에 빨리 끝냈응게..,아 아니여 이거말구 두개더해야댜... 이거는 그냥 에피타이저 ㅎ,아 긍게 하나는 끝났잖여
1228424,MDRW2100006040.1,앜ㅋㅋㅋㅋ 개발 언어 때문에 그런가? 배우면 생각보다 쉬워요ㅋㅋ 응용하는게 어려워서 글치,자바프로그램? c언어 막 뭔소린지 ㅋㅋㅋ 코딩도 그렇고 어질어질한거같은데 똑똑하신가봐요,똑똑하다기보단.. 생존? 가끔씩 오류날때마다 머리 아프긴해요ㅋㅋㅋㅋ,ㅋㅋㅋㅋ 하나 삐끗하면 아예 안돌아간다고 들은거같긴해요 회사도 컴공 계열인가요?
1402944,MDRW2100018208.1,웅ㅋㅋ 해외직구라 며칠 걸린다 웅웅 싸고 질도 좋다,그래 직구로 사는게 좋으면 그렇게 사라,오키~ 다른것은 뭐 살거 없는감?,응 필요없다
1697672,MDRW2100038906.1,지금 야식으로 먹을만한거 있나유?,어느새 낮이 되어버렸네요...ㅋㅋㅋㅋㅋㅋㅋ 저는 야식을 자주 먹는편은 아니지만 밤되면 육회가 그렇게 먹고싶어지더라구요,육회 안먹은지 너무 오래됐는데 먹고싶다ㅠㅠㅠㅠ 전 야식 안먹다가 최근 계속 먹고있어요...ㅎ...,핫 어제도 드셨나요?
1917861,MDRW2100047071.1,다른공유ㅓㄴ에 가도록 하자,너 지금 자자나요,안자는데요,누워있잖아요
499989,﻿감성대화말뭉치.1948,,,내가 면접 본 회사가 있는데 빨리 합격 연락이 왔으면 좋겠어. 그동안 동생들 뒷바라지하느라 내 꿈은 뒷전이었거든.,좋은 소식 있기를 바랄게요.
679080,MDRW2100000103.14,아 수선집 다녀오ㅓㅅ더햇자나,문의 한거 확인,가방이랑 신발들고갓음,못하나
1233665,MDRW2100006421.1,어떤??,이거저거 다해봤어요,가장 힘들게 한건 누구인가요,음 bts랑 엑소콘이요 ㅋㅋㅋ
82265,HuLiC1123,좋아해. 올해는 수영장에 한 번 밖에 못 갔지만 말이야.,"저는 수영을 좋아하지만, 하고 싶은 만큼 자주 하지는 않아요.",혹시 평형도 할 줄 알아? 접영이나.,"네, 있습니다. 저는 물속에서 오랫동안 숨을 참을 수 있습니다."
198445,HuLiC3805,저는 날씨와 해변을 좋아합니다. 저 또한 화산을 보고 싶습니다.,하와이에 있는 화산은 활화산인거지?,"네, 그래요. 정말 보고 싶어요. 당신은 하와이에 가본 적이 있나요?",아직 못가봤어. 나도 하와이 가서 화산 보고싶다 !
136420,HuLiC2373,뉴욕은 방문하기에 좋은 장소입니다. 이 도시는 미국에서 가장 인구가 많은 도시입니다.,가이드 해주기 싫구만..ㅋㅋ 넌 뉴욕에서 혼자 살아?,"네, 저는 인구 밀도가 가장 높은 맨해튼에 삽니다.",월세가 엄청 비싸다고 하던데...
208155,HuLiC4029,요즘은 주말마다 힐링을 하고 있지. 그럼 넌 뉴욕에서 아파트에 살아? 단독주택에 살아?,저는 뉴욕 교외에 살고 있습니다. 저는 돈이 많지 않아서 맨하탄에 살 여유가 없어요.,"맨하탄보다 교외가 조용하고 좋을 거 같은데, 좋은 점도 많지 않을까?","네, 있을 거예요. 제가 그걸 살 여유가 있을지 모르겠어요."
1467631,MDRW2100022728.1,그 펫키지라고 jtbc에서,응응,강아지랑 연예인이랑 여행보내는 예능 얼마전에 나왓거든 근데 거기서 김희철이ㅋㅋㅋㅋㅋㅋ 초보 보호자들은 유기견 입양하면안된다고,헐
31301,﻿Chat1722,,,넌 취미가 뭐야?,나는 운동하는걸 좋아해.
1253193,MDRW2100007731.1,네 어디 가보고픈 해외 있으세요?,저는 일본 한번 가보고싶네요 해외여행 어디 가보고 싶어요?,지금 생각 중인 곳은 독일이랑 중국서안이랑 이집트요 일본 어디 가고 싶으세요?,저는 유니버셜 스튜디오 가보고싶은데 들어보셨어요?
1783622,MDRW2100045187.1,회사도글쿤요,네ㅋㅋ 애들이 제일 힘들죠ㅜ,94쓰기싫대요 비말만썼더니ㅠ 밖에마스크안쓰고나가면 손으로코막아요ㅠ 불쌍,빨리 좋아져야하는데요ㅜ 말도 늦게 배운대요ㅜ
48166,Chat4983,,이 날씨는 뭐하는게 좋아?,쇼핑은 어때?,난 별로 흥미 없어.
1595053,MDRW2100031447.1,성악설 성선설중에ㅎ 어느게 맞다고 생각해요?ㅎㅎㅎ 인간은 본래부터 악한가? 착한가?ㅎ,전 성선설이요 ㅎㅎ,아ㅎㅎ 왜요?ㅎㅎ,부모 나 환경 영향을 많이 받는거 같아서요 ㅎㅎ
1032618,MDRW2100001585.1,몰라 나도.. 받자마자 동생한테 전화했는데 동생도 모른다고 해서 아직 안눌러봄,아 누르지말고 삭제 ㅋㅋㅋㅋㅋㅋㅋ,오케이..! 아 근데 퍼밀 대박임;,퍼밀 왜????
591749,감성대화말뭉치.37476,든든한 딸들에게 무언가를 하고 싶어.,든든한 딸에게 감사의 표시를 하고 싶으신 거군요. 어떤 게 있을까요?,모아둔 돈으로 딸들과 여행을 가야겠어.,따님들과 함께 좋은 여행 하시길 바랄게요.
165150,HuLiC3036,난 피자가게에서 배달을 하고 있어.,그것은 재미있는 직업처럼 들리네요. 당신은 그러는 동안 음악을 들을 수 있나요?,아니 오토바이가 시끄러워서 음악을 듣지는 않아.,"오, 그것 참 안됐군요. 여가 시간에 하고 싶은 취미가 있나요?"
894314,MDRW2100001500.1,내옆에 너 . 다람쥐 갈수잇음. 집에울타리는 없고 적당히큼 . 테이블위에 접시 랑 병 . 계곡. 아주잘보임. 몸 다젖어릿음,"1 너에게 가장소중한사람 2 동물이 다가가기어려운동물이면 적극적인성향, 온화하고 쉽게 다가갈수있는 동물이면 소극적인성향 3 집크기가 크면 클수록 미래에 대한 기대치가 높음. 울타리가 없으면 직설적인 성격 4 테이블위에 무언가를 본 사람은 자신의 삶에 행복을 느끼는중 5 성욕이 클수록 큰 물을 선택한대 6 얼굴이 잘 보일수록 첫번째질문에 나왔던 그 사람이랑 가까운 관계임 7 연인사이의 육체관계. 몸이 많이 젖을수록 육체적인 관계를 중요시함 나는 7번 종아리까지 젖음 나옴ㅋㅋㅋㅋㅋ",ㅗ ㅋㅋ,아 계속 소화가 안돼 시불 저녁 먹지말자 마운틴듀 사먹음
1797497,MDRW2100046191.1,네 화장실을 가리니까,시끄럽진않나요?,울고 그러는건 아니어서 시끄럽진않아요,키우기 편하시겠네요
1607049,MDRW2100032253.1,제목부터 무섭네요 ㅋㅋㅋㅋ 어떤내용일까요,시한부여주랑 계약결혼소재라 그렇게 무서운 내용은 아닐거같은데 제목이 저래서 여주가 죽긴할거같아요ㅠㅠㅠㅠ,아 너무 슬프겠어요.,네.. 여주가 매우 현실을 직시하고 있어요..심장병인데 불치라..
1343367,MDRW2100014069.1,일일연속극 안본지 오래되었네요ㅋ,저도 안보는데 어쩌다 봤네요ㅋㅋ,보다보면 계속 보게 될까봐요 ㅋ,아 그럴수도 있겠네요
850089,MDRW2100001381.1,생각나면 하나씩 하고 있지,내번호좀 해라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 난 왜 요새안하냐 올리기만하고슬퍼,name1 번호 넣으면 당첨 안됨,오빠리
751909,MDRW2100000450.1,안녕하세요! 최근에 어떤 물건을 구매하셨나요?,안녕하세요~ 최근에 음.. 저는 딱히 없는듯한데 name1님은 뭘 구매하셨어요?,저는 그립톡이랑 작은 피규어를 구매했어요!,무슨피규어에요? 피규어 모으는거 좋아하세요? 저는 오늘 당근예정이긴해요 제가 판매자^^
1002107,MDRW2100001558.1,헐.. 많이도 드심,오늘은 다이어트야 우리 name7언니가 금욜날 가보제 ㅋㅋ 하이마트,name52이말로는 발품파래 Lg 냉장고 티비세탁건조 에어컨 해서 800햇대 상조안넣고,와 왜케 싸게함
883445,MDRW2100001496.1,친새끼아니야 차도없는색기가,남친 아부지 차타고 갈거임,뭔데,제네시스
1721743,MDRW2100040646.1,네 그런게 포함되는 거죠 로고 광고지 패키지,오 내가 만든 디자인이 사용되는걸 보면 기분이 정말 좋을것 같아요,처음에는 당황했어요,당황이요??
1281117,MDRW2100009644.1,먹을 거 좋아해요! 맛있는 음식 좋아해요 음식 얘기 하는것도 좋아해요~,사실 게임 쿠키런밖에 잘안해봤거든요 무슨 음식 좋아하세요?,마라탕이랑 초밥이요!!,꺅 대박대박 저도 마라탕이랑 초밥 엄청 좋아해요 ㅠㅠㅠ 어제도 마라탕 먹었어요 마라탕 양고기 넣으세요? 소고기 넣으세요?
1628599,MDRW2100033709.1,네 그래서 먹고싶어도 참을때가 많아요 name2님은 배달자주시켜드세요?,ㅎㅎ건강엔 좋겠어요 저도 가족들 있을때나 시켜먹고 아니면 집에 있는 걸로 챙겨먹으려는 편이예요,집밥이 더좋죠^^,네네 집밥 최고!
