,dialogue_id,Q-3,Q-2,Q-1,A
500040,감성대화말뭉치.1949,조금만 실수해도 용납을 하지 않고 엄격하게 나를 항상 혼내시는 완벽주의자 아빠 때문에 너무 힘들어.,사소한 실수도 넘어가지 않으시는 아빠 때문에 힘드시겠어요.,나도 사람인지라 실수를 하고 저런 말을 들을 때면 너무 상처 받아.,실수를 안 하고 살 순 없는데 맨날 지적받아 많이 속상하겠어요. 어떻게 해야 이 문제를 해결할 수 있을까요?
1407356,MDRW2100018507.1,여기고 시작이여,어제 안와서 좋았는데 오늘부터 이틀온다니,또 춥겠네요,뭐 아침저녁 쌀쌀하긴하죠 이러다 가을인거죠
749692,﻿MDRW2100000320.1,,,요새 비 많이온다 싶었는데 장마라고 하더라고요??,아 장마였어요?? 날씨가 꾸리꾸리하고 막 스콜성으로 비가내렼ㅅ다가 그쳤다가하길래 장마인줄은 몰랐어요 그래서 날이 좀 시원해졌었군여
1614995,MDRW2100032791.1,저 에이프릴은 못가보고 아이유는 가봤어여,헉 아이유!!!!!!,아이유콘서트 대박이에여,하 저 ..... 코시국 끝나고 정말로... 아이유 콘서트 졸라리 가고싶어요..
820098,MDRW2100001293.12,지면 지저분하고,맞아,어쩔수 개량종도많고,ㅇㅇ 색이 이뿌긴해
1350004,MDRW2100014514.1,제주 여행 갔을 때 해봤는데 나름 괜찮아서 다른 곳도 다니면서 스타벅스 있음 들리곤 해요 사과호랑이 님은 여행할 때 꼭 해본다 하는 것 있으세요?,저는 해외로 갈땐 그 지역 장난감을 모아요 아직 두어개 뿐이긴 한데 동생도 하나씩 사다주고 해서요 거의다 중국산이더라구요 ㅜㅜ,우와 장난감도 좋네요~하는데 중국산 ㅎㅎ 맞아요 수공예 어쩌고 해서 샀는데 ㅎㅎㅎ 중국에서 온 걸 알았을 때 허탈함이 상당하죠 여행 갈 때 뭔가 하나씩 정해서 하는 게 이야기 해보니 의미를 더하네요^^ 뭔가 여행이 더 특별하게 만들어주고,저도 더 의미가 느껴지는 것 같아서 좋았어요 담엔 스타벅스나 맥도날드라도 들려봐야 겠어요
1056360,MDRW2100001596.1,응 조시미 와 여보,응 일어났어요,한참 전에 일어났지 아침에 대문 손 본거야? 활짝 열려있었어 name4는 자고 있었지만,헐 아침에 하려다 혼자선 안돼서 대문은 고정되길래 일단은 출근햇ㅎ는데 큰일날뻔햇꾸만
658962,MDRW2100000060.105,비와서 우산도 있으면서...똑땽,근데 울엄마도 그래ㅠㅠ 돈아깝다고ㅠㅠ,근데 대교 타면 사실 버스나 택시나 시간은 비슷하긴 한뎁 밑에서 부터 집까지 경사가..ㅠ,글지ㅠㅠ 1401번타면
190064,HuLiC3611,좋은 생각이에요. 분명히 새 상품을 싸게 살 수 있을 거예요.,싸게 살 수 있는 곳 어디 없을까? 블랙프라이데이던데,"블랙프라이데이는 잘 모르겠지만, 백화점에서 많이 볼 수 있어요.",백화점은 물건은 많아도 가격이 좀 비싸지 않을까?
1719918,MDRW2100040517.1,아 몰랐어요,오늘 들은 쓸데없는 정보랍니다 ㅋㅋㅋㅋㅋㅋ 네 저도 몰랐어요 애기 이쁠때이긴 하겠어요,연애할땐 뭐에씌여서 없으면 못살것 같았거든요,넹
110884,HuLiC1785,"네, 괜찮을 거예요. 해변에는 보통 많은 인명구조대 초소와 샤워시설이 있습니다.",겨울인데 바다를 들어갈 생각은 아니지?,"아뇨, 전 그렇게 생각하지 않아요. 저는 물속에 있는 것을 별로 좋아하지 않아요.",그래 들어가면 큰일날 수도 있어.
1781079,MDRW2100044999.1,네네 멀어서 자주안가지만 좋아해요,어떤 메뉴 주로 시켜드세요?,저 비엘티요 피클류는 빼고먹어요 name2님은요?,저는 예전에는 에그마요에 베이컨추가 먹었었는데 요즘에는 터키 많이 먹어요!
1450029,MDRW2100021505.1,그러시군요 ㅋㅋ 저도 좋아하는데 많이는 못봐서 가끔 클립으로 몇개 봐요! 요즘에는 넷플보고있어요ㅎㅎ,넷플로 뭐 보시나요? ㅎㅎ,가장 최근에는 어제 공개한 디피 봤어요 ㅎㅎ 정해인 나오는거요!,오 재밋엇어요?
1600416,MDRW2100031822.1,오 적성에 맞으신가봐요?,음 적성에는 안 맞는데 name1님과 같이 혹은 더 연배있는 사람이랑 한 주제로 대화하는건 재밌어요 ㅎㅎ,아하 그렇군요!! 근데 보통 언제 출근하고 언제 퇴근하세요?,아침 9시에출근 6시에 퇴근이데 토요일에도 격주로 근무해요.. 공항이 쉬지 않으니까요ㅠㅠㅠㅠ
59090,﻿Chat7030,,,친구들이 널 싫어한다고 느낄 때고 있니?,아니. 그러면 그게 $Theme겠어?
296580,HuLiC607,한국이 세계에서 가장 인구가 많은 나라라고 알고있는거야?,"네, 면적이 세 번째로 크고 아시아에서 네 번째로 인구가 많은 나라입니다.",우리나라는 3면이 바다로 둘러싸여 있어서 어디서든 바다를 볼수있어.,난 그걸 몰랐어요. 저는 태평양에 위치한 것으로 알고 있습니다.
1948245,MDRW2100047100.1,ㅋㅋㅋ넌 뭐먹,음............. 볶음밥을 다먹어서 뭘먹어야하지 밥도 업는데,ㅋ.... 새로하면되죠 쌀도 받았는데 ㅋㅋㅋㅋㅋㅋ,밥할시간이 걸리자냐요 30분.. 오오
254163,﻿HuLiC5091,,,다이어트를 하고 있는데 정체기가 온거 같아.,그 말을 들으니 유감이네요. 당신에게 맞는 것을 찾을 수 있기를 바랍니다.
1536686,MDRW2100027397.1,전 일을쉬어본적이없어요,부지런하시네요,건 아니고요ㅜ 대학졸업후바로취직. 전역후 바로 복직ㅜ,우와~~!!!좋네요
8149,﻿Chat11535,,,머리가 지끈거려서 죽겠어.,그럼. 병원에 가보지 그래?
682579,MDRW2100000103.377,그냥 재밌는일이,허허 땀이 줄줄난자,종종 있어,부럽다
1935456,MDRW2100047088.1,여기바바 ㅋㅋㅋㅋ 시킨거야 은근 나나가 슈가한테 반말하네여,나나 나이가 몇이지... ㅋㅋㅋㅋㅋ그러게요 그때 페북에 나이가 있었나,나이 없었떤거 같아옄ㅋㅋ 얘기 들은 기억이 없눈.. 공장이랑 같은 회사 아니라고 하더니 작게 말해여,엥 ?? 뭐지?? 뭐가 다른거지
522293,감성대화말뭉치.23871,,수능시험을 봤는데 다 망했어.,망했다고 생각한 이유가 있나요?,원래 내 예상은 사백오십 점이었는데 최종으로 사백십 점이 나왔어.
265178,HuLiC5345,그것은 정말 근사해요! 당신은 참치나 연어를 좋아하시나요? 저는 연어회입니다.,응 정말 맛있지 나는 샐러드와 같이 먹는걸 좋아해~,당신이 가장 좋아하는 샐러드 드레싱은 무엇인가요? 저는 목장이 좋아요.,나는 흑임자 드레싱이 제일 맛있더라! 목장이 뭐야?
1147571,MDRW2100001642.1,ㅋㅋㅋㅋ개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ 나도 전교수꺼 봐봐야지,내가 저기서 김name7 찾알어 너도 맞춰봐 ㅋㅋㅋㅋㅋ,4번?,땡 2번이래
235338,HuLiC4657,응 ㅜㅜ 너무 좋아 사고 싶었던 거 다 저렴하게 샀거든!! 원피스는 헤링본 무늬 색상은 회색이야,드레스에 어울리는 색깔이에요. 정식 행사에 입고 갈 계획인가요?,고마워~~ 정식 행사는 아니고 놀러 갈 때 입을 옷을 샀지!!,천만에요! 휴가 잘 보내시길 바랍니다. 너 어디가?
454785,감성대화말뭉치.10612,취업해야 하는 나이인데 취업을 못 해서 걱정스러워.,취업을 못 해서 걱정스러운 기분이 드시는군요.,맞아. 그래서 다른 사람들과 함께 취업 준비를 시작하려고.,취업 준비를 시작하고 금세 취업해서 걱정이 사라지시길 바랄게요.
1207631,MDRW2100004673.1,,안녕하세요! 요즘 유튜브중에 먹방 재미있지 않나요?,사실 자주 보는 편은 아니예요 그 놀토에 나오는 햇님? 그 분꺼 본 적 있어요 말을 재밌게 하시더라구요ㅎㅎ,앜ㅋㅋㅋㅋㅋ 전 히밥님꺼 좋아하는데 그럼 유튜브는 보통 어떤 장르를 많이 보세요?
