,dialogue_id,Q-3,Q-2,Q-1,A
661902,MDRW2100000063.131,ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃겨,아덜램~ 어케됐어~~ 흥 부러워라 흥칫뿡야 흥칫뿡야 나 완전 삐졌는데..,꼴받아... 냠냐미~,베이비야 잘가렴..
742553,MDRW2100000278.6,카고생리할삘이다,나도.. 나도 무조건 터진다 ^^,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ니도가,그 무슨 도담삼봉 거기도 산책로
1637934,MDRW2100034398.1,저는 작은 스탠드 조명 샀어용ㅎㅎ,어디에쓰시나요,자기전에 핸드폰 잠깐할때 써요ㅎㅎ 너무 밝은곳에 있다가 갑자기 불 끄면 잠이 안와서ㅠ,아 저는지금 불켜고있어요 불끄고 폰보면 눈나빠져서요
865997,MDRW2100001388.12,ㅋㅋㅋ그치 뭔가 그런거같아,ㅋㅋ2루까지 갔는데 2아웃이라니 1점이라도 내라 제발ㅋㅋ 으이구 말하자마자 교체라니,그러게 ㅠㅠ 채널어디로봐 ㅋㅋㅋ 박찬호 에규,ㅋㅋㅋ우리집도!
750091,MDRW2100000345.1,ㅋㅋㅋㅋ우와 신기해요 지금까지 뭐 좋아해요 라고 물었을때 들어봤던 메뉴 중 가장 신박했어요!!,뭐가요? 정말요?ㅋㅋㅋ,네ㅋㅋㅋ 미더덕찜이 나올줄이야 ㅋㅋ,무화과 좋아하세요?
759432,MDRW2100000930.1,딜떴다 싶음 못지나치겠고 적립금이나 쿠폰이 오늘까지다 그럼 왠지 써야할것 같고 ㅋㅋ 엉망진창이에요,그러니까요 그냥을 못지나쳐요 ㅋㅋㅋㅋ 아무리싸도 결국 결제하긴하는건데 ㅋㅋㅋㅋㅋ,ㅋㅋㅋ언젠가는 오늘 싸게 산걸 잘햇다 할수 있을고야 위안삼으며 ㅋㅋ 그래놓고 미니멀 하고파서 당근거래 하고싶은데 시골살다보니 이지역 거래해도 연락이 올까싶어요,같은동네분들 당근 많이안하실까요 ㅎㅎ 필요하면 멀리서도 찾아오긴 하더라구요
733088,MDRW2100000245.73,그것도 버리지머,티셔츠도 몇개 있어,그건 내가봐서 할께,속옷도 정리하고
1036752,MDRW2100001589.1,코스트코 였네여;,융양웅했다궄ㅋㅋ,머쓱,니혼진 칸코쿠 다시배우세여
761273,MDRW2100001025.52,그치? 헤헤,어디야!,나 호천당 앞에~,먼저갈게~~
1183740,MDRW2100002989.1,오징어 볶아보려는데ㅋㅋ 양념이 잘될ㅈㅣㅎ,너무 맛있겠네요 오징어 요즘 싸나요?,저는 손질된 냉동팩제품 사서 쟁여놨어요 싸고 국산이고 좋더라구요,요즘 편하게 재료들도 다양하게 잘 나온는거 같아요
949441,MDRW2100001533.1,ㅇ.ㅇ 나 넷플안하잔여,머라고 지금알앗어 웨안해 재밋는데 ㅜ,머라고 저번에도 얘기햇는걸 종강하고 할거라고 ㅋㅋㅋㅋㅋㅋㅋ 지금 유튜브 보기도 시간이 부조괘,바보라서 까먹엇나바 ㅠㅠ 학교가기싫어...
1557606,MDRW2100028826.1,전화를잘하나?,원래 안하는 스타일이라는데 그래야했나..,나도남친이랑 카톡별류안함 전화많이험,헐 글쿤
957998,MDRW2100001537.1,차 더웠을텐뎅ㅠㅠ 잘 들어가셨댕?? 자기도 밥 꼭 챙겨먹어요 태풍온다는데 배달 조심하구 나도 이제 좀 괜찮아진거 같아요 ~,name5주사도맞구 잘먹구있대용ㅎㅎ,아이구 ~~ 우리name5 역시 걱정안끼치는 우리아들 ㅋㅋ 다행이다 휴 ㅠㅠ 얘네도 잘 먹구 있엉 ㅎㅎ 자기야 오늘 끝나고 연습실 쓰레기랑 부탁해두 될까용?? 내일부터 계속 손님 써성 ㅠㅠ 이게 머지 끊겨있네;;?? ㅎㅎ,웅웅 알겠어용ㅎㅎ 그거끊어진거 사운드바인거같아ㅎㅎ 오늘장을못봤더니 고기고기랑알만두품절이당ㅜㅜ
1967217,MDRW2100047467.1,"저는 아무거나 적당히 세일하는 거요, 최근엔 가지를 사서 많이 구워먹었어요,",가지 맛있죠! 처음에는 몸에 좋아도 식감 때문에 거부감이 있었는데 가지전 맛있게 먹고 그 뒤로 먹게 됐어요. 그냥 기름 둘러서 구워 드시는 건가요?,전 그냥 기름 소금에 굽는걸 좋아하고 가족은무쳐먹는데 가지무침 식감은 여전히 별로지만 좀 참고머거요,저도 아직 가지무침은 좀 힘들더라고요ㅠㅠ
191624,HuLiC3648,저도 그 두 바다를 모두 보고 싶어요. 대서양은 세계에서 가장 큰 바다입니다.,멋지네. 바다 좋아해? 가고 싶은곳이 다 바다네.,"네, 바다를 좋아해요. 세계에서 가장 큰 소금물입니다.",나도 바다 좋아해. 그냥 바다에 가면 편안한 기분이 들어.
619020,감성대화말뭉치.6017,,버려진 기분이 들어.,누구한테 그러세요?,친구들한테 버림받은 것 같아.
913497,MDRW2100001516.1,새벽에 애기 먹이고 잤지,응 그니까 다섯시에 ㅠ 많이 못잤겠어 여보,오전에 완전 비몽사몽이었지,고생했어 ㅠ 여보 뭐ㅜ좀 먹었어?
1803939,MDRW2100046671.1,저는 아직 안먹었는데~! 추천좀 해주세요!,해장국이요,어떤 해장국이요? 제가 종류를 잘 몰라서,뼈해장국  선지 콩나물해장국
301012,HuLiC6172,아직은 학생 신분으로 연구를 하는 중입니다. 다시 본론으로 돌아가서 귀사의 소프트웨어를 임대하고 싶습니다.,그것 참 좋은 생각인 것 같군요. 당신은 학위로 무엇을 하고 싶나요?,그 부분은 아직 구체적인 주제를 잡진 못했습니다. 그러나 무엇을 하든 귀사의 소프트웨어가 필요합니다.,좋은 지적입니다. 당신은 좋아하는 취미가 있나요?
1648270,MDRW2100035180.1,네.. 그래서 아침 점심 저녁 다 잘 챙겨먹는 대신에 군것질은 줄이려구요 군것질 좋아하세요?,아.. 군것질 완전 좋아해요,저두오.. 그래서 참는게 너무 힘드네요..ㅠ.ㅠ,맞아요ㅠㅠ 어떤거 좋아하세요?
152483,HuLiC2744,아마존 좋지. 그런데 난 한국이라 아마존은 좀 힘들어.,아마존이 한국을 기반으로 하는 곳인지 몰랐네요. 거기가 마음에 드시나요?,아마존은 미국을 기반으로 하지. 우리는 네이버 스마트스토어를 많이 사용하고...,"저는 그 가게에 대해 들어본 적이 없지만, 아마존이 제프 베이조스에 의해 1994년에 설립되었다는 것은 알고 있습니다."
1693474,MDRW2100038589.1,아무리 플스에 신경 많이 써도 근본은 모바일겜이면서,ㅇㅇㅋㅋㅋㅋ 모바일이라서 흥행하는건데,ㅇㅇ플스유저도 모바일로 잡고 시작했을텐데,근데 플스에 미련이 있나봐 ㅎ 플스 하려면 오픈월드 더 탄탄히 하고 와라
1369748,MDRW2100015843.1,아주가끔요ㅎ 일년에 몇번 요기요하셨나요? ㅎㅎ,ㅋㅋㅋㅋ네네 식빵좋아해서 살겸 도넛도 담앗어요 ㅋㅋㅋ 파바 도넛 의외로 맛있더라구여,빵좋아하시는 군요 엊그제 나이트쿠폰으로 거의공짜로샀는더 오늘 15000원이상 담아야돼서 패스했어요,오 글쿤요 어젠 뭐사셧어요?
483260,감성대화말뭉치.16191,내가 어떤 행동을 해도 전혀 걱정을 안 해.  난 주워온 게 아닐까 싶어.,걱정을 하지 않아 친 가족이 아닌지 불안하시군요. 앞으로 어떻게 하는 것이 좋을까요?,모르겠어. 일단 기분이 좀 별로라서 잠이나 한 숨 자면 나아질 것 같긴 해.,푹 쉬고 난 뒤에 기분이 나아지길 바라요.
1474807,MDRW2100023200.1,멋지네~21세기과학ㅈ기술대단하네~ ㅋㅋ맞아 나 지컨 영상도 봐(급회귀 나 그...초코하나 더빙영상진짜좋아해 내웃음버튼,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ넘 사람이 재밌지 않아? 쪼아해..쪼아해...쪼아한다구...!!,그치 더빙도 너무 잘하시고ㅜㅠㅜㅠ가끔 보면 인터넷방송을 위해 태어난 사람 같아 아ㅠ 맨날 가람이...가람이..가람이..!! 듣기싫어!!!,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
810369,MDRW2100001275.1,오..,참 좋을텐데 라고 해줘여 ㅋㅋㅋ나중에가 언제임 ㅜ ㅋㅋㅋ,와,오
1009417,MDRW2100001562.1,그런거,코스피가 떨어질 떄 말하는거제,단순떨어진거노노 그치,그럼 지금은 상승장이네
1122030,MDRW2100001634.1,ㅋㅋㅋㅋ,그냐 문도 안얄어줬는대 방에서 혼자 뭐하고 노냐,뭐하고놀았댜,농을 빨아먹던데
1022949,MDRW2100001581.1,name1name1,얘도 항우울제랑 기전이 비슷하대또,기전이머야,약이 몸에 적용되는 회로? 과정?
152221,HuLiC2739,ㅋㅋㅋ그렇구나 너는 연상이 좋니 연하가 좋니?,"나이 든 돼지를 좋아하긴 하지만, 선호하는 건 없어요. 너는 어때요?",나는 연하가 더 좋은 것 같아! 연상은 별로..,저도 네 말에 동의해요. 저도 돼지는 좋아하지만 베이컨만큼은 좋아하지 않아요.
207735,HuLiC4019,당신은 좋아하는 취미가 있나요?,요즘은 명상을 즐겨~,당신이 가장 좋아하는 명상의 종류는 무엇입니까? 저는 해변에 앉아서 명상하는 것을 좋아합니다.,난 집 침대에서 하는게 가장 편해
1191151,MDRW2100003522.1,저는 아삭이도 좋고 물컹이도 좋아요 올해 복숭아 진짜 많이 먹었어요 애가 복숭아 알러지있어서 안산지 오래됐는데 이젠 먹어도되지않을까싶어서 주문해서 제가 다 먹었어요 ㅎ,요즘 날이 더워서 달고 맛있던데 ㅎ 이제 끝물이죠?,이제 포도 사과가 나오는거보니 끝물인거같아요 거봉사고싶은데 아직 비싼거같더라구요,아 샤인 머스캣 나온거같던데 엄청비싸던데요
369437,HuLiC7751,ㅋㅋㅋㅋ 그 세븐보다 유명함,오오 ㅋㅋㅋ 장르는?,형제물이야 모건프리먼 나옴,오오 모건프리먼 그 쇼생크탈출 영화 나오는
1329171,MDRW2100013104.1,아뇨 직장인입니당,수강신청하던 생각 나네요 ㅎㅎ 클릭질 ㅋㅋ,그쵸 공강만들려고 ㅋㅋ,그것도그렇고 인기있는거 빨리넣으려구요 ㅋㅋ
295848,HuLiC6052,정말 편안하네요. 당신은 어떤 종류의 드라마를 보나요? 당신은 다른 장르를 좋아하나요?,요즘은 멜로드라마 위주로 보고있어 !,그게 뭔데요? 저는 그것에 대해 들어 본 적이 없어요. 드라마 같아요?,넌 어떤 종류의 드라마를 좋아해?
1411721,MDRW2100018816.1,김치복근밥 다이어트 들어봤어요?,아뇨 그건 첨 들어봐요 해보셨어요??,도시락 싸다닐때 반강제로 했어요 점심에 김치볶음밥 하나먹고 저녁 닭슴살이랑 샐러드,와 살 얼마나 빠졌어요??
560741,﻿감성대화말뭉치.31392,,,대체 나 혼자 어떻게 이 일을 처리하라는 걸까?,업무를 혼자 맡으셨나 봐요. 자세히 말씀해주세요.
