,dialogue_id,Q-3,Q-2,Q-1,A
1720680,MDRW2100040574.1,고모된 입장에서 고모랑 친하게 지내는 조카 좋네ㅋㅋㅋ,ㅋㅋㅋㅋ아니고모가 마트에서 포도를 사셨데 드럽게 맛없어 심지어 벌레도있ㄴㅁ,세계로마트? 나 웍샀어! 29560,어디서?지마텟? 웍하나만살거임?? 쿠팡이쌀걸? 하나만살거면?
307963,HuLiC6332,"네, 저는 잔인하고 특이한 처벌에 대해 말하고 있습니다. 저는 당신이 무슨 말을 하는지 잘 모르겠어요.",난 잔인한건 싫더라 ㅠㅠ 어후,그 말을 들으니 유감이네요. 당신은 여가 시간에 어떤 종류의 일을 하는 것을 좋아하나요?,음 밀린 드라마나 예능을 주로 보는것 같아.
669453,MDRW2100000086.30,왜 그랬대?!!,놀이터 투어하니까 둘째,걔 데리고 집 비운 사이에?!!,그치 혼자 그림 따라 그리다가
1262915,MDRW2100008417.1,ㅋㅋ 난 배달 잘 안 시켜서 손편지 몰랐네,포스트 잇에 적어서 음식포장용기에 붙여 오더라,그거에도 감동 받는구나,옥탑방 문제아들 이제 끝 인 가 본데 이제 뭐 보 지
787163,MDRW2100001157.37,오늘처음 결제ㅋㅋㅋ,웅ㅈㅋㄱ소액ㅋㅋ,살게읍써서,앙ㅋㄱ
1200392,MDRW2100004187.1,아무튼출근에 나와서 하루 보여줬었는데 열심히 하고 있긴 하드라구요,전 매일 기상도를 메일로 보내줘야 하는 직업이라ㅎ 날씨를 많이보고 있는데 우리나라가 일본많이 따라 갔어요ㅎㅎ,오 기상도를 보는직업이시라니 그럼 더 체감이 크시겠네요,글죠ㅎㅎ 요즘에 태풍이 안와서 너무좋아요ㅎ 앞으로도 안왔으면 좋겟어요ㅎㅎ
1700490,MDRW2100039110.1,우와 많이 드시네요,많은가요? ㅋㅋ 추가로 더 사야되요,저는 센트룸 하나 먹다가 끊었어요,건강하면 영양제 사는 것보단 잘 먹는 게 낫죠 ㅎㅎ
369005,HuLiC7741,춘천에 롯데시네마 누워서 볼 수 있는데 생겼자나,그건 스위트 박스 나 그거나.. 그래봣자 스위트박스 그런거에서 봤는데 엄청 좋은거 어디에있는데 막 사운드 다르고 그런고,그냥 나그것도 가보고싶음 자동차극장,오 그거 요새 많이간대 나도 가보고싶다.. 그거 진짜 요새 주변에도 많이가더라
1135264,MDRW2100001638.1,언니 나 일어났오.... 굳뭘닝......,굳머닝얄~ 와 엄청 일찍 일어났네...,ㅋㅋㅋㅋ 오늘은 기절할거여,ㅋㅋㅋㅋㅋ 점심에 그만둔 부장님이 양재코코에서 점심 사와따...ㅎ
1032624,MDRW2100001585.1,그니까...,블로거 둘한테 잘 걸렸다,ㅋㅋㅋㅋㅋㅋㅋㅋ 칭찬후기 나도 달콤박스 후기 써야지,ㅋㅋㅋㅋㅋㅋ
1542611,MDRW2100027797.1,name2 님은 요즘 집에서 지내는 시간이 많으신가요?,네 저는 집순이라 맨날 집에만 있어요 name1님은 집에서 주로 뭘 하시나요?,저는 대학생이라 요즘은 공부 중이에요 가족이랑 같이 지내시나요?,저도 가족이랑 지내고 있어요 가끔 혼자 살고 싶다고 생각한 적도 있지만 역시 가족이랑 내는게 좋은 것 같아요
1022871,MDRW2100001581.1,후히히히 이제방황안해두댄다!,요!name1네컷,name1name13.3,어제보다 더 축축쳐지는 name2 오늘도 화이팅..
67670,Chat8648,가죽이니?,엉 비싸게 주고 샀는데.,가죽은 손질하면 신을 수 있지 않을까?,그럴까?
1906167,MDRW2100047059.1,근데 막,걔도 별로,둘 다ㅏ,안그럴거갘은데
181143,HuLiC3405,그것은 멋지네요. 당신은 자유시간에 무엇을 하는 것을 좋아하나요? 저는 비디오 게임 하는 것을 좋아합니다.,우와 난 넷플릭스를 보거나 명상을 하지.,명상은 긴장을 풀고 마음을 맑게 하는 좋은 방법입니다. 당신이 가장 좋아하는 넷플릭스 시리즈는 무엇입니까?,오징어게임이야 알고 있니?
939457,MDRW2100001528.1,나는 요리는 해도... 플레이팅에서 항상 망하던데 ㅠㅠ,등갈비도 굽구! 요건 감자 짜글이!,나 짜글이도 좋아해!,일단 요정도!!!! 지금 폰에는 이거밖에..
344896,HuLiC7185,"나는 개 두 마리, 고양이 한 마리, 앵무새가 있습니다. 당신의 개는 어떤 종인가요?",나의 개는 진돗개라는 한국 토종개야. 사람을 잘 따르고 믿음직해,그것은 훌륭한 개처럼 들립니다. 당신은 어떤 일을 하세요? 전 금융분야에서 일해요.,금융분야라면 은행에서 일하는거니?
188154,HuLiC3568,그나저나 월급 들어오자마자 카드값이며 공과금 빠져나가고 나면 쓸돈이 얼마나 남을지 걱정된다,무슨 말인지 알겠어요. 저도 그게 항상 걱정돼요. 당신은 어떤 일을 하세요?,나는 초중고 학생들 영어 수학등을 가르치는 일을 해,보람 있는 직업인 것 같네요. 여가 시간에 하고 싶은 취미가 있나요?
643179,MDRW2100000018.1,노농 따라만 놓으라고하셔소,오잉 그럼 다른 분들은 술 드시구? 자걈 name4 수술 다음주 월요일로 옮겨야될거 같오 병원이랑 얘기중이긴한뎅,웅웅 자기 병온스케줄이 안대엉?,오후에만 가능하다는데 수술 끝나고 집 갛때 막히면 name4 힘들거 같아소 평소엔 갠차는데
1407297,MDRW2100018502.1,동네에도 하루에 글이 엄청 올라오더라구요,그쵸 많더라구요,집이 경찰서 근처면 직거래를 더 자주 할 것 같아요,아 그르니까요
273290,HuLiC5532,그것은 정말 근사해요! 당신은 참치나 연어를 좋아하시나요? 저는 연어회입니다.,응 정말 맛있지 나는 샐러드와 같이 먹는걸 좋아해~,당신이 가장 좋아하는 샐러드 드레싱은 무엇인가요? 저는 목장이 좋아요.,나는 흑임자 드레싱이 제일 맛있더라! 목장이 뭐야?
1163474,MDRW2100001667.1,장녀에요? 장녀는 보통 책임감이 강하고 이해심이 많더라고요 그래도 여동생 남동생 다 있고 부러운데요 전 제가 막내라,강제책임감이생기는것같아요 ㅋㅋㅋㅋㅋ동생들은 아주 잔소리꾼이라고 기겁을 ㅋㅋㅋㅋ,어쩔수 없죠 어찌 보면 부모 대신이니까 좀 더 크면 언니마음 누나마음 이해할 날 올거에요 저도 오빠랑 자취할때 왜 자유없게 저렇게 구속하나 싶었는데,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 저도 반성하고있어요 넘 잔소리많이했던것같아요 애들도 애들의 생활이있는건데 그져
755249,MDRW2100000651.1,저는 연약한데 그친구는 진짜 가끔 제가 얻어맞아요,아..?ㅋㅋㅋㅋㅋㅋ 천생연분같은데요,그런 취향 아니긴 한데 어쩌다 보니 그렇게 된겁니다 오해하지 마세요,ㅋㅋ ㅋ ㅋㅋ오해안했습니다 ㅎ
490153,감성대화말뭉치.17548,기분이 좋다니 좋은 일이네요. 어떤 이유로 기분이 좋은지 말해줄 수 있나요?,나 드디어 취업에 성공했어.,드디어 취업에 성공하셨다니 정말 기쁘시겠어요. 이제 출근을 위한 준비가 필요하겠군요.,응. 그래서 출근에 필요한 것들을 사러 가보려고 해.
801020,MDRW2100001226.109,만약 안된다고 하고,안됀다고 하면,찾아봤는데,알아볼게
1586701,MDRW2100030856.1,여기선 못봣는데 잠시 검색좀,고급스런 새우깡 생각나요ㅎ 리얼새우깡? 그거 치면 나올듯,와 맥주 킬러네!,맞아요!! 이거 최애 안주 가격도 나름 착했어요
1443153,MDRW2100020992.1,맞아요 소스 부족하면 안돼요 근데 ㅋㅋㅋㅋ 쫄은 소스가 좀 넉넉하면 좋겠어요 ㅋㅋㅋㅋ,맞아요,그쵸?ㅋㅋㅋ,사장님이
1583500,MDRW2100030627.1,맞아요 ㅎㅎ 차라리 몇년 전에 했으면 더 잘될 수도 있을 것 같은데 말이에요 ㅎㅎ,예수님도 3일이 아니라 10년 뒤에 부활했으면 다들 떨떠름했을듯요,ㅋㅋㅋㅋ웃기네요 시간이 너무 흐르기도 했고 근데 또 사람들은 재밌다고만 생각하지 직접 한다는 사람은 많이 없는 것 같아요 ㅎㅎ,다들 그러더라구요. 그때 싸이 열심히 한 사람들은 지금 다들 페북이나 인스타에 정착해서
1533084,MDRW2100027142.1,,그럼 이제 박스 관리만 하면 도ㅐ?,그래?? 인턴이라고 안되는 건 아니겠지 함..물어뷰ㅏ야겠다 일단 하루 빼먹었으니 나중에 일단 지금은 박스랑 봉투만 관리하는거 같아 아침에 내가 하던거 다 하셨다네,ㅇㅎ 힘들어하는게 보엿나...? 암튼 쉴 틈이 생겨서 다행이네
839308,MDRW2100001371.1,보면 되지,씻고봐야지 내일 아침 점심 저녁 뭐먹지??,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 너무웃겨,아점저메추
899548,MDRW2100001504.1,,오 땡큐,너꺼 장학재단 아디비번알려주삼%=,account num
666122,MDRW2100000077.6,,친구 남친이 강아지 키워서 데려웠는데 진짜 졸귀탱,홀 미친 무슨 종이냠 ㅠ,말티즈야!!!!! 이름은 name3 ㅠㅠ
