,dialogue_id,Q-3,Q-2,Q-1,A
1299517,MDRW2100010971.1,ㅎㅎ 그런데는 갬성으로 가는 거라 저도 스벅이 제일 만만해요 엑스트라도 무료고 공간도 편하고 주로 무슨 음료 드세요?,자허블 젤 많이먹고 바크콜.. 좋아해요 바닐라크림콜드브루 name2님은요?,저는 아메리카노에 휘핑 올려 먹어요 핫이든 콜드든 할것 없이ㅎ,우와 맛있나요? 그냥 휘핑?? 에쏘휩??
135477,HuLiC2351,그럼 안드로이드 태블릿은 어때? 갤럭시 같은 것들,갤럭시 태블릿에 대해서는 잘 모르지만 미국에서 가장 많이 팔리는 스마트폰은 아이폰으로 알고 있습니다.,그렇구나..그럼 너도 아이폰을 쓰고 있는거야?,"네, 저도 아이폰을 가지고 있어요. 나는 안드로이드보다 iOS 운영체제가 더 좋아요."
446379,HuLiC995,혹시 너도 배드민턴 쳐 본적 있어?,"아니요, 한 번도 안 해봤는데 정말 재미있을 것 같아요.",정말 재미있는 운동이야. 시간 나면 꼭 한번 해보길 추천할께.,"그래야겠어요, 정말 재미있을 것 같아요. 다른 운동도 하시나요?"
1588891,MDRW2100031007.1,내장산.. 굉장히 험하다고 들었는데 맞나요? 단풍이 정말 아름다운 산이었나봐요! 친구가 가을에 단풍이 정말 이쁜 산이라 가을에 놀러가면 정말 좋은 산이라고 말은 들어봤었거든요,네.. 단풍 정말 예뻤어요.. 근데 험하다는 기억은 없었는데 아마도 등산이 목적이 아니라 감상이 목적이어서 높이 안올라갔었나보네요,진짜 끝나기만 하면 ㅠ 꼭 보러가야겠어요 ㅠㅠ 정자가 있는 호수? 연못? 이 있다고 하던데 가보셨나요?,몇년전이라 기억이 가물가물한데 그게 코스가 있을거에요 전.. 봤는지 어쨌는지 기억이 안나네요 기억나는건 백반집이 맛있었다는 거
43173,Chat3970,눈오는 날 생각나는 음식은?,눈오는 날에는 따뜻한 $Theme이 생각 나지.,예를 들어 어떤거?,쌍화차 한잔이 어떨까?
802239,MDRW2100001226.6,퇴근할때 알려달라는거지?,어차피 금방 퇴근한다며 얼마나 걸릴거같은데??,오전에 끝내고 점심먹고,웅
1620356,MDRW2100033162.1,검색중 컴이랑 폰도 포함되는거같은데? ㅋㅋㅋ,하이 저는 자랑스러운 홈루덴스족,와 너무 자랑스럽다 근데 주제가 용품인데,ㅋㅋ 나는 핸드폰이좋아
1688796,MDRW2100038238.1,ㅇㅎㅋㅋㅋㅋㅋㅋㅋ,머 내가 아직,5성 물&원소 메인딜러가 필요한듯,그런 조합 맞출 수준은 아니니까 ㅇㅇ서브딜러에 가깝단 말 나오긴하더라 궁쓰고 타탈로 바꿔서 원소평타에 전기 들어가면 세긴 하겠지만 난 그런애 업지...
1859872,MDRW2100047026.1,헤헷 의사가 요거트 많이 먹으랬거든,근데 너 정도는 괜찮지,내시경하고 요거트랑 샐러드 많이 먹었는데.. 요샌 잘 안먹게되네.,천 미리 먹는건 아니니깐 내시경은 언제 한 번식 하는 거여?
1072066,MDRW2100001602.1,놀리지나마!,귀여운 내시끼,흥흥,캥거루할테니까 name1가 새끼해
229767,HuLiC4528,고등학생이면 정말 이것저것 생각할 시간이 많을 때내. 나도 고등학생때로 돌아가고 싶다,그것 참 좋은 생각인 것 같군요. 당신은 대학에 가서 무엇을 공부하고 싶은지 알고 있나요?,나는 이미 대학 졸업했어. 너는 대학가서 무엇을 공부하고 싶니?,"잘됐네요, 축하해요! 저는 심리학을 공부하고 싶습니다. 당신은 무엇을 공부했나요?"
