,dialogue_id,Q-3,Q-2,Q-1,A
615256,감성대화말뭉치.5279,,학교에서 따돌림당하는 문제로 아주 힘들었어.,학교에서 따돌림당하는 문제로 그동안 많이 힘드셨겠어요.,그런데 이제는 괜찮아질 거 같아.
1723584,MDRW2100040772.1,아 저도,습관이 되어야해요 저 살면서 지인 중에 여자인데 운동 안해도 그냥 배에 힘주고 다니는 습관때문에,헐,복근 생긴 사람 2명이나 봤어요
1532088,MDRW2100027068.1,티오디가 뭔가요 군대 메뉴 중에 뭘 가장 좋아하셨어요,흠 야간에 보는거요 그 안 보이는거,아 네 전 군대리아는 보았는데 뭘 좋아하셨어요,저는 간짬뽕이랑 맛다시요ㅋ 근데 꿀땅콩을 젤 많이 먹은듯요
242742,HuLiC4828,아냐 나는 집에 있을거야.,당신은 어떤 일을 하세요?,나는 그냥 학생이야 너는?,저도 학생이에요. 당신은 무엇을 공부하고 있나요?
267825,HuLiC5406,샴 고양이야 배고프지 않아?,저는 샴고양이를 좋아해요. 나도 하나 있었으면 좋겠어요.,나중에 너도 기회 있음 키워봐 너무 귀여워,그러고 싶지만 고양이 알레르기가 있어요.
620500,감성대화말뭉치.6308,,내 여자친구가 다른 남자를 만난다는 사실을 알게 되어 슬퍼.,여자친구가 바람 피운다는 사실을 알게 되어 슬픔을 느끼셨군요.,난 그녀를 위해 미국 유학도 포기하고 한국에 남았어. 그런데 난 버림받고 말았어.
838173,MDRW2100001370.1,"놀부들.,., 1세트만 달라니까.,",니네들,흑흑 좀 줘,뭘 끊냐 감독새끼야 걍 1세트줘 아 새끼들 개발발대네 안녕.... 새끼들
511471,감성대화말뭉치.21742,남편이 결혼 후에 변해서 화가 나시겠어요.,결혼하기 전에는 다 해 줄 것처럼 말해 놓고 집안일을 아무것도 안 해!,남편이 집안일을 전혀 하지 않아서 실망하셨군요. 어떻게 하면 기분이 풀릴까요?,친구한테 전화해서 하소연 좀 해야겠어.
1973581,MDRW2100047749.1,ㅎㅎ ^^... 조교쌤이 나를 졸업생이라고 햇눈데,ㅋㅋㅋㅋㅋㅋㅋㄹㅋㄹㅋㅋㅋㅋㅋ,"머쓱~,, 아는거",개화석 ㅋ
518938,감성대화말뭉치.23209,우리 팀 동료 하나가 있는데 난 그 사람이 정말 너무 싫어.,왜 그렇게 그 사람을 싫어하시나요?,한두 가지 이유가 아니야. 남의 공을 가로채는 모습이 가장 별로야.,악감정을 가질 만한 일이네요. 또 다른 이유는 뭐가 있을까요?
1717409,MDRW2100040332.1,"맞아요ㅋㅋㅋㅋ 양배추는 쩌먹을 수 있는데, 양상추는 샐러드나 샌드위치 제외하고는 떠오르는게 마땅히 없어요",그 다이소에 채소물빼는거 그것도사고싶어요 그걸로 양상추 물기싸악 잘빼면 보관이 좀 오래간대요!,오오!! 맞아요 채소 물 빠지는거 있으면 편할꺼 같아요 그거 다이소에서도 파는군요,그리고요즘 그게 핫하대요 거기에 넣어 보관하면 채소가 오래간대요
1597724,MDRW2100031635.1,"우와 너무 멋지세요 진짜 ㅠㅠㅠ 그림 그리는게 보통일이 아니잖아요 물감 칠하는 것도 그렇고,,, 4년동안 하다니,,진짜 존경",ㅋㅋㅋ 재료값만 엄청 들었죠 머 졸업하고나서는 그림잘안그려용,정말요??ㅠㅠ 재능이 아까워요 투자한 시간이랑 노력도..ㅠ,저는근데 입시+대학때 그림을워낙많이그려서 이제더 안그리고싶은느낌? 애초에 그리는걸좋아하는게 아니고 보는게 더 좋은타입이엇드라고요 졸업하고알았지만ㅋㅋㅋ
1064660,MDRW2100001599.1,패가망신까지야ㅋㅋㅋㄱㅋㅋ ㄲㄱㄱㄱㄱㄱㄱㄱㅋ,하나 더 시켜야겠어요..,이왕시키는거 내꺼도시켜요 배송비안들게,레이스팬티..?
734182,MDRW2100000247.16,(물론 15개짜리에 물어봄) 비싼 가게는 그거 다 인건비로 나가서 비싼 거래,아하 그렇게 말씀하시는군,자기네는 자기랑 엄마랑 둘이 해서 따로 인건비가 안 든대 내가 거래처가 달라요? 하니까 아니래. 그 시장 전체 그 크런치눈 다 한 사람이 떼다 판대.,와 ㅋㅋㅋ
1068538,MDRW2100001600.1,내가 낀다고 뭐가 달라지나,반대로 나는 새어머니가 필요가 없는데,뭔 기브앤테이크여,굳이 잘해서 얻어야해?
605028,감성대화말뭉치.40079,남편이 갑자기 암으로 치료를 받아야 하는데 모아둔 돈이 없어서 절망적이야.,남편의 암 치료비 때문에 많이 힘드시겠어요.,평생 열심히 살아도 늘 가난했어. 그래도 잘 버티며 살아왔는데 이건 너무 가혹하잖아.,가난한 집안 사정에 고생이 많으시군요. 이 상황에서 할 수 있는 일은 어떤 것이 있을까요?
321733,HuLiC6650,기타 조금 할줄 알아ㅋㅋ 피아노 잘쳐?,"할 수는 있지만, 잘하지는 못해요. 기타를 연주한 지 얼마나 됐어요?",한 일년정도? 요즘은 잘 안하고 있어,정말 긴 시간이네요. 저는 어렸을 때부터 놀았어요. 당신은 다른 취미가 있나요?
1056246,MDRW2100001596.1,굿굿 헑 여보는 잘 세웠어?,응 저어어기 멀리 안내해주던데,다행이다 그래도,여성취업 어쩌구 박람회도 같이 해서 그런거 같지만 응 딱 맞춰왔어
1458131,MDRW2100022072.1,요즘 배구 다시 시작했더라,벌써 배구 시즌이구나,이번에 올림픽에서 인기 진짜 많았던거 알지,. 나도 엄청 재밌게 봤어 여자 배우 배구
156965,HuLiC2848,좋은 생각이에요. 몸매를 유지하고 재미있게 놀 수 있는 좋은 방법입니다. 또 뭐 하고 싶으세요?,괜찮으면 나중에 너랑 같이 농구하고 싶은데 ㅎ,정말 재미있을 것 같네요. 저는 당신과 함께 놀고 싶습니다. 당신은 다른 취미가 있나요?,취미는 더 없는거같아 ㅋㅋ 다른것도 하기엔 시간이 부족해 ㅠ
1200306,MDRW2100004182.1,오늘 아침부터 폭우가...... 오전에 잠시 병원다녀왔는데 바람에 우산 손잡이가 부러졌어요 ㅋㅋ,헐.... 태풍도 온다던데요?,그러게요ㅠ 태풍이 오고 있데요 name2이님 비오는 날 좋아하세요?,아뇨... 저 뭐 내리는거 시러해요 비 눈 둘다....ㅋㅋㅋ 비는요 제가 예전에 어렸을때 자취할때 반지하살때 폭우땜에 침수된적이 있어가지고... 아주 싫어하고 눈은... 아시죠? 남자들 눈 싫어하는거
712071,MDRW2100000169.13,혹시 어제 물티슈 시킨거? 그 박스? 근데 애기바퀴벌레였음 ㅜㅜ,일단 내일 보고 얘기해요ㅋ,큰거면 밖에서 날아들어왔다라고 하지 ㅜㅜ 설마 알 까고 그중 하나는 아니겠지?,아닐꺼예요. 오빠가 처리할께요. 약 주문할께요~~
1497665,MDRW2100024699.1,그것도맞다ㅜ,가사가 그래도 희망적이야,마쟙 넘좋아!!,빛나는별처럼 우린 어디서든 서럴알아볼수잇어
201076,HuLiC3866,"네, 있습니다. 나는 항상 무례한 손님들을 상대해야 해요. 가장 좋아하는 음식이 무엇인가요?",니 얘기 조금 더 자세하게 들려줘. 어떤 진상 손님들 봤어?,손님은 다 보는데 계산원에게 불친절하게 구는 게 최악이에요.,맞아 맞아. 나도 뉴스나 주변에서 그런 사람들 많이 봤어
1782236,MDRW2100045086.1,뻔한데 그와중에 또 재미난게 있더라,진짜 규제가 많은곳이네 머리들 좋다,ㅇㅇ그래서 소재에 한계가있어,어캐던 규제 피해서ㅋ
495281,감성대화말뭉치.1856,낡은 구두나 기워 입은 옷을 따님이 보면 슬퍼하실까 염려하시는군요.,딸도 힘들 텐데 내 사정을 말해야 할지 말아야 할지 모르겠어.,따님에게 부담이 되실까 걱정하시는군요. 어떤 것이 가장 좋은 방법일까요?,아무래도 내 힘닿는 데까지 해보고 그 다음에 딸에게 말하는 게 좋겠지.
1426339,MDRW2100019855.1,좋은데 살면 자연적으로 건강해지겟어요,공기좋고 물 맑아서 좋아요. 운동까지함 더 건강해질텐데..,스트레스 안받는게.장수의 길이죠.. 동물들이랑 살면 평생 행복할듯..,운동 어떤거 하세요?
1222634,MDRW2100005655.1,도토리 은근 비쌌던 거 같아요 지금은 워낙 sns가 잘 돼 있어서ㅋㅋㅋㅋ,맞아요ㅋㅋㅋㅋ 다들 꾸미니까 저도 샀는데 지금 생각하면 좀 비싸네요ㅠㅠ 파도타기 였나? 그 친구의 친구 타고 넘어가는 것도 즐거웠죠~,파도타기 하고 구경하다가 싸우는 애들도 가끔 있었는데 그것도 추억이네요 ㅎㅎ,옛날엔 어떻게 그리 부지런했나 싶지만ㅋㅋㅋㅋㅋ 진짜 별의 별 사람들이 다 있었죠ㅋㅋㅋㅋㅋ
419089,HuLiC8898,엉 밥만 마저 먹고 볼듯 ㅎ,오 밥 뭐 먹는 중?,오삼불고기 ㅋㅋㅋㅋㅋㅋ,아아 ㅋㅋㅋㅋ 오키
1431959,MDRW2100020249.1,음 고민중입니다~ 김치가 있으니 김치볶음밥ㄹ 하지 않을까요..?,오오오오옹 김치볶음밥 좋져 케첩잇으신가요??,그쵸! 김치볶음밥에 계란후라이 올려야하는데 계란이 없네요.. 케쳡 없죠 ㅋㅋㅋㅋㅋ,계란도없고
1083971,MDRW2100001611.1,"헐 이건 일식으로 되어있지만 밀푀유나베,,,,퓨ㅠ 근데 왜 경기도 고양시 얌 아마 저거 다른지점도 있을꼬얌",헐 쟈깅 저거 김포랑 고양시밖에 없오..,오키......... 알게쒀.. 그냥 먹고 싶은거 거리 안 따지고 막 저장했나바.. 이거 완전 고오오오옹오오급,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 귀여웡 ㅎ.ㅎ 오홍 밍글스는 먹구나서 2차로 뭘 또 먹으러 가야게쒀
1715379,MDRW2100040183.1,요즘은 격하게 이해해요...,그럼 메뉴는 아메 드시나요? 라떼?,저는 보통 아메리카노요! 예전에는 이걸 왜먹나 했는데 초코 케이크랑 같이 먹고 왜먹는지 알았어요 싸악 내려줘요..,그쵸.. 거의 수혈느낌으로 충전
1046554,MDRW2100001592.1,요놈아! 다메다욧! 헐 언늬,?-? 쀼?_?,나 새끼발까락 오호라 뗐ㄴ느데,@.@?
342136,HuLiC7120,퇴사하고 여행가고 싶어,그거 좋은 생각인 것 같네요. 당신은 여행을 어디로 가시겠어요? 저는 호주에 정말 가고 싶습니다.,나도 호주가보고 싶어! 해외여행 못가봤거든,저는 호주를 여행하고 싶습니다. 당신이 여행한 곳 중 가장 좋아하는 곳은 어디입니까?
401875,HuLiC850,그 말을 들으니 유감이네요. 당신은 친구들과 할 수 있는 취미가 있나요?,"음..예전에는 많이 같이 놀았는데, 지금은 다들 가정이 있어서.",좋아요. 가족은 인생에서 가장 중요한 것입니다. 당신은 형제가 몇 명입니까?,"나는 언니랑, 남동생이 있어, 너는 어떻게 돼?"
1444016,MDRW2100021059.1,도배가엄청나신데요..?,무슨 도배요?,카톡보세요 무서워요ㄲㅋㅋㅋ 진로감자칩 맛있겠어용...,도배는제탓아니에요ㅋㅋㅋㅋㅋㅋㅋㅋ 진로는 하나도 안먹어봤오요
989464,MDRW2100001552.1,우헤헤헤 김치겉절이,배추된장국?,ㅇ,엄마 파김치 공장돌릴거여? 전에 통과된거 파김치 얼마 안남음
1324597,MDRW2100012782.1,전국의 모든 초등학교 이름을 간디로 바꿨으면 좋겠어요,뭔지 아시겠죠?,네,하지만 줄여지진 않았어요
1285913,MDRW2100009987.1,어머니 바쁘시니 ㅋ 불현듯 ㅋ2년전 너 수능 앞두고 조성진공연가서 사인받은거 생각나는군 ㅋ,그런가봐요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그때 프로그램 다 좋아하는건데ㅜ 아쉽아쉽 지금은 그닥 안좋아하는걸로 리사이틀하더라구여ㅜ,그래서 공연 안 보겠다고 하는걸수도 ㅋ,그냥 다른거 찾아봐야겠네요 요즘은 백신맞으면 할인해주던데ㅋㅋㅋㅋ
1367885,﻿MDRW2100015715.1,,,안녕하세요 단밤 좋아하시나봐요,아뇨 ㅋ 이태원클라스 가게이름요 ㅋ
790477,MDRW2100001168.4,3컵 넣었는데,앜ㅋㅋㅋㅋ 세개함??,ㅋㅋㅋㅋㅋ응..ㅋㅋㅋ.ㅋㅋㅋ,그럼 겁나 많을듯
820376,﻿MDRW2100001296.7,,,이거 px는 얼마야?,가격기 정확히 기억이 안나용 ㅎ 찾아보고 알려줄께
1134826,MDRW2100001638.1,나 지금 씨지비인디 ㅋㅋㅋㅋㅋ 화장실갔다오렉 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ,보고있어라,일로 올거여? 먼가 너가 좋아할거같은
1705639,MDRW2100039485.1,ㅋㅋㅋ 맞아! 저녁에 비빔밥 해먹었어 너는 저녁 뭐 먹었어??,비빔밥 맛있겠다!! 국밥? 정확힌 모르겠는데 그런 거 먹었어,국밥 너무 좋지! 요즘 좋아하는 노래 있어??,아 ㅋㅋㅋㅋㅋ 요즘 퀸덤 들어!
111463,HuLiC1799,,겨울이 되니깐 눈사람 만들고 싶다.,정말 재미있을 것 같네요. 당신은 눈이 많이 오는 곳에 살고 있나요?,응 겨울에만 잠깐 눈이 많이 오는데 그때 눈사람 많이 만들지~
1199581,MDRW2100004131.1,맞아요 진짜 이번 여름은 찜통안의 만두가 된 기분... 매일매일 사우나의 연속...,햇빛이 그냥 엄청 살을 뚫을 거 같았어요,그늘 없으면 못살아요.... 원래 점심에 산책을 자주했는데 포기했어요 얼마 걷지도 않았는데 살도 많이 타구,맞아요 전 그래서 양산을 자주 써요
1524399,MDRW2100026560.1,ㅇㅇㅇㅇㅇ,1학년인지 2학년인지 기억은 안나는제,설마 그 유명한썰인가,누가 컵 안쓰고 입대고 물마시고있는거임 ??
1756561,MDRW2100043177.1,,저녁은 무얼 드실거세요?,아마 엄마가 시레기국 했다고 해서 ㅋㅋㅋ 그거랑 밥말아 묵을거같아요 ㅋㅋㅋㅋ name2님은여?,아 맛있을거 같아요!!! 전 샌드위치사러나왔어요ㅋㅋㅋㅋ
1688777,﻿MDRW2100038237.1,,,저는 혈육이 배민파라 둘다 요기요였음 고민없이 구독할텐데,그니까요 동생이 요기요파라 제가 글로 따리ㅡ갔더니 갑자기 동생이 배달을 줄이면서 배민으로 가버려서..ㅋㅋㅋㅋㅋ 안맞는남매.
497435,감성대화말뭉치.18987,,일을 해도 해도 끝이 없어. 분명 일은 정신없이 하는데 결과가 보이지 않아.,일한 업무량에 비해 성과가 좋지 않아 우울한 기분이군요.,내가 한 만큼 변화가 있어야 하는데 제자리걸음이야. 뭐가 잘못된 건가?
1029708,MDRW2100001585.1,스벅도 참여하고,와 난 진짜,끝날줄 알았는데,다이어리 또 산다는줄알고 지겹다고 할뻔했어
