,dialogue_id,Q-3,Q-2,Q-1,A
1498467,﻿MDRW2100024753.1,,,ㅎㅎㅎ 안녕하세용,안녕하세요! 혹시 싸이월드 해보셨나요
1506402,MDRW2100025307.1,땅크요,저도 땅끄봐요ㅎㅎ 초보자도 쉽게 할수있어 좋아요,그쵸 효과있어요,일주일에 몇번씩 하세요??
878663,MDRW2100001398.174,차는 우에댓농,울아빠두 마찬가지지뭐 ㅋ 아 차는 일단은 아빠가,중고?,중고차를 알아본대
987720,MDRW2100001549.1,ㅇ 호반이래 address입니다,ㅇ퇴근하고 받으면됨,4시 30분 전에 간다구함,ㅇ 햄버거 A 하나 사주라
1503232,MDRW2100025085.1,눈물나ㅠㅠㅠㅠ 근데 gl이라서 더 좀...그런거 같애요 사람들 bl>hl>gl 이 순으로 선호하좌나,맞아.............그런것 같더라(ㅋㅋㅋㅠㅠㅠㅠ) 대체로 백합 장르는 엄청엄청엄청 마이너지..... ㅁㅈ................... 지독한 현실에 눈물흘림 그래서 백합 장르 본진이던 작가님들도... 돈 안된다고 딴 장르 할거라는 말 들은 적도 있는데.... 어쩌라고 트위스트 추면서....,아니 아니.......눈물나...ㅠㅠ 근데...네....비엘 작가님들도 불따로 돈안되서 떠나시는 판국에 백합이라고 남아날리가 없다,맞아... ㅋㅋㅋㅋ 심지어 백합 웹툰 불법으로 보는 사람도 있대...
67275,Chat8577,,비싼걸 입어도 못나보일수 있나?,안어울리는걸 입으면.,그걸 어떻게 알지?
1938872,MDRW2100047094.1,주문ㄱ,완,언제 나갈꺼?,곧 ㅠㅜ 언제와 왜케늦게오노
1048684,MDRW2100001593.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ name4 혼옵하러간다는데,들왓는데 만나서 같이하는중 너 name12네집 감 ??,예스 ㅋㅋㅋㅋㅋㅋ 와 어캐알았나 했네,name4가 알려줌 ㅋㅁㅋ
76020,new_chat.54,요샌 너무 더워서 농구하기가 힘들어.,음~ 그래~ 푹푹찌는 무더위에는 체력적으로 힘들지.,농구말고 야구는 어때?,야구는 별로 흥미는 잘못느끼겠어 별로 안해봐서 그런가봐 ㅋ.
546332,감성대화말뭉치.28578,이직했는데 사람들과 잘 어울리지 못해 외롭고 슬프시겠어요.,나 밥도 매일 혼자 먹어서 맨날 체해.,밥도 혼자 드시고 정말 외로우시겠어요. 앞으로 어떻게 해야 할까요?,내일부터는 사람들과 자연스럽게 지낼 수 있도록 해봐야지.
1644413,MDRW2100034891.1,급하게 많이 먹네,식사시간이 5분도 안걸린단다 대박,5 분은 너무 심하다,식구가 3명인데 경쟁자도 없는데 엄청 빨리 먹는다
1680719,MDRW2100037631.1,관심도 두지 마세요.. 진짜 장점 하나도 없는데,그래야겠어요 ㅋㅋㅋ 마그네슘 먹고 효과 좀 느끼세요?,마그네슘은 숙면에 좋다고 해서 샀어요 일단 잘 자는데 더 잘자고 싶어서요,오 더 잘자게되셨어요? 전잘모르겟어요
1238875,MDRW2100006813.1,가사분담은 어떻게 하세요?-,맞벌이라 반반 해요,주로 무엇을 하시나요?-,어떻게 가사분담을 하시나요 전 요리 청소해요
1713116,MDRW2100040025.1,귀엽고 부럽네요 ㅋㅋㅋㅋㅋ,"언젠간 떨어지겠죠?ㅜㅜ 이게..참.. 비교가 많이되거든요 엄마인 제눈에도 그렇지만 다른가족들,선생님들 굳이 비교하지 않아도 되는데 많이해서",그렇죠 ㅠㅠ,나중이 심하게 걱정되긴해요ㅠㅠ 육아는 어렵고도 힘드네요참
1587846,MDRW2100030935.1,부지런하시네요 전 게을러서 겨우겨우 ㅠ,그래도 자취중이시니 혼자거 매일 해야하는 것들이 있겠어요,네 그쵸 제가 안하면 할 사람이 없으니 ㅎㅎ 가족과 함께 사시나요?,네 4인 가족입니다
1592201,﻿MDRW2100031242.1,,,운동 진짜 꾸준히 해야겠어요..! name2님은 종교 있으세요??,저는 어렸을때 교회에 다니긴했는데 무교에요!
93182,HuLiC1376,슈퍼 스매시 브라더스도 많이 했고요. 닌텐도 64에 있습니다. 당신은요?,스매시 브라더스는 어떤 종류의 게임이야?,스매시 브라더스는 닌텐도가 개발하고 닌텐도 엔터테인먼트가 배급한 격투 게임입니다.,격투게임이구나. 나도 스포츠 게임 좋아해. 난 축구게임을 많이 했어.
