,dialogue_id,Q-3,Q-2,Q-1,A
576220,감성대화말뭉치.34433,오늘은 업무량이 적어서 오전에 미리 다 처리했어.,오전에 다 처리하셔서 기쁘시겠어요.,그런데도 뭔가 찝찝한 마음이 들어서 걱정이야.,어떻게 하면 찝찝한 마음이 해결될까요?
1544801,MDRW2100027941.1,,슾3 언제나온댔지,내년... 내년 여름이려나,여행가서 하면 딱인데
1894619,MDRW2100047050.1,근데 안채우려고,? 아니 머그는 금요일이야 오늘 목요일임,아그러넼ㅋㅋㅋ 초코로하면 채울 수익는대 컵많아ㅠㅠ,ㅋㅋㅋㅋㅋㅋ 초코 ㅋㅋ너무ㅡ 비싸 카메라알아봐줘서고맙다고 ㅋㅋ 전해주렴
1331359,MDRW2100013266.1,헉 그렇군요 그런건 생각 못하고 혹시나하는 치안문제 때문에 숙소는 좋은곳으로 해야겠다 했거든요 알려주셔서 감사해요 여행경험없이 경험치가 쌓이는 기분이에요ㅋㅋㅋ,아맞아요 치안문제도 있구요! 저도 여행기간 중 하루는 거기서 제일 비싼 호텔 묵어봐요 2박은 못하고 1박만..ㅋㅋㅋㅋ 그래도 좋은 경험이었어요! 여행얘기하니까 더 여행가고싶네요~~!,제일 비싼..!!ㅋㅋㅋ 저도 돈을 열심히 모아놔야겠습니다 그리고 휴양지도 가보고 싶어요 몰디브 괌 보라보라 이런데요 가보셨나요?,아뇨ㅜㅜ 괌 가보고싶어요 몰디브도요! 선베드 누워서 칵테일 마시고 그런 그림이 그려지네요 ㅎㅎ name1은 산이 좋으세요 바다가 좋으세요?
1506574,MDRW2100025317.1,락스냄새싫어요,대신 깨끗하잖아요 소독도 되고,머리도아프고,아 락스가 세제랑 반응해서 독성물질 나와요 그거 조심하셔야합니다
1227086,MDRW2100005943.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 두꺼운면 안먹고 아 당면안좋아함 냉면도사실 별로임 안끊겨서 잘안먹음,오 저도 당면 안먹음 냉면은 괜찮은데,냉면먹으면 거의 숟가락으로 퍼먹을수잇을정도로,헐
1375352,MDRW2100016246.1,아무래도 실생활에 녹아드는 게 제일이니까요,많이 생겼으면 좋겠네요,그러게요 ai에 대해 잘모르긴하지만 좋은쪽으로 발전됐음 좋겠어요,동감입니다
347385,HuLiC7242,난 콘플레이크를 제일 좋아해..너는 뭘 좋아해?,콘플레이크도 좋아해요. 취미가 뭐예요?,취미로 프로그래밍을 하고 있어. 앱 만들어서 돈 왕창 벌려고,그것은 멋지네요. 당신은 어떤 종류의 앱을 만드나요?
1130609,MDRW2100001637.1,끝일걸 ㅋㅋㅋㅋㅋㅋㅋ ㅜㅜㅜ,초딩들 ㅠ,내방학 흑흑,미국 18일에 아니 28에 가ㅓㅅ 18에 온다고?
98573,HuLiC150,친구들과 가족과 떨어져서 지내고 있는거야?,"예, 그래요. 저는 가족과 더 친해지기 위해 다른 주로 이사했습니다.",더 친해지려면 가까운데 사는게 일반적인데 너는 멀어지기로 한거야?,"네, 그랬죠. 처음에는 힘들었지만 금방 적응했어요."
1610969,MDRW2100032520.1,구워먹는편이에요 어제는 삼겹살 오늘은 소고기,구워먹는 고기를 좋아하는군요 저는 탕으로된 고기 좋아해요 갈비탕 추어탕 삼계탕 설렁탕 등등,아 물에빠진 고기를 좋아하시는군여 ㅋㅋ,고기는 다 좋은데 가장 선호하는 요리법이 끓이는 거에요 그다음이 볶는 거( 불고기류요) 구워먹는 것도 잘 먹어요..ㅎㅎㅎ
1555791,MDRW2100028707.1,뭔가 할 말이 많아보여서 주제를 이거로 바꿔봤어 업무스트레스 이야기 하려면 주제가 이게 알맞아서,제가말입니다. 이건 할 말 많아요. 평소에 제가. 예. 들어보세요. 절 싫어하는 선생님 제외 모든 외부인 내부인들에게 네네~~^^ 네~~네? 항상 웃고 어리바리하게 어 넘기거든요?,보통 그러는게 편하긴 하지,근데 가금 열이 확받아서. 예! 와다다다다다다다다다 말 쏟아냅니다!
297400,HuLiC6089,정말 긴 시간이네요. 저는 어렸을 때부터 놀았어요. 당신은 다른 취미가 있나요?,다른 취미는 없어ㅎ 너는 더 있어?,저는 케이크와 쿠키를 굽는 것을 좋아합니다. 너의 남은 시간에 뭘 하고 싶어요?,나도 케이크랑 쿠키 굽고 싶어
