,dialogue_id,Q-3,Q-2,Q-1,A
752005,MDRW2100000456.1,네!! 크루엘라는 옷구경하는 것도 있고ㅋㅋ일단 엠마스톤이 넘나 멋있었어요 모가디슈는 어떤 영화인가요??,그그그그 남북한 외교관이이 테러현장에서 탈출하는 영화인데 실화래요 ㄷㄷ,오오ㄷㄷㄷ재밌겠는데요?? 실화바탕영화는 언제나 존잼이져,되게 긴장되고 배우들연기가좋아서 재밌었어요ㅠㅠㅠ 200만 넘었다던데
134966,HuLiC234,나는 다프트펑크 음악을 많이 듣고 자랐어,다프트 펑크는 훌륭한 밴드입니다. 저도 많이 좋아해요. 그들의 어떤 노래를 가장 좋아하나요?,모든 노래를 다 좋아하지만 Somethig about us 라는 노래를 가장 좋아해,"저도 그거 좋아해요. 그중에서 제가 가장 좋아하는 노래는 ""Radioactive""인 것 같아요."
954537,MDRW2100001534.1,웅웅 이제 회사 도착했어요,헐 고생햇어요,할일 많은데,늦게끝나?
18737,﻿Chat13603,,,북한은 아직도 공산정치를 해.,북한이?
1331221,MDRW2100013258.1,네~ 혹시 귀여운 캐릭터 나오면서 짧게 할 수 있는 요즘 게임 아는 것 있으세요?,아뇨. 요즘은 딱히 온라인게임을 안해서요.,온라인 게임 위주로 많이 하셨나봐요~ 저는 스타크래프트나 와우도 한참 했었어요,스타크래프트는 저 대학 때 한창이었는데요. 저는 그 소리가 듣기 불편해서.. 안했던 거 같아요.ㅎ
132401,HuLiC2280,"저는 최고는 아니었지만, 그것을 연주하는 것을 즐겼어요. 아름다운 소리네요.",어떤 곡들을 연주했어? 좋아하는 곡 있었어?,"첼로를 연주했어요. 제가 가장 좋아하는 노래는 비치 보이스의 ""Baby One More Time""이 되어야 할 것 같아요.",비치 보이스라는 가수는 처음 들어보는데?
537106,감성대화말뭉치.26767,,나는 건강하지 못할 바엔 오래 살고 싶은 생각도 없어.,왜 그런 말씀을 하시는 거예요?,아픈 몸으로 오래 살아서 뭐 해? 사는 게 뭐 별거야?
1266952,MDRW2100008703.1,아이구..ㅠㅠㅠ 그집이 튀김을 잘튀기더라구요,튀김맛집ㅋㅋㅋㅋ,튀김에 기름진게 많이느껴지면 느끼하잖아요 그집은 그런게 없더라구요...,맞아요 바삭해야해요 최고.. 아 떡볶이에 튀김도 좋아하시나요
562694,감성대화말뭉치.31770,취업 시장이 참 혼란스럽군요. 좀 더 구체적으로 말씀해주시겠어요?,갑자기 신규 채용도 안 하고 경력만 뽑는다고 하잖아.,갑작스러운 지침에 혼란스러우시겠어요. 지금 가장 자신 있게 할 수 있는 게 뭐가 있을까요?,없어. 난 신입인데 어디서 경력을 쌓아.
715843,MDRW2100000193.11,긍까 사람하고 느끼는게 똑같아 ㅋㅋㅋ 똑똑하고,그리고 엉뚱하고 ㅎㅎ 그래서 힐링돼 ㅎㅎ,맞아 가만히 보고만 있어도 귀여워서 웃음나ㅎㅎ name4이는 너 통화할때 옆에서 울어??,아 ㅋㅋㅋ 아니 관심없어행ㅋㅋㅋㅋ 근데 오늘 유독 보채서 어디 아픈가 이생각했어 계속 야옹거리더러고  ㅜㅜㅜ
