,dialogue_id,Q-3,Q-2,Q-1,A
590528,감성대화말뭉치.37238,,건강 생각한다고 먹는 것도 맘껏 못 먹고 재미가 없네.,건강관리로 식단을 조절하고 계시는군요.,살이 빠지는 것 같지도 않고 힘들기만 하네.
1610294,MDRW2100032476.1,아이구.. 저녁은 맛있게 드시고 계세요?,"네, 지금 다먹고 돌아가는 길이에요 name1님은 드셨나요?",네네 저는 볶음밥 먹었어요! 포케 평소에 자주 드시나요?,"몇달전에 처음 먹어서 다시 먹어보고 싶었어요 ㅜ.ㅜ 오, 볶음밥 맛있었겠다 김치요? 닭?"
961542,MDRW2100001537.1,다행이넹 ㅋㅋ ~~,주문도꾸준히들어오궁ㅎㅎ,웅웅 ㅎㅎ ~~^^잘되니깐 좋네,아이고 내뒷모습이 돼지가 따로 없넹ㅜㅜ
294709,HuLiC6026,저는 복지에 의존해서 살기 때문에 직업이 없습니다.,넌 복지로 어떤 지원을 받고 있어?,저는 식권과 현금 지원을 많이 받습니다. 당신은 재미로 무엇을 하는 것을 좋아하나요?,주말에 축구 경기 있으면 축구보고 아니면 영화 보거나 유튜브 보는 정도?
1821985,MDRW2100046966.1,상관 절대없음,클릭 잘못하겠었어 그이야기듣고 응,어디서 뭐보냈는디 내가 확인해야되는뎈ㅋㅋ,선물함
1354504,MDRW2100014815.1,아 저는 미용성형얘기에요,저도 너무 과하게 성형한 사람은 아무래도 부담스럽더라고요,그리고 제 나이쯤되니깐 성형한 사람들 부작용이 나타나더라고요,성형부작용 어떤것들이요?
48362,﻿Chat5019,,,요새는 가을이 없고 여름이었다가 바로 겨울로 가는 것 같지 않아?,응. 난 가을을 좋아하는데 아쉬워.
1363175,MDRW2100015389.1,저도 입으로만 다이어터엿는데 코로나 때문에 타격이 커서 ㅋㅋㅋㅋㅋ,확찐자이신가요? 코로나니까 덜먹고 덜움직여야하는데,ㅋㅋㅋㅋㅋㅋ네 오랫동안 확찐자였다가 이제야 겨우 탈출 고통스런 시간을 보냈어요 ㅋㅋㅋㅋㅋㅋ,진짜요? 비법은요?
1794306,MDRW2100045953.1,상받은거던데요 예전에는 녹차 카스테라만먹다가,오 저는 빵에 건포도 들어가는걸 싫어하요 ㅠㅠ,저도 그거 싫어해서 안먹었는데 이건 생크림인가 그게 맛나더라구요,오오 생크림은 좋아요 ㅋㅋㅋㅋ 녹차 카스테라 맛잇을거가탕요
34107,Chat2237,너 공부 잘하는 편이야?,남들 하는 만큼하지 너는?,나는 매우 잘해.,우와 부럽다 난 해도 안돼.
271004,HuLiC548,엇 나도 피겨 스케이팅 보는 것 좋아하는데,그것은 멋지네요. 좋아하는 피겨 스케이트 선수가 있나요? 저는 토니 호크를 좋아해요.,나는 김연아 선수 좋아해,저도 그를 좋아해요. 그는 하와이에서 태어나 호놀룰루에서 자랐습니다.
446736,﻿altergo_a.177,,,공사는 3시간 정도 걸려요. 공사 끝나고 4시에 전화 드리겠습니다.,네. 꼭 전화해 주세요.
1539441,MDRW2100027586.1,아니요..,대학나온지오래라,요즘젊은애들한테 대세인듯해요 저는잘모르지만,취업이 잘되나봐요
525915,감성대화말뭉치.2458,곧 마감인데 일이 너무 많아.,마음이 급하겠어요.,마음도 급하고 초조해.,초조할 때마다 어떻게 하는 게 좋을까요?
