,dialogue_id,Q-3,Q-2,Q-1,A
1428884,MDRW2100020039.1,저도 연어초밥이요! 가끔 매운게 땡길때는 타코와사비도 먹어요 ㅋㅋㅋㅋ,와 연어초밥~ 아니 연어 은근 호불호 많이 갈리더라고요. 타코와사비 좋죠 저는 치킨 좋아해요 하하 누구나 좋아하겠지만요,치킨 맛있죠 ㅋㅋㅋㅋ 좋아하는 브랜드 있으신가요?,저 다 좋긴한데 요즘 자담치킨 맛있더라고요 푸라닭도 맛있는데 비싸서 잘 먹지 못하네요.. 네네치킨 순살도 좋고..하하 다 좋아요 님은요?
1601365,MDRW2100031877.1,내 제주도 가기로 했습니다 배 타고 갈려구요,제주도 갑시다 ㅋㅋㅋㅋ 멀미 안합니까??,뭘 하지요 멀미하지요 여행 갔는데다 일찍 일어나셨나 보네요 아들이 6시 반에 일어났습니다 여행은 즐거워 여행은 기대가 됩니다 제주 여행 함께 하시겠습니까 둘째 일 났나요,둘찌는 늘 일어나있요 ㅋㅋㅋㅋ 날씨가 점점 추워지면
293672,HuLiC6002,이번 행사 준비는 거의 다 되었는데 아직 하나가 남았군.,넌 할 수 있어요! 당신을 믿어요!,"도시락을 단체 구매 해야 하는데, 이번에 자네가 그 일을 맡아주었으면 하네.",그것 참 좋은 생각인 것 같군요. 최선을 다하겠어요.
236414,HuLiC4681,저는 치킨 누들 수프와 카레를 좋아합니다. 너의 가장 좋아하는 음식의 종류는 뭐예요?,요즘은 국이나 탕 종류가 좋아. 그럼 매운 카레나 매운 수프를 좋아하겠네?,가장 좋아하는 음식이 무엇인가요?,아까 말 했잖아. 어제는 어떤 음식을 먹었어?
538196,감성대화말뭉치.26981,아이 친구 잘못이 맞는데 그 엄마에게 말해야 되나 고민이 되네.,아이 친구 엄마에게 말을 해 볼지 고민이 되시는군요.,지인들에게 조언을 구해야 할까?,네 그게 좋겠어요.
619757,감성대화말뭉치.6162,내가 그동안 회사에 바친 시간을 인정받지 못하는 기분이야.,인정받지 못하는 기분이 드시는군요. 어떻게 하는 게 좋을까요?,같이 일한 친한 동료들과 따로 시간을 보낼 거야.,동료들과 시간을 보내고 기분 푸시길 바라요.
169622,HuLiC314,집에서 요리하는 것은 돈을 절약하는 좋은 방법입니다. 당신은 무슨 요리하는 것을 좋아하나요?,난 요리를 잘해. 모든 찌게를 잘해.ㅋㅋ,"요리하는 것도 좋아해요. 그것은 친구, 가족과 함께 시간을 보내는 좋은 방법입니다.",응 맞아. 요즘 가장 맛있게 먹은 음식은 뭐야?
548833,감성대화말뭉치.29057,큰맘 먹고 시작한 일인데 잘 안되니까 너무 우울하고 무기력해.,어떤 방법이 지금의 기분을 해결할 수 있는 좋은 방법일까요?,오늘은 친구들과 술을 먹어야겠어.,친구들과의 대화로 기분이 나아졌으면 좋겠어요.
1614424,MDRW2100032761.1,제주도! 힐링이 되는 공간이죠! 친구들과 함께 가셨나요?,네 ㅎㅎ 친구 한명이 퇴사해서 나름 기념 겸 위로 여행이었는데 날씨도 좋고 그래서 딱이었어요!ㅋㅋ,날씨 좋았던거 완전 부러워요!,제주도 날씨가 좀 복불복이긴 하죠ㅜ
1488099,MDRW2100024072.1,90년대생이니...,감이 떨어졌네요,무도... 네...,싸이월드 제가
1322160,MDRW2100012628.1,저는 코로나 끝나면 멕시코 가고싶어요,오 멕시코 좋아요! 저는 코로나 이전 마지막 여행이 멕시코였어요ㅜㅜ 멕시코 어디 가고 싶으신가요??,우와 구체적인 계획은 없고 타코가 먹고 싶어서 멕시코 가고싶네요,앗 저도 타코 먹을 생각 하나로 갔는데 정말 후회없어요 ㅋㅋㅋㅋ 현지 타코 너무 싸고 맛있어요!!
317625,HuLiC6556,제 생각에 그것은 멋진 생각인 것 같아요.,멋지긴 할꺼 같다ㅋㅋㅋ 너는 밥 먹었어?,샤워하면서 먹으면 시원할 것 같아요.,야생의 아이도 아니고 샤워하면서 밥 먹긴 힘들지
779499,MDRW2100001148.8,복숭아가 플라스틱 팩에 담겨있었는데.. 그게 열려있는거야,응응,그거 진상이 다 열어서 눌러봐써,옹 왜그러지
1455955,MDRW2100021921.1,동물을 좋아하시나요?,강아지요 고양이도!,개라 고양이는 귀엽죠 ㅎㅎ 개랑 고양이 ㅋㅋㅋㄱ 그럼 반려동물을 키우시나요?,아뇨...ㅜㅠ 키울수없어요..
1224235,MDRW2100005756.1,저는 해봤는데 하고나니 진짜 심심해서 했구나 싶더라구요,집에서 어떤 거 하고 계세요,저는 요즘 인테리어에 관심이 생겼어요,외출을 못 하니까 집을 꾸미는 사람들이 많아요
845757,MDRW2100001380.1,ㅜㅜ,엄마 모셔다 드린다,블랙타이거새우로 다시변경해도될까요,주문을 미리 해야지
398690,HuLiC8426,ㅋㅋㅋ아 진짜 아쉬워,그니까 잘생긴 얼굴은 큰 화면으로 봐야하는데,ㅋㅋㅋ 나중에 혹시라도 재개봉하면 달려가자,ㅇㅇ 아니면 정우성 차기작이라도
439716,HuLiC9373,오징어 볶음 ㅋㅋㅋㅋ,오늘 뭐했냥,나 오늘 영화봤오,영화관 가서?
209924,HuLiC407,"취미는 운동, 게임, 영화보기 그리고 너랑 이렇게 노는거 ㅋ",몸매를 유지하는 좋은 방법인 것 같네요. 당신은 어떤 종류의 영화를 보는 것을 좋아하나요?,영화 말고 네가 하고 있는 활동은 뭐가 있어?,저는 비디오 게임 하는 것과 체육관에 가는 것을 좋아합니다. 당신은 재미로 무엇을 하나요?
1919479,MDRW2100047072.1,괜찮기를.... 신랑은 괜찮았나??,괜찮기를ㅜ 응 괜찮았웅 내가 무서워하니 괜찮다고 자기주변에 심하게 아픈사람없더라며,엉 우리신랑도 화이자 2차까지 맞았는데 괜찮더라,응ㅋ 맞어
1437397,MDRW2100020592.1,구미도 쩌~기 다른지역 지금 뜨는곳 맛집많다더라 버스 이동만 기본 2번이라ㅎ,ㅇㅇ ㅠㅠ,뚜벅인 대중교통뿐 ㅜㅜ,마쟈 자가용이면 괜찮을듯한데 차가없지용!
1312450,MDRW2100011926.1,야구단 들어가면 재밌겠다 홍보팀쪽 스펙 나이 흥망 모든걸떠나서 sns마케팅같은거 재밌을거같아 아니면 상품기획이나,여행 마케팅? 하는 지인있는데 맨날 여행다니더라 너 마케팅 잘할듯,여행은 온전히 즐기고만싶어서 일로는 싫어 ㅋㅋㅋㅋㅋㅋ 그리고 좋은정보는 나만알고싶음,난 sns귀찮아
859137,MDRW2100001383.1,,곧 있음 아줌마들 자기거 물건 가지러 올텐데,좋아요 구독해주고 아뒤주소 하고 기대되네요 일케하면돼ㅠㅠ 치..,꼭 현장도 마감했는데 이제 와서 산다고 그려ㅜㅜ 시불 진짜
841300,MDRW2100001373.1,일단 함보자 커텐 온다고 좋아라했는디,환불신청할게요~ 했자네,환불하라며?,ㅇㅇ그려~
1361654,MDRW2100015287.1,서른세살의 그분이 이분일까요!! 헐 그러네요?!?!,그럴수도 있을 거 같기도 하고,소개팅도 처음아닌가요 ?? 우와 처음처음열매네요,소개팅은 다섯번째잖아요 ㅋㅋㅋㅋㅋㅋㅋ
1460501,MDRW2100022234.1,,즐겨보는 드라마있으신가요,아뇨 저는 챙겨보는거 귀찮아서 드라마는 잘 안 보는편이에요 다 끝나고 몰아보는걸 선호해요 name1님은 요즘 보는 드라마 있으신가요??,아..그럼 예능은요? 저 요즘 펜트하우스 보고있어요 들어보셨나요
1629394,MDRW2100033765.1,피자치즈탕수육이라고요~~~~! 님 윤두준이 먹는거 못보셨어요?,네 쓰읍 제가 놓친게 만아요 사느라 바빠서(?),하 ...쓰읍..,볼게요 아니 제가
878567,MDRW2100001398.168,응이름이 잘기억안나는데 여튼맞어 ㅡ여기하고 거기차리고 부자네,그렇네 ㅋㅋ 부자다잉 ㅋ,여기,아아아~~~ 여기구나
1093062,MDRW2100001616.1,그 술 한번 먹으라고 주는거 아님??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 나 저번에도 name4 5만원 붙여줬는데 ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋ 난 용돈 몇번 주긴했는데 ㅋㅋㅋ,오~~~ 나는 몇번 안 줌 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ 나도 많이 준건 아니지만 어린이날 주고 생일날 주고 그랬던가? ㅋㅋㅋㅋ
624483,감성대화말뭉치.7083,,우리 부모님은 나한테 항상 관심을 가지셔. 가끔은 이런 게 부담스러워.,부모님의 지나친 관심이 부담스러우시겠어요.,그래. 친구들을 만나는 것도 사사건건 간섭하신다니까. 정말 스트레스받을 지경이야. 오늘 밤에 부모님께 이야기해 봐야겠어.
1429948,MDRW2100020117.1,예전엔 재택이 꿈이었는데,질문 못하면 답답하죠,그러니깐요 ㅜㅜ 코로나로 재택 강제로 할줄은 몰랐어요 ㅋㅋㅋ저는 안하지만..,저도 재택 한번해보고싶네요
1626652,MDRW2100033566.1,고기죠 ㅋㅋ 맨날 고기고기 해요 뭐 자주 하세요?,저도 반찬보다는 면 요리를 잘 먹어서 종종 해줘요,아 저도 좋아하는데 자주는 안해줬어요 .칼국수 끓여 봐야 겠어요 ㅎㅎ 비오니 따뜻하고 국물 면 먹고 싶어요 ㅎㅎ,떡국도 잘 먹더라구요~ㅋ
1454484,MDRW2100021826.1,네 윤가은 감독님! 우리들보다 유쾌해요 마냥 유쾌하진 않지만,꼭 봐볼게요 우리들도 아이들이 연기를 잘하더라구요,선이랑 지아도 특출합니다ㅋㅋ 아 너무 잘하죠,진짜 딱 그 시기 아이들의 모습을 잘 그렸어요
1646831,MDRW2100035073.1,전 햄버거가 좋아요,피자보다?,아니요,무슨피자 좋아하나여 구체적으로
