,dialogue_id,Q-3,Q-2,Q-1,A
1931164,MDRW2100047084.1,뭔가 엉친 기분이얌 그 펜션에서 애들이 너무 안먹어서,걷고 하면 트림 나오고 소화되징 아 맞네,사간거 반은 남김,담양 갔다왔지 헐
202171,HuLiC3891,오 한국 축제라..전통 축제 같은거야?,"그것은 전통적인 한국 음식에 가깝습니다. 김치, 불고기, 비빔밥이 많아요.",음식 축제인가 보구나? 축제는 어디서 하는 거야?,그것은 한국에 있습니다. 한국음식을 좋아하시나요?
1524879,MDRW2100026589.1,아 ㅠ 이거 하다가 만난 분들은 가족 밥차려주는 얘기 이런거 하셔가지구 좀 난감했어요 ㅋㅋ,아 ㅋㅋㅋㅋ 재밌네요 빨래 자주 하는 편인가요,3일에 한번 하는데 그냥 해서 건조대에 걸구 안개고 거기서 대충 다시 스팀다리미 쬐서 입고나가요 ㅋㅋ 개꿀,와 꿀이네요. 스팀다리미 가격대 얼마정도 쓰세요 살까 했는데 ㅋㅋㅋ
446018,HuLiC987,난 아내랑 같이 살고 있지. 너 와이프는 지금 어디에 있는데?,제 아내는 필리핀에 있습니다. 여기는 미국입니다. 결혼하신 지 얼마나 되셨어요?,난 결혼한지 7년정도 된거 같아. 너 와이프는 필리핀에서 어떤 일을 하고 있어?,그녀는 간호사가 되기 위해 공부하고 있습니다. 저는 해군입니다. 당신은요?
1291793,MDRW2100010412.1,네네 볼만해요 아예안보나요?,네 ㅠㅠㅋㅋ 지난달에 넷플릭스 입문해서 보고있어요 브리저튼 재밌더라구요,넷플릭스 한달결제비가 얼마죠?,2만원인가..로 알고있어요 아버지 결제하신걸로 온가족이 봐서 정확히는 모르겠네요 ㅠ
1918397,MDRW2100047071.1,우유 있느데 놔야지 다른데 놓으니까 내가 모르지,우유인디 왜 몰라요 멍청한놈,안에 있어서 몰랐지,방울 토마토는 버리도록 하자 남새가 나지
1614056,MDRW2100032735.1,ㅋㅋㅋㅋㅋ둘다 귀여울거 같아ㅋㅋㅋㅋ강아지 키우는 사람들 치고 안귀여운 사람이 많아 없을거 같다- 는 느낌이야,보고 싶네 3년 못 봤나... 애들이랑 같이 다니면 나까지 강아지 취급 받기는 했어 애들 이름 뭐에요? 하고 물어보면 주인이 다 대답해주잖아 ㅋㅋㅋ,"ㅋㅋㅋ맞아ㅋㅋㅋㅋ ""name3에요""라고 하면서ㅋㅋㅋ 강아지가 대답하듯이ㅋㅋㅋ하는 경우도 많고",시선은 강아지에 질문은 사람에게. 나도 애가 정확히 몇살인지 모르는데 몇살이에요? 하고 물으면 당황스러웠어
74700,Chat9976,,요즘 걱정이야.,왜?,재혼하고 싶은데.
1975965,MDRW2100047749.1,코튼 ㅣㅇㅇ이랭 얇~~~ name2 자니ㅠ 나근데 이 ㅕ셔츠 집에 잇는거 까먹고잇엇어 ... 근데 얘는 린넨70코튼30이라 코튼100이랑 다르지않나?^^;,쟨 살짝 크림 느낌인데? ㅎ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 위에거는 화이트 ㅎ 엄연히 다르지,아 ㅎㅎ 고마워 name2아 ㅋㅋㅋㅋㅋㅋ =͟͟͞͞개=͟͟͞͞웃=͟͟͞͞겨,그리고 크림아이는 린넨쪽이 마니 크네 ㅎ 야야 동산 신규한테 간호화주는데ㅔ이번에 검정색이래 ㅋㅋㅋㄱㅋㄱㅋㄱㅋㅋ쿠ㅜㅜㅜ ㅋㅋㅋ 보고 ㄴㅇㄱ
1621344,MDRW2100033218.1,안주 맛있는 곳 많이 알아보는 중ㅋㅋ,오 ㅋㅋㅋㅋ 나보다 언니가 더 신났어,아 진짜... 게장 무한 리필 또 가고싶다,안주 쌌으면 좋겠당
391939,HuLiC8270,아 ㅋㅋㅋ 이 영화 진짜 오래됐지 않나?,응 완전 오래 됐을걸?,헐 1995년도 영화래,?? 헐 그정도인줄은 몰랐네
1026786,MDRW2100001583.1,연인말고 올 사람이 있나? ㅋ,부부들이 제일 많아야 하는거 아니야? ㅋ,저런거 신청자체가 연인이 더 많을듯,ㅇㅇ 아무래도 그렇지 ㅋㅋ 난 퇴근해용 ^^ 집왔옹
1499506,MDRW2100024819.1,name2 저녁 먹었어?,넘 늦게 봤당... 아까 언니가 보낼땐 안먹었고 지금은 먹었는데 밥먹었더니 영 소화가 안되는거 같다...,저런... 난 쌀국수 먹엇어... 속 안좋으면 국물있는거 먹지,그럴걸 그랬나봐 국물 먹을걸... 내일은 함 보고 굶던가.. 국물먹던가...
1212973,MDRW2100005028.1,가족이랑 함께 사시나요? 혼자 사시나요?,저야 가족이랑 사는데 name1님은요?,저도요!! 집나가면 개고생할거같아서 최대한 버틸려고요 ㅋㅋㅋㅋㅋㅋ 근데 집안일 안한다고 맨날 욕먹는.. ㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ 저도 방에만 누워있었더니 제발 운동이라도 해라는 말을 듣고 살아요
475400,﻿감성대화말뭉치.14650,,,나 저번 학기보다 성적이 올라서 너무 기뻐!,저번 학기보다 성적이 올라서 기쁨을 느끼고 계시는군요.
326604,HuLiC6763,오 멋진곳에 사는구나! 난 뉴욕에 가본적없는데 꼭 한번 가보고싶어,뉴욕은 방문하기에 좋은 장소입니다. 나는 그곳에 몇 번 가봤어요. 가장 좋아하는 음식이 무엇인가요?,뉴욕은 집값이 비싸지 않니? 너의 소유의 집에서 사는거야 아니면 월세로 사는거야?,저는 제 집에서 살아요. 뉴욕은 집값이 매우 비쌉니다.
1585564,MDRW2100030779.1,반가워요,넵 반가워요 오늘 날씨가좋아요,그러게요! 해가쨍쨍하네요 주말인데 어디 가시나여,맞아요~ 놀러가기 좋은 날씨에요 오늘 대학가 가려고요! 오늘 약속있으세요?
183290,HuLiC3455,할 수 있어요! 저는 집에서 만든 피자 만드는 것을 좋아합니다. 제가 가장 좋아하는 음식 중 하나입니다.,너 요리 엄청 잘하는구나?,"저는 요리하는 것을 좋아하지만, 잘하지는 못합니다. 당신이 가장 좋아하는 피자는 무엇입니까?",난 페퍼로니피자를 좋아해.
871707,MDRW2100001394.22,"난 갈비살도 좋긴 해,",갈비살도 맛나겠다,이얄 좋은 동네구만 그런 것도 넣어 주고,옛날에 공룡식당인가 소고기부페 왜 없어진거야
715097,MDRW2100000185.9,너 그거 먹어봣어? 굽네치킨 페퍼로니 찹찹 새로나왔나봐,엥 맛잇겠다 얼마래,만오천원인데 요기요에서 행사하는듯 2천원 할인해주나봐,오호 신메뉴치고는 안비싸네
1142193,MDRW2100001640.1,나 안 됨 ㅜㅜ 5시부터 되는디 ㅜㅜ 시앙 ㅜ 핑계꺼리 있나 찾아봄 ㅜ흑,그머냐 얼굴 안 보이는 거면 내가 대신 앉아잇슬가? ㅠ,ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 고맙다.. 하지만 켜야한다... 아님 이번꺼 어차피 ㄹㅇ 취업 지원도 아닌데 걍 포토샵으로 하까? ㅎ 내 친구는 ㄹㅇ 여시에 부탁해서 그걸로 잡 구했던데,헉 쩐다 니친구도 여시하니ㅠ ㅋㅋㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬
152427,HuLiC2743,"그 품종은 처음 들어보네요. 그것은 작은 개인가요, 큰 개인가요?",소형견이긴 한데 좀 큰 편이지. 털이 복실복실해서 더 커 보이지.,바이촌은 개의 작은 품종입니다. 그것들은 1800년대에 프랑스에서 유래되었습니다.,바이촌은 처음 들어본다. 넌 재택근무로 무슨 일을 하는데?
1746754,MDRW2100042477.1,,요새 보시고 있는 프로그램 있으세요???,드라마 슬의 보고 있고 지금은 슈퍼밴드 보는 중이에요,오 슬의 저번주 결방이라 슬프던데ㅠ 슈퍼밴드는 뭔가요???
1751124,MDRW2100042790.1,ㅇㅎ....,결국 내가 고생이군,결제금액이 워낙 커서 적립카드 있으면 그런걸로 긁어도 좋은데,ㅠㅠ 그러게 왜 짤라먹지 나 보냈잖아 근데 그건 왜 짤라먹어!!
1606353,﻿MDRW2100032204.1,,,name2님 안녕하세요~~저 name1,꺅!!! 온라인 커뮤니티라면... 트위터도 포함이 되는 걸까요
1543846,MDRW2100027876.1,싸이월드 이용해 보셨나요?,저는 해봤어요 이용 해보셨나요?,저는 그 세대가 아니라서 이용해 보진 않았어요 도토리도 아시나요?,도토리는 돈이 들어요.
1652822,MDRW2100035530.1,"이게 어디 앉아서 가는 기구가 아니라 사람을 매달아 내려보내서 실제로 해외서 사고가 있기도 했어요 근데 국내서 한시간여 멈춘건 안전장치 오작동이라 그런건 뭐,, 그럴수 있다고 생각해요 안전장치는 원래 오작동 할정도로 민감하게 작동해야 사람이 사니까요 스프링쿨러도 제대로 켜놓으면 오작동 엄청 자주해요 짚라인은 그래서 가고 싶단것만 생각했어욬ㅋㅋ",안전장치 오작동이라도 산봉오리 사이에 둥둥 떠 있는 건ㅋㅋㅋㅋㅋㅋ 필요 이상으로 스릴 넘치네요 왠지 익스트림 스포츠? 같은 것도 좋아하실 것 같아요ㅋㅋㅋ 좋아하시나요?,좋아하진 않는데 그래서 남이 하면 어떤기분일까 하고 구경해요 ㅋㅋㅋㅋ name2님은 좋아하시나요?,저는 서핑! 좋아해요ㅎㅎ 요새 재미 들렸어요
