,dialogue_id,Q-3,Q-2,Q-1,A
1223596,MDRW2100005718.1,아!!! 맞추신거예요?,아 네내 일괄로 주문한거같아요,좋네요! 저도 여기저기 기념품으로 많이 받아서ㅋㅋ 평생 다 못쓸ㅋㅋ,아 그쵸 ㅋㅋㅋㅋ 잘 사용해야하는데 무겁고 그래서 잘 안써져요
558767,감성대화말뭉치.31002,어떤 면에서 공감을 해주는지 자세하게 말씀해주실래요?,나의 이야기를 하면 마치 자신이 겪은 것처럼 공감해줘서 너무 기뻐.,믿음을 보여주니 정말로 기쁘시겠어요. 이것을 어떻게 지속시킬까요?,남편과 더 이야기하고 나도 공감을 해줘야겠어.
59564,Chat7117,친구가 애길 낳다는데 가기가 싫어.,축하할 일인데 가봐야지.,그게 평소에 연락도 않다가 결혼식 때 한 번 연락하고 또 지금에야 하는 거야.,쫌 그렇다 친구가 봉도 아니고.
1688173,MDRW2100038196.1,전요즘 마라탕이 먹고싶네요 ㅜㅜ,악 저 어제 부추전에 마라탕을 먹었어요 사실... 뭔가 죄송^^;;ㅋㅋㅋㅋㅋㅋ,정말 부럽네요 ㅋㅋㅋㅋㅋ 몇단계로 드세요?,자주먹는 음식은 아니라 잘 몰라 2단계 시켰는데 다음엔 한단계 높여야 겠다 생각했어요
456083,감성대화말뭉치.10869,내가 가고 싶은 직장이 그리 평판이 좋지 않나 봐.,그렇게 생각한 특별한 일이 있었나요? 사용자님의 생각을 듣고 싶어요.,주변 사람들이 내 희망 직장이 하락세라고 하니 고민돼. 다른 사람이 좋지 않다고만 하니까.,희망하는 직장의 미래에 대해 주변 사람들의 시선이 부정적이라 걱정이 되나 봐요.
1847596,MDRW2100047020.1,전부 검사 받고 맞으면,없어야,인정해 주려나.,안해줄듯
1023969,MDRW2100001583.1,ㅋㅋ,키보드 닦다가 ㅋ,ㅋㅋ,자긴 언제 내려가게?
1618588,MDRW2100033035.1,오히려 더 환경에 안좋다고 ㅠ,어차피 그 텀블러를 만드는 과정에서도 환경에 안좋은 것들이 많이 나올텐데...!!!,근데 보통 안사도 선물로 들어오지 않나요,맞아요맞아요
281405,HuLiC572,공지영 작가는 서울에서 태어났어..,"와, 몰랐네요. 저는 그가 리처드 바크만이라는 필명으로 7편의 소설을 출판한 것을 알고 있습니다.",뭐야ㅋㅋ 리처드 바크만은 스티븐킹의 라이벌이었어.,"네, 그랬죠 그는 1947년 8월 13일에 태어났습니다."
834635,MDRW2100001353.98,야 우리학교 이런거 하나봐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜,? 진짜 삽질하네,야 알고보니 우리도 하네,진짜 저런 아이디어 같지도 않은 건 누가 주둥이를 놀리고
