,dialogue_id,Q-3,Q-2,Q-1,A
463490,감성대화말뭉치.12329,오늘 지각을 해서 선생님께 정말 부끄러워.,선생님이 사용자님에 대해 어떻게 생각한다고 믿으세요?,내가 선생님을 실망하게 해드렸을 거야.,이런 고민을 상담해 줄 사람이 주변에 있나요?
348741,HuLiC7274,"네, 물어봐 주셔서 감사합니다. 긴 하루였지만 보람이 있었습니다.",하루가 길게 느껴졌어?,"네, 마치 영원처럼 느껴졌어요.",일상이 지루하게 느껴지나보다
1307065,MDRW2100011521.1,그래서졸업하자마자대학교로가려고,대박이네 그게 필수 코스야?,ㅇㅇㅇㅇ1년안다니면 실기시험보는방법도있긴한데 어렵다해서 그1년까지만지원받고 연끊으려고,우와 신기하다 진짜 오메 강단있구먼
1351379,MDRW2100014613.1,효자네요,공부하고 쇼핑 안알려주는게 효자예요 ㅋㅋ 아들이 쇼핑에 넘 관심이 많아요,ㅋㅋㅋ 요즘은 공부잘하는것보다 생활력있는게 더 좋은거같아요,그런건지 돈버는데 재미 들렸네요 만두는 뭐드세요? 요새 만두를 안샀더니 냉동고가 휑하네요 ㅋㅋ 저번에 풀무원 행사해서 공짜로 준 깻잎만두도 맛나더라구요 비비고 드시나요?
1375640,MDRW2100016268.1,,쿠킹덤 계속 하는데 관성으로 하고있는느낌 근데 가챠게임 중에서 명함따기 제일 쉽기도하고 게임이 가벼워서(=할게없어서) 계속하고있는듯,ㅋㅋㅋ할거없어서 하는것만 하지 지우지도 못하고 계속함,ㅋㅋㅋㅋ게임이 그렇지 그 검사 만든 게임사에서 괜찮더라 도깨비 라는 게임 신작 티저 봤는데
417322,HuLiC8857,그럼 조만간 만날까?,다음 주 어때?,다음주 주말은 안되고 평일만 가능!,웅 평일에 ㅎㅎ
457702,감성대화말뭉치.11194,,요새 친구들 모임에 나가고 싶지가 않아. 할 말이 없네.,친구들과 나누는 이야기로 기분전환이 안 되시는 군요.,다들 돈 모아서 여행가고 집 산다는데 나는 모아놓은 돈이 별로 없어서 대화에 끼질 못 해.
1483665,MDRW2100023776.1,오기로 웹툰에 많이 쓰는 중,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 저 친구가 다음웹툰이 카카오로 변하기전에 곧 떡상할거라고 카카오 사라고 사라고 그랫단말이에요,마자요 카카오 엔터 곧 상장해요 디앤씨 떡상 가보자. 이랫는데 카카오만 오르고,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84561,HuLiC1177,"네, 그래요. 저는 그것을 고등학교에서 몇 년 동안 공부했습니다.",공부하는 데에 어려움은 없었어?,"네, 저는 어휘와 문법에 어려움을 겪었습니다. 저는 또한 많은 원고를 읽어야 했습니다.",힘들었겠다. 공부하다가 힘들면 어떻게 해결했어?
1119596,MDRW2100001630.1,흐응ㅠㅅㅠ 어쩌누...난 이제 집에 간돠...,헉 오늘은 늦게가네요ㅜㅜ 몸안불편해용 ㅠㅠ?,어제보다는 좋음~ 오늘 안바빴거든ㅋㅋㅋ 조금 힘들다정도?,그래두 다행이네용 ㅠ name6는 마무리하고 집~?
1263835,MDRW2100008478.1,기후위기 문제가 심각해보여요 태풍 낼 올건가보더라구요 별일없어야할텐데...,아하~~ 지난주까지만해도 더웠는데 신기하게 이제 반팔이면 춥기도 하더라구요 ㅋㅋ 챰 신기..,그죠.. 금방 더위가 사라졌어요 더위 많이 타시는 편이세요?,네ㅜㅜ 저는 더우면 숨이 안쉬어지더라구요ㅠ 더운거 괜찮으세요??
1697690,MDRW2100038907.1,네네!! 추천 감사해용! 요즘 코로나때문에 집에만 있다보니 카페도 안간지 꽤 된것 같아요ㅜㅜㅋㅋ,아 헛!! 저도 그래서 주로 커피도 배달시켜요 ^.^..,앗 저두요ㅋㅋㅋ 가끔 밥먹기 귀찮을때 샐러드나 샌드위치 주문하면서 커피도 같이 배달로 시켜먹어요 집앞에 카페가 있지만 나가서 사오긴 귀찮더라구요 ㅎㅎ..점점 게을러지는 중,맞아요!!!!! 약간 코로나로 변명하면서.. 게으름쟁이가 되어가는 저... name2님은 어떤 샌드위치 좋아하세요?! 전 훈제연어요!
