,dialogue_id,Q-3,Q-2,Q-1,A
740187,MDRW2100000273.9,앙ㅋㅋㅋ 리본색깔 골라주세용~,name3는 뭐해용? 블루랑 코랄이땡기는뎁,핑크를 할까싶음 핑크노예ㅠㅅㅠ,ㅠㅠㅋㅋㅋㅋ언니 핑크하면 깔맞춤으로다가 블루가는걸루
812082,MDRW2100001275.1,Zzzzzzzzzzz 어제보니까 name9는 삼책한번다녀오면,ㅋㅋㅋㅋㅋㅋㅋ,샤워해야쓰것던데,ㅋㅋㅋ그니까여
1722446,MDRW2100040692.1,무슨 일을 하고 싶으세요?,저는 사무직이요 사람을 덜 만나고 싶어서요ㅋㅋㅋ,개인 사업? 프리랜서는 생각없으세요?,제가 사업은 정말 자신이 없고 프리랜서는 아무래도 어느정도 도달할 때까지 계속 일을 찾아다녀야하니까 제가 못버틸 것 같아요
1022196,MDRW2100001581.1,꺄룽! name4이제일어났어ㅋㅋㅋㅋ 아빠가와야 나가는데 아빠가안와ㅡㅡㅡㅡ 지금 의왕으로가요 가서 대충먹고 나혼자 name2한테갈래,name1.. 비많이 와욤?,많이와욤,찌상에
819331,MDRW2100001287.5,애기엄마여,나만안가는거가  학원가는거도 소독이빠이하도 하고 마스크 절때안내리는데,588이랑 접촉해서 14일부터 자가격리하다 16일에증상 나타나고 17일에 확진인가부넹,아 588은 선린대 라인인가
1803482,MDRW2100046636.1,네 인생영화입니다ㅋㅋㅋ,저도 봤어요! 비 같이 맞는 장면 좋아해요 ㅋㅋㅋ,저는 결혼식 장면 제일 좋아해요,결혼식 장면도 좋아요!
1948777,MDRW2100047100.1,ㅇㅇ,감사융,닭발때 주게되는건가 ㅋㅋ,유통기한 언제까지야 ㅋㅋㅋ
1310882,MDRW2100011808.1,연애 아님 연예 얘기 지겹지않나요?!,맞아요 솔직히 똑같은 말을 계속 하는 것 같아요 어떻게 뭔 남친들이 다 똑같아서,맞아요!!!!,ㅋㅋㅋㅋㅋ
1533470,MDRW2100027172.1,아언제가지,올해안에가야할걸? 내년인가올해인가여튼얼마안남음,아진짜????,열일해라사장
1184565,MDRW2100003045.1,부럽다 자는 지금 걱정 투성이랍니다. 혼자 일땐 몰랐던 책임감이 나무 부답스럽게 다가오네요 열심히.해야겠죠,아이가 있으면 더 그렇죠.가장의 무게,마냥 좋아하기가 힘들어서ㅋㅋ 결혼생활 안힘드세요???,요즘힘들어요.코로나때문에 등교를 안하니 하루종일 독박육아
