,dialogue_id,Q-3,Q-2,Q-1,A
1766284,MDRW2100043908.1,그니깐요 채소중에서 제일 친근한 녀석 아뇨 대추토마토는 뭐가 다른가요?,스테비아보다 전에 나온건데 대추가 약간 길쭉한 타원? 네모? 잖아요,네,방울토마토가 그 모양인거에요 그것도 달아요!!
1795076,MDRW2100046013.1,국내선 속초만 혼자 가봤어요 :),오오 속초 속초 좋으셨나요?,네 좋았어요 ㅎㅎ,저는 속초는 그냥 그냥 다녀왔던 것 같아요 근데 바다는 역시 너무 ㅇㅖ쁘더라구요
403574,HuLiC854,로또에 당첨이 된다면 뭘 하고 싶어?,잘 모르겠어요. 저는 아마 새 차나 집을 살 거예요. 저는 그 돈으로 무엇을 해야 할지 모르겠어요.,하긴 갑자기 큰 돈이 생긴다면 어떻게 할 지 모를꺼야..당첨금을 탕진해서 파산하는 사람도 많다고 하더라고..,저도 아마 같은 일을 했을 거예요. 저는 제가 감당할 수 없는 것에 모든 것을 쓰고 싶지 않아요.
48387,﻿Chat5023,,,요번여름에 섬에 갔다왔는데.,정말 재미있게 놀다왔어.
395037,HuLiC8342,웅 ㅋㅋㅋ ㅋ,너 혼자 볼거야?,언니랑 동생한테 물어보구 !,오옹 오키 ㅎㅎㅎ
1975766,MDRW2100047749.1,아니 배민 없을걸..? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ안돼.. 그마안..!!!!!!!!111,ㅋㅋㅋㅋㅋ ㅋ 아웃겨 서울 왜ㅠ 대구오면 뭐하게! 경복궁 구경도 하고 그러라구 ㅠ,않이 엄마도 바빠서 나혼자 오리알임 ㅜ 니가 좀 와 그러면 씌익싀익,나 이제 환자 또 해 ㅋㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬
989816,MDRW2100001552.1,21 년5월달,21년은 아직 확실치않고 20년은 안해도될듯,잘알아보고해,ㅇㅇ 무조건 대상자는 일단 우편이온대 안오는 사람들은 할거면 하고 안해도된다 이런뜻
1144123,MDRW2100001640.1,앙 난 2.5일에 한 번씩 감아 ㅎㅎ,넌 땀이 없어서 떡도 잘 안 지나보다 ㅎ 점심 뭐 머글가 준비해둔게 암것두 없노 ㅎ...,나 빵 먹으려고 ... ㅋㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ 아니면 참치마요.. 아니면 고기.. ㅠㅜ ㅋㅋㅋㅋ큐 약 머금?,노노 아직 1시 점심시간이니까 한 12시 반에 머글가 생각중???
1878634,MDRW2100047037.1,후 정말 온 집안을 뒤져서 찾아냄,ㅋㅋㅋ 있었구나,진짜 구석구석뒤짐,ㅋㅋ고생했다 세탁해야겠네
359043,HuLiC7511,응 ㅋㅋ 큰 배를 타고 누군가를 무찔러야 할 것 같은 느낌이야,표현이 너무 웃기네ㅋㅋㅋ 근데 그 OST 가 사기를 높이는 느낌이긴 하지.,에디 레드메인은 나 레 미제라블로 알게 됐어. 그때 부터 좋아했지.,아 그때 출연했었구나~ 어디에 출연 했었지?
