,dialogue_id,Q-3,Q-2,Q-1,A
144696,HuLiC2565,지난번에는 가위에 눌려서 꼼짝도 못 한 적도 있어. 너는 그런 적 없어?,"아니요, 아직 안 했어요. 무섭게 들리네요! 그런 일을 겪게 해서 유감입니다.",너는 꿈을 꿔 본 적이 아예 없어?,몇 개 먹었는데 마지막으로 먹은 게 언제인지 기억이 안 나요. 너는 어때요?
1873080,MDRW2100047034.1,시간만 한번 확인해바방ㅋㅋ 나도 배구 볼꺼라 일찍 나올꺼ㅋㅋㅋ,배구 몇시에혘ㅋㅋㅋㅋ 한시?,아직 몰랔ㅋㅋㅋㅋ 오늘 경기에 정해질 듯ㅋㅋㅋ 오전에 출발하시쥬쥬,웅웅 점심 전에
477565,﻿감성대화말뭉치.15078,,,은퇴를 앞둔 나를 아내가 무시해.,아내분께서 무시한다고 생각하세요?
582673,감성대화말뭉치.35698,,오늘 함께 영화 보러 갔던 거 너무 좋았어.,함께 영화를 보면서 정말 즐거우셨나 봐요.,좋아하는 작품 함께 보고 감상 주고받고 마냥 좋더라.
623111,감성대화말뭉치.6812,거기서 떨어지다니 정말 실망이야.,정말 실망하셨겠어요. 이 상황을 어떻게 극복할 수 있을까요?,이지망 학교도 좋은 곳이야. 거기서 열심히 공부할 거야.,꾸준히 차근차근 풀어나가려고 하시는군요.
1214178,MDRW2100005114.1,입안을 스캔하는지 어느 부분이 덜 닦였나 표시해줘 ㅋㅋㅋ,요망하군,21세기야 신기하지 넌 관심없어?,글쎄 워터픽부터 성실하게ㅋㅋ
53232,Chat5908,넌 일기예보 체크하니?,응. 난 저녁 때 맨날 보는데.,난 일기예보 안 봐서 맨날 낭패봐.,난 $Theme 보는 거 습관인데.
1858636,MDRW2100047025.1,ㅋㅋㅋㅋㅋ 뭐보는데?,내남편과결혼해줘,이름부터 막장이네,근데 개재밌음
755236,﻿MDRW2100000651.1,,,안녕하세요 연애하고 계신가요,사랑하고있습니다
552958,감성대화말뭉치.29870,동료가 인쇄한 후 인쇄물을 놔두고 갔는데 위에 내 인쇄물을 올려서 들고나왔어. 한참을 찾았는지 화가 많이 났더라고.,동료가 일방적으로 화를 내서 몹시 억울하겠군요.,그래도 시간이 지나니 나한테 좀 미안한가 봐. 눈치를 보더라고.,상대가 미안한가 보군요.
983377,MDRW2100001545.1,책상들고갈 봉투,지난번미니책상어때,까먹음묘,닭강정먹던상 일요일갖다줄까 이불이랑
59853,Chat717,,요즘 살이 부쩍 찌는 것 같아.,수영 같은 건 어때?,내가 물에 뜰수나 있을까?
1062131,MDRW2100001597.1,오옹 현대카드 찾았어 지갑 속 다른 카드 뒤에 숨어있었음,응 그려요,이따 퇴근은 어떡할까,중간에서 만날까
963402,MDRW2100001538.1,응 낼간데 name4교촌좋아해? 최애가뭐야ㅋㅋ 생일선물보내주게ㅋ,ㅋㅋㅋㅋㅋname4 비비큐황금올리브치킨 젤조아해ㅋㅋ,address비비큐 카톡배달안해주지않아? 해줘?예전에 카톡선물받은거 배달해달라니깐 찾으러오라고했던기억이나는데 안된다면 포장해와 나가는거안싫어한다면서ㅋ보내줄게,그거 아마인터넷주문하면 되긴할텐데 배달비들거야ㅋㅋ 앞이니깐 찾으러갔다오지뭐
637094,감성대화말뭉치.9574,,내 옆에 반려묘 하나만 있었으면 좋겠다. 외로워.,친하게 지내는 사람은 없으신가요?,있긴한데 다 자기들 얘기만하고 내 말은 무시해. 그래서 외로워.
1234021,﻿MDRW2100006448.1,,,학창시절 추억 있나뇨 요,남해로 수학여행간거요
157964,HuLiC2871,러닝은 보통 어느 시간대에 해? 내가 아침에는 잘 못 일어나거든,저는 보통 너무 덥지 않은 저녁에 달리기를 합니다. 저는 일주일에 적어도 3번은 뛰려고 노력합니다.,부럽다. 나는 그 정도의 의욕은 없는 것 같아. 날씨도 춥고,저는 보통 더 시원한 저녁에 달립니다. 저는 머리를 식히기 위해 뛰는 것을 좋아합니다.
576135,감성대화말뭉치.34418,용돈을 못 쓰게 된 것 보다 부모님 생각에 너무 마음이 아파.,부모님이 속상하실까봐 걱정이 되시나보네요.돈을 뻇는 건 범죄인데 경찰에 신고하시진 않으셨어요?,무서운 애들이라서 보복을 할까봐 겁나,혼자 이 문제에 대해 고민하는 것 보다 주변사람들에게 도움을 받으시길 바라요.
1267049,MDRW2100008709.1,아아악 약간 귀여운거 좋아하시는군요 마쉬멜로 같은 근데 스토리는 또 좋은,맞아요 ㅎㅎ 귀여운거 너무좋아해요 지금 추천해주신 웹툰보는데 참 재밌내요 혹시 그 수영하는 웹튼고 보시나요,수영..수영이 뭐죠 어떤거죠?!,수영만화일기예요 제목이!! 어푸어푸 하는거요 ㅋㅋㅋ
372115,HuLiC7813,담에 뭐라도 개봉하면 같이 보러가자,응응 꼭  3d 아니면 포디엑스 보자 ㅜ,헐 넘 좋아,너도 포디엑스 좋아해?
671716,MDRW2100000089.57,응 그리고 브라자햇다묘 어 ... 탸용이 간다 .... 홍이 울게여...,태민도 장발이었나??? 아오 ㅠㅋㅋㅋㅋㅋㅋㅋ,붙인거 않간다 ㅎㅎ,아니 아이돌 장발 그만하라그래
1527368,MDRW2100026752.1,아 알아요 관심있으세요?,저는 11번가 안해서 무배송 5000 ㅇ할인,가입하심요?,아뇨
1171877,MDRW2100002210.1,ㅋㅋㅋㅋ구경하는 재미가 있더라구 고양이도 많구 가보고싶은 나라 있어?,나는 아이슬란드 꼭 가보고 싶어!!,오 아이슬란드! 오로라보러??,웅ㅋㅋㅋ 인생 버킷리스트다 ㅠㅠㅋ
1662462,﻿MDRW2100036261.1,,,난 받으면 뭐에 쓰지 흠,쓸때없을까봐유? ㅋㅋㅋㅋ
1932463,MDRW2100047085.1,뒤에 형부잇엌ㅋㅋㅋㅋ 그거말구,손톱하게 돈좀즈ㅓ,아트하게?,아나 아니 이런거
432875,HuLiC9215,평점 여자가 높아 8.51 남자는 7. 14,평점이 남여가 따로있어?,약간 남자가 느끼기에 액션이 별로였나봄 ㅇㅇ ㅋㅋㅋㅋ네이버에는 그렇게나오는데 감상포인트는,첨알았네
1893755,MDRW2100047050.1,저런 먹어야징,닭가슘샬 먹쟈너도 쥬머니에거 들킨다 언젠가,나는 다욕 안해서 괜찮어 name3이한테 엄마는,ㅋㅋㅋ다욕
515831,감성대화말뭉치.22601,그동안 회사에서 정말 힘들었거든.,회사 일은 어떻게 하고 여행을 가시는 거예요?,큰 공로를 인정받아 장기 휴가를 얻었기 때문에 괜찮아.,휴가를 가게 되어 기쁘시겠어요.
1075111,MDRW2100001603.1,군침도노 갑자기,저런것만있나,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ 너만 군침돌면 뭐 나도 보여줘; 내 입맛도 다시 살려놔야지; 캡쳐하러갓노
921934,MDRW2100001521.1,정말 왓챠에 쌓여가는 목록보면,응ㅇ응응,희열을 느껴요,와....신기하다 나는
391207,HuLiC8253,아니 이번에 보조 출연 인원이,응응,많이 빠져서 너가 좀 출연해주면,오오 엑스트라 같은거?
13139,Chat1255,,안경 끼니?,"아니, 넌?",난 눈이 나쁜편이야.
1731325,MDRW2100041345.1,"ㅋㅋㅋㅋㅋ아니에요 저도 대화 대상이 느니까 하나도 기억 못 하겠더라구요,,,! 그래서 이해합니닼ㅋㅋㅋ",닭다리파 닭가슴살파!!!! 어디신가여!!!,저 닭다리파에서 닭가슴살파로 넘어가는 중인거 같아여!!! 어느 쪽이신가여!,오오 저는 쭉 퍽퍽살파입니다!!!!!*__* 매력을 알아가구계시는군요 ㅋㄱㄲㄱㅋ
1670480,﻿MDRW2100036865.1,,,점심메뉴는 뭐였어요?,저는 디톡스 주스 레디톡이요 5개중 2개 먹었네여
1877526,MDRW2100047037.1,ㅠ,아깝군 ㅎ 어제 소설 콩쿨 나가는 부분이라 거기 다보고 싶었는데 결국 그까지못보고 잤지 그럴바에 일찍 누울것을 ㅜㅜ,난 어제 펼쳐보지도 못함 오늘 볼거다,ㅋㅋ왜그랬냐 ㅇㅇ
1258388,MDRW2100008096.1,맞아요 새로 나온 플립 봤는데 이쁘더라구요 매번 디자인 예쁘게 뽑는거 존경스러워요,친구가 플립쓰는데 중간 선 그어져있는게 신경쓰였거든요. 근데 오히려 쓰는 사람은 신경쓰지않는거 같더라구요~ 어제 월드몰 간 김에 보고 오려고 했는데 까먹... ㅜㅜ,저도 실제로 보고 싶네요 폰 바꿀때가 되기도 했구,낭비인거 알지만 폰 약정도 없어서 진짜 사고 싶어여 ㅋㅋ 그거말고는 혹시 구매예정인 물건 있으세요?
791685,﻿MDRW2100001169.33,,,망고빙슈,뭐먹어
583244,감성대화말뭉치.3581,,나 오늘 과장이 일 못한다고 혼내서 짜증 났어.,과장님에게 쓴소리를 들어서 기분이 많이 안 좋으실 것 같아요. 어떤 상황이었나요?,내가 잠깐 다른 거 하느라 먼저 해야 할 일 타이밍을 놓쳤어.
1234463,MDRW2100006481.1,그러시군요 또 챙기는.습관 있으신가요??,전 운동 좋아해요. 남편이 운동하는데 잔소리만 듣다가 작년말 시작해서 이젠 거의 매일 하네요. 운동하시나요?,네 저는 헬스요 name2님은요?,"전 헬스장 평생회원권 샀다가 망해서 돈 날리고, 연간회원권 샀는데, 코로나 ㅜ.ㅜ 그냥 홈트해요"
353810,HuLiC7391,가장 좋아하는 음식이 뭐야?,제가 가장 좋아하는 음식은 피자예요.,난 김치찌개를 가장 좋아해,그런 적 없어요. 그것은 무엇일까요?
1637679,MDRW2100034379.1,name1님은 어디가고싶으세요?,아직 가까운 곳 중에 못 가본 대만 가보고 싶어요.,오 대만 맛있는거 많을거같아요,name2님은 가보고 싶은 곳 있나요?
1058741,MDRW2100001597.1,이불을 교체하고 그 청소기로 청소를 해야겠어 매트를 아님,응,텐트에 있어싼 ?? 텐트를 보관만 해뒀을테니 그 안에 뭐가 있었을 수도... 덜덜,아 그런가 빨래해서 준 거 아니었어?
1434973,﻿MDRW2100020427.1,,,안녕하세용 즐겨보시는 티비 프로그램 있으세요?,저는 예능 프로그램을 주로 봐요
1676155,﻿MDRW2100037286.1,,,아직,오 ㅋㅋ 그럼 이따가 같이 하자
1006587,MDRW2100001559.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ울집에서 자또?,웅웅 완존 오랜만이었엉 좋았어 ㅠㅠ,name6쓰둥 ?,아니.. 집에보냈어.....
1429233,MDRW2100020065.1,,최근에본영화 있으신가요?,최근에 블랙 위도우 봤어요!,헐 저도요 너무 재밌죠
782,Chat1014,볼링 쳐본적 있어?,당연있지 ㅋㅋ.,재밌지?,웅. 근데 볼링공이 너무 무거워 ㅋㅋ.
732338,MDRW2100000245.21,ㅋㅋㄴㄱ 뭐가 재밌나,누워 있는거 시체놀이,그렇군 노는게 아니고 쉬는거네,쉬는게 젤 재밌지
1820354,MDRW2100046954.1,언리미트에요 품절관련해서는 문의하라고 하더니 어제 업무시간 끝나고 문자를 보내서오늘하려고 했는데 깜박했네,아 늦었네,그러니까요,오늘 치킨은 패스
