,dialogue_id,Q-3,Q-2,Q-1,A
187198,HuLiC3545,저는 그 브랜드에 대해 들어본 적이 없어요. 제가 찾아봐야겠어요. 그들은 어떤 디자인을 만들까요?,주로 플리츠를 이용하거나 조각보 스타일 핸드백이 유명하지.^^,신기하네요. 여가 시간에 하고 싶은 취미가 있나요?,패션 쇼 보는 것도 좋아해.^^
958701,MDRW2100001537.1,웅웅 바로가게로 출발하려궁ㅎㅎ,자기야 나 9월달에 가게 일한거 24000원이에요 ~~!!,알았어용ㅎㅎ,마니바빵?? ㅎㅎ
632392,감성대화말뭉치.8641,남자친구분이 프러포즈를 했는데 받아들여야 할지 고민이 되시는군요. 어떤 점 때문에 그렇게 생각하시나요?,가정에는 책임이 따르는 거니까. 그 사람의 태도가 변할까 두려운 마음도 있고.,결정을 내리기 어려우시겠어요.,지금 당장 답하기보다는 좀 더 생각해 봐야 할 것 같아.
981098,MDRW2100001544.1,건물 주소 address 부동산번호 순광 tel-num 청운 tel-num 농협에 가서 인터넷에서 이체한도를 마음대로 변경할 수 있게끔 신청하고와요. 언니 얘기하면서 싫은 소리 안해줘서 고마워요. 나는 오빠처럼 할 자신이 없는데..; 내가 어제 전화를 많이 써서 오빠 이번달 무료통화 없지 싶다. 미안. 나 오늘 전학공이 있어서 평소보다 퇴근 늦어요. 6시 안에는 갈게요. name3이 하원시켜요.,오케이. 수고,수업이 몇시에 빈데?,송금 완료
228829,HuLiC4506,수고는 이제 자네가 해야지. 우리 회사 근처에 도시락 회사 리스트를 줄테니 그거 보고 자네가 준비해.,수고 많으셨을 것 같네요.,내가 하는 방법도 있지만 그렇다면 자네의 이번 인사고과는 매우 참담하겠지. 잘 생각해.,그게 무슨 뜻인지 잘 모르겠어요.
774146,MDRW2100001114.10,장칼국수 남은 국물에 밥 말아먹겡 국물 맛남ㅎㅎ,아~ 오키 그래,name2도 잘 묵어야한다잉,고마워
1331267,MDRW2100013260.1,,응 고맙고 미안~~,미안하긴 ~~ 오빠 바쁘니까 ㅎㅎ,잔업특근이 좀있어서 그렇네
167920,HuLiC310,"네, 다른 음식들도 많이 있습니다. 초콜릿은 카카오 씨앗으로 만들어집니다.",다른 맛있는 음식 알고 있니??,"그렇지는 않지만, 초콜릿이 세계에서 가장 인기 있는 음식 중 하나라는 건 알고 있어요.",초콜릿 말고 다른 음식 추천해줘!
882121,MDRW2100001496.1,오타자제좀 이싱영이뭐여,두시에 친새끼 아직도 31년간 내말을 못알아듣네,장소인줄 알았지 친새꺄,친새끼가 응용시켜서 친새꺄로 바꾸네
434406,HuLiC9250,나오는 !!!,어떤 배우 ㅋㅋㅋ,내가 알법한,빵형 어때?
1729358,MDRW2100041199.1,저도 방금 창문 닫았어요 요즘은 잘때 창문 꼭 닫고 자야하더라고요,이불도 곧 두꺼운 걸로 교체해줘야 할 것 같아요,저는 엊그제부터 두꺼운이불로 바꿨어요,저도 미리 바꿀 걸 그랬나 싶네요ㅋㅋ
129399,HuLiC2210,와.. 오래됐네.. 아 참고로 나는 마블 영화를 좋아해,"나도 마블을 좋아하는데, 특히 어벤져스 영화를 좋아해요. 당신이 가장 좋아하는 마블 영화는 무엇입니까?",난 스파이더맨 시리즈를 좋아해,스파이더맨은 내가 가장 좋아하는 슈퍼히어로 중 한 명이에요. 그는 스탠 리와 스티브 딧코가 만들었습니다.
1142804,MDRW2100001640.1,ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,글고 와국인이면,name5이가 미국에 있음 미국으로 가럭야!?,승진하기도 힘들다카댕 ... ㅎㅋ 미국에 살면 서 미국 간호사되지~ ㅋ ㅇㅈㄹ ㅋㅋㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬
1927573,MDRW2100047080.1,빡칠때 담배도피고 술도먹고,건강이 최고야 진짜,맘대로하게,ㅜㅜㅠ스트레스 받겠다 지굼
1349849,MDRW2100014505.1,아니요 ㅠㅡㅜ 제일 마지막이 지킬앤하이드요,오 지킬앤하이드 지금이순간~,2019년이네요,ㅋㅋㅋ 전 올해봤어요...... ㅋㅋ
998050,MDRW2100001555.1,웅웅 왠지풀릴거같운뎁!?,웅웅 나눈마물중 원장 모리아프다고 곧갈듯 ㅇㅅㅇ,아진짜? 꼬로나인가!?,ㅋㅋㅋㅋㅋㅋㅋㅋ꼬로나 대머리 ㅡㅡ ㅋㅋㅋㅋㅋㅋㅋ히히
1672550,MDRW2100037025.1,전 미주쪽으로 벤쿠버 빅토리아 록키 시애틀 라스베이거스 남미 가보고 베트남이랑 대만이여,와 빅토히라 록키... 남미..궁금해요 특별히 그쪽으로 가신이유가 있나요,제가 벤쿠버에 좀있었어서 간김에 싹돌고왔어요 ㅋㅋㅋㅋ,아아! 얼마나계셨었어요
1754367,MDRW2100043017.1,ㅋㅋ맛나겟네여 저희는 걍 쏘쏘함다,네 급식이 잘 나오는 편이예요 내일은 치킨 나온다고 하더라고요ㅎㅎ,오오 학생이신가요 급식?,아ㅎㅎ 그냥 회사에서 나오는 거라 급식이라고ㅋㅋ
1729843,MDRW2100041235.1,네버.. 절대못해요,그럼 레시피는 어디서 참고하시나요?,인터넷요 모르는거는,그렇군요
1354015,MDRW2100014782.1,이제부터 조금씩 하면서 체력 올리면 되지,색시는 오늘 스쿼트 했어?,아니 오늘은 만보 걸어서 따로 스쿼트는 안했어 ㅎㅎ,좀 힘들어도 매일 하는게 좋은데
1438062,MDRW2100020637.1,꺅 너무 좋다 메밀비빔국수만 드시는 건 아니겠죠?,이것만 먹지않을까요? 집에서 먹는거라 ㅋㅋ 계란이랑 오이는 들어갈거예요 ㅎㅎ,ㅠㅠㅠ 삼겹살 같은 것도 함께 먹어줘야죠.. 떡갈비라도..,ㅋㅋ 집에 만두는 있어서 모자르면 먹을수도 있어요 ㅎㅎ 만두 좋아하시는 브랜드 있으신가요?
857745,MDRW2100001382.1,짜증나 ㅡㅡ,ㅋㅋ,미오 ㅜㅜ,아니name17이는 진짜를보냈네 나한테
319035,HuLiC6589,저는 비 오는 날 바닷가에 가는 것을 좋아합니다. 너무 평화롭고 편안해요.,비 오는 날에 바다는 파도가 높아서 좀 위험하지 않니?,좋은 지적입니다. 당신이 어디에 가느냐에 따라 다르겠죠.,"뭐 어디 가느냐에 따라 다르긴 하겠지만, 그래도 좀 위험할 것 같아"
1956575,MDRW2100047102.1,보증한다 난저거겪었다,음!,신기할거야 잘생김은ㄴ연기함,좋아쓰
1871005,MDRW2100047033.1,지금 내가 극에 달했어,내가 노트북을 사면서 아는애가 윈도우랑 오피스 깔아줬거덩,웅,그러면서 누나 절대 업뎃하지 마세요 당부를 했는데 낼롬 눌렀지 모야
307493,HuLiC6321,난 저 사람이 누군지 몰라요. 무슨일인데요?,한국 걸그룹이야. 4명으로 구성된..,들어본 적이 없는 것 같아요. 그들의 실력은 좋나요?,"응 춤도 잘 추고, 노래도 잘해. 한국 가수들 중에 아는 사람있어?"
150039,HuLiC2689,맞습니다. 서비스 경제는 서비스 환경을 구성하는 자원을 다루는 것도 한 분야로 연구하고 있습니다.,서비스 경제학은 정부 경제학의 한 분야입니다.,"그럼 지금부터 설명을 시작하겠습니다. 이렇게 다양한 답변이 나오는 것은 서비스는 그저 용역이란 의미일 뿐이지만, 서비스를 제공하는 주체는 매우 다양하기 때문입니ㅏ.",서비스 경제학은 미국에서 가장 널리 연구되는 분야 중 하나입니다.
1026747,MDRW2100001583.1,ㅎㅎ 응응 굿모닝~~~,좋은아침~~ 출근 잘했옹?,응응 출근잘했지용~~~ 자긴 잘 잤옹?,응응!!!!
865091,MDRW2100001387.29,요잇 꼬꼬무 끝낫져 ㅠ,에잉??? 이제 안해요?? 몰랏어염,네엥 시즌제 히꾸,아항 ㅠㅠ
1823993,MDRW2100046974.1,보그싶쇼가 좀 더 톤이 낮나?,준호랑 같이 엠씨..? 뭔가 보그싶쇼같은 곳에서가 더 낮다가 높다가 하는 걱 ㅏㅌ음 글고 더 허스키하고 ㅋㅋㅋ,좀 더 편한곳이라 그런가 ㅋㅋㅋ 와 광희 진심 종이인형같애 쟤 왜저래..,팔랑.. 부르르빠까 하지만 걸그룹이 나와버림
105982,HuLiC1671,그것은 좋은 질문이네요. 저는 그것 둘 다 잘 모릅니다. 저는 외계 생명체의 존재에 대해 많은 이론이 있다는 것을 알고 있습니다.,외계에 정말 생명체가 살고 있을거라 생각해? 난 잘 모르겠어.,"생명체가 있다고 생각하지만, 아직 아무것도 발견하지 못했는지 모르겠어요.",인간들이 아직 아무것도 발견하지 못했지만 이제 이 지구에서 우리가 살 수 있는 날이 얼마 남지 않은 건 확실해. ㅠ
1935547,MDRW2100047088.1,훔...ㅠ,우린 저런거 없겟져,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와시 유급 짱이다 구찌부터 대표적으로 맞은날인지 맞고 다음날인지 출근했는데..ㅋㅋㅋ,엥 근데 정부에서 추진하고 있어요 휴급휴가 OR 병가
1810906,MDRW2100046948.1,니가 맨날 그러는것처럼 보여 매달리는 것 처럼 관심 니가 더 많고 짝사랑이냐?,얘가 매달리던디..,아니,나것심
1127620,MDRW2100001635.1,ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엉니 밤잠 잤냐!!! 그런가냐!!!! 아닝 ㅠㅡㅠ 나 지하철이랑 버스 두번 잘못탐 데헿!,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅍ 언니바보랴...!?바보냐구!! 두번이나! !!! 봐카!!!!!,ㅅㅂ ㅠㅡㅠ 엉엉ㅇ.!! 오늘따라 집가기 드럽게 힘드로옹ㅎ오오ㅗㅇㅇ,가좌연어야..! 집으로... 쥡으로 돌아가!
1896702,MDRW2100047052.1,아? 나 만두 안좋아해 ㅋㅋㅋㅋ 아니 소바도 키트가 있어?,"있쥐ㅋㅋㅋㅋ 안에 무랑, 와사비랑 다 넣어줘 신세계여ㅋㅋㅋㅋㅋㅋㅋ",와 방금 사진 보고 왔어,그 뭐야 컬리? 저번에 이벤트때 쿠폰있길래
1971060,MDRW2100047731.1,원래 배달음식 잘 안먹는데 먹는다면 떡볶이 정도? 응급실 떡볶이를 좋아해요,헉 저도요! 응떡 치즈도 좋아하시나요?,치즈는 식감이 좀 요상하더라고요 치즈는 많이 먹진 못하겠더라고요,다른 데랑 식감이랑 맛이 다르더라고요 그래서 호불호가 많이 갈리는 거 같아요
305049,HuLiC6265,그렇구나.. 얼마 정도 벌어? 한달에?,"저는 한 달에 1,000달러 정도 벌어요. 많지는 않지만, 계산은 충분히 할 수 있어요.",친구들에게 밥 한 번 사줄정도면 충분한 거 같아,당신이 제 친구들을 생각해 주시다니깐요. 어떤 음식을 좋아하세요?
1845456,MDRW2100047019.1,낮은 애들ㅇ니 열명,화ㅘㄱㄹ,잇어서,화ㅘㄳ은
1049830,MDRW2100001593.1,?? 다른 사람이야 ㅠㅠ 왼쪽은 bts 임 ㅠㅠ,ㅋㅋㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ bts라고?ㅋㅋㅋㅋㅋㅋ' 웁스,웅ㅌㅌㅌㅋㅌㅌ태아낱ㅋㅋㅌㅌ ㅋㅋㅋ캐젊은시절 인줄 알앗은 ? 아 ㅈㄴ웃기네,ㅋㅋㅌㅌㅋㅋ살빠진느낌 코 사이즈도 비슷힌데 머냐
696849,MDRW2100000111.22,그래도 그걸 다해줘요?,시키면 하네,처음엔 다 그러죠 그래도 그게 한 두번 쌓이면 맘에 들게 하겠죠 처음부터 어떻게 맘에 들게 딱 해,ㅋㅋㅋㅋ 걍 권태기인가봐 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
539298,﻿감성대화말뭉치.27199,,,회사의 업무 부조리에 대해 개선을 요구했는데 그것 때문에 따돌림을 받게 되었어.,부조리한 상황에 대해 개선을 요구했을 뿐인데 따돌림을 받게 되어서 속상하시겠어요.
1395919,MDRW2100017705.1,오 여행유튜버 맞져?,오 맞아요!!,가끔 알고리즘에 뜨긴했는데 본 적은 없어여 ㅋㅋㅋㅋㅋ 최근에 미국인가? 여튼 머 영상 올렸던뎁,맞아요 51구역ㅎㅎ
1644004,MDRW2100034859.1,,영화 조커에서 특히 다크나이트 라이즈 같은데서 남자들이 열광한 부분운 반사회적 부분인데 그 부분 이해도가 남녀가 다르다고 봐요,그렇군요 저는 몇년전에 봐서 내용은 잘 기억안나는데 전반적으로 불쾌하거나 어두보 껄끄러운 느낌이 컸는데 어떤 사람들은 그걸보고 속시원해 했을까요?,여자들도 조커를 많이 좋아했지만ㅋㅋ 히스레저 조커를 보면 사람을 죽이고 돈을 뺏고 테러하는 반사회적 인물이잖아요 이번에 시위방해자가 했다는 조커 나온 영화는 못봤는데
61387,Chat7448,넌 어떤 친구가 있니?,터프한 애가 있어.,얼마나 터프한데?,많이 $Theme하지.
1555179,MDRW2100028667.1,아~ 중고나라 같은건 아닌거죠?? 검색해봐야겠어요 ㅎㅎ,네 파는 것도 새 상품이고 네이버랑 관련있는 앱이라고 알고 있어요,중고나라랑 당근마켓에도 검색어 등록해놧거든욯ㅎㄹ 아아~~,저도 얼마전에 덩크로우를 이 앱으로 샀거든요 ㅎㅎ
261284,HuLiC5255,그 말을 들으니 유감이네요. 뭘로 때렸어요?,그냥 주로 발차기로 맞았지. 우리 언니 주특기였어^^ 네 여동생은 뭘로 때렸는데?,"그녀가 프라이팬으로 저를 때린 것 같아요. 오래 전 일이었어요. 형제, 자매 있나요?",프라이팬으로 맞았으면 병원에 갔겠는데? 많이 안 다쳤었어?
1864502,MDRW2100047028.1,사진2432423장찍은거밖에,개예뻤음,기억이안나,ㅋㅋㅋ 마니도 찍었네 아 또 가고싶다
1549244,MDRW2100028255.1,저는 샤이니 좋아해요! 이번에 키 신곡 나와서 요새는 그거 듣고 있어요ㅎㅎ,팬이신건가요?! 전 종현님 솔로곡 좋게 들었었는데 ㅠ,팬... 까지는 아닌데 그냥 좋아하는 연예인으로 찜꽁해두고 있어요ㅎㅎ 앗 종현... 종현 그립죠ㅜㅜ 그래도 넷이서 잘 활동하고 있답니당,민호 넘 잘생겨써요 루한이랑 같이 축구할때도 있었는데 그립네요
1316107,MDRW2100012197.1,자꾸 게임시간 늘려주면 당연하게 생각하니깐,그럼 어케.. 안된다고 해?,일단 알람을 맞추고 30분만 하라고 해,ㅎㅎ 알람까지? 우리가 얘기해주면 되지
963817,MDRW2100001538.1,응알겠어~,나 11번가 포인트얻으려고 작년리뷰 겁나썻더니 뭔 리뷰체험단하라해서 비싼건 빨리마감되고 ㅋㅋ 볶음밥 3개짜리했는데 그거가져가서먹어 애들줘 ㅋㅋ 근데 대신 사진 3장만 찍어줘 ㅋㅋㅋㅋㅋ,ㅋㅋㄱㅋㅋㄱㅋㄱㄱ 너진짜대단하다 그냥 볶음밥한사진?,웃겨 ㅋㅋㅋ웅 그냥 겉사진 속사진해서 3개만 ㅋㅋ 리뷰 괜찮게쓰면 또 담달에 신청할수있는듯 ㅋㅋㅋㅋ
788460,MDRW2100001160.46,가면 시원한 아이스커피 마시세요!,네에~! 예비남편이 타준 아이스커피,얼음넣었눈데 빨대필요한거아닌지 ㅠㅠ 얼음도 걸러지는지 ㅠㅠ,ㅋㅋㅋㅋ 그래도 적당히 알아서 먹어요~
1407612,MDRW2100018526.1,아.. 이런 날씨에 빨래 힘들죠ㅜㅜ 잘못 말리면 냄새나기도 쉽고ㅜㅜ 걱정되시겠어요ㅜㅜ 저도 빨래 모아놓고만 있네요ㅜㅜ 비가 안 올 때는 안 와서 문제고.. 올 때는 또 너무 몰아서 와서 문제고ㅜㅜ 어느 계절 좋아하세요?,봄이요~^^,"저도 봄, 가을 좋아해요ㅎㅎ 선선하고 요즘은 봄, 가을이 짧아져서 아쉽네요",그니까요 좋은 계졀은 짧고 여름 겨울만 길고 겨울을 젤 시러하거든요 추워서 ㅋ
1739523,MDRW2100041946.1,유기견 후원하는 곳의 캐릭터 귀여워요 ㅎㅎ,"오, 캐릭터도 따로 있나요? 유기견 후원이니 강아지 이런 걸까요?",네네 맞아요 강아지에요,꺄 맞췄네요! 강아지 캐릭터가 있는 유기견 후원 프로젝트라니 더 마음에 들어요! name2님 덕택에 좋은 곳 알아가는 것 같아요!
1679749,MDRW2100037560.1,ㅋㅋㅋㅋㄱ 왜하필 콧물이고 없어보이게 ㅋㅋㅋㅋㅋㅋㅋㄱ 맨날 휴지로 남 이마 닦을때 난 코쑤시고,일단 얼굴로는 뭐가 나오면 없어 보이지요ㅋㅋㅋ 난 지금 인 중에 땀이 나서 마스크가 다 젖었어요,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ 마스크가 젖을만큼이면 뭐 인중이 뚫렸나??,인중은 항상 젖어 있어요ㅋㅋㅋㅋㅋ 습해서 수염이 정말 잘 남ㅋㅋㅋㅋㅋ
1464172,MDRW2100022487.1,그러게요ㅠㅠ 비록 만드는것 못하지만 눌러먹을 수는 있을테니... 만두ㅠㅠ 피 얇은거 사서 누르면 진짜 너무 맛있을 거 같아요ㅠㅠ,군먼두처럼 바삭바삭하니 맛날거같아요ㅋㅋㅋ 근데 진짜 우리나라 사람들 대단해욬ㅋㅋㅋ 크로플 메뉴 하나를 시작으로 엄청 이거저겈ㅋㅋㅋㅋ,그러게욬ㅋㅋㅋㅋㅋ 역시 먹는것에 진심인 민족.... 하... 갑자기 너무나 배고파지네요ㅠㅠ,점심 안드셨어여??ㅠㅠ
1036792,MDRW2100001590.1,응,말잘못함 ㅠㅋㅋㅋㅋ케,그래도콜ㅋㅋ,저거 1월에 출시되용
1712376,MDRW2100039973.1,헛 저도 걸캅스 봤어요! 제가 라미란 짱 좋아해서!!! ㅎ.ㅎ !! 헛 저 마블은 하나도 안 봤는데 재밌나요?! 앗 스파이더맨은 봤다!,라미란 배우님 너무너무 좋아요ㅜㅜ 엄청 쿨하시고!! 아! 그러고보니 저도 스파이더맨 홈어쩌구 봤던거같아요 최근에 나온 스파이더맨..! 마블 시리즈 순서대로 꽤 많은데 저는 재미있어서 자주 봤어요! 가디언즈오브갤럭시도 재미있었구ㅜ 이건 남자주인공 성격 덕분에 유쾌해요!,헛 가디언즈 그것도 마블 시리즈인가요? 그 너구리 나오는 거 맞죰 나무랑!,네! 네!! 그루트 나오는 거 맞아요! 거기 나오는 노래도 다 훌륭해요ㅠ 가오갤도 마블시리즈에 들어가요!!
1130144,MDRW2100001636.1,저거 해주고 얼마 쳐먹었을까 분명 교직원 지인일 거임ㅋㅋㅋㅋㅋㅋㅋ,아 뭐 한두개겠우.. 사립은 다 지인지인이여,블루투스 스피커나 usb나 외장하드,아 고양예고 그렇게... 저런거 가지고있을만한 학교아닌데
711768,MDRW2100000163.2,알써.기다리라고해 밥먹고해준가고 하준다고,응 기다린다 먹고나도 어여가봐야해,집에도착했어?,도착아까했음
172050,HuLiC3196,저는 액션 영화도 좋아하지만 코미디 영화도 좋아합니다. 당신이 가장 좋아하는 영화는 무엇입니까?,가장 좋아하는 영화라고 하긴 그렇지만 리미트리스나 행복을 찾아서라는 영화가 기억나네,그거 못 봤어요. 확인해 봐야겠어요. 저는 액션과 코미디를 좋아합니다.,네가 가장 좋아하는 영화는 뭐가 있어?
1899740,MDRW2100047054.1,영어보드게임부의 시초잖아,앜ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 영어보드게임부인데,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,아무도 영어 안씀
1767019,MDRW2100043961.1,맞아요 그것도 그것대로 맛이있는데,그쵸 거기서 같이나오는 크림스프 진짜 좋아해요..ㅎㅎ,리필해달라규 하고 싶은데 눈치 보여서 그냥 첨 준 것만 먹어요ㅋㅋㅋ,그니까요 ㅠㅠ
910615,MDRW2100001516.1,그러게 name3는 잘 놀아? 낮에 좀 힘 빼고 놀아야 할 텐데 ㅋㅋ,아니 잘 자,한번도 안 놀았어?,응
1806564,MDRW2100046864.1,앗 혹시 서울 쪽 사시는거면 다음주 쯤에 창경궁 쪽 가보시라고 하려했는데 ㅎㅎ,아 회사는 서울인데,아 그러신가요?,집은 안양이라서요
101661,HuLiC1571,당신이 무엇을 하느냐에 따라 다르다고 생각합니다. 공학에는 매우 다양한 분야가 있습니다.,그렇다면 자동차 공학을 하는 것에는 어떤 공부가 제일 시급할까요? 아니면 자동차 공학 말고 기계 공학에 더 초점을 두어야 할까요?,"확실하지는 않지만, 전기공학, 기계공학, 화학공학 등 다양한 종류의 공학이 있다는 것은 알고 있습니다.",사실 제가 아직 군대에 간 상태가 아니라면 군에 입대해서 2년 동안 시간을 보내면서 고민을 해봤을텐데 아쉽습니다.
1554484,MDRW2100028623.1,아 그러시구나!! 네 맨날 새벽에 하리보 뜯어먹어서 진짜 턱나갈뻔 했어요 카톡으로 서로 깨워주고 ㅋㅋㅋㅋ,맨날 밤새더라고요ㅠ,네 그랬었죠 name1님은 어려우셨겠어요 경영은 진짜...,"ㅋㅋㅋㄱㄱ그래서 학점이 나빠요ㅎ,,,"
734257,MDRW2100000247.20,ㅋㅋㅋㅋㅋㅋㅋㅋ맛났어,난 닼초파니까,닼초인데도 달달하고 맛나게 먹었다,ㅁㅈㅁㅈ 상큼달달
499400,감성대화말뭉치.19368,너무 신경 쓰여서 잠도 안 오고 계속 생각나.,어떻게 하면 이 상황을 해결할 수 있을까요?,아무래도 선생님께 본 사실을 말씀드리고 앞으로는 이런 문제가 있을때 못 본척하지 않을래.,앞으로는 학교폭력 문제에 대해 적극적으로 해결하는 모습을 보이려고 하시는군요.
964798,MDRW2100001539.1,왜 벌써 끝났냐 이 자식들은 왜이러냐,돼지들,name6 당황 왜 내가 돼지냐 멍,눈 많이 왔냐 멍
627914,﻿감성대화말뭉치.7767,,,나는 실업계 고등학교에 진학하려고 하는데 선생님은 무조건 인문계로 가라고 하셔서 짜증 나.,선생님이 진로를 강요하셔서 짜증 나시겠어요.
468506,감성대화말뭉치.13316,돈을 많이 번다면 좋을 것 같아? 아니면 좋지 않을 것 같아?,돈에 대해 고민이 있으신가요?,나는 불법은 아니지만 나쁜 사람들을 위해서 일을 하고 큰돈을 벌어. 가끔은 이러한 직업에 환멸을 느끼곤 해.,직업에 대해 당당하지 못하다고 느껴 마음이 좋지 않으신 것 같아요.
336390,HuLiC699,"네, 저는 피츠버그 대학을 다녔어요. 너는 어때요?",아~ 그럼 유학을 간거야?,"네, 그랬죠. 저는 미국에서 공부했습니다. 당신은 무엇을 위해 학교에 다녔나요?",난 그냥 내 성적에 맞춰서 지원할 수 있는 대학에 지원했지! 딱히 내 꿈의 대학이 없었거든 ㅎㅎㅎ
1607692,MDRW2100032292.1,,요새 유튜브 뭐 보고 잇음?,나는 스트리머들 영상 하루종일 보고있지.. 한번 빠져버렸더니 나올 수가 없어 너는 노래를 제일 많이 듣겠네 이제는 어플로 들어야할텐데,그렇고만 나도 옛날에 많이 봣지 요샌 어플로 듣지 음원없는건 유튜브로 듣지만
616885,감성대화말뭉치.5598,,요새 매일 운동을 해서 건강한 편이야. 운동을 하니 몸도 가볍고 기분도 좋네.,운동을 통해 건강을 유지하셔서 기분이 좋으시겠어요.,응. 평일에는 걷거나 자전거를 타고 주말에는 등산을 해.
1288160,MDRW2100010142.1,"그 점도 중요하지, 앞가림 혼자 하는 것도 능력이니까",그것도 그렇고 열중하는 모습들에 반할 때가 있거든 너는 순간 순간 깨닫게 되는 거야? 아 이 사람이랑 잘 통하네 하고 좋아하게 되는?,확실히 처음 부터 알긴 힘들고 지내면서 알게 되는 것 같아 근데 점점 호감이 쌓였다가 말 몇 마디에 정이 떨어지기도 하고 그래ㅋㅋ,그렇구나 지금 연애 하고 있어?
854848,MDRW2100001382.1,댓글만 써놓으면 안되나,점심에ㅠㅠ 아니 주소도 같이 넣으래 댓글에,안해그럼 언제 쓰고 올리고 해,긂 글믄 글씨좀써봐 여성여러분 힘내세요 ^.~ 찡긋 이렇게 해줘
278210,HuLiC5646,정말 재미있을 것 같네요. 얼마나 오랫동안 그랬어요?,이 일을 시작한지는 한 2년 정도 된거같아. 이제 길도 좀 외우고 일도 적응이 되고 있어,"와, 정말 오래됐네요. 저는 그 일을 그렇게 오래 할 수 있을 것 같지 않아요.",나도 이일을 얼마나 오래할지는 잘 모르겠어. 다른 일을 구할때까지 할 생각이긴 한데. 나름 재미도있고 해서 고민중이야
2010,Chat10402,왜 누가 그렇게 말해?,너무 그러다가 병난다고 쉬면서 하라는데.,쉬엄쉬엄해 진짜 $Theme날 수도 있으니.,좀 바쁘다 보니 그렇지.
1259036,MDRW2100008143.1,송도면 부산인가요? 에고 출근하셔서 속상하셨겠어요,아 인천 송도에요! ㅎㅎㅎ 대신에 돈을 좀 타냈죠,전 연차쓰고 가야돼서 아직 휴가계획을 못세웠어요,여유있기일어나서 커피한잔하면서 산책하고 야경구경하구 오 ㅎㅎ 어디로 갈생각이세요? 코로나때문에 영..
722500,MDRW2100000210.29,오오~~~~ 사진만 보면 내가아는 name2언니가 아니네?ㅋㅋㅋㅋ 화사하니 이뿌고만~~~,내가고른거아님,허리 벤드없어? name5꺼야?ㅋㅋ,엄마가 어린이날선물로사줌 name5도같이입지ㅋ
576999,감성대화말뭉치.34584,녹내장으로 인하여 밤에 활동을 하지 못하게 한 것이 안타까우시군요.,녹내장뿐만 아니라 눈이 점점 취약해지는 것이 불안하게 하는 것 같아.,지금의 눈의 상황을 더 좋게 할 수 있는 방법이 있을까요?,병원에서 녹내장 수술을 받아볼 생각이야.
544952,감성대화말뭉치.28307,따돌림 때문에 많이 괴로우셨군요.,근데 오늘은 나를 괴롭히지 않고 다른 친구를 괴롭히더라고.,내가 아닌 다른 친구를 괴롭혔군요. 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,괴롭힘을 안 당하니 살 것 같지만 다른 친구를 괴롭히는 주동자가 싫어. 선생님께 말해 볼래.
1456815,MDRW2100021982.1,옷 디자인은 누가해,너가 디자인하고 만들고 나는팔고 (?) 나도 가끔 디자인하고^^,ㅋㅋㅋㅋㅋㅋ 미싱 잇어야 하는거 아냐?,미싱있어야지!!
1696996,MDRW2100038854.1,가사는 평소랑 같은데 부모님이 하시는 일은 엄청 도와드리고 있어요,쉽지 않을텐데 대단하시네여,지금 한창 바쁜 성수기라 그래요,아 성수기에 바쁜 일을 하시나봐요
