,dialogue_id,Q-3,Q-2,Q-1,A
823116,MDRW2100001307.14,언니 편입? 전과? 뭐 알아보고 있다고 ㄷ들었는데,뭐하는건데,ㅋㅋㅋㅋㅋㅋㅋㅋ,언니 affiliation임> ?
442385,HuLiC9435,없으면 뭐 웨이브에서 결제해야징,웨이브에 거의 다 있어?,웅 거의 다있긴 한데 결제를 해야돼..,아 구독해서 다 볼 수 있는 게 아니라?
1110589,MDRW2100001624.1,아니 예전부터 말했는데 2달 전부터 기본은 무조건 탄탄대로라고,보라? 그거할까하다가 이거꺼낸건데.ㅋㅋ,아니 엘지페이,아.....
1372920,MDRW2100016071.1,저는 설거지방금 다했어요^^ 아르바이트를 해볼까 하는데 일을 너무 오래쉬어서 쉽지않네요^^,맞아요 저도 일을 하고싶다는 생각도 들었어요 저희 아들은 오늘 개학이라 학교가서 간만에 느껴보는 여유네요,예전에는 어떤분야 일하셨어요?,건축쪽분야에 계약부서에서 근무했어요 name1님은??
929652,MDRW2100001524.1,조카랑 같이 가서 좋았겟당 오프 잘 쉬는구만,낼 다시 가야한다니 아쉽당ㅠ,ㅠㅠ 스트레스 확 풀면좋겟다 속이 뻥 뚫리게 너네집 가야함 ???? 도와줘요 지니,울집와서 풀리는 스트레스먄 좋겟구먼ㅠ
1250698,MDRW2100007573.1,스듀하거나 망겜이긴 하지만..좀비고 하고 있어. 넌 게임하는 거 뭐 있어?,스듀!!!! 어제도했지 굶지마두 해,굶지마 재밌어? 해볼까 고민 중이었는데,존잼존잼 무조건 멀티로 ㄱㄱ
305418,HuLiC6274,저는 그 노래를 들어본 적이 없어요. 무슨일인데요?,무슨 일이 아니라 무슨 노래냐는 질문이지? 글셰 글로 노래를 설명하긴 어렵고 직접 찾아서 들어보길. ㅎㅎ,들어본 적이 없는 것 같아요. 크리스마스 노래인가요?,당연히. 우리 큰 아이도 좋아하는 곡이야.
1037665,MDRW2100001590.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋname4는 모래용,진짜인가?아니면 어카지?더 해보라고ㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋ ㅠㅠ,꿈에서 내가 임신했다고 말하는 꿈 꿨대
919953,MDRW2100001521.1,더 꼼꼼하지 못한 내 잘못이니까...ㅠ 그러게 말이다 ㅠ 왜 영수증으로 증빙하기 어렵냐 또.....ㅠ,결제라도 편하게 되었음 좋았을텐데..ㅜㅜㅜㅠㅜㅜ 그래도 이제 문의넣고 결제만 하면 되니까.. 원고는 다 있고..ㄲㄱ쿠ㅜㅠㅜ좀만 더 힘내자..,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 모르겠어 진짜 탈주하고 싶은 심정이야,ㅠㅠㅠㅠㅠㅠㅠ 뭐가 불안하니.. ?
1488248,MDRW2100024080.1,탁주요?? ㅋㅋㅋㅋㅋㅋ,크 맛있겠다,술 좋아하세요?,네!자주는 안먹지만 먹을땐 좋아해요ㅋㅋ
1108006,MDRW2100001623.1,그리고 삼성카드도 하나쯤 있음좋음 메세지로 이벤트올때만 씀 ㅋㅋ,삼성카드잇음? 머씀?,ㅇㅇ 이거는 걍 이벤트때 받음거 네이버페이관련 삼카인데,ㅇㅇㅇ
1235393,MDRW2100006551.1,맞아요 공감 물기없이 바로바로 버리는게 그나마..,그쵸 ㅠ 쓰레기 생기는 날이 불규칙해서,이사가시면 음식물처리기 설치해보세요,젤 큰 고민이에요
1761978,MDRW2100043583.1,맞아요 만두는 역시 부추!,만두국도 맛있는데..,떡만두국으로 끓여먹으면 맛있죠 계란지단도 넣어서!,맞아요!
1453740,MDRW2100021772.1,낭만적이에요 !!,안반데기까지가야하는데 너무 머네요,가을장마가 제대로네요 비가많이와요 주말에 드라이브가고싶은데ㅜ,부산도 이제 비내리네요 낮에 너무 더워서 머리 잘랐는데 갑자기 추워졌어요 ㅎㅎ
190589,HuLiC3623,딱히 좋아하는 선수는 없지만 월드컵 보는 것을 즐기긴 해요.,월드컵 재미있지 2002년에 정말 응원 열심히했는데 너는 그때 어느나라 응원했니?,"저는 미국을 응원하고 있었습니다. 저는 그다지 축구팬은 아니지만, 제 남편은 축구팬입니다.",그래 남편이 축구를 좋아하는구나 나도 남편때문에 좋아하게됐어
968005,MDRW2100001540.1,물먹는하마 8개 무료배송에 11260원인데 이거 시킬까요?,예스,엄마~ 이번 주일에는 예배드리고 같이 증평 갈게요~,알았어~~
1481597,MDRW2100023651.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹㅇ 그래서 진짜 사방팔방에 붙이고 다녔는데 띠부씰이 접착제가 열에 녹아서 맨날 흘러내렸던게 기억나 근데 또 요즘 다시 트위터에 그림 올리고 싶구 그래,ㅋㄱㅋㄱㄱㅋㄱㄱㅈㄱㅋㄱ나의 예술작품이 나를 멸시한다..... 올려줘 뭐가문제죠? 인스타에 생쥐시리즈 올린 것도 전 너무 좋았는데요 (ㅎㅎ),ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그림그리기가 귀찮은데 사람들이랑 덕톡하구 싶어ㅠ 근데 구독계로는 친구가 안생기잖아ㅠ,ㅋㅋㅋㅋㅜㅠㅜㅠ힝 그치 아무래도.. 그럼 덕계를 파야지..?(??) 덕계파서 열심히 놀다보면 연성도몇개씩은하게돼있어(겁나
936964,MDRW2100001528.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,잠깐만,난 답 나왔어,물복숭아 딱딱한복숭이야?? 아 마지막꺼!
355513,HuLiC743,전형적인 아메리칸 스타일이네.^^,"네, 맞아요. 저는 그릴을 많이 즐겨요. 좋아하는 음식 종류가 있나요?",난 매운 음식도 좋아해. 예를 들어 오늘 저녁에 먹은 해장국 같은 거.,저도 매운탕 좋아해요! 저는 국물에 고추를 많이 넣는 것을 좋아합니다.
1878588,MDRW2100047037.1,대구미술관 일주일전부터 예약이군 이거.... 피켓팅이네....? 지금드가니 하나도 없네...? 12시땡하면 예약해야하는건가?,헐 일주일치씩 예약 받는건가?,우리.. 오늘부터 밤마다 해보자,ㅇㅇㅇㅇ 저거 인터파크야?
660792,MDRW2100000061.29,오늘 진짜 더워,예뿌다 >.<,나올 일 잇음 꼭 얇ㄱㅔ 입어,그니까 나 문열어놧잔아 ㅋㅋㅋㅋㅋㅋㅋ
191773,HuLiC3651,"그때는 그랬어, 고도 근시, 난시였거든.","지금은 많이 좋아졌어요, 고마워요. 수술을 받을 필요는 없었지만 안경을 써야 했어요.","라섹해도 관리 못하면 다시 시력이 떨어지더라고, 그러면 안경을 다시써야할수도 있어.",좋은 지적입니다. 당신에게 좋아지고 있다니 다행이에요.
