,dialogue_id,Q-3,Q-2,Q-1,A
1231607,MDRW2100006273.1,아 네 . 자랑이시군옷 얼마 버셨어요?,멋있나요? 한 15정도 이 세계에서 이만큼 벌기 쉽지 않습니다,15면 ... 1만5천원이요?,농담도 귀여우시네ㅋ 억이요 억
920135,MDRW2100001521.1,아학회장 갑자기 나갔어...;;;,잉 실수아녀,그런가 사다리타기로 정해졌는데 우리가 3번이걸랑,오... 오....(매우떨림
398302,HuLiC8417,오 나도 그렇게 봐야지 ㅎㅎ,도둑들 봤어?,아니 !!,오 진짜? 헐
1884517,MDRW2100047043.1,언제 팔지...?,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지금!!!!,가??? 2.9 데옆ㅍ,에라이 너가 2.9에 팔면 내가 3에 팔 수 잇을듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
515667,감성대화말뭉치.22571,결혼하면 아이를 꼭 낳아야 할까?,아이 문제로 고민이 많으신가 봐요. 아이를 낳고 싶으신가요?,아이를 꼭 낳지 않아도 된다고 생각해. 아직은 낳고 싶은 마음도 없고 준비도 되어있지 않아.,아이를 굳이 낳을 필요는 없다고 생각하시는군요.
1622306,MDRW2100033283.1,웨.. 아 채색 해야 돼.. 언제 하지? 대신 해줄 name1,그게 누구지 집에서 혼자 노는거 이야기 하쟀더니,ㅋㅋㅋㅋㅋ,다른사람 일시키는 어른이가 누구죠? ㅋㅋㅋㅋ
1568167,MDRW2100029565.1,그래서 와이프가 구박했는데,아니 아팠지 않나요..?,아빠한테 이르는데 아빠는 당일에 먹어서 침 묵,앓고 일어나자 마신 겁니꽈ㅎㅎ 아님 마시고 아픈 겁니꽈
5405,Chat11032,,담배연기 맡으면 몸에 안좋은가?,피는 것보다 더안좋지.,그래?
1962506,MDRW2100047131.1,헉 그런일이 있다니요 원하는 과목을 들을수없다는게 참 불공평하네요.,학교 자체에서도 막기는 어려운가봐요. 암암리에 거래가 이루어진다고하더라고요.,저때는 수강신청전에 예비로 수강꾸러미라는걸 했어요.,엇... 실례지만 몇학번이신가요...??
1878926,MDRW2100047037.1,오 도넛이 유행이래? 함 먹어봐야겠군 그러면 후후,ㅋㅋ유행인진몰라도 도넛 파는곳이나 사먹는 사람이 많은가봐,ㅇㅇㅇ 가끔땡길때가 있지,ㅇㅇ근데 도넛이 일반적인거 말고 동그란거 사이에 크림 꽉채운 형태인듯
1537636,MDRW2100027468.1,아 그거 뭐임 그게?,아 초등학교 요즘교과서 수학이런거없고 그냥봄여름가을겨울이래,헐 안나눠 과목???,그거트위터에 알티 ㅇㅇㅇㅇ
360706,HuLiC755,아직 읽어보지 못했어 사람들이 추천해 줬지만 아직 읽을시간이 없었네,그의 책을 몇 권 읽었어요. 그들은 매우 좋습니다. 당신은 어떤 다른 작가들을 좋아하나요?,다른 작가들은 생각나는 사람이없네 추천해 주고 싶은 작가가 있어??,저도 스티븐 킹을 좋아해요. 그의 책들은 전 세계적으로 3억 5천만 부 이상이 팔렸습니다.
893464,MDRW2100001500.1,내가 지금 배터리 용량이 작아서 블박이 안되자낭 주차하면 배터리 갈면 이제 계속 녹화되는거징,엉 기둘 전화해보께 ㅋㅋ,델코 AGM70 배터리 이름 내가 주행거리가 짧은데 배터리 교체하면 주차녹화도 가능한지 물어바조,알아보고연락준데
1781979,MDRW2100045066.1,아무래도 낚싯대로 많이 놀아주죠ㅋㅋㅋ 그래야 재울수있어요..,앜ㅋㅋㅋ 고양이도 몸으로 놀아줘야 잘자는군요ㅋㅋㅋ,그렇쥬ㅋㅋ 요새는 자꾸 벽지를 뜯어서ㅠㅠ 전셋집인데 나중에 보수비용 내줘야될듯해요,아이고ㅠㅠㅠㅠ 이럴수가
598784,감성대화말뭉치.38847,,마흔 넘으니깐 남의 시선을 많이 의식하게 돼.,남의 시선을 의식하시군요. 무슨 일 있으셨어요?,자녀들이 내가 너무 늙어서 싫어할까 봐 그래.
1896166,MDRW2100047051.1,와 여기 특별한 지점이었어 빵 종류가엄청많아서 신기하다생각했는듸 여기가 그런 특별한 매장이래 24시간 내내 다양한빵 계속 내놓는 어쩐지 두레주르에 이런빵이있었다고??싶은 막 화려하고 예쁜 빵이많아서 놀라고있었ㄴㄴ데 진짜춥거든 ㅜ,와아 나도 특별한 빵 먹고싶어!!! 따우르레스자우르스 케이크 맛ㄱ잇는데,그러고보니 곧 케이크멋겠네 나너가 에어프라이기 사줘서 자치삶의질이 올라갔어 지금도 스콘 에어프라이기에 데으는중 그리고 집 들어오자마자 고기냄새나서 너초켯어 씬남~,에어프라이기 진짜 좋지 에프 있음 삶의질이 쏙아야 으음~ 초를 잘 쓰고있궁 ^^ 빵 반씩만 자른거 귀엽다 빵 뷔페같어
1541817,MDRW2100027746.1,긴팔 꺼내셨나요,아직여,추울텐대..,여긴 더워요
342936,HuLiC714,분명히 잘 할 거예요! 새출발하는 것은 항상 좋습니다.,ㅎㅎ 새출발이 항상 좋다니 고마워~ 나도 새롭게 시작하는게 좋은 일이 되었으면 좋겠다,분명 그럴 거예요. 당신은 어떤 일을 하시나요? 나는 회계사예요.,회계사라 대단한데? 나는 영업~
645113,MDRW2100000021.140,내가 꾸준히 먹으랬자나,먹을게,지금 먹어,알겠어.
588034,﻿감성대화말뭉치.3675,,,딸 결혼 준비에 도움을 주고 싶은데 경제적인 도움이 못 되어서 걱정이야.,따님 결혼 준비에 경제적 도움이 못 될까 봐 걱정이시군요. 다른 방법으로 따님을 도울 일은 없을까요?
1705038,MDRW2100039442.1,밀키스 맛있죠!,최애음료에요 근데 최근에 나온 식빵 맛은 별로더라구요 ㅠ,사이다랑 콜라랑은 또 다르게 청량해서 좋아요 헐 그런 게 나왔어요? 상상이 안 가요 식빵맛 음료수..?,네 우유식빵맛?이라고 나왔는데 정말 식빵 향이나요
