,dialogue_id,Q-3,Q-2,Q-1,A
1395873,MDRW2100017702.1,좋은사람이 나타나면요,어떤 사람이 좋은 사람이니,제 맘에 드는 사람이요,엄마가 소개해준 사람들은 다 별로야?
1244020,﻿MDRW2100007156.1,,,요즘에 뭐 산 거 있어? 난 최근에 플립즈라는 과자를 샀어...ㅎ,오 무슨 과자야? 난 사려고 고민하는 간식은 있어!
744646,MDRW2100000292.13,아 김이나 딘딘 고막메이트는 알아요 넥스트레벨은 흐음.. 에스파는 별로인데 그 안무에만 안무팀 7팀이 붙었대요,"헐 7팀? 와 돈 진짜 장난 아니다 와 안무 다시봐야겠네,,",그쵸 7팀이 븉어서 한 거라니까 아마 돈 처바른 걸거예요..,와 진짜 장난아니다 와 스엠 진짜 엄청나다 부럽다
903238,MDRW2100001514.1,ㅋㅋㅋㅋㅋㅋㅋㅋ,23팩이니까,통째로가져왔나보네 ㅋㅋ ㅋㅋㅋㅋㅋ17팩 ㅋㅋ,쫌 더 놔두지 뭘 다 들고 오라 ㅋㅋㅋ 저거 내만 먹는데 ㅋㅋㅋㅋㅋㅋㅋㅋ
934789,MDRW2100001528.1,ㅋㅋㅋㅋ 넵 열심히 즐길수는 있을거같아요! name1씨는 오늘 업무 바쁘신가요~,저는 어제 그제 많이 해놔서 오늘은 쉬엄쉬엄 할수있을것같아요! ㅋㅋ 항상 금요일엔 여유갖고싶더라구요 ㅋㅋ,저두요 ㅋㅋㅋ 금요일에는 내일 주말이라는 생각에 설레서 일이 잘 안돼요 ㅋㅋㅋ,맞아요!ㅋㅋ 주말에는 보통 뭐하셔요??
1618883,MDRW2100033056.1,융프라우?가셨나요?,거긴 날이 흐려서 포기했어요 ㅎㅎ,그러셨군요 유럽 중 가장 기억에 남는 국가는 어디었나요,유럽중에선 이탈리아가 음식도 맛있고 분위기가 너무 멋졌어요
363783,HuLiC7620,교정기 속으로 먹어보지,응 마자 먹어보면서 막 기록해,아 이것저것 먹어보면서??,맞지
1050258,MDRW2100001593.1,ㅋㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ ㅋㅌㅋㅌㅋㅌㅋㅌㅋㅌㅋㅌㅋㅋㅋㅋㅋㅋㅌㅋㅌㅋㅌㅋㅌㅋㅌ//,name1 겐지 간응?,응이뭐야 ㅋㅋㅋ아닠ㅋㅋㅋ,녜에
1301186,MDRW2100011078.1,엥 그게 모하는 곳인데?,너 스포츠몬스터 알아?,아니ㅠㅠ,약간 여러가지 게임하면서 미션을 수행해 나가는거야! 재밌어 보여ㅠ
1385253,MDRW2100016940.1,,좋아하는 연예인 있으세여?,신민아 좋아해요,신민아 작품 추천해주세요!
1012523,MDRW2100001575.1,3월이라서 마스크 답답할까봐 ㅜㅜ,그때쯤,지금은 그나마 괜찮은디 날 추워서,뮤지컬볼땐 괜찮을 것 같기도 하고 누가 우리 얼굴에 기침은 안할듯
387825,HuLiC8176,맞아ㅋㅋ 처음에는 마녀를 별로 안반기거든,마녀를 당연하게 생각 하는게 더 신기해..,그런 설정이야 ㅋㅋㅋ,아.. 그래서??
477642,﻿감성대화말뭉치.15095,,,오늘 엄마가 백화점에서 언니 옷만 사 왔어.,언니 옷만 사 와서 속상하셨겠네요.
476341,감성대화말뭉치.14840,나 창업할 것 같아. 잘할 수 있을까? 기대도 되고 걱정스러운 마음도 들어.,창업을 하게 되어 걱정도 되고 기대도 되시는군요.,응. 혼자 창업하는 건 아니고 친구랑 같이 동업할 거야.,친구와 창업을 하시는군요.
