,dialogue_id,Q-3,Q-2,Q-1,A
1468555,MDRW2100022794.1,저는 여수여행에서 짚라인을 타볼 계획이에요.,저랑 비슷하시네요!! 저도 여행에서 짚라인 생각중이에요!,언제쯤 여수 여행 가실 계획이신가요?,저는 9월달에 갈 계획이에요 완전 성수기를 약간 지나서 가는걸 좋아해요! 여행은 역시 가을 아닐까요
1033650,MDRW2100001585.1,노원 마들쪽 ㅜ,아아...,마들에서 남양주 이쪽이,내 예전동네에 사시는구나
1675784,MDRW2100037259.1,비가 계속 온댔다,흑 싫구만..,어쩔수없지,오늘 하루종일 비가 오네
1355362,MDRW2100014877.1,아앗 그렇다면 제가 알아서 잘 찾아입어볼게요,ㅇㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋ 바로 커트하시다니 역시 T다,ㅋㅋㅋㅋㅋㅋ아앗 이런면에서 들켜버리는거구나 f들은 어떻게 대답하나요??,글..쎄요? '아냐~ 그래도 함 추천해봐봐' (입진않음) 약간 말로만 따듯한 느낌
1975679,MDRW2100047749.1,그니깐 ㅡㅡ 짱나 걔 모르겟어 ㅎ..,네이비 이분뎅 ㅜ 함,맞쟤 약간 물 탄듯해서 때 절대,니가 궁예해봐
1099023,MDRW2100001619.1,나도 빨리퇴근하고싶당,오후엔 바빠?,여유있을것같아,그렇구낭
1206742,MDRW2100004613.1,반찬은 또 어떤걸 쟁여두시나요?,맞아요 에어프라이기 간편해서 좋아요 냉동이 짱이라 돈까스 말고도 만두랑 떡갈비 종류도 쟁여놔요 비00만두랑 비00떡갈비 맛나요 최근에 비00샀어요 만두는 비00이 최고죠 만두 좋아하세요??,만두도 없으면 못살죠 김치만두 마니아입니다,김치만두는 얇은0 00가 최고죵 선물받은 닭발도 있는데 저녁 드셧나용?
795771,MDRW2100001175.19,아 미친~!!@!@~@!@,얘 가짠데? 그럼 노상관 아냐?,오??? 개이득?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ 안알아보고 삿냐구
900098,MDRW2100001514.1,모르겠는데 빨리가면 30-40분 안걸리겠나? 차가 밀리니까,30분?,엉 양정까지 가는데 그정도 걸리거든 ㅋㅋㅋ,아........................................ 어쩌지 기다리까 저걸 다 들고 집에 어째가지
724395,MDRW2100000220.3,예전학굔 강사가따로오던데? 1.2교시3반 3.4교시3반씩이니 체육쌤아닐듯ㅋㅋㅋ 에이 퇴근하고신경쓸까봐말안할랬더니ㅋㅋㅋ,ㅋㅋ 괜찮아요,싹잊고 주말이닷ㅋㄲㅋㅋㅋ,네 홧팅이에요 둘찌 얼른 낫길!
1421734,MDRW2100019523.1,맞아요 ㅜㅜ저도 배달비가어마어마..ㅋㄲㄱ이러면안되는데 하면서 또 배민을열고...ㅋㅋㅋㅋ,"만들어 먹기 너무 귀찮죠,,ㅋㄱㄱㄲㄱ 메뉴고르는 재미도 쏠쏠하구ㅎㅎ,,",귀찮은것도있는데 똥손이라 요리도 못해요ㅋㅋㅋ... 그래서 자꾸 더 배달시키는거같은ㅜㅜ.. 맞아요고르는재미도쏠쏠하져,"일하고 오니까 만들기가 힘드네여ㅜㅜ,,, 배달앱이 있어서 다행이죠ㅡㅜㅜ"
1773661,MDRW2100044442.1,네.맞아요ㅎㅎㅎ 저희 신랑은 요번에.슈퍼클럽 가입했어요,그쵸 할인도 되고 좋더라구요 ㅎㅎ 자주 시켜먹으면 완전 이득같아요~,벌써 2번 인가밖에 안 남았대요ㅎㅎ,오 자주 시켜드시는 군요 ㅎㅎ 요기요 뚜레쥬르랑 파리바게트 할인도 많이해서 좋더라구요! 빵 자주 사먹어요 ㅎㅎ
1408421,﻿MDRW2100018582.1,,,안녕하세요,안녕하세요
391861,HuLiC8269,응 아마? 골룸 나오는거잖아,웅 시리즈 다봐야돼 진짜 재밌으니까,알겠어 ㅋㅋㅋ,야 로맨스도 해줄게
818410,MDRW2100001286.1,일어 떄 ? 어때 ?,나 오늘 완져니 바빠 언니는 ?,음 나는 적당쓰 ? 나 자리 바꿨따 ?,아 맞다
1797156,﻿MDRW2100046166.1,,,늘 다른 거 같은데 고기 먹을 때도 있고 회 먹을 때도 있구요 간단하게 치킨을 먹기도 하죠ㅎㅎ,우아 회 ㅠㅠㅠ 너무 좋아요 ㅠㅠ 연어 좋아하세요?
1436181,MDRW2100020514.1,세상에 넘 힘드시겠어요,갑각류를 못먹어요 너무 슬퍼요 중국집에서 또 뭐 좋아하시나요,헉 ㅠㅠ 제친구도 갑각류 엄청 좋아하는네 못먹어서 안타깝더라구요 찹쌀탕수육을 좋아합니다 탕수육은 찹쌀이죠,탕수육은 찹쌀이죠 소오름 약간 쫀득 바삭 너무좋잖아요
557043,감성대화말뭉치.30665,,가족들이 직장 얘기를 할 때 나는 혼자 끼지 못해 소외된 느낌이 들어.,소외된 느낌을 받아서 속상했겠어요. 무슨 일 있었어요?,아직 직장생활을 해보지 못해서 직장 얘기에 대해서 전혀 모르겠어.
