,dialogue_id,Q-3,Q-2,Q-1,A
1361002,MDRW2100015243.1,전 걍 편한 일..ㅋㅋㅋㅋ앉아서 일하구시퍼여,하 저는 판매직이에요 서서일해서 죽겠습니다,오호 제 전남친 판매직이였어여 ㅋㅋㅋㅋㅋ전남친도 죽을라하더라구여 많아 힘드시져,으헉ㅜㅜ진짜요? 미ㅏㅈ아요 이 일을 선택한 제가 후회스럽습니다 근데사무직은 안맞아요 ㄲㄲ
1324345,﻿MDRW2100012773.1,,,그럼요 근데 주무실거면 주무셔도 돼요,전 안 자요
891486,MDRW2100001500.1,진짜 하는짓보면ㅋㅋㅋㅋ 왜 나이먹고 그럴까 곱게 늙지,지한테 뭐라는 사람없응게 글지 간나구새끼들 칼퇴나 햇으면 좋겟네,칼퇴하길.. 공청 내일 배송된뎅 ㅎㅎ,다른건 언제주나 그 포인트는 어찌됏데
854352,MDRW2100001382.1,화티잉ㅜㅜ,오빠 아이티큐 itq는 적지말까.. 우대조건에도 가산요건에도 itq는없어요..,그냥 다 적어,ㅠㅠ 근데 정확히 이렇게 써있어 응시자격요건
308572,HuLiC6347,내가 안구건조증이 심하기도 하고.. 전에 아이가 눈을 손톱으로 찔러서 각막에 상처가 있거든..,그 말을 들으니 유감이네요. 그들이 그에게서 무슨 문제라도 발견했나요?,안구건조증이 악화되고 각막에 상처가 재발해서 염증이 되려고 했나봐.,말도 안돼요. 정말 미안해요. 당신이 지금 더 잘 지내고 있기를 바랍니다.
446929,﻿altergo_a.78,,,오늘 우리 만나는 거 알지?,당연하지.
1349122,MDRW2100014456.1,저는 아이돌 노래위주로 듣는데 팝송도 듣긴해요! 요샌 두아리파 좋아합니다 ㅎㅎ,오 아이돌 노래들으시는구나 두아리파 좋죠 ㅠㅠㅋㅋㅋㅋ 저는 노래 위주로 주로 보고... 박막례 할머님 채널이랑.. 예능 클립들 보고 있어요 ㅋㅋㅋㅋ,오 박막례 할머님 알아요! 유명하시죠. 예능클립은 런닝맨 위주로 본거같아요 ㅎㅎ,앗 저두요 ㅋㅋㅋㅋㅋ 런닝맨 매주 챙겨봐요... 저번주는 깜빡하고 못봐서... 예능클립으로 스포당할까봐 잠깐 안보고 있어요... 풀로 다 보고 클립 보려고욬ㅋㅋㅋㅋ
53629,﻿Chat5981,,,갑자기 비가 퍼붓듯이 쏟아져서 놀랐어.,난 $Theme가 많이 내리니까 좀 무섭더라.
1408104,MDRW2100018562.1,오.. 신기하다 만들어 보셨나요,아니여..ㅋㅋㅋㅋㅋㅋㅋ 만들어보진 안ㄹ았어요,콜라보제품 사보신건 있으신가요,없고 진로에서 사은품으로 받은 적은 있어요ㅋㅋ
1690530,MDRW2100038368.1,ㅋㅋ 카페가서 다른 메뉴 찾는 타입이시군요 저도 막상 카페가면 다른거 마셔요,저도 그때그때 다른거 같아요:) 식사는 하셨어요?,곧 먹으려구요,ㅋㅋ맛점하세요:) 커피도 드시구염
689829,MDRW2100000104.349,,어떻게 사람이 십만보를,ㅋㅋㅋㅋㅋㅋㅋㅋ ㄹ칠만보도대단햇는데,걸어?
1620447,MDRW2100033168.1,오잉??? 휴대폰하신다는게??,휴대폰 대리점 역할요!! 싼값에 찾아드려요!!,홀 ㅋㅋㅋㅋ 투잡이요?,정확히는 쓰리잡이욤! 보험두 하구 있어요 ㅋㅋㅋㅋ
923627,MDRW2100001523.1,아저씨 오시면 왔다고 해 name4 안짖었어? 아저씨 차 뮈드렸어?,짖엇지 붙잡고 방에잇엇음 아저씨 홍삼 그거드림 근데name4보고 괜찮다고 자기네집에도 name10잇다고 그러심ㅋㅋ,가셨냐?,ㅇㅇ 4시 4분에가심
316442,HuLiC6528,그랬으면 좋겠어요. 저는 아직 학교에 다니고 있어서 돈이 별로 없어요.,그렇구나 나랑 같이 돈 차곡차곡 모으자,그것 참 좋은 생각인 것 같군요. 여가 시간에 하고 싶은 취미가 있나요?,너는 남는 시간이 있어?
161986,HuLiC2964,"저는 게, 새우, 바닷가재, 게, 조개를 먹을 수 있습니다.",그렇구나.. 조개도 먹긴 해?,"아니요, 조개는 좋아하지 않지만, 바닷가재와 게는 좋아해요.",그렇구나 알레르기 있어도 먹긴하는구나?
