,dialogue_id,Q-3,Q-2,Q-1,A
1010550,MDRW2100001575.1,몰라 자전거인지는,전동킥보드도 있고 다양하더라,아 진짜?,address에 자주보임
1100109,MDRW2100001619.1,정말 귀염뽀짝하다 보고싶다 저때부터 name2이를 만났으면 좋았을텐데 왜이렇게 늦게 만났을까,ㅋㅋ오빠 뭐하고있어,누워서 모던 패밀리 보고있어,자갸 어제 숙면했어?
403834,HuLiC8545,일단 인사이드아웃은 무조건 보기로 한거지?,웅 그건 보자. 나머지 한개만 고르자,"일단 후보는 범죄도시, 캐리비안의 해적, 도둑들, 암살, 베를린?","웅 그중에 베를린은 한번도 안봤고, 범죄도시는 앞부분을 못봤음"
1823903,MDRW2100046974.1,머사게 ㅎㅎ 이삭에서 토스트 시켜서 머겄다 쩜심 ㅎ,밀키트주문하려고!!! 헐.. 맛있겠다ㅠ 이삭토스트 먹은지 개오래됨,"ㅁ마쉿더라,, 나두 진자 몇년만에 먹은듯ㅋㅋㅋㅋㅋ",이삭도 메뉴 좀 바뀐 거 같던데 머먹얶어 나 대학생때 감자랑 피자 주문해서 두개 합치면 개존맛이었능데 ㅋㅋㅋㅋ아니 나 어제 밤에 치킨시켜먹은 거 엄마 모르나바.. 방금 큰오빠랑 통화하다ㅏㄱ 큰오빠한테 치킨시켜달라핶나봄
943200,MDRW2100001529.1,아직 송금안했어? ㅋㅋㅋㅋ,70은 내 생활비의 5배야 그냥 솔드아웃으로 처리해 ㅋ,때리치아,"밥먹으까? 칼국수 사주까? 아, 지금 시국에 돌아다니면 안되지."
1708945,MDRW2100039730.1,걔가 없고 동방신기 신인가 심인가 고민했는데,오잉ㅋㅋㅋ짤렸나,받침이없었다니 최강창민 그자리에 있네 내가 아까 홈플에서 시킨 시카고피자 광고에나와서 놀램,ㅋㅋㅋ에헤이 ㅋㅋㅋㅋ못햇나봥 ㅋㅋㅋ오ㅋㅋ맛있나봐
1207991,MDRW2100004694.1,맞아요~ 남방 챙겨야겠더라고요 올해는 여기저기 기상이변도 많은것 같아요,맞아요.. 뉴스기사에서 봤는데 이제는 기상위기라네요ㅠ 그나저나 올해 여름 넘 더웠죠 모기도 없을 정도니..,아 맞아요 원래는 모기장텐트 치고자는데 올해는 그것도 필요없더라구요.. 너무 더워서,맞아요 올해 진짜 더워서 좋은건 모기 없었던것 밖에 없네요
1144944,MDRW2100001641.1,운동해,쳇 링피트?,웅,그런
1537381,MDRW2100027449.1,ai는 과학이야,ai가 미래중신산업이야,학생들이 그래서 ai학과를 많이 가나봐,ai학과가 인기많네
804945,MDRW2100001266.21,아 엄마가 해설해 주시니까 나도 드라마 보고 있는거같다,나중에 와서 도 같이 보자 ㅎㅎ,엄마 저는 그거 벌써 3번? 봤어요ㅋㅋㅋ,아니 무슨 전체를 3번을 봤어???
1319413,MDRW2100012434.1,오 과학적.. 돌돌이도 머리가 넘 길면 힘들더라고요,맞아요,바닥 클린하자고 머리를 치는ㅋㅋ 어머낫 벌서 열시가 넘었네요 내일 시간 나면 또 뵐까요?,네! 가사 걱정 없는 밤 되시길 바랍니다 꿀잠주무세요^__^ 오늘 하루도 무사히 마치고 가족분이들과 맛있는 저녁 드셨길 바랍니다~
415698,HuLiC8819,구래 ㅎㅎ 그럼 이 영화 좀 찾아보자,엉 ㅋㅋ 알겠엉,여기 임시완 말고도 많이 나온다,오 ? 누구 누구 나와?
756347,MDRW2100000718.1,우와 좋았을 거 같아요 몇시간 정도 걷는거예요?,걷기모임 보통 하루 날잡아서 5시간은 걸은거 같아요 쉬기도하고 식사도 해요~,우와 5시간이면 진짜 기네요 좋을 거 같아요ㅎㅎ식사도 하고,네 정신과 육체가 다 건강해지는거 같아요~
444678,﻿HuLiC956,,,아 일하기 싫어 휴가내고 어디든 여행가고 싶다,그거 좋은 생각인 것 같네요. 어디로 가실겁니까? 당신이 그것을 빨리 할 수 있기를 바랍니다.
1296748,MDRW2100010771.1,부추빵진짜 노맛이죠 ㅋㅋㅋ만두생각하면 오산이에요 요즘엔 튀소구마라고 고구마맛도나왓는데 초코도잇고 튀소가 젤나아요,진짜 첨에 충격 먹었어요 이게 뭔... 빵에 부추계란국 넣은 느낌 오 저 고구마 좋아합니다 근데 튀소 느끼하긴 하던데요,순수우유롤잇는데 그거맛잇어요 ㅋㅋㅋ 담에 꼭 먹어보세여,다음이 언제일진 모르겠지만 아! 맞다 대전에 그거 지금 할텐데 퓰리쳐사진전
1886164,MDRW2100047045.1,스밍하다 걸리면 쫓겨남 ㅋ,뭐라는 건지,쁘걸 포스터도 몰래 삼,뭘 몰래 사 ㅋㅋㅋㅋ
572051,﻿감성대화말뭉치.33609,,,취업이 잘되지 않아서 너무 우울해.,취업이 잘 되지 않아서 우울하시군요.
1023571,MDRW2100001583.1,최소 10분이야 버스갈아탔오ㅎㅎ,선정릉에서?,응~~,다왔네~ ㅎㅎ
1124505,MDRW2100001635.1,=.= 그래두 난 하영쨩이 좋은뒙 @3@뿌웅ㅇ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뿌웅 유바바 그래두 인죵!,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오옹...ㅇㅅㅋ..!,저게 신발색이 화장이었구낭! ㅇㅈ!,캬........!!!
1783592,MDRW2100045185.1,다음엔 무슨맛이 유행할지 궁금하네요,그쵸 ㅋㅋㅋ 되도록 안겹치는 쪽일거같은데,ㅋㅋㅋㅋㅋㅋㅋㅋ기대되네요 음식은 뭐 좋아하세요?,음식 크게 가리는거 없어요! 초밥 좋아해요 ㅋㅋㅋ
1633900,MDRW2100034093.1,혹시 요새 즐겨듣는 노래가 있나요?,요즘 아이유랑 악뮤노래 자주 들어요! 어떤 노래 자주들으세요?,저는 사실 지금도 듣고있는데 이유는 없어 라는 곡이고 중국노래에여 ㅋㅋㅋ,오 중국노래 자주 들으시나요?
497129,﻿감성대화말뭉치.18926,,,내 친구는 아주 작은 일도 성실하게 임하는 사람이야.,친구 분이 작은 일도 성실하게 일하셔서 너무 든든하시겠어요.
1073562,MDRW2100001602.1,뇨홍,와이파이 되니까 노상관,아 그르네 맞다 순간 잊고있었어,그치 질러버려?
1611013,MDRW2100032522.1,"웰마플 정우 도입부는...그냥 갓,,,,,, 저 첨에 듣고 누가 부른지 찾아봤다니까요,,, 콘서트영상 미쳤죠ㅠㅜㅡ아 말나오니까 또 보고싶네여,,, 리플레이에서도 듣고..극락 갔던 기억이,,ㅋㅋ큐ㅠㅠㅠ",아니 넘 귀여워여 ㅠ 글구 마크랑 태일이 끌어안는부분 넘 귀엽지않나요? ㅎ,"그부분 ㅠㅠㅠㅠㅠ애들 착장도 너무 귀여워서 도라요 저ㅠㅠㅠ.... 말나온김에 다시 보러 갔어요,,, 걍 저영상 제 행복지키미,, 둘이 아주 뽈뽈뽈 뛰어가서 안기고 아주 잡아먹고싶네요,,,",맞아요..ㅠ 전 거기서 정우 입은 노란 자켛 너무 귀여우ㅓ서 손민수하고싶어서 찬아봤어ㅛ다구요.. 그 노란자켓 찾아봤었는데 결국 넘 비싸서 포기햇슴다.. 글구 내가 입으면 완전 개거지핏될거같은 그런..ㅎ
1691086,MDRW2100038409.1,오 막막발라도없다는건 찐이네요 ㅋㅋㅋㄱ 저는 어퓨선크림만써요ㅋㅋㅋ,아하 저는 또 궁금한게많아서 이것저것다써바요,무난하더라구요가격대나..ㅋㅋㅋ 아ㅋㅋㅋ오,지금은 듀이트리!!
169605,HuLiC3139,저는 iPad에서 RPG를 많이 합니다. 태블릿으로 하는 게임이 있나요?,RPG게임도 종류가 많잖아. 그 중에 어떤 게임을 즐겨하고 있어?,저는 던전이나 드래곤 같은 롤플레잉 게임을 좋아합니다. 당신은요?,난 한번도 해본 적 없는 게임이네. 난 리니지?? 밖에 몰라~
394239,HuLiC8323,오 진짜? 왓챠 평점 몇인데?,거의 4점임,오오 높네 ㅋㅋㅋ,그니까 ㅋㅋㅋ 후기들도 괜찮은 듯
1605643,MDRW2100032153.1,내집인듯 내집인데 내집같은 거 ㅋㅋㅋ,ㅋㅋ공사중일때가면커피라도사드려야해서요^^ㅋㅋ,공사가예쁘게잘진행되길요~~ 인테리어가최고의쇼핑이었네요ㅋㅋ,ㅋㅋ네ㅋㅋ다른의미로최고죠 가성비짱짱
286859,HuLiC5846,너의 말엔 논리가 부족하구나. 어쨌든...,그게 무슨 뜻인지 모르실 거예요.,넌 생각을 많이 하고 답하는 것 같구나.. 대답이 느린 걸 보니까.,당신이 여기서 무슨 말을 하려는지 잘 모르겠어요.
1608567,﻿MDRW2100032349.1,,,날씨 어떤가요,지금 흐려요 거긴 어떤가요?
1745985,MDRW2100042421.1,휴양림 좋네요! 벌레는 좀 많겠지만요ㅋㅋ,벌레 안좋아하는군요 휴양림은 벌레가 눈에 띄는 정도는 아니에요 관광지처럼 해놓은 곳이라 :),헉 진짜요? 한번도 안가봐서 몰랐어요 기회되면 꼭꼭 가보고싶네요,약간 숲속에 있는 팬션느낌? 가보면 만족할거에요^^
14990,Chat12893,,영화가 천만 관객 시대라고 하잖아?,요새 그런 말 많이 하더라.,그런데 나는 무조건 박수칠 일은 아닌거 같아.
1597931,MDRW2100031650.1,다음에 같이 가서 드시죠 그 라인에서 먹을 것만 해도 굉장히 많습니다 근처에 아파트가 계속 들어서다 보니 가게도 계속 많아지는 것 같아요,동아대 병원옆에도 하삼동 생겼어요 3차까지 가능하겠네요,최근에는 영주터널 근처에 동원비스타가 생겼어요 그래서 맛집 가도 사람들이 많은 것 같아요 동아대병원 근처에도 뭔가 많이 생기고 있어요,아 거기 입주 했군요
165236,HuLiC3038,아시아에서 인구가 가장 많은 나라는 중국이야.,저도 그곳에 꼭 가보고 싶습니다. 저는 이 나라가 세계에서 세 번째로 큰 나라라고 들었습니다.,중국에 가보고 싶다는거야?,"네, 저는 중국의 수도 베이징에 가보고 싶습니다. 이 도시는 중국에서 가장 인구가 많은 도시입니다."
