,dialogue_id,Q-3,Q-2,Q-1,A
1360852,MDRW2100015234.1,후속작인데 결혼한 크리스틴 앞으로 오페라 유령이 나타나는 이야기야 근데 그냥 1탄이 나아,와 몰랐어.. 근데 뭐든 처음 나온 편이 제일 재밌는 거 같아,맞아 1탄 따라잡는 작품이 드문 듯ㅋㅋㅋ 영화도 그런 거 같아 트랜스포머를 좋아한 거까진 아니지만 1이 최고였다는 사람들이 많은 것처럼,오 맞아 나도 영화 생각하고 말했어
1379925,MDRW2100016562.1,ㅋㅋㅋㅋㅋㅋㅋ진짜 부끄러워서 확인도 못할듯,영원히 봉인해야하는데 으으,다시살아났으니까 데이터를 지울수있잖아,오늘 지우러가야겟다
1243851,MDRW2100007147.1,ㅋㅋㅋㅋ마루ㅜㅜ 진짜 귀염둥이죠 사실 저를 반려동물의 동영상으로 이끌어준 아이들은 크림히어로즈였는데 그거 보다보니까 연관검색어에 강아지들 있더라구요 그때 호두랑마루를 알게 됐죠,진짜요 ㅠㅠ 사실 강아지 키우는건 관심이없었는데 보고있으니까 너므 귀얍더라구요 아기때뿐만 아니라 커서도 너무 귀엽고 강아지랑 의사소통이 된다는걸 호두마루로 첨 알았어요 아 ㅋㅋㅋㅋ 강아지파는 고양이로 강아지유튜브를 보고 고양이파인 저는 강아지로 반려동물 유튜브의 세계로 ㅋㅋ,ㅋㅋㅋㅋㅋ이런 우연이ㅋㅋㅋㅋ 저는 사실 고양이가 약간 새침떼기(?)라고 생각해서 별로라고 생각했는데 거기 나오는 애들은 정말 개냥이더라구요,그쵸 ㅠㅠ 고양이들이 생각보다 애교가 다들 많더라구요 그래서 영상에 많이 나오는 것일지도 모르겠지만 다들 주인을 좋아하는 모습이 나오면 너무 사랑스러워요
1473297,MDRW2100023104.1,너무 짜네요ㅎ,신고감이엿음 ㅋㅋ,글죠ㅎ 그래도 그때부터 다르셨군요ㅎ 학원비를 아끼시면서 부수입도 챙기셨네요ㅎ,아 전 집안이좀 어려워서 스스로 하기 됏어요 ㅅㅎ
521863,﻿감성대화말뭉치.23788,,,남들보다 체력이 좋아서 부럽다는 소릴 많이 들었었는데 이젠 좀만 걸어도 힘들 정도로 약해졌네.,체력이 좋으셨는데 쇠약해져서 걱정이 되시고 많은 생각이 드실 거 같아요.
1439603,MDRW2100020745.1,그친구는실업급여받으면서 즐기면서 갖다오셨어요 ㅋㅋ,와 친구분 제주도에서 완전 힐링하셨겠네요!!!! 뭔가 같은 음식도 제주도에서 먹으면 더 맛있을것같아요,ㅋㅋㅋㄱ맞아요 ㅋㅋㄱ제주도에는 라면도 달라보이던데요? 해물이 아주 푸짐하게 들어가있는 라면!,아아 맞아요 그 바다에서 바로 잡에서 라면에 넣어주시는데 있던데 거기도 가보고싶어요!!
1652832,MDRW2100035531.1,아이돌 좀 잘 아시나 봐요!!,네 저 잡덕 ! 입니다 ! ㅋㅋㅋ,아 잡덕친구 좋죠 누구랑 붙여놔도 재밌게 노는 것 같더라고요 잡덕 친구들은 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"모두에게 관심이 있는 ,, 각 팀당 한명씩은 알죠 ,, 아 맞아요 ㅋㅋㅋㅋ 친구가 최애 얘기하면 공감 가능해요 ㅋㅋ"
1645683,MDRW2100034988.1,ㅋㅋ 저는 쉐어하우스라서 친구들하고살아요,헐! 우와,부모님과사는거 좋네요,그럼 관리비나 기타 수도세 이런거 각자 나누세요?
395521,HuLiC8353,오 그럼 개봉할 때 본거네?,응 마저,이거 개봉이 언젠데?,이거 아마 2014년 아니면 2015년?
484796,﻿감성대화말뭉치.16494,,,중년 남성들은 노후 준비가 중요한 거 같아.,맞아요. 어떤 준비를 하고 계신가요?
611415,감성대화말뭉치.4531,돈이 필요할 때만 말 거는 아내가 많이 밉고 서운하였겠어요.,이런 아내에게 배신감 느끼고 많이 서운하네.,그렇군요. 어떻게 하면 상황이 더 나아질 수 있을까요?,아내와 진지하게 대화해보고 싶어. 돈에 대해서도.
662762,MDRW2100000063.55,약간 뭐랄까,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,나의 가치관에 너무 안맞는 행동을 아무렇지 않게 하는데 난 그걸 공감해줄 자신이 전혀 없어,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 남들도 우릴 그렇게 볼 수도 있는걸
244315,HuLiC4864,그것은 멋지네요. 애완동물이 있나요?,나는 애완동물을 키우지 않아. 너는 특별히 키우는 애완동물이 있구나?,"아뇨, 없어요 왜 그렇게 말하죠?",수의사가 되고 싶다고 해서 애완동물을 키우고 있어서 그런 장래희망을 가지게 되었나 생각했어.
1155625,MDRW2100001644.1,음 딱히 첫사랑이라고해야되나,왜여,막 기억에남고 그랬던게 없어서 모르겠어요 name2가 첫사랑?,흥 2년째 못잊었던 전여친이겠지
1213246,MDRW2100005046.1,네 좋아해요!,지금 하고 있는드라마나 예전 드라마 중 재미있게 본 드라마 있어요?,저는 슬의생 재밌게 보고있구 진짜 옛날 드라마 보는거 좋아해서..,오 저두 슬의생 재밌게보고 있어요!!
1642997,MDRW2100034781.1,부산에 사시나요?,네부산이에용,이번에 태풍 피해 없으셨나요?ㅠㅠ,네 피해는 없었어요ㅠ
197307,HuLiC378,응 맞아. 지금은 바닷가 캠핑장인데 파도소리가 들려서 좋아.,해변에서 캠핑하는 것은 매우 재미있을 것 같습니다! 자주 가세요?,이제 추워져서 지금이 올해 마지막 캠핑일것 같아.,그 말을 들으니 유감이네요. 당신은 좋아하는 다른 취미가 있나요?
