,dialogue_id,Q-3,Q-2,Q-1,A
547425,감성대화말뭉치.28789,그러니까 말이야. 전에는 정말로 힘들었는데 계속해서 열심히 사니까 이런 날도 오는구나.,열심히 하셔서 이렇게 좋은 결과로 이끄셨군요.,계속 지금처럼 열심히 살고 최선을 다해야겠지.,계속 지금처럼 최선을 다할 거군요.
1776815,MDRW2100044680.1,이구 등하원이 가능은 한가요 ㅠㅠ 진짜 쉼이 필요하시겠어요... 주무셔야할시간이네요 ㅠㅠ,하지만 할일이 남아서 오늘 마저 다 하고 자려고요,보통아이 재우며 같이 주무세요 그 후에 정리 등 더 가사하고 주무세여?,그때그때 달라요~ 일이 쌓이면 엄마 다 하고 갈게 하고 일하고요 일 없으면 제가 1등 취침이요 ㅋㅋ
1341366,MDRW2100013937.1,다른것들 한거같은데,될듯,글치,낼 방탄소년단 버터 리믹스 발매 많관부
605995,감성대화말뭉치.40266,사장님께 감사한 마음을 표현하고 싶은데 어떻게 해야 할지 고민이야.,사장님께 감사한 마음을 어떻게 표현해야 할지 고민 중이시군요. 어떻게 하는 게 가장 좋은 방법일까요?,편지로라도 감사한 마음을 전하는 게 가장 좋은 방법인 것 같아.,편지로 마음이 잘 전달되었으면 좋겠어요.
190823,HuLiC3629,좋은 생각이에요. 저는 그렇게 하도록 노력할 거예요. 조언해 주셔서 고마워요.,알겠습니다. 그럼 더 이상 둘이 이야기하는 것은 진전이 없어보이니 전화는 이 쯤 마무리 지으시죠.,좋은 계획 같아 보여요. 당신이 잘 되길 바랍니다. 행운을 빌어요!,그리고 지금 저랑 통화하신 분의 응대 태도와 표현의 적절성에 대해서는 제가 귀사에 문의를 넣을 예정입니다. 알아두시죠.
605610,감성대화말뭉치.40192,내가 연기에 재능이 있다는 걸 부모님이 인정하면 응원해줄까?,인정받기 위해서 어떻게 하면 될까요?,연기로 유명한 대학교에 입학하고 싶어. 열심히 준비를 할 거야.,내가 원하는 대학을 들어가기 위해선 어떻게 열심하면 될까요?
1091754,MDRW2100001613.1,다 갠챠나 ㅋㅋㅋㅋㅋ 기야은딩 ㅎ,쒸익..,골라봐?,골라보라노
1507737,﻿MDRW2100025394.1,,,ㅋㅋㅋㅋㅋㅋ아맞앜ㅋㅋㅋㅋㅋ 식빵언냐랑 배구선수들 런닝맨나온대,오????? 진짜???? 나혼산도나오던데
1493276,﻿MDRW2100024406.1,,,안녕하세요,안녕하세요 유튜브 보세요?
1206291,MDRW2100004581.1,내일은 비 안온대요 그래서 오랜만에 본가갈려고요,아 내일 운동가는데 다행이네요,성마 가다가 비오는건아니겠죠,집에 있을 때만 비오면 좋겠어요
1319479,MDRW2100012439.1,근처에도 사실 단풍이쁜데 괜히 잘안보게 되더라구요 생활하는공간이라 더무심한거같고,맞아요 굳이 멀리 가지 않아도 계절의 변화는 느껴지죠,가을 타시나요?ㅎ 전 가을하늘보고 선선해지면 기분이 이상하더라구요,전 파란 가을 하늘보면 뭔가 가슴이 탁 트이는 기분이 들던데요 봄 하늘과는 좀 다른 느낌으로 좋아요
76837,HuLiC1,"네, 저는 그렇게 생각해요. 여기는 하루 종일 비가 오는데, 저는 기대하지 않아요.",하루 종일 비가 온다고? 한국은 보통 초여름에 장마철이라 비가 많이 오지. 하루 종일.,"네, 여기도 비가 많이 와요. 저는 비는 좋아하지만, 비가 너무 심할 때는 싫어요.",그래. 습하고 눅눅하고
1410646,MDRW2100018742.1,,코로나전 가지시던 모임이있으신가요~?,고등하교 때 친구들과 적어도 두세달에 한번은 봤어오 코로나 이후 한번도 못 봤구요,그쵸ㅠ 전 지방으로내려와서 결혼식도 못갔네요ㅠㅠ
1893190,MDRW2100047049.1,나,엉,심심,유튭
513447,﻿감성대화말뭉치.22135,,,난 하고 싶은 일이 있는데 내 성적으로는 어림도 없어. 목표를 낮추어야 하나 고민이야.,목표한 곳에 갈 수 없을 것 같아서 고민이시네요. 다른 하고 싶은 일은 없으신가요?
1844152,MDRW2100047019.1,우산 접는,우산,누산이면,가방도
289202,HuLiC590,"아니요, 아직 안 했어요. 들어본 적이 없는 것 같아요. 토핑에는 어떤 종류가 있나요?",대표적인게 싸이버거인데 패티가 닭고기튀김패티야 크기도 커서 하나만 먹어도 배불러!,"저는 양상추, 토마토, 베이컨, 양파, 피클이 들어간 맛있는 치즈버거를 좋아합니다.",버거킹 말고 맥도날드 햄버거는 어때?
780468,MDRW2100001151.126,맞아,맞으면 안정화됐을때 같은 백신으로 3주 딱딱 지켜서 맞을거임 지금 뭐 6주 7주 밀린거 에바같음 난 진짜 원칙대로 맞을거야,나왓다,티아시아 마크니 커리 존맛
1065801,MDRW2100001599.1,항상 마음에 찔렸단 말이죠 그래서 오늘 뭔가 말해야겠다싶어서 양심고백으로 담밍아웃을 했어여,아아아 그동안 안피는줄알꾸?,응응,뇨호 흥미진진하군요
