,dialogue_id,Q-3,Q-2,Q-1,A
591079,감성대화말뭉치.37349,오랜 투병으로 가족들과 멀어졌다는 느낌이 드셨군요.,가족들도 지쳐가나봐. 조금 서운하면서도 미안한 마음이야.,가족들이 지친 것 같아 속상하셨군요. 이런 상황에서 할 수 있는 일이 있을까요?,가족들에게 내 마음을 솔직하게 말하고 함께 조금만 더 힘내보자고 얘기해야겠어.
665372,MDRW2100000073.5,맞아여..,대기업이..쪼잔하네요..;,일기 사건만 봐도 ㅎㅎ 평생정지는 쫌 풀어주지 ㅋㅋ,그러게요 그거 내 영수증 올려도 뭐 잘못됐다고 나오고 인식 잘 못하던데
705701,MDRW2100000137.62,,ㅋㅋㅋㅋㅋㅋ나보고 너는 왜필터를 안쑤냐고하대,ㅋㅋㅋㅋ,다가렷는데뭘쓰노
253290,HuLiC5070,하몽은 돼지 뒷다리를 소금에 절여 만든 생햄인데 많이 짜지 않고 풍미가 있어 맛있어.,좋은 생각입니다. 언제 한번 해봐야겠어요. 또 뭐 하고 싶으세요?,세계는 넓고 할 일이야 많지. 너는 뭐 하고 싶은 것이 있니?,해변에 가서 서핑하고 싶어요. 당신은 서핑하는 것을 좋아하나요?
275827,HuLiC5591,"네, 저는 이것저것 좋아해요. 당신은 당신이 즐기는 다른 취미들이 있나요?",티비보기랑 숙면,뭘 보고 있어요? 넷플릭스에서 볼 수 있는 새로운 프로그램을 찾고 있어요.,나는 요새 넷플릭스 잘 안 봐서 ..
1208577,﻿MDRW2100004735.1,,,오늘 비 하루종일 올 줄 알았더니 오전만 내리고 말더라 그러네 ㅋㅋㅋㅋㅋㅋㅋㅋ,그러게 오전에 진짜 비바람 엄청 퍼부어서 깜짝놀랐어
1644204,MDRW2100034875.1,저녁 뭐드셨나요?,된장찌개요,헐!!,왜여
762670,MDRW2100001039.1,저희 가족도 비슷비슷해요ㅋㅋㅋ 치킨 아니면 엽떡..,앜ㅋㅋㅋㅋㅋ 그게 국룰이죠,원래 엄마가 엽떡 왜먹냐고.. 싫어하셨는데 로제 떡볶이는 입맛에 맞는지 자주 시켜먹어요ㅋㅋㅋ,아 ㅋㅋㅋㅋㅋㅋㅋ 한번 먹으면 계속 생각나죠
1133762,MDRW2100001637.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,근데 나는크림ㅊ노랑이 조은디,사실 저두 그렇읍니다 근데 너랑 네이비가 ㅣ등이라내여 ;,저는 노랑 크림 인견 두개 시켯읍니다 ㅋㅎ
1246488,MDRW2100007307.1,배틀트립은 여행관련 프로 치고는 확실히 가벼워ㅋㅋ 걔들은 너무 관광지 위주로만 가니까 크게 도움은 안되는데 누가봐도 여행객 코스만 가잖아요ㅋㅋㅋ,아니 어디가 나쁜말이야... 찐이 문젠가?? 진짜 말을 좀 할줄알면 대만 훨씬 편하게 다닐텐데ㅠㅠㅠ 이걸 계속 두고 대만얘기를 두고두고하자... 대만가고싶으니까...,ㅋㅋㅋㅋㅋㅋ좋습니닷 이제는 우리 타이베이 약간 외곽으로 가는 것도 괜찮을거 같아요,어어 도심은 거의 다 다녔지 저번에 못간 그.. 고미습지 가도 좋을거같고 카오슝도 한번은 더 가야하고..
1004258,MDRW2100001559.1,꺙 조아!! 행운은 우리편!,퇴근했엉?,아닝 일즁,언제끝나농
1679354,MDRW2100037530.1,와 대박대박 네...급식이라... ㅎㅎ..,아?!아하~~~~ㅋㅋㅋㅋ 아침에 계란두개가지고 에너지가 돼요?,음 또 이런저런 간식도 주워먹고 적응되니 좀 적응되더라구요 말이 뭐이래 ㅋㅋㅋㅋ두알에 적응했어요,그럼 저녁도 학식먹어요?
515183,감성대화말뭉치.22476,남편이 육아를 나 혼자서 책임지고 하라고 떠넘기는데 어이가 없어.,남편분이 육아를 도와주지 않아서 많이 속상하셨겠어요.,육아는 같이 해야 하는데 아이에게도 좋은데 왜 나에게만 하라고 하는지 모르겠어.,이 문제를 잘 해결할 방법이 있을까요?
1102163,MDRW2100001620.1,대출따로내는거야?,아니,중도금잔금 같이 대출낼수있나,중도금은 자동으로 단체로냈던거같고 무이자가?
177983,HuLiC3332,헬스클럽 나쁘지 않지~ 하지만 단순히 반복하는게 재미가 없더라,"그래요, 무슨 말인지 알겠어요. 헬스장에 갈 동기를 찾기가 힘듭니다.",맞아 일단 가기만 하면 성공이랬는데 항상 실패만 하네,그 말을 들으니 유감이네요. 당신은 좋아하는 다른 취미가 있나요?
116206,HuLiC1907,저는 토마토를 좋아해요. 토마토는 세계에서 가장 널리 소비되는 음식 중 하나입니다.,맞아 토마토는 건강에도 좋아서 좋은 식재료야,"네, 그것들은 비타민 C와 다른 영양소들의 훌륭한 공급원입니다.",폴리페놀인가? 토마토에 적색을 띄는 이 영양소가 특히 좋다고 알고있어
1369753,MDRW2100015844.1,,저 심장이 좀 뛰어서,헐,ㅇㄴ 핫한주제네
1673529,MDRW2100037100.1,포슬포슬한 느낌이 좋아요ㅎ,그렇죠ㅎㅎ name1님은 어떤 음식 좋아하세요?,저는 샤브샤브요,샤브샤브 저도 넘 좋아해요 샤브샤브엔 어떤 고기 넣는걸 즐기시나요?
