,dialogue_id,Q-3,Q-2,Q-1,A
937559,MDRW2100001528.1,그냥 그 과목은 전체적으로 다 좋았던거같아! 그것도 좋고 뭐 만드는 것도 좋고!,마자 나도 가정시간에 반바지 만들었었는데 최근까지 입다가 버렸어 ㅋㅋㅋㅋㅋ,와 진짜? 최근까지 입었어?!?,그때부터 내가 바느질에 소질이 있었구나...
1172961,MDRW2100002270.1,아! 항해사!,국내여행을 못가서ㅎㅎ,어부였어도 완전 멋있었을 것 같아요 아니 얼마전에 텔레비전을 보는데,29살쯤에 국내여행 본격적으로했던것 같애요ㅎ 어부ㅎㅎ
1909436,MDRW2100047061.1,애들도 방?,엉 방에있는데 침대서 놀타 놀아,불끄고?,스탠드만 켜놨어 저걸꺼야 누울텐데
1742942,MDRW2100042198.1,저희집에도 에프 있는데 안해봤네요 냄새가 덜 나면 거기서 해봐야겠어요,에프 자주 쓰세요? 저희집은 얼마전에 에프로 통삼겹 해먹었는데 괜찮더라구요,그것도 괜찮겠네요 일단 에프는 주로 냉동식품 돌릴 때 써요 다른 건 생각 안해봤네요,저희도 냉동식품 많이 해먹어요 튀김 먹을 때 좋더라구요
516738,감성대화말뭉치.22780,,코로나 때문에 갑자기 월급이 삭감되면서 생활비가 빠듯해졌어. 당황스럽네.,코로나로 인한 월급 삭감으로 경제적 곤란을 느끼고 계시는군요.,월급은 그럭저럭 잘 나오길래 회사가 잘 버티고 있다고 생각했어. 그런데 갑자기 회사가 어렵다면서 월급을 확 줄이더라고.
1248480,MDRW2100007434.1,심리 집안이시네요ㅎㅎ,어릴때부터 영향이 컸던거같아요 무역 통상 경제 코로나때문에 영향있는 직업맞죠? 언니가 통역사인데 요즘은 일이 많이 줄었다고 하더라그요 예전에 대학다닐때 무역에 관심많았는데 전공이랑 너무 다르기도했고 생각보다 더 어렵더라고요,저도 대학오고 약간 후회...ㅋㅋㅋ했는데 제가 원해서 온거다보니까 재밌긴 하더라구요,외국어공부도 필수죠?
1544993,MDRW2100027955.1,건강하니,응. 꾸준히 건강검진도 받아야해,건강검진이 초기질병을 잡지,조기에 치료하는게 중요해 아프지않고 건강해야지
1411991,MDRW2100018833.1,아... 뼈3번 맞음.. 이제 곧 기절합니다..,어쩐지... 열등감이 보이시더라구요 근데 키 작은 사람도 연애 많이 해요!,그래도 2미터에서 쪼금 빠지는 정도에요.. ㅋㅋㅋ 평균이상임..,170대는 쪼금 빠진다고 하지 않을걸요...?
394747,HuLiC8335,ㅋㅋㅋ찾아봐야겠다,ㅋㅋ나도 궁금한뎅,케이트 윈슬렛이래 !!,오 진짜 많이 들어본 이름이다
304911,HuLiC6262,화난 게 아니라 그냥 당신이 싫어요.,내가 싫구나? 싫어하는 이유는 뭐야?,나는 당신이 못생겨서 싫어요.,그렇구나 그래서 답변을 안 하는거야?
