,dialogue_id,Q-3,Q-2,Q-1,A
1729822,MDRW2100041234.1,좋아해요 요즘은 좀 못가요,name2님은 오프라인쇼핑 좋아하시나요??,둘다좋아해요!!,그렇군요 최근에 사신 물건 있으신가요?
1886714,MDRW2100047045.1,내딸하자 하던데 ㅋ,결방났어 역시 티조,어제 사콜 재방 하는지 볼라고,시청률에 연연하는
434928,﻿HuLiC9263,,,그래야겠다..ㅋㅋ,액션영화도 있는데 추천해드릴까여?
896243,MDRW2100001503.1,뭐하는디,화장품살수잇는포인트1만포인트받을수잇음,오오오,십분정도만잇다가다시해볼게
127839,HuLiC2175,그럼 나는 힙합을 듣고 싶어 힙합불러줘!,힙합은 훌륭한 음악 장르입니다. 당신은 좋아하는 아티스트가 있나요?,응 예전에 빈지노를 좋아했어!,저는 그와 친분이 없습니다. 당신은 어떤 종류의 힙합을 좋아하나요? 정말 다양한 스타일이 있어요.
530494,감성대화말뭉치.25467,목돈 만드려고 계를 했었는데 계주가 도망을 갔어. 먹지도 못하고 모은 돈인데 너무 억울해!,계주가 도망을 가서 속상하시겠어요. 계주는 잡으셨어요?,경찰에 신고는 했고 이제부터 열심히 찾아보려고.,도망간 계주를 잡기 위해 경찰에 신고 후 찾으려고 생각중이시군요.
1354946,MDRW2100014845.1,살려고 하는 편이에요ㅋㅋ 안 하면 허리나 여기저기 너무 아파서요,맞아요 진짜 몸이 더 아프죠 ㅠㅠ 안하면 꾸준히 하는게 좋은거같아요,저도 요가해본 적 있는데 다시 다녀볼까봐요,네 마스크 생각보다 안갑갑해요 ㅋㅋ
1743684,MDRW2100042254.1,이번에 두 대 다 중고로 내다 팔았어요 이것도 꽤 금방 나갔어요,아니 요즘에도 비디오를 봐요?,비디오 테잎은 있는데 플레이어가 고장난 사람들은 플레이어 파는 시대가 지났으니 중고로 사는 수밖에 없죠 귀한 자료나 추억이 들어간 비디오는 쉽게 못버리니까요,하긴 저희집에도 비디오가 몇개 남아있긴 하네요 안본지 오래 됐지만요
1602775,MDRW2100031969.1,3대까지는 허용해주면 좋겠어요~,그러게요 지금은 인원수로만 제한하니까,가족끼리도 방계는 외식할때 가족증명서 보여줘야 되고~좀 아이러니해요~,그러니까요 외식할때 등본이라뇨 진짜 이런 세상이 올지 몰랐네요
358970,HuLiC751,너는 수영을 잘하니? 나는 수영을 잘하지 못해,"네, 꽤 잘해요. 저는 물속에서 오랫동안 숨을 참을 수 있습니다.",오 대단한걸 나는 스쿠버다이빙을 할줄 알아서 종종 바다속을 들어가곤해,스쿠버 다이빙은 정말 재미있을 것 같습니다. 언젠가 꼭 먹어보고 싶어요.
947490,MDRW2100001531.1,이런거 홍보해주면 괜히 ㅠ,소개해주시는건데 뭘욯,이미지가 안좋아지긴하는데 ㅋ name6님은 그냥 그만두는걸로 저분은 방법만 알려드림요 ㅋㅋ,넵 ㅎㅎㅎ
167212,HuLiC3084,상추는 여러 가지와 잘 어울립니다. 햄버거에 넣어서 먹는 게 좋아요.,응 근데 요즘 양상추가 없어서 안들어 간대. 햄버거 브랜드에서 다 그런가봐.,"네, 그런 것 같아요. 저는 패스트푸드 버거를 그렇게 좋아하지는 않지만, 맛있는 치즈 버거를 정말 좋아합니다.",이번에 농사가 잘 안 됐다고 들은거 같아. 햄버거에 양상추가 없다니..슬프다.
925406,MDRW2100001523.1,끓으면 불 좀 낮추고,ㅇㅇ,name3 베란다세서 뭫ㆍ나 봐 뭐하나 들어왔다 name3 일어났냐?,아니 말걸면 대답은 하는디
937224,MDRW2100001528.1,웅! 퇴근 2시간 전이당 벌써,한시간 반!!! 얼마 안남았네!! 빨리 가고 싶어!,ㅋㅋㅋㅋ 마자! 차소주 너무 궁금해! 난 내일 재택이라 거리낄게 없다!,ㅋㅋㅋ 우리 네번만나는건데 한번빼고 다 술마시네 ㅋㅋㅋㅋ
1519126,MDRW2100026185.1,음 왜냐면 어제 비가 엄청 온다고했는데 어제는 하나도안오고 살짝?만 오고 오늘 많이 오더라고 ㅋㅋ,맞아 이번에 그게 그렇더라 근데 우리 나라가 유난히 예보하기 힘들대 땅이 좁아서,아 그렇구나 땅이 좁으면 더 예측할 공간이 적은거 아니야?,지역이 작세 세분화되어 있어서 지역별 기후를 예측하는게 까다롭대
234679,HuLiC4641,나는 독서를 많이 하는 편은 아니야,너의 남은 시간에 뭘 하고 싶어요?,쉴 수 있으면 편하게 쉬고싶어,당신은 어떤 일을 하세요?
1417183,MDRW2100019212.1,??? 그건 좀 에바,어차피 같은 아파트라 연락 다 씹길래 문 따고 들어감,잘했네,방 문 잠그고 침대에서 자고 있더라고 내가 볼 때는 자는 척이긴 한데...
