,dialogue_id,Q-3,Q-2,Q-1,A
16506,Chat13195,,우리아빠는 뉴스만 보면 화를 내셔.,왜 그러시는데?,우리 경제가 이모냥인건 다 정치인때문이래.
1613486,MDRW2100032696.1,헉.. 어디에 사시는데요??,븍유럽에있어요ㅠㅠ,허루ㅠㅜㅜ뷱유럽 어디요??,노르웨이에 있습니다ㅠㅠ 너무 보고싶지만 상황은 지겨워요ㅠㅠ
1891083,MDRW2100047048.1,물리가 안 통해ㅠㅜ,그것도 미연시를 가장한 트리거?? 마쟈... 디바제시카... 그분 설명하는 사건들은 진짜 다 너무 쎄... 그 일본 특유의 분위기 나고 그래픽 별로인 게임들이 특히 무서움.. 무슨 포레스트였던가? 그거는 그냥 귀신이 맵에 돌아댕기는건데 그 귀신 디자인이 진짜 혐오에 무서워서 무서움.. 나 이번에 대도서관 잡플래닛 후기 1점대 글 봤는데 대도 보니까 센장님 생각남...,으으 ㅠㅠ 혐오라니ㅠㅠ,"마쟈..진짜...그건 그 귀신 때문에 무서운것.. 게임은 그냥 맵에 있는 아이템 찾아서 탈출하는 1차원적인 게임인데, 그 귀신대문에..."
1927196,MDRW2100047080.1,일하렴.... 열운동하라구ㅠㅠ 따흐흑,아직 더 쉬고싶대,근데 좀 괜찮아진거가태,오 다행이다 ㅠㅠ
1407987,MDRW2100018555.1,전 홈트요,홈트하시는구나 어떤거요,플랭크요,플랭크가뭐에요
1716354,MDRW2100040255.1,네 넷플 구독중,머보세영?,요즘은 그냥 다시보기용으로 쓰고있어요 슬의생2,앗 저두요 조정석 웃겨요 ㅋㅋㅋ
800730,MDRW2100001225.93,음.. 너가 생각하기에 도대체 뭘 바란거 같아?,지금도 모르겠어 나도 그게 의문이야 답을 못내린듯.. 무슨 심정으로 그랬을까?? 왜?? 뭐 때문에?,나는 너처럼 만난지 얼마 안 된게 아니라.. 인생의 반 이상을 본 친구라ㅜ,그치 나는 일부로 느낀거잖아 너에 비하면 사연도 깊지도않고
141193,HuLiC2484,저는 그냥 친구들과 놀고 있어요. 우리는 영화를 보러 바에 갈 거예요.,친구들 만나는구나ㅋㅋ무슨 영화 볼려고?,우리는 새로운 스타워즈 영화를 보러 갈 거예요. 빨리 보고 싶어요!,스타워즈 시리즈 엄청 좋아하는구나?
1076243,MDRW2100001603.1,"이모티콘 실수니 찐으로 묻는거니,,? 일단 집이란다,,",ㅋㅋㅋㅋ ㅂㄹ ㅋㅋㅋㅋ 개윳가뇨 문 우인 ㅌㅍ뇨닐날 name4랑 만나는거라노 울겠늬?ㅎ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,모르면
302153,HuLiC6199,너가 키우는 고양이는 어떤 종류야?,저는 벵골 고양이를 키워요. 애완동물이 있나요?,"벵갈고양이 키우는구나. 그 종류의 고양이는 활동량이 많아서 운동시켜야한다던데, 산책도 시키니?","네, 저는 고양이를 산책시켜요. 그는 저와 산책하는 것을 좋아합니다."
