,dialogue_id,Q-3,Q-2,Q-1,A
796712,MDRW2100001175.9,ㅜㅜㅜ 추카해ㅠㅠㅠ 듣어ㅠㅠ 드디어ㅠ,이거 샀어,헐 비싸네 생각보다 싼건가? 난 쟁여둔거 먹어서 기억이안낰ㅋ,놀러오면 커피 내려줄게 일리캡슐 비싼편 ㅠㅠ
352287,﻿HuLiC7356,,,잘 지냈어?,"잘 지내고 있습니다, 물어봐 주셔서 감사합니다. 요즘 어떻게 지내세요?"
1144450,MDRW2100001641.1,귀찮게 하지마,제발제발베발,진짜 짜증나,제발 제발 제발
1574658,MDRW2100030023.1,네.좋아해요 옷이나 신발요,저두요,아..그러시구나,요즘 쇼핑하셨어요?
1258947,MDRW2100008136.1,전 밴드 동아리 들어갔어요!,오 멋있네요 어떤역할이에요?,저는 건반쳐요ㅎㅎ 요즘 시국이 시국인지라 잘 활동하진 않지만요ㅠㅠ,재밌어용?? :)
35016,Chat2404,5만원.,나보다 많이 받네?,넌 얼만데?,난 4만원 그래서 아껴써야 돼.
1732319,MDRW2100041421.1,,집에 고추장이랑 떡 있어?,아니 재료 1도 없어...ㅎ 시장 가서 사먹을까,매떡에서 배달시켜 먹어
1853463,MDRW2100047023.1,아니 너,아아 ㅋㅋ,오타임,그치;;
1652696,MDRW2100035521.1,"하나라도 쥐고 있어야 오르면 다른걸로 갈아타기 쉬운데 없으니깐 격차를 따라가기는 어렵고 그래서 오피스텔까지 알아봤는데 쉬운게 하나도 없네요,, 오피스텔도 리스크가 괘 커보였어요,, 지역주택조합보단 나았지만,,",세금때문에 보유자들은 안파니 더오를수밖에 없는걸 모르는건지 저는 오피스텔도 있어요 첫부동산시작이 오피스텔 이였어요,익명이니 여쭤볼께요 무주택자인데 계속 청약을 노리는게 좋을까요 아님 오피스텔이라도 사는게 좋을가요 ㅠ 결혼은 안할 것 같아요,예전에는 이런규제가 많지않아서 일명 갭투자 살집이신가요?
1497272,MDRW2100024672.1,그러니깐요 ㅎ 곧 퇴근하시죠!?,네 비 때문에 걱정이네요,거기는 비오나봐요 여긴 흐리긴한데 꼭 퇴근때 비오더라고요,아침부터 기다리던 퇴근이니 그래도 얼른 가야죠ㅋㅋ
1512522,MDRW2100025726.1,최근에 구매한 물건이 있나요?,단백질 섭취를 위한 닭고기를 샀어요,식단관리 하시나요?,식단관리까진 아니고 건강악화를 막기위해 저녁은 건강식으로 먹어요ㅋㅋㅋㅋㅋ 요즘에 잘 나오더라구요
381252,HuLiC8023,이제 그 가족 사기단은 문제 없는거 아냐? 문제 없이 취직 했잖아.,"응 중간중간에 박사장네 막내 아들이 가정부와 운전기사와 미술 선생님이 같은 냄새가 난다면서 말하는 장면이 있긴한데, 박사장 내외는 그닥 크게 신경을 쓰지 않아.",같은 집에 살아서 냄새가 난다고 하는건가?,영화에서 박소담은 반지하 냄새 자체가 문제라고해.
77360,HuLiC101,그거 좋은 생각이에요. 나도 바닷가에서 살고 싶어요.,"근데 해변 근처는 아마, 집값이 비쌀거야.",그렇긴 한데 그럴 만한 가치가 있을 것 같아요. 해변은 내가 가장 가고 싶은 곳 중 하나입니다.,이세상에는 돈이 안들어 가는 곳이 없다.
1755639,MDRW2100043110.1,그럼 연장안하고 쭉가는건가 일할때 제일 ㅂ빡치는게 먼가요,새로운 업무 생겨서 교육 받으러 갑니다...,지금요?? 아이고야...끝나고오세용,끝났습니다... 엑셀 정말 싫네요 .. 새로운 업무가 추가되었습니다^^
212584,HuLiC4130,"흠, 일단은 그 정도가 제가 즐기고 있는 취미네요. 더 이상은 없는 거 같아요.",너의 남은 시간에 뭘 하고 싶어요?,남는 시간이 생긴다면 일단은 여유롭게 누워서 쉬고 싶군요. 당신은요?,제 생각에 그것은 멋진 생각인 것 같아요. 저도 그렇게 하고 싶어요. 당신은 어떤 일을 하세요?
1159865,MDRW2100001648.1,,"우와,, 난 이거",미친 너도 하트눌럿냐,봤었는대 저ㅓㄴ나 꼬순내 폴폴나데 생김 ㅜㅜㅜ
1441506,MDRW2100020876.1,가고싶은 곳 있어? 가고 싶은 곳 있어?,해외는 일본 국내는 경상도 부산? 너는?,나도 부산 그리고 전주 한옥마을 그리고 동모 동묘 부산에서 뭐 할까,아 동묘 진짜 가고싶어 전주가서 한복입고 돌아다녀보고싶음 부산은 할게 뭐 있지?
1553492,MDRW2100028548.1,수염 있었으면 걍 뭐야 저 덥수룩한 아저씨는 이거였지,어우 저걸 잡네,머리만 길어서 헐... 간지다 했던 거지.... 형종아...,ㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지금은 걍 야구 잘하는 덥수룩한 아저씨
293518,HuLiC60,파스타 맛있지. 나도 파스타 좋아해. 근데 오늘 저녁에는 고기를 먹고 싶어.,저도 파스타 좋아해요. 오늘 밤에 좀 만들어야겠어요. 어떤 고기를 좋아하세요?,난 돼지고기를 제일 좋아해. 삼겹살 먹어봤어?,"아니요, 아직 안 했어요. 저는 돼지고기를 별로 좋아하지 않아요. 당신이 가장 좋아하는 돼지고기 요리는 무엇입니까?"
120950,HuLiC2016,저는 에스프레소를 정말 좋아합니다. 저는 집에서 커피콩을 프랑스 프레스에 담가 만드는 것을 좋아합니다.,와~ 커피콩을 프랑스 프레스에 담가서 만들어? 그건 어떤거야?,커피콩은 볶아지고 갈아서 콩으로 만들어져요.,그럼 갓 볶아낸 원두를 갈아 커피를 만들어 마시는거야?
1111235,MDRW2100001624.1,어찌하는거진 ㅋ,윈도우 아이콘 옆에 돋보기 키보드 검색하면 화상 키보드 나옴 그거라도 써요,자기야 키보드 검색이 안되징,아
1258913,MDRW2100008134.1,중고거래해요?,가끔요 얼마전 당근 해봤어요,저는 당근,하세요? 아당근 전 첨해봤어요
719061,MDRW2100000201.71,,ㅋㅋㅋㅋㅋ와 근데 진짜 오래됐다 40년 됐대,대박이다....,다음에 가봐야겠어
280670,HuLiC5702,나는 그냥 스프링 침대야 아주 편해 ㅎㅎ,애완동물이 있나요? 저는 개와 고양이가 있어요.,아니 나는 애완동물이 없어 강아지 이름이 뭐야?,그 말을 들으니 유감이네요. 당신은 집에서 애완동물을 기르나요? 제 강아지 이름은 잭입니다.
1940242,MDRW2100047094.1,엉ㅋ 블루미 갔다가 시간 보고 결정하자ㅋ,언니 집 갈 때 우편함 확인 좀 olz Plz,집 들어올때?오늘?,응 신세계 상품권
952916,MDRW2100001533.1,과제잇남? 나두 강의듣기싫어.. 탈출할래,과제잇어.. 아!!!!!!!! 들어야지..... ㄹ하,우 하자하자 호다닥하구 쉬는그야,강의.... 흑흑 듣기실ㄹ어 암것도... 하기싫어
