,dialogue_id,Q-3,Q-2,Q-1,A
1738639,﻿MDRW2100041877.1,,,즐겨보시는거 있으신가요,요즘은 티비보다도 유튜브 많이 봐요
39838,Chat3350,왜?,요리책을 사서 보고 했는데 맛이 없어.,음식은 원래 손 맛이라 그래.,그런가 몰라 속상해.
225304,HuLiC4425,,좀 있으면 크리스마스인데 너는 산타가 있다고 믿니?,전 산타를 믿지 않아요,어릴 때 산타할아버지한테 받았던 선물 기억에 남는 거 있어?
901766,MDRW2100001514.1,나누기로 ㅋㅋㅋ 근데 엄마아빠 둘이서 안갈라 그럼 우째야되노 ㅋㅋ,일단 4장 사고 외삼촌 시간되면 같이가라해 아님 외삼촌이랑 작은이모랑 가던가 이모부랑 이모랑가던가 ㅋㅋㅋㅋ,이모랑 이모부 봤을라나? ㅋㅋㅋ 안봤을거 같다 ㅋㅋㅋ,봤을꺼다 ㅋㅋㅋㅋㅋ
1023697,MDRW2100001583.1,,토스 인증번호,num,나도 38원 받았는데.. 죄다 38원 주는건가
1910393,MDRW2100047062.1,아뉘 편집즁 끗~ 아 빡센한주였다 꿈같네 두달치일이 한주동안 다 일어난거가타 운전연수 잘 갔다왕 .,이번주 완전 버닝했나바!!! 너무 졸리다 운전 연수 취소당했어 ㅠ,에??? 취소당한것은 또 무엇이야,장인 어른이 위독하시대
1316847,MDRW2100012249.1,그런데 아픈척할때보다 대놓고 쌤 공부안돼요 오늘 집에 가겠습니다 했을때 더 잘 빠졌어요 물론 저건 두달에 한번 리밋이었지만(자체리밋) 사실 자습빠진거니까 조퇴도 아니네요,ㅋㅋㅋㄱㄱ오히려솔찍한게 더 먹히네여 저는 핏기없는 상이라.. 그냥 담임샘한테 뭐 물어보러갔는데 아프면 집가라는 이야기를 몇번들었었죠 개 이득!,아니 최고네요 니베아 메탈핑크를 바르지 않아도 되는 삶,그니까요 그런 여고생이 자라서 지금 10시간 풀수면하고 피곤하냔 말을듣는 직장인이 됐습니다
67608,Chat8637,,머리가 큰데 모자가 어울릴까?,$Theme쓰면 얼굴형이 많이 커버가 되던데.,큰 사람도?
193211,HuLiC3685,"제가 빚이 많긴 하지만, 그 빚을 없애려고 노력 중입니다.",그래. 나도 빚은 있지만 재테크는 따로 해야 한다고 생각해.,그 말을 들으니 유감이네요. 당신이 그것을 갚을 방법을 찾기를 바랍니다.,요즘은 다양한 상품에 투자를 하더라고. 부동산이나 주식 말고도 말이야.
1004607,MDRW2100001559.1,자구인낫우니 일해야디 :),기여운 우리name1 오늘 침놔줘여갰다 샤푸힘 샤푸심,비번 바꿀겡,노오오오오오우
