,dialogue_id,Q-3,Q-2,Q-1,A
992815,MDRW2100001554.1,지금 안뜨는게,엉,ㅂㅌ인데 ㅂㅌ이 해외라며,해외면 안 띄워? 공항 때문에?
203393,HuLiC392,오 앵무새를 키우니? 너의 앵무새는 말할수 있어?,"저는 없지만, 언젠가 꼭 한 번 사고 싶어요. 애완동물이 있나요?",나는 키우고있지않지만 한마리 키워보고 싶긴해. 너는 개와 고양이 몇마리씩 키우니?,나는 개 두 마리와 고양이 두 마리를 키워요. 너무 좋아요. 어떤 강아지를 원하세요?
1079451,MDRW2100001607.1,근데 인생에 재밌는게 얼마나 있어요 그런거 생각하면 아무것도 못해,구르니까 아무것도하기싫대 그래서 게임한다해도 못말리는겨 진짜 아무것도안하거든요,그냥 할일이 있으면 피하지말고 해야돼요,마자요 그렇게얘기해줘야겠네요 결과신경쓰지말라고 F만 안나오게하라구
1521570,MDRW2100026365.1,아하 허브티가 참 좋다고하더라구요 저는 향때문에 잘 못먹겠어요ㅠ,그런분들 많더라고요 저는 향수는 별로 안좋아해도 먹는 거에서 향나는 채소도 괜찮더라고요,아하 고수도 드시나요?,고수도 괜찮았어요 쌀국수를 좋아해서 그런가 괜찮더라고요 ㅎㅎ 자몽피지오님도 고수 드시나요?
1875460,MDRW2100047035.1,끝- 잘시간인건가,아니이,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋ깔깔,종료말고%~~~~
1338642,MDRW2100013745.1,오 많이 보시네요 저도 딱 그렇게 봐요 넷플릭스는 콘텐츠가 많은데 너무 많아서 그런지 뭘 봐야할 지 모르겠어요 요즘 전 티빙을 많이 이용하는 것 같아요,맞아요 넷플 넘 많죠,넷플 오리지널 중에 재밌게 보신거 있으신가요?,전 킹덤이오
945223,MDRW2100001530.1,우리 아직시험이다,아,토욜부터시험임 ㅎ,셤 언제끝남?
840771,MDRW2100001372.10,ㅠㅠ 나 계란 남은 거로 주말에 롤케익 만들어 먹을꺼얌 계란 당분가 또 못 살꺼 같아 무셔,그런거 먹지말라고 그냥 삶은계란으로 먹던가 딱 봐도 건강에 안좋게 먹잖아ㅛ,어쩔수 없어 후라이로 먹고 계란말이 해 먹었는데 먹기가 고역스러워서... 남은거 헤치우려면 핫케익가루에 섞어서 빵 만들어 먹을려고 저녁에 먹는 거 조심하려면 주말 낮에 해 먹어야지 먹고 싶으면 와,언니 건강이 안좋은 이유를 딱봐도 알겠구만
129710,HuLiC2218,"팬케이크는 괜찮은데, 제가 좋아하는 건 아니에요. 저는 와플에 더 가깝습니다.",셰퍼드 파이는 뭐야?,으깬 감자와 그레이비를 섞어 만든 파이입니다.,그럼 내 취향은 아니겠다. . ㅎㅎ 케이크 먹을 땐 우유를 같이 먹어야지!
590178,감성대화말뭉치.37167,노인정 친구가 맛있다고 해서 산 건강식품이 있는데 맛이 없어서 크게 실망했어.,친구가 추천해준 건강식품인데 입에 맞지 않으셔서 실망하셨군요.,건강에 좋다고 해도 맛이 있어야 먹는데 지금 냉장고에 쌓여있어.,예전에 이런 일이 있으실 때 어떻게 하셨나요?
1153082,MDRW2100001643.1,ㅋㅋㅋㅋ 해탈한고야?,헤 내려놨어,껄껄 그래 긍정적으로 생각하자 개강 하루 미뤄졌다,과제안해! 예! 에프가자!
1901585,MDRW2100047055.1,이것봐 한번 더왔어,헐 비번 바꿨어 아까?,응,근데 또오다니
1807656,MDRW2100046926.1,집에서 넷플릭스 보는게 취미에요,ㅎㅎ 저두요 코로나 이후에 전국민 취미 대통합 된 느낌 키키,"넷플릭스 말곤 볼께 없어요 ㅋㅋ 모범택시 보셨나요, ??",사실 넷플릭스에 있는 것들만 봐도 넘쳐나죠 ㅠㅠㅋㅋㅋㅋ 못본거 너무 많아요... 아니요 ㅠ 근데 무슨 내용인지는 대충 알아요 ㅎㅎ 이제훈 나오고 차지연 배우님이 악역으로 나오는 드라마 맞죠 ㅎㅎ
1802657,MDRW2100046571.1,아뇨ㅠㅠ,ㅠㅠ왜요 물론 코로나때문에 제대로 놀기 힘들긴 했지만 ㅠㅠ,주말 내내 바빴어요,그래도 시험 끝나셨으니 조금 여유 챙기시면 좋겠네요 ㅎㅎ
1466039,MDRW2100022620.1,머리카락 치우기 귀찮아요ㅠ 뭐로 치우세요? 돌돌이?,바닥은 그냥 청소기로 밀어버리구요 침구는 그냥 보일때마다 집어서 버려요ㅋㅋㅋ,청소기랑 설거지 너무너무 귀찮아요진짜....,진짜요....그냥 눈 깜빡하면 치워져 있음 좋겠어요...
261603,HuLiC5262,디아블로2 레저렉션도 자주하지. 내년에 새로운 업데이트를 한다고 해서 큰 기대중이야,당신은 디아블로에서 무엇을 하는 것을 좋아하나요?,원소술사 캐릭터가 제일 재미있는것같아. 순간이동이라는 기술로 날아다니는게 정말 재밌어,당신은 다른 비디오 게임을 좋아하나요?
1633727,MDRW2100034080.1,제 딸은 올해 입학했는데..아직 친구얼굴을 다 몰라요;; 선생님 얼굴 조차도ㅠㅠ,에공.. 그렇구나/ 제 조카는 작년 1학년땐 제가 맡아 키우면서 온라인 수업이랑 개인과외 해줬어요 거의 학교를 안갔죠 / 다 체험학습 신청해서요/ 아이들이 학교에 잘 적응해야 할텐데요,맞아요 지금 개학 하긴 했는데.. 학교에 가도 불안하고 안가도 불안하고 그러네요ㅠ 어차피 학원은 계속 다니니..,네.. 조카도 학원 다니고 있어요.. 아이들은 감염확률이 적다니까 그나마 보내긴 하는데 매일매일 조마조마 하네요..
1962617,MDRW2100047139.1,아이고 ㅋㅋㅋㅋㅋㅋ 제 친구한테도 그런일 있었다고 들었어요 저는 사람 꽉꽉채워서 보고있어서 그런지 그런일은 다행히 안생기네요 나중에 친구껄로 낑겨서 봐보새요 ㅎㅎ 재밌어요 진짜 굳,그래야 겠어요 사람 모아서 n분의 1 해봐야 겠어요 왓챠는 보시나요?,왓챠는 친구가 쿠폰얻었대서 한달만 꼽사리끼고있어요 ㅋㅋㅋ 왓챠 보세요?,주변에 왓챠 보는 사람이 없어서 써본적이 없네요 대신 티빙이나 웨이브는 무료체험으로 써 본적 있어요
464177,감성대화말뭉치.12461,,남자친구가 바람을 피웠어! 어떻게 인간이 그럴 수가 있어! 환멸적이야.,남자친구가 바람을 피워 환멸감을 느끼셨군요.,내 앞에서 거짓말하고 뒤에서 다른 모습을 보였다니 인간도 아닌 것 같아.
881185,MDRW2100001467.1,넹,저는 주식도 안해서..,아하,비트코인은 손도 안댔죠 ㅎㅎ
1641688,MDRW2100034683.1,,오 드디어!!! 어떤사람?,하나씩 물어봐여 ㅋㅋ,나이
