,dialogue_id,Q-3,Q-2,Q-1,A
1139962,MDRW2100001640.1,그러니깐;;,되지않겠냐 사람이 사는데~~~~,적당히 먹을 수 잇을거같음,그치
211989,HuLiC4117,우리 조부모님은 이미 돌아가셨지. 그 이야긴 나중에 하고 일단 내 차로 가자.,"저런, 정말 안됐군요. 실례가 안 된다면 어떻게 돌아가셨어요?",아무래도 연세가 많으시니 노환으로 돌아가셨지. 그래도 크게 편찮으신 곳은 없었어.,"저런, 정말 안됐군요. 그가 죽었을 때 나이가 몇 살이었습니까?"
1746471,MDRW2100042457.1,안녕하세요 오늘저녁 머드셨나요,불닭볶음면에 피자치즈 슬라이스치즈 넣고 녹여먹고 그릭요거트랑 크레이프케익도 먹었답니다!!,아 맛있는거 드셯네오^^ 간단하지만 맛잏는거ㅋㅋㅋ,맞아요!!! 몸에 안좋고 맛있었답니다
1483515,MDRW2100023771.1,아 맞아 친구랑 같은 데 가서 했다고 얘기했던 거 같아,그때 갈색 비슷한 색이었던거 같은데,응 그 색깔도 예뻤던 거 같은데,그니까 괜찮았던거 같아
579408,﻿감성대화말뭉치.35057,,,옆집 김 씨가 너무 불쌍해서 슬프다. 자식들은 어떻게 그럴 수 있지?,마음이 많이 슬프시겠어요. 조금 더 자세히 말해주실 수 있을까요?
1083541,MDRW2100001611.1,할 뭐야 배우야????? 미쳤네.. 미쳤군 미쳤어.. 덮쳐도 돼?,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웅웅 덮쳐줭 ㅎ.ㅎ 쟈기가 안덮치면 내가 덮친당!!!!!,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웅!!! 난 도착해서 수업 듣구올겡...,알겠습니당 순식간에 도착했넹 난 이제 출발이얌
424023,HuLiC9010,신비한 동물 사전! 들어봤지?,아 들어 봤어. 들어보기만 하고 아직 보진 않았어.,신비한 동물 사전도 2편이나 나왔어,벌써 2편이나 나왔어? 몰랐네~
478230,감성대화말뭉치.15210,뱃속에서 날짜를 다 채우고 나와야 아기가 건강하다던데 너무 걱정돼.,어떻게 하면 그런 상황이 나아질 수 있을까요?,담당 선생님을 다시 만나서 어떻게 해야 좋을지 상담 조금 해봐야겠어.,선생님께 상담을 받아보려 하시는군요. 태어날 아이가 건강하도록 하기 위해 할 수 있는 일이 있을까요?
16900,Chat13267,,니가 대통령이라면?,음.내맘대로 하고싶은걸 다 할거야.,뭐가 하고싶은데.
1872811,MDRW2100047034.1,흠 생활 칼로리 한 백몇에 커브스 사십오분?? 정도 하면  삼백몇? ㅎㅏ고 집까지 계단 올라가면 거의 딱 500정도 맞춰지는거같던데,생활칼로리가 백 몇 밖에 안되는 거였어?? 하루에 천 칼로리를 못써여?????????,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 천칼로리여?????????,네.................... 머리도 쓰는데여?
646984,MDRW2100000021.256,무슨잘못을했는지는 기억안나?,응 암튼 겁나 무서워서 살려달라고 빌다가 딱 깨니까 울고있더라,진짜 무서웟나보네,그게 아직도 기억나서 소름끼친다
781041,﻿MDRW2100001151.46,,,ㅠ name5 새로 이사간집 제물포역 바로 앞이래 오늘 name3이 갓는데 거기서 캣폴 설치한거 사진 보내줫는데 우리집보다 좋아ㅠ,name11 살맛났네
1797279,﻿MDRW2100046175.1,,,에휴 자꾸 한숨만 나오네요,대학원 생활 힘들죠ㅠ
354685,HuLiC7410,아주 좋은 방법이네요. 당신은 어떤 일을 하세요?,오늘은 7천보를 걸어다녔어,"와, 정말 많은 걸음이네요. 그렇게 멀리 걸어가는데 얼마나 걸렸어요?",음 한 한시간 걸었더니 7천보를 걸었더라
971979,MDRW2100001541.1,아 싫어~~~!,조별과제 노래ㅡㅡ 남자 목소리 뭔데 피처링도 안 써있으면서,원래 그룹이야,조별과제 노래에 무슨 입술을 알고싶고 그런
1826040,MDRW2100046975.16,"아,, 그렇지 사실 사람마다 초봉이 다르지만 막 가족부양하면서 넉넉할 정도 되기는 쉽지 않기도 하고...",응응.. 내가 공부 오래햇던것도 건강문제때매 병원다니다 학업하다 그러다 보니 몇년 훅 지난거라 암튼 뭔가 이대로는 밑빠진 독에 물붓는거 같고.. 글케까지 기둥뿌리 뽑아서 보냇는데 걱정 한마디 안해주는게 속상하기도 하고,부모님은 별 말씀 안하셔?,속상해하시긴 하는데 ㅋㅋㅋ 뭔가 딱히 방법이 없는 느낌..?
1338288,MDRW2100013718.1,마미 마라탕 시켜먹을까?,그저께 먹었잖아,또 먹고싶다 ㅠㅠ,살찐다
1799358,MDRW2100046326.1,안녕하세요 :),네 점심드셨나요?,저는 아직이에요! 점심 뭐 드셨나요?,저는 짜장면먹었어요
1542246,﻿MDRW2100027774.1,,,근래에 뭐 사신거 있으세요?,저는 향수를 샀어요! 가을 겨울 대비 향수를 구입했습니다 ㅠ너무신나요 구입한 물품 있으신가요?!
1862769,MDRW2100047028.1,그때는,머였지 신플?,무더라 .. 폐렴 ? 모 그런게 3명잇엇다 그런거같은데 ?,흠 알고보니 그게
417597,HuLiC8863,오 ~ 사람들 그 때 옥자 때문에 넷플릭스 많이 가입하더라,헐 나두 옥자 볼라고 구독한거얔ㅋㅋㅋㅋ,오 진짜? ㅋㅋ 몰랐음,"응 나 원래 넷플릭스 아예 몰랐어,,"
967223,MDRW2100001540.1,알았어 ~고마워 카모마일,따신거 시키셨어용~?,그러네,name4시켜서 얼음물도 달라고 해서 물도 드세요
135249,HuLiC2346,아니 없엉. 친척들하고도 안친하고. 난 가족이랑 안친한거 같아.,안됐군요. 당신은 당신의 가족과 조금이라도 가까운가요? 저는 형제가 둘 있는데 항상 싸워요.,"떨어져산지 오래되서, 안친해 그리고 별로 정이 없달까.",그 말을 들으니 유감이네요. 당신은 가까운 형제자매가 있나요?
135312,HuLiC2348,"네, 저는 뉴욕에 삽니다. 지하철은 돌아다니기에 좋은 방법입니다.",아 뉴욕에 사는구나..나도 한 번 뉴욕에 가보고 싶다..,"네, 뉴욕은 방문하기에 좋은 곳입니다. 이 도시는 미국에서 가장 인구가 많은 도시입니다.",뉴욕에 가면 먹을거리도 많지? 뭐가 제일 맛있어?
1759207,MDRW2100043371.1,네 치킨무도 안먹어요 ㅋㅋㅋㅋㅋㅋㅋ,오호~ 그런거 안좋아하시는 입맛이구나^^ 오케이~^^,네 치킨시킬때 늘 치킨무는 빼주세여 라고 합니다 그치만 그모냐 오이중에.. 음 오이 소금물 담궈서 물빼서 만드는 반찬 그건조아해오 아 오이지무침이요!!!,오 그건 꼬들꼬들하죠~ 식감이 좋아요~
1237797,MDRW2100006731.1,아니요~,맞아요 결혼은 선택이지요,ㅎㅎ 그쵸 요즘엔 결혼 안하는 사람들이 많아졌어요 언제 결혼하셨어요?,한 오년 된거 같아요 벌써 가물가물ㅋㅋ
552561,감성대화말뭉치.29793,,결혼을 꼭 해야 하는지 잘 모르겠다.,결혼에 회의적이신 것처럼 들려요. 무슨 일인지 자세히 말씀해 주시겠어요?,남자친구가 결혼하고 싶어 하는데 결혼하면 여자만 손해인 거 같아.
605162,﻿감성대화말뭉치.40105,,,은퇴 후 창업을 했지만 일 년 만에 지병이 악화되어 접어야 했다는 사실이 화가 나.,창업 이후 지병의 악화로 문제가 생겨서 화가 나셨군요.
984378,MDRW2100001549.1,ㅇ 엄마 고기먹고 오는길에 판다팜에서 전자레인지용 찜기 있음 사줘 전자레인지용 전자렌지 호빵 용기 고구마 찜기 : 커몬커몬  이런거,이거 사용하면됨 전자랜지용임,내빵 베란다에 놔달라고했잖아 아...왜 창문에 있어 자거 안됨,됨 찜기 전자랜지용임
1964965,MDRW2100047298.1,맞아요ㅠㅠ,참 어려운 시기를 살아가고 있어요 아이들이ㅠ,운동 학원도 그렇고 남자애들은 운동을 좀 해줘야하거든요 ㅠ,맞아요ㅠ 에너지 발산도 필요하고 어려서부터 운동하면 몸도 마음도 건강하게 자란다 하더라구요
1859228,MDRW2100047026.1,저번에 스벅에서 케익하나에 6900원이가,"맞아 마카롱도 짱 맛있어,,",자주먹는구만 ㅋㅋ,"케익이라고 부르지도 마라, 그 쪼매난 조각을"
1542000,MDRW2100027758.1,,재택 근무 정말 좋은 거 같아요,안녕하세요 재택 근무 중이에요 지금?,네 이번 주 3일 신청했는데 참 잘했다 싶어요
