,dialogue_id,Q-3,Q-2,Q-1,A
1429585,MDRW2100020091.1,아하.. 매일 해먹는거 귀찮은데.. 저도 알아봐야겟어요 시간 절약 엄청 될듯..,확실히 시간 절약 최고에요 확실히 시간 절약 최고에요 칼질 안해도 되구요,왜 저런거 사서 먹을 생각을 못햇을까..  그 동안 제 인생이 허망? 하네요.. ㅋㅋ,ㅋㅋ저도 최근에 알았는데 신세계인 기분이였어요 신선한 야채 사먹으면 좋지만 매번 시간을 들여 먹는건 쉽지않으니까요ㅠ 편법 쓴 느낌으로 먹어요ㅋㅋ
1283521,MDRW2100009809.1,저는 채소나 과일 같은거 제외하고 거의 다 온라인으로 사는 것 같아요,앗 저도요.. 채소 과일 고기 빼고 모두 온라인요.!! 제일 최근에는 뭐 사셨어요,저는 주말에 온라인으로 쌀을 샀어요,흑 저는 핫딜 놓쳤어요.ㅠㅠ
58454,Chat6915,"왜, 뭐 서운하게 했어?",하두 소심하길래 좀 대찬 친구를 소개시켜 줬거덩 잘 지내 보라구.,잘 했네 그런데 뭐가 문제야.,양쪽에서 다 나한테 전화해서는 뭐 그런 인간을 소개시켜 줬냐구 난리야.
301200,HuLiC6177,무슨 냄새가 나요?,뼈다귀 해장국에 양념게장 게 몇 개 넣고 끊여놨거든,정말 맛있는 것 같아요. 레시피 있어요?,뼈다귀 해장국이 조금 싱거워서 먹던 게장 게만 같이 끓이면 좋을거 같아서ㅎ
1188516,MDRW2100003332.1,어떤종교였나요?,기독교인데,저는 종교는없지만 여러군데 다녀는봤어요,앙저도 다니긴 다녀봤어요^^ 종교는 왜없으세요?
1172052,MDRW2100002223.1,나는 굿플레이스를 정말 재미있게 봐서 관련 엠디를 사모으고 싶었어.,근데 밥친구로 보기에는 브나나인거같아,밥친구로 정말 딱이야.,티셔츠같은거잇나?
698607,MDRW2100000118.45,엉 나,로켓와우야?,아까한말이 그거야 내가,어어
462648,감성대화말뭉치.12161,,재테크하면서 노후를 안정적으로 준비하는 사람들의 강의를 듣고 마음이 초조해졌어.,노후 준비가 부족해 초조하신 거군요.,응. 은퇴할 나이도 다가오니 더 초조해. 노후가 걱정되네.
884287,MDRW2100001496.1,친새끼는 지주식보고도 안하면서 남의것만 알라고해,주식알려줄게 뭐있냐 700주 잇다니까 4천정도 벌고임ㅅ고 됐늬야,친새끼찐이네 종목 친새끼야 나도 4000원벌고있어 됐늬야,아니 변화가 없는디 ㅡㅡ 됌ㅅ다 됌ㅅ어
781398,MDRW2100001151.70,나 오늘부터 팔뚝살 운동할거야,팔뚝살 운동은 어케해? 팔락팔락하는건가? 앞뒤로?,이거 맨날 지금 모,밥 먹고 사러 내려가려고 당근 장바구니 들고가야쥐
113495,HuLiC1845,요가는 스트레스 해소에 좋습니다. 그것은 몸과 마음에 좋습니다.,그렇구나.. 요가에 대해 설명해줄수 있어?,"그것은 고대 인도에서 시작된 신체적, 정신적, 그리고 영적 실천의 집단입니다.",그렇구나.. 하루에 몇 시간 정도 배워
698882,MDRW2100000118.72,여기블로그 엉 사진만봐바라,왜 당영ㄴ히 남자배우라고 생각했지,매력에 빠질꺼야 우리나라에도 팬많라 많앙,겁나 예쁘네
153360,HuLiC2765,난 비디오게임을 한지 오래되어서 잘 기억이 안나. 서커스게임??,"네, 서커스를 좋아해요. 너무 재밌어요. 좋아하는 거 있어요?",비디오게임 서커스는 좋아했지만 실제로 서커스를 보는것은 난 별로 좋아하지 않아.,"아, 그래요. 너의 남은 시간에 뭘 하고 싶어요? 취미가 뭐예요?"
479406,감성대화말뭉치.1544,항암 치료를 받는 게 너무 두려우시군요.,항암 치료 받는다고 백 프로 완치되는 것도 아닌데 꼭 받아야 할까?,항암 치료를 꼭 받아야 하나 고민이시군요. 이 고민을 누구와 나눠 보면 좋을까요?,예전에 암에 걸렸다는 소식을 들은 지인이 있는데 염치없지만 한번 연락해 봐야겠어.
611232,감성대화말뭉치.4494,막내가 마트에서 자꾸 투덜대서 짜증 나서 좀 혼냈어.,막내의 투덜거림에 화가 나셨군요.,하지 말라고 해도 마트에서 장 보는 내내 그러더라고.,그만하라는 경고에도 막내가 말을 듣지 않으니까 정말 화나셨겠어요.
536588,감성대화말뭉치.26661,이렇게 내가 실적에 목마른 적이 있었나 싶을 정도로 실적이 안 나오네.,이런 감정에서 잠시 벗어날 방법이 무엇이 있을까요?,예전 회사 동료하고 술이나 한잔하면서 얘기를 나누고 싶네.,예전 동료와 얘기로 지금 감정에서 벗어나길 바라요.
1074188,MDRW2100001603.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭐여 어딘데 도로임 오 뭐야 최고다 왜 공짜야 요전엔 요번엔 개쩐다,"몰라 뱌터리까지 걍 다 바꿔줌 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개좋음,,,",ㅋㅋㅋㅋㅋㅋ zzzㅋㅋㅋㅋㅋ 머노 그냥 전체 새거 아니너~!~!~!~ 한2년 쓰라노,ㅌㅋㅌㅋㅋㅋㅋㅋㅋ ㅅㅂ 마음졸이면서 써야되나싶시도하고 근데 나 벌써 3달만있으면 1연 쓰는거다 신기허지 않냐 ㅋㅋㅋㅋㅋㅋㅋ
1384333,MDRW2100016875.1,아나 name5 주소를 잘못찾아갔네,엥 뭐?,웃긴건 나랑 이name6 있는데다 보냈으면 끝내주게 웃었을텐데,아ㅋㅋㅋㅋㅋㅋㅋㅋ
1549489,MDRW2100028272.1,지쳐서 자빠링 해있는걸요,그렇군요 다른거라도 줘야겠네요ㅋ,맞아요 지금 입 사이렌 울리는중이에요 살려주세요,ㅋㅋㅋ 간식이라도 입에 물려줘야겠네요
25145,Chat14836,국악은 너무 졸려.,맞아. 난 안 맞는 것 같아.,대중적이지 못하고 너무 어려운 것 같아.,풍악놀이 같은 것은 재미라도 있는데.
1640357,MDRW2100034581.1,졸업했어요 ㅋㅋ name1님은요?,저도요 ㅋㅋㅋ 그때가 그리워요 ㅠ,그떄가 좋죠 ㅋㅋ 편하고,맞아요 ㅋㅋㅋ 어릴때는 어른들이 그때가 젤 좋다는말을 안믿었는데 명언이에요
