,dialogue_id,Q-3,Q-2,Q-1,A
531334,﻿감성대화말뭉치.25631,,,벌써 육 개월째야. 이렇게 취업도 못 하고 집에서 놀고만 있는 게.,일을 못 구하고 집에만 있어서 마음이 힘든가 보군요.
1528724,MDRW2100026840.1,네... 목소리를 제일 중요하게 생각하시나요?,그리고 연상이 제일 좋은것같아요,저는 연하가 좋아요,알아요 저도 연하인데요
307646,HuLiC6325,성룡이 나오는 영화를 재밌게 봤어ㅋㅋ,정말 재미있을 것 같네요! 어떤 점이 좋았나요?,음 영화를 보면 마음이 떨리는 것 같아.,왜 긴장하세요? 고소공포증이 있나요?
992805,MDRW2100001554.1,진짜 머리 끝까지 열받앗어.,왜..?,까ㅏㄴ펜 등업 안 해줘서,ㅆㅂ
1235120,MDRW2100006533.1,오 전 아이돌 좋아해서 좋아하는 아이돌 나오는 잡지는 종종 사요 아 잡지에 부록도 좋은 거 많더라구요 ~,오! 맞아욬ㅋㅋㅋ 아이돌 덕질할땐 필요도 없는 잡진데 사고 부록이 좋아보여서 보지도 않을거 사기도 하고 그렇네요 ㅎㅎ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ완전 맞아요 굴러다니는 잡지가 아까워서 스크랩도 해볼까 생각 중이에요,오! 잡지에 생각보다 괜찮은 정보가 있기도하던데 스크랩! 좋은것같아요!
1251742,MDRW2100007621.1,오오. 부모님과 가사 분담은 어떻게 해?,엄마가 거의 하시고 우리는 짐짝인 듯?ㅜㅜ 죄송하네ㅜㅜ 근데 넘 피곤함 가족과 여행은 자주 가?,일년에 서너번 정도. 강아지 키워서 애견펜션으로 주로 감 소랑이는 가족과 자주 여행 다녀?,애견펜션 좋지. 우리도 강아지 키워서 애견펜션으로 자주 가는 편이야
872099,MDRW2100001394.47,뉴스킨 별루,거기 계란팩이라고 아주 그냥,그냐? ㅋㅋ,모공 쫙 쪼여줘 예전에 샀다가 이사오면서 잃어버림 ㅜ
271898,HuLiC550,아이언맨은 좋은 사람입니다. 저는 2002년의 첫 아이언맨 영화를 정말 좋아합니다.,인정하는 부분이야. 아이언맨은 처음부터 끝까지 멋졌어.,아이언맨은 제가 가장 좋아하는 슈퍼히어로입니다. 첫 번째 책이 나온 지 이렇게 오래됐다니 믿을 수가 없네요.,정말이야ㅋㅋㅋ 난 스파이더맨도 좋아해
59029,Chat7019,응 그래서 좀 그래.,뭐가그런데?,뭔가 신분이 틀리잖아.,뭐어때 친구좋다는데.
61806,﻿Chat7525,,,고민이야.,뭐가?
1360000,MDRW2100015178.1,아 맞아요 비가 진짜 많이 내렸죠 오 그거 뭐 나타내는 말이 있었는데 뭐였죠 혹시 아시나요,몰라요,아 네 알겠습니다 그럼 제일 최근에 구매한 물건은 뭔가요?,저는 콩이요
42574,﻿Chat3861,,,싱거운 음식 어때?,먹은거 같지가 않아.
1132663,MDRW2100001637.1,엥 엉마안걸리네 너 학원 어디다님,ㅇㅇㅋㅋㅋㅋㅋㅋ 필기는 걍 가구,name5 어디다녓숴,서대구
419740,HuLiC8912,인셉션 !!,어 나 알아 뭔지,오 진짜로?,웅웅 그거 그 크리스토퍼 놀란 감독꺼 아니야?
1068526,MDRW2100001600.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,우리 엄마도 평생을 장사한 사람인데,군데 웃기자너,인맥이 얼만데 ㅡㅋㅋㅋㅋ
1007775,MDRW2100001562.1,바보가ㅋㅋ,같이 쓰고는 있었는데 섬유세제 이렇게 되어있으니까 앞에 섬유만보고 휴.......... 나 섬유유연제 좀 사죠,이거또사주까 냄새좋드나?? 섬유유연제만사까 세제는있나,세제는 액상으로 ㅗ딘 드럼쓰고있긴한데 이거 파란색 암튼 냄새 구림 ㅋㅋㅋㅋㅋㅋ얘를 섬유유연으로 써서그른가 아 돌겠네 암튼 이거 다른향도 있드나 아 아니 섬유유연제만 향이 2개 있네
175513,HuLiC3276,"네, 저도 같은 생각이에요. 그런 일을 할 시간을 찾기가 어려워요.",그래도 문화생활도 즐겨야 일하는것도 덜 피곤하고 할텐데. 이제 몸이 많이 무겁네요.,그 말을 들으니 유감이네요. 당신은 마음을 놓을 만한 취미가 있나요?,음 딱히 취미라고 부를만한건 없는 것 같아요. 하는게 없거든요.
1895460,MDRW2100047051.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 왜 약오르지 나 너랑 놀러가서 맛있늠거 신나게 먹고시퍼,크크크 김치에 육개장 사발면!!! 나아두 놀러가고싶어 ㅜ 이번주는 주말출근이업서 얼마나 다행인지 몰라 빨리 봐죠 ㅎ,으악 김치까지 미쵸따 와 꼴깍,맛있다 냇가에서 수뇽하고 먹는 추억의 맛이야
