,dialogue_id,Q-3,Q-2,Q-1,A
329503,HuLiC683,저도 강아지를 키워본 적이 없어요. 제가 준비가 됐는지 모르겠어요.,완벽한 때는 없는 것 같아 한번 길러 보는 게 어때?,지금 당장은 한 명을 태울 공간이 없어요. 언젠가 집이 생기면요,아하! 한 번이라도 길러봐! 하지만 생각보다 운동을 많이 시켜야 할거야 ㅎㅎ
708132,MDRW2100000148.24,맞아여 사람좋아해여 ㅎㅎ,너나 나는 걔 옆에 두려하지 무슨 일이 있어도,재미있어여 저두 심심한데 좋아여 동네친구 ㅋㅋ 언니두 좋구~~ㅎㅎ,너무 끌려가지만 않으면 되ㅋ 고맙다ㅋㅋ
27399,Chat1531,,어제 밤엔 꿈을 꿨어.,나도 $Theme을 많이 꾸는데.,나는 꿈을 안 꾸거든.
1657223,MDRW2100035866.1,맞아요 완전 대단하지 않나요!?ㅋㅋㅋㅋㅋ 한번에 술술술 안틀리고 읽는데 너무신기한거예요ㅋㅋㅋㅋㅎㅎ,그러니까요!! 전 미주처럼 읽을거같아요........ㅋㅋㅋㅋㅋㅋ,맞아요 캉캉오<ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저 진짜 신기루님도 너무 웃겨서 깜짝놀랐어요!,제가 놀면뭐하니 앞부분은 못봤는데 신기루님 나오셨나요?ㅋㅋㅋ
1298282,MDRW2100010882.1,아 그 안에서도 나눠지는 군요 어렵네요 ...,그랄은 그냥 띠에 감는 검은 줄 같은거예요 함 검색해보셔도 될듯? 생각보다 복잡하더라구요,아 제 전남친이 주짓수 햇엇는데 저거 두른거 본적잇는것 같아요 와,아하~
1571837,MDRW2100029821.1,,간식으로명랑핫도그먹었머요,명랑 맛있죠 ㅎㅎ 전 맵구마? 맛나더라구요,오늘 저녁에 머먹을껀가요? 저는 치킨먹을것같아요
956723,MDRW2100001537.1,마미손마스크13910,"계란, 소시지, 감자, 오이,당근???야채종류 조심히 다녀와요~~~",카독못보고적당히 장봐버렸네ㅜㅜ잘자궁 잘다녀올게용ㅎㅎ 사랑해,나도 알라븅 name3이오빠가 50만원 넣어줬음 ㅋㅋ 바빵???
250335,HuLiC5001,당신이 싫어하는 직장에 갇혀 있기에는 긴 시간이네요. 새로운 직장을 알아보는 것에 대해 생각해 보셨나요?,알아봤지 근데 내가 여기서 3년동안 버텨내지 못하면 이 이상을 꿈 꿀 수 없을거야,그렇게 보는 것도 좋은 방법이에요. 당신의 앞으로의 노력에 행운이 따르길 바랍니다.,응 그렇지 이렇게 이 악물고 버티고 있는데 그래야지
694718,﻿MDRW2100000105.95,,,지난번에 먹었던 떡또아도 ㅎㅎㅎ,떡또아 ㅋㅋ 사르르 맛있더만
1510463,MDRW2100025581.1,나도 두부사야하는데~~,두부 3번 나눠 먹으려구요,샤인마토먹고싶다 큰거? 손두부?,아녀 그냥 두부
1889337,MDRW2100047047.1,뒤에 투힐인거처럼 해놓고,키키키,똑똑해 ㅋㅋㅋ,레이즌이 다했어
1273325,MDRW2100009146.1,아 인정입니다 떡볶이에 튀김에 쿨피스에ㅜ 배고프네요 삶은달걀이랑 참치마요컵밥..,역시 아는 맛이 제일 무섭네요 당장 떡을 입안에 넣고 싶어요 ....,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 역시 탄수화물이 정답입니다 떡볶이 좋아하는 브랜드있으신가요,음 다 좋아해요 주문할 때는 그날 먹고 싶은 떡볶이 양념의 맛으로 결정하죠!!
348619,HuLiC7270,그 말을 들으니 유감이네요. 10년은 긴 시간이에요. 저는 제 고양이를 5년 정도 키웠습니다.,"5년도 정말 긴 시간이더라고, 길냥이들 수명은 엄청 짧은데...","알아요, 너무 슬퍼요. 당신은 자랄 때 애완동물을 키운 적이 있나요?",아니 여태껏 한번도 반려동물을 키워 본적이 없어ㅠㅠ
1693683,MDRW2100038604.1,ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋ플스로 가면 그래픽 개선 1500배는 해야함 그리고 조연들 얼굴도 당연히 다 달라야지,여캐 옷부터,지금처럼 엑스트라 모델링 돌려쓰기?,싹 갈아엎어야함
1031659,MDRW2100001585.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 너네도 내선으로 여론조사 전화 와..? 폰으로도 오고 내선으로도 오고 왤케 오냐 ㅜ,ㅋㅋㅋㅋㅋㅋㅋ 아니 안오는데 그냥 광고전화는 많이 옴 ㅜㅜ,아아 광고전화 ㅋㅋㅋㅋ 아 불편해 우리만 먹으러온게 아니고,ㅋㅋㅋㅋㅋㅋㅋ 아 차돌 순두부? 총 몇명이서 먹었는데?
819063,MDRW2100001287.19,250타서 주면 얘 250다먹을거같아,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ name8바바라 250 태워서,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,다주는데뭐 name4만한애기도
412564,HuLiC8747,만년으로 하겠소. ㅋㅋㅋㅋㅋ크,그거ㅋㅋㅋㅋ 패러디 잖아,사랑하는 여자를,원래 원작은 아비정전에서 나온 말인데
384218,HuLiC8092,뭐.. 찰리가 공장 받았으니까 같이 운영하면서 잘 살겠지??,그치그치 그 뒤에는 열린 결말이구나,마자 어떻게 운영하는지는 안 나오더라고,이런 나오면 좋을 텐데
1313417,MDRW2100011995.1,오 뭐드셨나요?!,남아있는 돼지고기 구워서 부추무침이랑 깻잎이랑 먹었어요!,와 돼지고기 삼겹살인가요~?,목살스테이크입니다!! 범사님은 점심 드셨나요?
375975,HuLiC7902,나도 생각 안나네..,일단 서로 찾아보자 !!,웅 난 넷플에서 찾아볼래,오키 나두나두 ㅎ
625395,감성대화말뭉치.7266,요즘 받는 스트레스가 보통이 아니야.,스트레스를 많이 받으시는군요.,집 한 채를 장만했는데 대출도 다 못 갚았는데 세금이 곱절로 뛰었지 뭐야!,집값이 올라 납부해야 할 세금이 같이 오르셔서 화가 나신 것 같아요.
200362,HuLiC385,"저는 그에 대해 많이 알지 못하지만, 그가 하와이 호놀룰루에서 태어나고 자랐다는 것은 알고 있습니다.",공지영 작가는 서울에서 태어났어..,"와, 몰랐네요. 저는 그가 리처드 바크만이라는 필명으로 7편의 소설을 출판한 것을 알고 있습니다.",뭐야ㅋㅋ 리처드 바크만은 스티븐킹의 라이벌이었어.
