,dialogue_id,Q-3,Q-2,Q-1,A
1539689,MDRW2100027604.1,맞아요,우리나라도 요즘 친구들은 골프도 배우고 승마도 한다고 들었는데요,우와 부유한 학생들 다니는 곳 말고 일반적인 학교에서도요?,아무래도 잘사는 동네 얘기려나요ㅎㅎ 승마는 동두천 학교에서 한다고 들었습니다
917648,MDRW2100001521.1,좀..나중에 명확하게 말씀드려야하지 않을까? 하는 생각이 들었다 여튼 즐거웠다네요 그래그래..나는 뭔가 합평? 할 때 몇번 와주시면,응응 이따가 또 메일로 보내드려야지 응응,좋겠다는 생각이들었다,나도 그생각했지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 실시간으로 까이기 아니 4학년이 이것밖에 못 써요? 엉엉
1260656,MDRW2100008257.1,안녕하새요~ 그쪽 날씨 어때요,오늘은 맑아요 날씨어떤가요,엄청 맑아요 어제까지 시원했는대 오늘은 또 덥내요,헉 어제 비안왔나요? 저 사는 곳은 엄청 퍼부었는데
1770037,MDRW2100044180.1,아뇨ㅋㅋ삼촌이 만들어주셨어요!,아ㅋㅋㅋ 그럼 좋아하시는 음식 있으신가요?,저는 국물있는 음식좋아해요!,예를 들면요?
897116,MDRW2100001503.1,너 신분증 오늘 도착할듯,더향이다 맡기는곳 경비실로 햐줘,너가문자보내삼 배송사원번호로,이런거해봐 잘할듯
1008192,MDRW2100001562.1,왜글치 그럼캐쳐주께,ㅇㅇ,해보고야되면말행,앙 바나놔우유 된다 받아옴
793560,MDRW2100001173.113,name4 곧 폰사달라하겠어...,이미 사달라 햇엇쥐 ㅋㅋㅋ,졸라 진지하게?,엄마아빠가 쓰는 네모난 폰 갖고싶어 언제 사줘 ? 그랫엇음
23039,Chat14453,그런데 지금은 공중파에서 팝송 전문 채널을 찾아보기 힘들더라고.,우리나라 가요 수준이 높아져서 그런거 아닐까?,내가 어렸을 때 비하면 가수들 가창력이나 무대 매너가 정말 좋아졌지.,춤도 잘 추고.
93638,HuLiC1386,걷기가 전신운동이라 정말 몸에 좋다 하더라,"네, 그것은 몸에 매우 좋습니다. 그것은 운동을 하는 좋은 방법입니다.",너는 매일 운동하는 편이니?,저는 일주일에 최소 3번은 운동을 하려고 노력합니다. 몸매를 유지하는 좋은 방법입니다.
1770540,MDRW2100044217.1,오 옆동네 사네요 저희! ㅋㅋㅋㅋㅋ,네네 저 먹으러 가끔 안양가욬ㅋㅋㅋㅋ,아하 ㅋㅋㅋㅋ 저도 코스트코랑 이케아 가끔 가요 전에 광명동굴도 한번 가봤어요 ㅎㅎ 암튼.. 안양맛집.. 딱히 생각이 안나네욬ㅋㅋㅋㅋ,코코 바로 앞인데옄ㅋㅋㅋㅋㅋ
1616789,MDRW2100032913.1,나도 뉴스로봤어,외국에서 엄청 로비 한다고 하드만 걀국 통과 되었네?? 정확히 뭐야??,뭐 인앱에서 특정 결제수단 강제 못하고,특정 결제수단????
32630,﻿Chat1969,,,집이 어지러우면 짜증이 나.,청소하지 왜그래.
1133479,MDRW2100001637.1,베티중에서도 그게 젤 이뿐둣,요새 또 살만하니까 물욕이 막 생겨요 베티 딥그린 젤 이븐더같아오,맞요 만족템입다 적당히 작아서 콤팩하고 조아요,네 감사해야 버건디보다 딥그린 맞으시져? ㅎ.ㅎ
1105831,MDRW2100001622.1,ㄱㅋㄱㅋㄱㅋㄱㅋ 아 응ㅇ,시장은 아닌거 같고,낙산공원인줄,화성에 그 벚꽃피는
