,dialogue_id,Q-3,Q-2,Q-1,A
9407,Chat11839,,큰일이네 오늘 약속인데.,무슨 $Theme인데 큰일이야.,영화 보기로 했는데 표를 예매를 못했어.
786485,MDRW2100001157.257,,빨리주사맞아야되는데 9월,델타는글고 무조건격리래 겹치면 5분이상이런거,ㅜㅡㅠ
1323849,MDRW2100012735.1,네 결혼보단 애는 한명 낳고싶어서ㅋ,여자에게 임신은 축복이죠ㅎ 근데 포기할것도많아요ㅎ 아이에게 내 모든걸 줘야해요ㅎㅎ 아ㅎㅎㅎ,넘 얘기가 깊숙히ㅋ,뭐 상관없지 않나요ㅎㅎㅎㅎ
411417,HuLiC8720,ㅋㅋㅋㅋㅋㅋ관심자체가 없어.. 홍콩계영화는..,나는 가끔홍콩영화봄 옛날껀아니고 무튼 블루레이 너말대로 그런거 상영해주면좋을듯,맞아.. 좋을거같아 진심 덕혜옹주 영화도 500이 넘었네 이것도 안봤어 ....,아진짜~? 안봄?
1512930,MDRW2100025755.1,아님 회임 세꼬시안먹음 ㅠ,까다로우시네,아나고는 먹음 아나고졸맛,근데 저도 세꼬시 안먹암 장어?
705558,MDRW2100000137.49,5찍었는데,그걸로딴거사서 14프로수익중이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이옄ㅋㅋ 그럼 됐네,시간비용 아깝다 엉
659052,MDRW2100000060.111,우리 둘다 열심히 빼야겠넾 진짜..,근데 원래 살찌기 전에도 55는 못입엇댜ㅋㅋㅋㅋ,난 오늘 63.6이더라 울산에서 또 너무 잘 먹었나봐,난 요즘 안잰다ㅋㅋㅋㅋ
461330,감성대화말뭉치.11906,나는 아직 죽지 않았는데 자녀들이 재산 문제 가지고 싸워서 실망스러워.,자녀 분들이 재산 때문에 싸우고 있어서 실망하셨군요.,내가 자식들을 잘못 키운 것 같아서 슬프네.,앞으로 어떻게 하는 것이 좋을까요?
1599946,﻿MDRW2100031792.1,,,안녕하세요? 좋아하는 음식 있으세요?,떡볶이 김밥 오므라이스 냉면 등등 좋아해요 name1님은요?
715573,MDRW2100000190.24,ㅋㅋㅋ웅웅 책 반납하고 빌려왔러요 오늘은 쪼매 바쁘네요 근처에 가니 너의 향기가 나더라ㅋㅋㅋㅋㅋㅋㅋ 오바 심하지 ㅋㅋ,ㅋㅋㅋㅋㅋ트루럽,입만 살아있는 페이크럽 ㅋㅋㅋㅋ,ㅋㅋㅋ페이크
135118,HuLiC2343,"음. 딱히 정해 놓은 곳은 없는데, 어디든 좋을것 같아.","저는 이탈리아, 스페인, 그리스에 가고 싶습니다. 어디로 가실겁니까?","이탈리아 스페인은 가봤어, 그리스 가보고 싶다 나도.",저는 그 두 곳 모두 가본 적이 없습니다. 저는 지중해를 보고 싶어요.
66999,﻿Chat8527,,,싸구려가 괜히 싸구려가 아닌 것 같아.,왜?
98423,HuLiC1497,지금은 너랑 대화하는게 내 일이지만 아이들을 가르치기도 해.,흥미로운 직업처럼 들리네요. 얼마나 오랫동안 그랬어요? 즐거우세요?,일을 즐기려고 노력하는 편이야.,그것은 좋은 자세입니다. 당신은 자유시간에 무엇을 하는 것을 좋아하나요?
1805404,MDRW2100046778.1,오 그럼 어떻게 .. 아하,출근 해서 일하고있어요,능동감시대상자? 는 처음 들어봐요 걱정되시겠는걸요..,3일마다계속 검사받으로가야해요 사실 자가격리대상자되서 집에서 놀고싶었어요
1643317,MDRW2100034805.1,맛있겠다 무슨 아이스크림 먹을 거여?,나뚜루 스트로베리!!,맛있겠다! 나는 돼지갈비랑 밥 먹었어,예에 존맛 오오오 잘했어
1898664,MDRW2100047053.1,나는 언니한테 받으려고 언니 차에 보험을 넣었지 근데 작년 올해 괜히 넣은듯 ㅋㅋㅋㅋ,아 돈 아깝넹ㅠㅠ,그르게나 말이야 올해는 좀 고민했는데 하지말걸 ㅋㅋ,내년에도 안해도 되지않을깡
353769,﻿HuLiC7390,,,요리 하는거 좋아해?,"그렇긴 한데, 잘하지는 못해요."
1045840,MDRW2100001592.1,얌뫄..!!! 퉁퉁아!!! 노래하면서 일어나~!!!,나아야야야아아아아|~~~~~~ 느으으으ㅡ으으ㅡ으응ㄴ 야!!!!퉁!퉁!으ㅔ!!!!!! 노진구 이놈!,도롸에몽!!!!!!!!! >_< 퉁퉁이가나때릴려행!!!!!!!!!! 대나무헬리콥터빌려줘어어엉!!!!!!!!!! ㅇㄴ 오늘핱시가 나오고잇겟구낭!!! 0_0,도라야끼!!!!!!새까맣게 잊고 있았사옵니다!!!!!맞당!!!
1324296,MDRW2100012768.1,익숙해지면요,반찬은 어떤거 해드세요?,채소 볶아먹어요 님은요?,저는 요새 샐러드 먹고있어요 다이어트 하려고
1104209,MDRW2100001622.1,아 그래 언제??,나 이제 아세아 시멘트니까 준비하고 나오면 될거 같아,응,일어남?
1122604,MDRW2100001635.1,,먹은거토해내! 짜장면토해내!,나도 이런걸 어쩌라구욧!,와플토해냉!!!
1220624,MDRW2100005540.1,ㅋㅋㅋㅋ 맛있눈뒈...,ㅋㅋㅋㅋㅋ배고프다.. 저녁일찍머거야겟다,저녁이 유부초밥인강 점심이 유부초밥이앗아?,웅 점심은 유부초밥이고 저녁으로 밥이랑 불고기 머것따
622700,감성대화말뭉치.6732,직원들이 이간질 하는 모습이 추악해 보이시는군요. 그런 일이 생겨 많이 화가 나시겠어요.,응. 옛날부터 이게 도대체 몇 번째인지 모르겠어.,예전부터 그랬군요. 지금 상황을 변화시키기 위해 해볼 수 있는 일들에는 무엇이 있을까요?,참다가 도저히 안 되겠으면 보고를 해볼 생각이야.
857189,MDRW2100001382.1,정뚝떨,크기도 커 ㅋㅋㅋ ㅋㅋㅋ 털도막 다 안뽑히고 ㅋㅋ,고만해,웅ㅜㅜ 간다요
733000,MDRW2100000245.68,충전도 그렇고 여러모로,그렇군 새거 사고 싶기도 한데,중고 좀 타다가,얼마나?
349733,HuLiC7297,이봐. 말을 너무 함부로 하는군. 내가 무슨 전처가 있어? 정신 차려!,"아니, 나는 너가 그러한 것 같지 않아요. 당신이 그녀를 다시 만날 수 있는지 궁금했어요.",그러니까 지금 무슨 말을 하는거지? 내가 숨겨둔 애인이라도 있다는 건가?,무슨 말씀인지 모르겠는데 비밀 애인이 있는 것 같네요.
167019,HuLiC308,저는 빵 굽는 것도 좋아해요. 그것은 저에게 너무 편안합니다. 빵을 많이 굽나요?,나는 빵을 잘 안구워 주로 사먹는 것 같아~ 하지만 나중에 빵 구워보고 싶어,저도 굽는 건 별로 안 하지만 굽는 건 좋아해요. 저는 전기레인지보다 숯불 그릴을 더 좋아해요.,숯불 그릴은 주로 고기 구울때 쓰지 않니?
910849,MDRW2100001516.1,ㅋㅋㅋㅋ,유튭엔 다 있는듯,대단하다,name8가 들으면 뛰쳐나갈 것이 name3 한테는 자장가네
731444,MDRW2100000244.1,ㅎ공부는 머리속에 잘 들어오낭?,당연하죠 열공중,무슨공뷰?,수학 수행평가요
936447,MDRW2100001528.1,집착해도돼?,직설적으로 해주세여! 네!,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,좋아해요그런거!
952361,MDRW2100001533.1,ㅋㅋㅋㅋ 웅ㅇ키 밥좀먹고,조아`~~~,밥 다 묵엇다,우와 하자! 근데 엄청덥다오늘
1231294,MDRW2100006250.1,강아지나 고양이를 키울 생각이에요,요즘 유기견 유기묘에 대해 많은 글들을 접했는데 그 부분에 대해선 어떻게 생각하세요?,참 안타깝게 생각하고 있어요 개인적으로 반려동물을 키우게되면 유기견이나 유기묘와 함께 할 생각입니다,반려동물 등록제도에 대해서 알고있으신가요?
1847929,MDRW2100047020.1,그지.. 복불복이라서..,그지,운에 맞겨야함. ㅠ,흑 돈좀 더 내도 쏘렌토 하자네
1880919,MDRW2100047039.1,이주연 작게보니까 얼굴 완전 땡그래보여 앟..? 랗..,영훈이랑 주연이 사이에 서면,말더해주고갛 ㅠ,아떡해
350424,HuLiC7312,당신이 거기서 뭘 했는지 알겠어요,너희 부모님은 연세가 어떻게 되셔? 나이가 많으셔?,우리 부모님은 60대입니다.,아직 젊으시네..요즘은 100세 시대라 60대이시면 청춘이시지^^
12523,Chat12435,깜짝 놀라는 일이 생기기도하잖아.,예상치못한일?,응 그럴땐 영화같아.,응. 해피엔딩이었으면 좋겠어.
1453153,MDRW2100021729.1,진취적이시네요,앗 아닙니당 사실 막 지내보고 싶어서예요ㅋㅋㅋ,자유도 독립생활의 장점이죠,맞아요!
1348723,MDRW2100014426.1,우왕 신기한게 많네요 롤린좋죠 아앗 뮤직카우 음원에 투자하는 거같네요,그렇더라구요ㅎㅎㅎ 요즘 별 희한한게 다 있는거같아요 음원 저작권료도 나눠 받을수있다니ㅋㅋ,신기한게많네요 롤린에 거신 분들 대박이였겠어요ㅋㅋ,그러게요ㅋㅋ 브레이브걸스는 유튜브 영상 만든분 한테 진짜 감사해야할거같아요ㅋㅋㅋ 인생을 바꿔놓은..
1838082,MDRW2100047018.1,응 나는 너네집 멸치볶음,ㅋㅋㅋㅋ그거 말고요,깻잎절임,또
1697689,MDRW2100038907.1,맛있아요! 그리고 1인 1빙수도 먹을만하니까 꼬옥 먹어보새요!,네네!! 추천 감사해용! 요즘 코로나때문에 집에만 있다보니 카페도 안간지 꽤 된것 같아요ㅜㅜㅋㅋ,아 헛!! 저도 그래서 주로 커피도 배달시켜요 ^.^..,앗 저두요ㅋㅋㅋ 가끔 밥먹기 귀찮을때 샐러드나 샌드위치 주문하면서 커피도 같이 배달로 시켜먹어요 집앞에 카페가 있지만 나가서 사오긴 귀찮더라구요 ㅎㅎ..점점 게을러지는 중
1339676,MDRW2100013819.1,이번주 내내 비온다는데 비오니까 또 좀 습하네요,ㅜㅜ 지금 휴가왔는데 비가 왛다안왔다하네요,아니 휴가인데 왜 하필 피가ㅠㅠ 비가ㅠㅠ,저는 여행올때마다 비오는거같아요ㅋㅋ
1376182,MDRW2100016305.1,와 커피를 완전 잘아시네요 저는 그냥 머신에 내려먹는정도에요.. 아메리카노를 즐기구요,그냥 좋아하는 걸 발견하면 알아두는 정도예요. ㅎㅎ 오 머신 있으시면 거의 홈카페네요. 원두만 고르시면 되잖아요,캡슐로 마셔요 ㅎ 어느 카페자주 가세요,리이슈라고 홍대에 있는 곳이예요. 거기 말고는 다른 데는 거의 논커피를 마십니다.
26335,﻿Chat15118,,,어떤 TV 프로를 즐겨보니?,나는 음악$Theme를 잘 봐 너는?
1236483,MDRW2100006631.1,"1.8kg 짜리 대용량 한통이 배송비까지 5천원대 정도 나오고, 심지어 기존에 모아놨던 포인트 쓰면 3천원도 안 나오겠던데",헐! 1.8키로 짜리가 있었어? 대박이다 우리나라에서 파는건 400~500그램 정도지 않나?,나도 처음에 용량보고 놀랬어 ㅋㅋ 심지어 2.3키로인가 2.7키로 짜리도 있음 ㄷㄷ 품절이라 그 아래 용량으로 사는거... ㅋㅋㅋ,스키피가 2키로도 넘는 용량이 있었다니 신세계다 ㄷㄷㄷ
1467271,MDRW2100022705.1,아아... 그러면 나중에 기회되면 꼭 한우곱창으로 드세요 수입은 특유의 냄새나고 맛없어요ㅠ,아ㅠㅠ 꼭 한우곱창으로 첫 도전해봐야겠네요 분위기가 좀 좋아지면 친구 불러서 한번 가서 도전해볼게요,네네 그대신 지갑은 빵빵해야해요ㅋㅋㅋㅋ 한우곱창은 가격깡패라ㅜ,악ㅠㅠㅠㅠㅠㅠ 먹고 나서 당분간 절약정신으로 살아야겠네여ㅋㅋㅋㅋㅋㅋ
528329,감성대화말뭉치.2505,응. 친구들이 나도 잘 한다는 걸 알아줬으면 해.,이 상황에서 내가 할 수 있는 일에는 무엇이 있을까요?,먼저 좋은 인상을 보여야겠어.,좋은 인상을 보이려고 하시는군요.
1963489,MDRW2100047200.1,아이돌 만나듯이요,이런거 오백개 달아서 님 태그할건데요,계폭가능한가요 난 조용하게 연애하고샆오요,그리고 전 꼬치꼬치가 나아요 하 ... 아뇨 님. 불가능하죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 풀어주다가 화날거같아 어케 일주일 삐져 사람이냐?!
885231,MDRW2100001496.1,,이사람 name20 닮았디? 페루사람,강준원이잖아 딱봐도 name20오빠 웨딩촬영이구만,아니라니까 친새끼 엄마큰일났어
