,dialogue_id,Q-3,Q-2,Q-1,A
1683680,MDRW2100037852.1,ㅋㅋㅋㅋㅋㅋ한봉....,안돼!! ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ벌써 벌써몇개씻음 황도가 더맛잇어 며칠두고말랑해지면 대박이겟당,ㅋㅋㅋ저기....복숭아 킬러씨
974429,MDRW2100001542.1,여보 신한꺼 쓰나,어떤거? 주식? ㅇㅇ,ㅇㅇ 글로 보냠되겠네 연말정산락 이런건 없ㄷ 제,음.. 알아보껭
1336049,MDRW2100013568.1,그나마 에어컨이 옛날만큼 전기 안먹어서요 진짜 풀가동이네요,맞아요 풀가동해야지 안그럼 힘들어요 어직 밖에 매미소리가 들리네요,아직 매미가 있어요?,네 지금밖에 울고있어요 엄청난 소리로
802828,MDRW2100001226.94,음,음..?,으음,찾아보고있엉?
1338283,MDRW2100013717.1,그러게.. 가을이 젤 좋은데 넘 짧지.. 여름 좋아해?,아니 더위타서 여름 너무 힘들어... 차라리 겨울이 낫다 넌 어때,나도.. 땀쟁이라... 가을 겨울이 좋앙.. 여른엔 슈퍼만 갔다와도 샤워해야하니까,그치 가만히 있어도 땀난다
885363,MDRW2100001496.1,아니 전화가넝 배달비내면,??? 아 9만 5천 거래 만주됐네,?? 산거지??,그래! 친새끼야!
514017,감성대화말뭉치.22247,,어제 건강검진표를 받았는데 여러 지표가 작년보다 나빠졌네. 올해 건강 관리를 소홀히 한 것 같아 후회돼.,건강검진표 결과가 안 좋다니 걱정되시겠어요. 어떤 지표들이 안 좋아지셨나요?,콜레스테롤 수치와 지방간 수치가 더 안 좋아졌어.
1802272,MDRW2100046540.1,드라이브라기보다는 한강에 차 세워놓고 누워있기요,와 좋네요 ㅎㅎ 저는 아직 서울로는 한번도 끌고나가본적이 없는 쌩초보여서요 ㅋㅋㅋ,시간이 다 지나면 웃으실거에요 ㅋ,열심히 연습해볼게요! ㅋㅋ
1774931,MDRW2100044537.1,,혹시 피자도 좋아하세요?,피자도 너무 좋아하죠~ 초딩 입맛이라~ㅎ,최애 브랜드 있나요?
1555017,MDRW2100028656.1,근데 불교가 교리가 좀 진보적이고 트여있어서 좋음,우리집 모태불교 모태천주교인,불교랑 천주교 같이 있는건가,다있어서 종교에 뭐 편견같은것도 없고 선호하는것도 없다
