,dialogue_id,Q-3,Q-2,Q-1,A
20621,Chat14016,,항상 최신곡만 들어야되나?,꼭 그런것만은 아냐.,넌 어때?
722853,MDRW2100000214.6,언제 퇴근해?,지금 준비중이야,오늘저녁메뉴는 라면임,어 정말 맛있겠네
1768067,﻿MDRW2100044037.1,,,운동하세요?,걷기운동해요
1184146,MDRW2100003019.1,필요한 생활용품들요,생필품도 중요하죠 확실히 온라인이 저렴하니까,맞아요 중고거래 해보셨어요?,음 주로 판매입장이라 구매는 잘..ㅎ
327896,HuLiC6793,당신이 가장 좋아하는 차는 무엇입니까?,내가 제일 좋아하는 건 캠핑카야. 캠핑카를 사고 싶어.,왜 캠핑을 좋아하나요?,그냥 밖에 나가서 자는 것 만으로도 좋아.
1533167,MDRW2100027148.1,ㅋㅋㄱㅋㅋㄱㅋㄱ 걔들이저 한국에서한동안활동안한다는데,흐린눈하던덬들현타좀맞았을듯 그래도활동은잘하니까....하면서넘어가던사람들도많았을텐데,ㅇㅇㅇㅇ 아니른데 한국사람들불만도꽤있었나봄,그른가 나야셉은잘모르니까
360670,HuLiC7549,외국영화? 생각좀 해봐야겠음,웅 웬만하면 넷플릭스에 있는걸로,넷플릭스 안써서 거기에 있는지 없는지 모름,아 그럼 그냥 제목 말해주면 내가 찾아볼게
1603266,MDRW2100031999.1,남편이 빵구워줬어요,어머 부럽다,그리고 오븐은 엉망진창이되었다고 합니다,아...저런 짜증...
1757692,MDRW2100043261.1,그렇게 좋아하진 않아요. name1 님은요? ?,저는 패스트푸드중 두번째로 좋아해요,오. 어느 햄버거 브랜드가 좋으세요?,전 버거킹 제일 좋아해요ㅎㅎ
1843905,MDRW2100047019.1,우ㅗㄴ대,온대? 와,웅 근데,빈짜
313562,HuLiC6462,너무너무 졸리다ㅠ,왜 졸려요?,새벽에 잠을 잘 못잤어,왜요? 무슨 일인가요?
372522,HuLiC7822,나도 기억이 안나서 ㅠㅜㅋㅋ,아 곽도원이였다 ㅋㅋㅋ,아 마저 ㅋㅋㅋㅋ 그리고 그 뭐시 중헌디 누구더라,그 애기? 김환희래
131143,HuLiC2251,확인해 봐야겠어요. 나는 줄거리가 좋은 미스터리를 좋아합니다. 또 뭐 하고 싶으세요?,미스터리 뿐만 아니라 판타지 소설과 영화도 좋아해 너는 어떤 분야를 좋아해?,저는 공상과학 소설과 판타지 또한 좋아합니다. 당신이 가장 좋아하는 책의 장르는 무엇입니까?,판타지와 미스터리 장르를 좋아해 공상과학 소설이라면 인셉션을 좋아하겠구나
1332139,MDRW2100013319.1,만보여 ㅎ,오래 걸으시네요! 만보에 시간은 어느정도 걸리세요?,1시간 10~20분요 ㅎ,어떤 운동화 신고 걸으세요? 운동화 브랜드 추천해주세요!
371680,HuLiC7803,나 넷플 !!,오 이 영화도 넷플에 있어?,응 아까 보니까 있더라 ㅎㅎ,오 잘됐넹 ㅎㅎ
699755,MDRW2100000120.44,누가봐도..,대머리에 저 뱃살 저뱃살,ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대머리인걸 인정해버린건가요?,인정 아닙니당 마마
1814864,MDRW2100046951.1,그 사람을 던지고 싶은 충동을,쉼터는 안 가봤는데 화장실만 있어요?,고기가 안맞으니,아 진짜 먹으면 안되나봉가
1760224,MDRW2100043449.1,뭔가 맥주마시는 기분?이 제대로 난다고 해야하나,목욕하고 나와서 따마시는 캔맥도 좋지않나요?,아 듣고보니 그것도 그렇긴 해요 ㅋㅋ,생맥주는 안좋아하세요?
864320,MDRW2100001386.71,이것도 전회사에서 작업 다들 고맙게도 말은해주시나,오,막상 가면 나이가 많다며 정직원 탈락...,아
391042,HuLiC825,술먹고 킥보드 타는사람은 그냥 음주운전하는거랑 똑같아,"네, 맞아요. 킥보드는 1970년대부터 존재해 왔습니다.",너는 킥보드나 자전거 타본적 있니?,"그런 적은 없지만, 그러고 싶어요. 저는 그것들이 레크리에이션 목적으로 사용되는 것을 알고 있습니다."
770243,MDRW2100001103.8,전화하면 물어봐봐 ㅎ,그때 문구 다주는거라고되있었나? 추첨2천명이런소리를ㅡㅡ 7월 치킨뽑기이벤트,전화하니까 그러던ㆍ?,어ㅋ
1704168,MDRW2100039385.1,집 앞 맛집이지만... 네 그 고등어구이가 바퀴나와요,아. 본죽집이 바퀴가 아니구나 그럼 죽머거 전 컵누들 매콤찜닭맛 먹어요 궁금해서,ㅋㅋㅋㅋㅋㅋㅋ 저번에 말했는데ㅠ 조아 죽먹고 계란이나 왕창 삶아둘까나 설거지하고 삶아서 조림만들까 싶음 당신의 장건강을 소중히 여겨주세요 맵지않을까,간장소스같길래요 간장이 매워봤자...
1946787,MDRW2100047100.1,금ㅇ욜이란게 너무 죠타  요렇게여~~ 5품목입니돠,너 크림 아직 안먹지 않앗냨ㅋㅋㅋㅋㅋㅋ,ㅇㅇ,근데 왜또사
331160,HuLiC6869,듣던 중 반가운 말이네요. 너의 남은 시간에 뭘 하고 싶어요?,방청소를 할거야. 화장실이랑.,그것 참 좋은 생각인 것 같군요. 당신은 화장실에서 무엇을 할 건가요?,ㅋㅋ청소를 할거야
549792,﻿감성대화말뭉치.29250,,,같은 층에 근무하는 동료가 오늘 갑자기 쓰러졌어.,동료가 쓰러져서 놀라셨겠어요. 어떻게 된 일이신가요?
1893863,MDRW2100047050.1,응 오늘쉬나바 안가는거 보니까 ㅋㅋㅋㅋㅋ,ㅋㅋ쉬나바는 뭐여 헐,안가면,스럽네
1521871,MDRW2100026387.1,음 저는 반찬을 많이 먹는 편이 아니라 한그릇? 으로 끝낼 수 있는 음식을 많이 해먹는 것 같네요 ㅎㅎ 메뉴선정 쉽지 않죠 ㅠㅠ,그니깐요~ 어쩌다 배달음식도 시켜주긴하는데 책임회피같아서..ㅠㅠ,저는 양식을 선호해서 파스타나 라따뚜이 같은것도 자주 만들어서 먹고 오늘는 김치볶음밥 해서 먹으니 반찬이 필요없더라구요 반찬에 국에 하는 것 자체도 힘든데 자주 겹치지 않게 하는게 정말 힘든 것 같아요ㅜㅜ,맞아요 가끔씩 애들 학교 영양사샘이랑 텔레파시가 통하기도 해요. 식단이 똑같아져서..
412708,HuLiC8750,고전 영화 중에 추천 해줄만한 영화있어?,대략 몇십년도 영화 추천해줄까?,오 ㅋㅋ 다알아?,90년 대? 당연하지ㅋㅋ
