,dialogue_id,Q-3,Q-2,Q-1,A
1803785,MDRW2100046659.1,,안녕하세요,안녕하세요! 아침은 드셨나요?,넵 아침먹고 출근했습니다 name2님두 드셨나요
1880458,MDRW2100047039.1,DDD 진자..날티나ㅠ,아 근데 주연이 탈색 톤그로인데,날라리~이주연~ ㄱㄴㄲ,한번 더해주면 좋겠다.
1885606,MDRW2100047043.1,쫌만 가면 내 모교 있네 ^^,그리고 가서 대기하는 것보다 먼저 전화해서 주문예약 하면 시간 알려주거든? 그 시간에 맞춰서 먹으러 가면 되염ㅋㅋㅋㅋ 아진짜????????????????? 근데 왜 몰랐어!!!,이게 언제 생겼지...? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,찐맛집은 아닌가봐... 주민이 모르시는데...ㅋㅋㅋ
564213,﻿감성대화말뭉치.32070,,,이번에 전혀 상관없는 부서로 발령 나서 가게 됐어. 아무래도 직장을 그만두라는 압박인 것 같아.,다른 부서로 발령 받았는데 그만 두라는거 같아 회사에 상처를 받으셨군요.
33716,Chat2166,넌 분홍색이랑 파랑중에 뭐가 좋냐?,뜬금없이 그건 왜.,난 분홍이 좋거든.,난 둘다 싫은데.
1531876,MDRW2100027054.1,제가 어머니라 제가 챙깁니다..ㅎㅎㅎ,아 진짜요? 가끔 힘들지는 않았지만세요?,저는 요리하고 식사 차리는 걸 안힘들어해서 괜찮아요 그래서 우리집은 거의 배달음식을 안먹죠 배달앱 쓰시나요?,아하ㅎㅎ 요리 좋아하시나보네요 네넹 가끔요 근데 시키는데만 시켜먹어서 전화번호 아예 저장되어있어요
583663,감성대화말뭉치.35892,무슨 일이 있는지 서로에게 관심이 없어. 무언가 불안해.,서로에게 관심이 없어 불안하시군요. 이 상황을 변화시키기 위해 할 수 있는 게 있을까요?,집에서 나라도 여기 저기 말을 먼저 걸어보는 건 어떨까 싶어.,원하시는 방법대로 해서 좋은 결과로 이어졌으면 좋겠어요.
1781971,MDRW2100045066.1,name2님은 반려동물 키우세요?,아니요ㅜㅜ 관심만 좀 있어뇨! name1님은 반려동물 키우시나요?,아아 저는 고양이 한마리 키우고있어요ㅋㅋ name3가 우리 고양이랍니다,앟ㅎㅎ 뭔가그러실것같았어요ㅎㅎ 몇살이에요??
1356026,MDRW2100014922.1,하교 후 일정도 세워야하는데 걱정이에요. 학원도 알아봐야하고,조카도 그렇더라구요.. 유치원은 종일반 있었는데.. 1학년되니까 오히려 일찍 끝나서 학원알아보고.. 피아노랑 미술 학원 다니더라구요,공부 시작하면 학업 스트레스를 받게 된테니 좀 놀게 해주고 싶은데 놀아줄 사람이 없고.,지금 그렇죠.. 코로나때문에 애들끼리 놀라고도 못하고.. 그래서 작년에 저희집에서 조카 보느라 좀 고생했어요.. 동생네가 맞벌이라서요 학원은 어디보낼지 생각해봤나요? 피아노가 좋더라고요
1318286,MDRW2100012353.1,안녕하세요 오늘은 김치찌개 먹었어요 김치찌개 좋아하시나요?,네! 저는 꽁치김치찌개를 좋아합니다,꽁치김치찌개 맛있죠 자주는 못먹는데 밥이랑 김이랑 같이 먹으면 든든해요,그쵸그쵸! 김이 밥도둑이에요
