,dialogue_id,Q-3,Q-2,Q-1,A
98031,HuLiC1488,"아하, 바비 인형이 한 그 스타일? 맞지?","네, 이것은 1959년에 미국의 장난감 회사 마텔에서 만든 인형입니다.",아 바비. 모든 소녀들과 아니 여자들의 로망이지. 보기만 해도 힐링 되는 . ㅎㅎ,신기하네요. 여가 시간에 하고 싶은 취미가 있나요?
1382602,MDRW2100016753.1,그 안경끼사람이름모지 애아빠 김석훈 ㅋㅋ 쓰면서생각나는건 모야 ㅋㅋㅋㅋㅋ 자문자답,이석훈이에요!! 성을 바꾸시다니 ㅋㅋㅋㅋ,이석훜이네 ㅋㅋㅋㅋ헐 그것도 생각났다구요!!!,ㅋㅋㅋㅋㅋ이석훈 훈훈햌ㅋㅋㅋ
432458,HuLiC9205,아니! 못봤어,거기 나왔던 사람인데 여기도 나오더라고..,대단한걸,왜 영화가 그냥 그랬는지 말해줄게
934062,MDRW2100001527.1,name2 진짬뽕컵 찾았다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,헐ㅋㅋㅋㅋㅋ 대박 다행이댜ㅋㅋㅋㅋㄱ,아니 다행이 아니라 스파게티 박스에 진짬뽕 스티커 붙어서 온 거야 ㅠㅠ ㅋㅋㅋㅋㅋ저거 뭐라 말해야됨 ㅠ,엥? 내용물은 스파게티야?
636636,감성대화말뭉치.9486,,내가 항상 연애를 안 하니까 다들 슬슬 이상하게 보고 있어.,확실히 오랫동안 연애를 하지 않으면 취향적인 문제를 의심하는 사람들도 있죠.,그래서 이제는 정말로 슬슬 연애해야 할 것 같아.
1446276,MDRW2100021226.1,이젠 네이버 못믿어요.. 혹시 서울 사세요?,아뇨~ 전 부산살아요ㅎㅎ,아아 ㅠ 서울 사시면 추천드리고싶었는데 부산에서는 까눌레를 못먹어봐서....,아정말요?? 추천해주세요! 저 서울 자주가요 ㅎㅎ
609543,감성대화말뭉치.4166,,우리 아들이 사기 혐의로 경찰에 구속되었어. 믿을 수가 없어.,저런. 많이 놀라셨겠어요.,어떻게 해야 할지 모르겠어. 이성적으로 대처를 잘 해야 할 텐데 눈앞이 깜깜해.
617008,감성대화말뭉치.562,,치매가 있는 엄마를 요양원에 모시고 오는 길이야.,어머니를 요양원에 모셔서 많이 슬프셨겠어요.,오는 길에 많이 울었어. 서럽고 엄마한테 미안하고 내가 원망스러워.
698414,MDRW2100000118.27,,ㅇ ㅓ  슈퍼미 치니까 루키스 나와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,아님 영화들봐라 넷플볼수있나,엉 넷플있어 아 슈퍼미 틀었는데 리뷰 봤던 거 생각난다 리뷰에서 결말도 말해줘가지구 스포당했는데 그래도 머 어차피 왕대륙 얼굴보려고 킨 거니까 좀 봐봐야지 와 연기 잘해
698610,MDRW2100000118.46,,ㄸ 그거랑 향 비슷하나 롤렘 넘 좋았던 기억이 있다이가 내 안쓴지 오래됐지만 아직도 기억남,아 완전똑같지 아니,ㅋㅋㅋㅋㅋㅋㅋㅋ코코도르 가즈아! 만원뿌이안하네 하 향에 대해서 물어보기 진짜 잘했다
500192,감성대화말뭉치.19519,일진들한테 구타를 당해서 화가 나시겠어요.,날 때린 놈들한테 똑같이 되갚아 주지 않으면 분이 풀리지 않을 것 같아.,날 때린 놈들한테 똑같이 되갚아 주지 않으면 분이 풀리지 않을 것 같군요. 이 상황을 해결하기 위해서 무엇을 할 수 있을까요?,증거를 가지고 경찰에 신고할거야.
172771,HuLiC3212,,밖은 추운데 방은 더워서 문제야 ㅋㅋㅋ,"무슨 말인지 알겠어요, 밖이 너무 더우면 정말 싫어요.",맞아~ 추운것보다 더운게 더 싫어
27512,Chat1533,그렇구나 하긴 가정이 화목한게 좋지.,응. 다 내가 어떻게 하느냐에 달렸더라구.,그렇지 역시 사람은 효도하고 살아야해.,응. 정말 부모님께는 잘해야하는거같애.
1716527,MDRW2100040267.1,보통 인스타같은거 보고 찾아가시는거예요?,"네 그러기도 하고 친구 추천으로 가기도 했고..? 요즘은 친구들이랑 거의 데이트처럼 노니까 네네 약속장소 정할 때 인스타, 블로그 이런 데 찾아봐요! name2님은요?",맞아요 가는곳이 비슷비슷해져요 저는 그냥 의견을 안내요ㅋㅋ 상대쪽 원하는방향으로,앗 그러시구나 !!!! 상대방한테 맞춰주시는군요 그럼 리드하는 애인을 만나셔야겠어요!
1779292,MDRW2100044866.1,아무래도 불편하죠,악덕은 아니시죠?,그렇진 않은데요 애 낳고 좀 육아관이.달라서 의견 충돌이 있었어요,아... 엄마가 키우는데 왜 참견하시는거죠?
1873073,MDRW2100047034.1,,지난번도 계속 연장연장이었는데 또 연장이라닠ㅋㅋㅋ 토요일에 노니까 할말 없긴해^^ㅋㅋㅋ 무슨일니잌ㅋㅋ,잘못걸어쪜ㅋㅋㅋㅋ 일욜날 몇시에 출발 예정이닝,차 막히기 전에 나오면 되지 않을까..?
