,dialogue_id,Q-3,Q-2,Q-1,A
20938,﻿Chat14074,,,흑인들은 정말 노래를 잘 부르지 않아?,응. 알앤비 하나는 정말 끝내주지.
1107493,MDRW2100001622.1,아니 백화점쪽으로 갈게,응 나 애경으로 가는중,나 마트앞 식품관,거기 한번만 더 둘러봐봐 ㅠㅜ
1417697,MDRW2100019248.1,ㅇㅎ..... 왜 안죽이지 걔넨 좀 죽여도 될것같은데 안죽여서 타탈이랑 사이 안나빠지는건가?,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그럴지도 그리고 주인공 행동에,아니 전설퀘같은데에 자꾸,뭔가 대의라도 있었는데
1171667,MDRW2100002198.1,,받은 선물 중에서 기억남는 선물 있어요?,음 저는 에어팟이요! 상상 못했던 선물이라 더 기억에 남는 거 같아요,헉 에어팟 선물이면 저도 기억에 남을 거 같아요ㅋㅋㅋㅋㅋㅋㅋ
610994,감성대화말뭉치.4444,,나 지난번 펀드에 투자했는데 큰일이야. 마이너스 이십이네.,펀드 문제로 걱정하시는군요.,중국펀드는 마이너스 사십이야.
1585076,MDRW2100030743.1,난 언성듀엣이 너무 사고싶어,ctyep 친구도 단답대화하는데 다 인정해줌 룰북 곧 가질 수 있어,그리고 시날집도 사고싶어 흡끅,나도 더 많은 룰북 사고 싶어
1261936,MDRW2100008349.1,아놔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 저 그것도 해본적 있어요 빵 만드는 알바 반죽 놓쳐서 진짜 엄청 혼났어요 근데 이 실수는 다 한다고 그러던데요... 진짜겠죠? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 얘기하니까 진짜 사고뭉치네,헐 만드는 알바요?!!! 그 뭐냐 자격증,근데 저 일머리 있다고 늘 칭찬받았었어요 진짜로요; 이미 신뢰도 바닥간거같은데 아놔 보기전에 떠나버린 대화 오늘 집사부에 안산선수나왔다고 하더라고요~~~~ 물론 전 못봣지만.,양궁협회 일 진짜 잘해
595564,﻿감성대화말뭉치.38214,,,오늘 상상도 못한 학교 폭력을 당해서 너무 황당해.,학교 폭력을 당해서 황당하시겠어요.
1614167,MDRW2100032744.1,,우리 백신예약 언제지?,27일인가 28일인가? 둘중 하나,시간은?
131441,HuLiC2259,진짜요? 몰랐어요. 돼지고기가 들어간 가장 좋아하는 음식이 있나요?,삼겹살을 구워먹는것도 맛있고 목살로 제육볶음을 해먹어도 맛있지,그거 정말 좋은 생각이에요. 저는 보통 바비큐 그릴에 구워 먹습니다.,와우 그릴에 구워먹는것도 맛있지. 나는 바비큐그릴은 야외에 놀러갔을때 가끔 해먹어
1868904,MDRW2100047031.1,아니,ㅗ마자,내가더,마자 너가더 멋져
734589,MDRW2100000247.40,더 그런 것도 있겠더,너는 쉬고싶어함,ㅁㅈ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이런 말과 행동이 반대되는 사람들... 아냐 그사이에 바뀌었을 수도 있지
1473681,MDRW2100023129.1,우와ㅎ,관광차 아침 출발전에 주유하는건데,이야 정말 꿀이네요ㅎ 나도해야겟다ㅎ,기사님들이 시간안맞으먼 4시고 5시에도 전화와서
477497,감성대화말뭉치.15064,고백하지 않았던 사실이 바보같이 느껴지고 후회가 되는군요.,매일 고백도 하지 못하고 짝사랑만 하는지 슬퍼서 눈물이 나.,지금의 기분에서 벗어나기 위해 무언가 할 수 있는 것은 있을까요?,나가서 친구들과 수다 좀 떨고 와야겠어.
1939848,MDRW2100047094.1,ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ 아웃겨 먼 그콘임 플레인 ?,엉 ㅋ ㅠ my dinner 은 go,왜 왴ㅋㅋㅋㅋ큐,걍 내일 집에 와서 할깡 스콘 먹을랬징 저녁에
1328870,MDRW2100013081.1,그래서 아까 선정이라고만 써있었나바 히히 초등학교 돌봄교실에서 일한다니까,하루에 몇시간만 딱 하니까,힘든거 많이 없겠쥥,좋은거같아
