,dialogue_id,Q-3,Q-2,Q-1,A
75766,﻿new_chat.41,,,하2.,하이~.
1157368,MDRW2100001648.1,",,",더라이야 ‍️,아왜~~~! 나이키,주평은
695416,MDRW2100000108.32,오늘도 셔츠 ㅋㅋ 내일도 셔츠 ㅋㅋㅋ 히히 내 여행복이자 일상복 ㅋㅋ,내일 어디가나여,내일 name7 만나로 목포갑니당,와우 name7만나러 목포로 여행가네여ㅎㅎ
532293,﻿감성대화말뭉치.25820,,,그 동안 고생한 아내에게 같이 준비한 노후자금의 반을 주려고해. 너무 기쁘고 신나.,같이 고생한 아내에게 노후자금을 나눠 줄 수 있어서 마음이 기쁘시군요.
533584,감성대화말뭉치.26075,사귀던 사람한테 돈을 빌려줬는데 전혀 갚을 생각을 안 해.,빌려준 돈을 갚지 않아 난감하시군요.,거기다 헤어지자는 말까지 들었는데 돈을 갚겠다는 건지. 이젠 너무 질렸어.,헤어지자는 말까지 들어서 속상하실 것 같아요.
1888848,MDRW2100047046.1,대형마트 ㅋㅋㅋㅋㅋㅋ 아 ㅔ우이,쿡쿡...,우리 대단한거같아,ㅋㅋㅋㅋㅋㅋㅋㅋ 이마트 블루베리 맛있다
1660608,MDRW2100036124.1,아하..... 근데 사실 바다는 그 근처를 걷는 것만으로도 만족스럽잖아요ㅎ.ㅎ 부산 바닷가 근처 호텔 잡고 싶었는데 성수기라 포기햇던 기억이 있네용,괜히 성수기가 아닌..,맞아요 호텔 예약이 전부 차 있어서 어렵더라고요 예약이ㅠㅠ 진짜 성수기 부산가기 넘 어려워요ㅠㅠㅋㅋㅋㅋㅋ,네 사람도넘많아지고 진짜 코로나이전에 해운대에 모래보다 사람이더많을정도
84359,HuLiC1172,사고 싶은 운동화가 있는데 구하기가 너무 어려워.,어떤 종류의 운동화를 원하세요? 선택할 수 있는 게 너무 많아요!,나이키 덩크로우 화이트 블랙이 가지고 싶어.,저는 나이키 에어 조단을 가지고 있어요. 그것들은 제가 가장 좋아하는 운동화입니다.
1531175,MDRW2100027002.1,아침은 해드시나요??,저는 간단히 우유랑 시리얼 먹는 편이에요 name2은 드시나요?,저희 가족은 아침을 꼭 먹는편이라 챙겨준답니다..ㅎㅎ 간단히 먹을때도 있어요.. 밥이랑 국할떄도 있구요,주로 어떤 메뉴 드시나요? 저도 시간 여유 있으면 밥이랑 국 먹고 싶은데 시간이 없어서 그냥 간단히 때우네요..
1181927,MDRW2100002857.1,저는 태국이요 약간 느리고 여유로운 분위기가 좋더라구요,아~~가보신적 있으세요?,네 한 번 가봤어요ㅎㅎ name1님은 해외 가보신 적 있으신가요?,저는 한번이요ㅠ
1117281,MDRW2100001630.1,고용보험 미적용자만 해당사항인거지?,네네네 그렇다고 하네요 ! 언니 해당되는거 아니에용 ~?,안될걸.... . .....ㅠ,에잇 ㅠㅠ 아 언니 우리 포항 확진자 나온거 봣나유 ㅠㅠ
1349197,MDRW2100014461.1,다이어트 한 적 있으세요?,다이어트야 맨날 입으로만하죠뭐 ㅋㅋㅋ 작심삼일 ㅠㅠ,ㅋㅋㅋㅋ 저 10키로 뺐어요!! 질문받습니다ㅋㅋㅋ,우와!!~! 축하드려요!! 엄청 노력많이하셨겠다 ㅜ 운동하면서 빼셨나요??
1895083,MDRW2100047050.1,,아하,이거 해여됭 스벅 아메2잔 하면 될것 같은데 8200원인데 4200원에 사는거징,ㅋㅋㅋ 아 세시인줄 벌써 ㅠㅠ
972466,MDRW2100001541.1,쉽게말하니까 쉽게 생각하게 되네,먹혔다 아싸...,나 포폴 아직 별거옶는데.. 역쉬 이name1.. 내인생 길잡이,그건 인사담당자가 판단할 일이야
1586054,MDRW2100030814.1,,항상 이슈 머리가 중요한 것 같아요,맞아요 소문나기전 들어앉아 기다려야해요,이슈가 있으면 매우 사람들이 많이 사고요
8045,Chat11514,그래 배나오는건 용서가 안된다구.,그렇지.,응. 빨리 운동해.,좀 힘들긴 하지만 열심히 해야지.
1907531,MDRW2100047060.1,불쌍해도 안대 아 어제 잠 안와서 유튜브 보다가 잤는데 재밌었어,건강한 연애를 본인도 하고싶어해,노력을 안하는거야 그냥,성격이
183700,HuLiC3465,월요일이 이틀을 쉬고 출근해서 그런거 같아.,그것이 하루 쉬어야 할 좋은 이유입니다. 당신은 어떤 일을 하세요?,그냥 일반 사무직이지 뭐. 그래서 더 힘들어 지루해.,"그렇긴 한데, 적어도 가족이나 친구들과 시간을 보낼 수 있잖아요."
451057,altergo_c.745,,이번 주말에 열대어 동호회에 참여하자.,그래. 어디서?,드림 수족관.
879215,MDRW2100001398.31,겁난다 내가오디서,그러니깐 ㅠ,누구한테,그렇지.
464196,감성대화말뭉치.12466,,새로 친해진 친구가 있는데 그 사람이 나를 많이 안 좋아할까 봐 걱정돼.,새로 사귄 친구관계에 대해 걱정이 있으시군요. 특별히 걱정되는 이유가 있을까요?,그냥 내가 가끔 말을 솔직하게 하는 편인데 상처받을 수도 있을 것 같아.
1744303,MDRW2100042301.1,자기만족추구인가요?,자연스러운만남추구! >\\\<,아ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋ 어떤파이신가용!
924514,MDRW2100001523.1,name1아 오늘 거기 좀 갔다와. 한국투자신탁,알겟엉 엄마오디야,오데야?,옴마 나 밥먹고감 조별과제도 모임
1548094,MDRW2100028172.1,맞아요 생활과 생존이 중요하죠!,직업에 있어 어떤걸 제일 중요하게 생각하세요? 워라밸 급여 성장가능성 사회적인식 넷중에요 ㅎㅎ 저는 일단 급여인것 같아요 ㅋㅋㅋㅋ,저는 워라밸이랑 급여랑 비슷한거 같은데 워라밸이 좀 더 중요한거 같아요 돈을 아무리 많이 벌어도 몸 갈면서 돈 벌면 그돈 다 병원비로 나갈 거 같아서,그것도 맞는 말이예요 ㅋㅋ 너무 힘들면 사는거같지도 않더라고려
183648,HuLiC3463,상담을 받는것도 도움이 되는것 같아요. 스트레스를 많이 받잖아요. 요즘 사람들은요.,"네, 맞아요. 도움이 필요하다고 느끼면 도움을 받는 것이 좋다고 생각합니다.",맞아요. 물론 인정하고 가기까지가 힘들어서 그렇지만요.,"네, 맞아요. 저는 당신이 할 수 있는 최선은 당신의 치료사에게 정직하게 말하는 것이라고 생각합니다."
429109,HuLiC9128,일루미나티? 삼각형?,네,세상의 진리지,프리메이슨 이라던지
1028264,MDRW2100001583.1,ㅋㅋㅋㅋ,안밀렸음 자기도 당첨인데 난 안전빵 ㅋ,난 틀린듯 ㅋ 뜨자마자 눌럿는데 사람들 엄청 빠르네 ㅋㅋ,오늘 15명이래 ㅋ 몰라~ 미리 올린애들 걸러내면.. ㅋㅋ 코난들이 많아서 잘 걸러네 ㅋㅋㅋ
696236,MDRW2100000110.3,지켜야지요 머리가 아파 디지겠어요 ㅠ 난 맥주보단 소쥬~~,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ지켜보겠습니다 ㅋㅋㅋ 살포시 삼일 예상해 봅니다 ㅋㅋㅋ,ㅋ즐,집에서 혼술로 소주 가능???
1883058,MDRW2100047042.1,너 연돈 온제,name7 온 날에 화채 조질까,티케팅 시작해 웅 name7 날에 요리 하자,토욜부터 트라이 해보자 터욜 근데 비오면 낚시는 못갈지도 그럼 집와서 오락이나
105026,HuLiC1649,난 스파이더맨 시리즈를 좋아해,스파이더맨은 내가 가장 좋아하는 슈퍼히어로 중 한 명이에요. 그는 스탠 리와 스티브 딧코가 만들었습니다.,와 너 영화에 대해 잘 아는구나,"네, 있습니다. 저는 마블 시네마틱 유니버스를 좋아합니다. 당신은요?"
736154,MDRW2100000253.23,니가 끓여줄 땐 맛있었는데..,ㅋㅋ 라면도사님 방학이 그립다 여보,아까운 라면만 하나 버렸지 뭐야,아깝긴
1880228,MDRW2100047039.1,무슨그룹인지도 모르고 웃으면서 지나친 기억남 뭐야 노라조야? 하면서,나도 안좋아할대인듯,ㅋㅋㅋㅋㅋㅋㅋㅋ어이없어ㅠㅠ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠ 와이정도라서 어디든다가 보이즈였나봐..
1483991,MDRW2100023792.1,네 감사합니다 name2은 어느 계절을 좋아하나요?,봄이 좋은데 너무 짧아지고 있는거 같아요,저는 가을 좋아하는데 가을도 짧아지고 있어서 아쉬워요,오늘도 비가 오네요. 피해 없으시길....
731142,MDRW2100000240.4,시간되면 영화 보고 와,내 근육통있어서 안갈란다,알았다,엉
1470526,MDRW2100022921.1,왜 여자가 결혼을 안하고 출산을 안하겠니,근데더웃긴건 그보고소원본하고 기사난거하고 약간다르게,아 ㄹㅇ?,바꾼게제일코미디임 ㅇㅇㅇ완전정확히 보고서에는 at least korean men 이런식으로 한국남자라서 한국남자만아니면 이런식으로콕찝어서 알려줬는데 기사는일부러다없애고 애매하게씀ㅋㅋㅋㅋ
