,dialogue_id,Q-3,Q-2,Q-1,A
1976343,MDRW2100047749.1,도랄ㅆ어?ㅡㅡ 무리하지말라구 당이라도 먹어!!!!!,폭주햇아 ㅋㅅㅂ 파운드케이크. 약과 ㅣ팩. 떡 ㅣ개 먹구 커피 시킴 ㅡㅡ;; 내꺼 머게 여기서????,너 토피넛라떼ㅡㅡ? 으니 대실거까지 왛노 ㅋㅋㄹㅋㄹㅋㄹㅋㄹㅋㅋㅋㅋ,ㅠㅜ 멀라 감삼말고 언니가 여기 시키재서 ㅎ 언냐ㅡㅡ 저 딸기시켯거든여? ㅎ
130181,HuLiC2229,프레첼이랑 후머스가 뭐야? 처음 들어봐서 잘 모르겠어,프레첼은 일반적으로 간식으로 먹는 소금에 절인 납작빵의 한 종류입니다.,프레첼이 집에서도 만들어 먹을 수 있는 음식이야?,"네, 집에서 항상 만들어 먹어요. 저는 수제 사워도우 만드는 것을 좋아합니다."
1647628,MDRW2100035130.1,전..아침 안먹어서 ㅋㅋㅋㅋㅋ 아메리칸식으로 주문주면 좋겠네요 ㅋㅋㅋㅋ,아하 그럼 점심은 뭐 드세요?,점심은 아직 모르겠어요 ㅋㅋㅋㅋ 뭐라도 시켜먹을듯요 ㅋㅋㅋㅋㅋ,저는 햄버거 먹으려구용ㅎㅎ
1106565,MDRW2100001622.1,고마워~~,빨리와 ㅋㅋㅋ,웅 우유만사갖고 갈게,웅 ㅋㅋㅋㅋ
1194764,MDRW2100003797.1,3위는 오 내가 좋아하는 이승기,아 맞네 이승기가 있었네,고등학생때 모습이라 완전 풋풋,내여자라니깐ㅋ
1037722,MDRW2100001590.1,눼!!!!!!!!!!!!!! ㅋㅋㅋ엄마 엄~~~~~~~~청 좋아할듯 저한테도 언제 애낳냐고 몇일전에 그래서 엄마 나 아직 식도 안올렸어~!!! 이랬거든요 ㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋ 딸이 임신하는 건 또 다르다고 하던댕~ 일단 카톡보냈움,그건 그렇겠죵? 그래도 딸은 시집 보내는거구 아들내외 손주는 또 그래서 특별하기도 하잖아용 ><,그렇지ㅋㅋ아~또 이상하게 떨리넹ㅋㅋ
1530937,MDRW2100026985.1,ㅋㅋㅋㅋㅋ그쵸그쵸 ㅠㅠ 다들 곁에 없다보니까 또 보고싶고 그렇다 새벽에 촉촉해짐,name4는 회색일 것 같다고 멋대로 예상하고 있어요 ㅠㅠ촉촉,name3는 말티즈~~~ 흰색이었어요.,에궁
964129,MDRW2100001538.1,냄새짱조아 에프에 돌려먹어야지ㅋ 사진ㄱㅋㅋㅋ흔들렸네ㅋㅋ 공모주했지? 빨리먹고싶어서대충찍음ㅋ,ㅋㅋㅋㅋㅋㅋ응 공모주햇엉 맛나게먹엉 ㅋㅋ 짜장품절이라 스파게티만샀어 ㅋㅋ뽀로로 가져가 집에 국이랑 반찬들 조금씩있어서 그냥와도될듯 알아서꺼내먹어 ㅋㅋ 냉장고에 초코에몽있는거 먹지마ㅋㅋ유통기한 오래됐어,말안했으면 name8먹고배탈났겠다ㅋ응알겠어 바나나랑 찰떡 챙겨가서 엄마저녁에먹으라고해야겠다,ㅋㅋ웅 ~
169091,HuLiC3127,아니 사실 비싼 에스프레소 여서 그냥 탄산수 섞어서 마셨지 뭐야. ㅋㅋㅋ,"좋은 생각이에요, 다음에 스타벅스에 가면 꼭 먹어봐야겠어요.",거기는 스타벅스는 아니냐. 스타벅스는 늘 너무 사람이 많고 커피 맛이 개성이 없어.,"네, 매우 붐빕니다. 그들은 전 세계에 23,000개 이상의 지점을 가지고 있습니다."
1063577,MDRW2100001597.1,여튼 캄브리지 가면 나랑 name3는 안갈거야 그렇게 알어,응 ㅋㅋㅋ 돗자리 대문에 걸었어,땡큐~ 여보,응
761451,MDRW2100001025.66,그럼 다행..,"그래도 빙수먹을땐 동숲 강의해줫다구,,,",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 빙수먹으면서 보드게임해야 찐 여름방학 바이브인데,키야
430706,HuLiC9165,그 보스베이비2,오 보스베이비 ~ 귀엽지,맞어 보스베이비 짱 귀엽지,그거 내일 개봉한대
797997,﻿MDRW2100001195.7,,,그 부분은 아쉽네. 여기도 비 온다 거기도 비와?,안와! 방금 쓰레기 버릴 겸 나갔다왔는데 안오도라
410915,HuLiC8709,ㅋㅋㅋㅋㅋㅋㅋㅋ 그런영화 소재가 괜찮긴한가보다,비현실적 소재로 만든 영화인데 뭔가 로맨스 있는게 좋음 어바웃타임은 봤어?,아니...,거기서 처음에
1794456,MDRW2100045964.1,ㅋㅋㅋㅋㅋㅋㅋㅋ점심은 어떤거 드실 예정이세요?,글쎄요. 식당갈거라서ㅎ 백반 먹게될거 같아요,오 백반좋죠 ㅠㅠ 외식은자주하시나요?,요새는 잘 못해요ㅋㅋ
1175130,MDRW2100002393.1,진짜 .... ㅜㅜㅜ 표현하는ㄱㅔ 어려워도 애들한테 계속 해줘야하는 것 같아요,그러니깐 쟤네는 안정적인 성향이 클거 아녀,맞아 잘 컷네.....,그게 제일 부럽더라
1758548,MDRW2100043323.1,응응 7시부터 수업이라 배달 시켰어,무슨 수업?,아 대학원 수업읶오ㅠㅠ,오 멋지네
929377,MDRW2100001524.1,녹차쿠키 이시간에 퇴근하면 짱추웠겠다 ??,아직 가믄듕 생각보다 안춥네,오올,녹차쿠키는 어디서 낫따
1535249,MDRW2100027294.1,정말 ㅠ 배구직관 한번 안가본게 너무 후회스러워요,맞아요 정말 그렇게 멋지고 그렇게 재미있는 줄 예전엔 미처 몰랐어요,김연경선수 김희진선수 서브할 때 몸이 활처럼 확 휘어있는거 보고 와 저것도 양궁아닐까ㅋㅋ 이러면서(...),일리있습니다 역시 우리나라는 활의 민족...
13842,Chat12679,,난 프랑스 영화가 좋다.,난 $Theme 재미없던데.,사람들이 많이 그렇게 생각하더라고.
677886,﻿MDRW2100000101.96,,,나 다른 바지 많이 입어도 주변 사람들이 그 바지만 자주 입는다고 기억하는 경향이 있나봐 그걸 실제로 자주 입기는 하는데,그 바지가 name2이한테 잘 어울려! ㅋㅋㅋㅋ 그래서 인상에 강하게 남은거 아닐까 그거 말고는 데님 멜빵같은것도 기억나
771625,MDRW2100001106.20,우리애기 안녕..,ㅎㅎㅎ안용 실장님이 토욜날 바빴던거보고 솔티사주셨어  메롱,name2 화이팅!,ㅎㅎ 점심때 2층 네일샵 가기루했어 네일 떼려고!!! ㅎㅎ
1904987,MDRW2100047058.1,난 3학년이지만 1학년 수업 들어야돼,우리집 어제부떠 밥먹으러 오는 애기 왜 1학년,하나도 모르겠어 귀욥네 까만냥이,아니야 넌 컴터 잘하니까 금방 따라잡을수있을꺼야
568229,감성대화말뭉치.32854,사는게 허무해서 숨쉬기가 싫으시군요. 조금 더 자세히 말씀해 주시겠어요?,남편도 자식도 내 말을 다 무시해. 아무도 나를 이해해 주지 않아.,아무도 나를 이해해주지 않는 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,계속 참다간 화병으로 죽겠어. 왜 그러냐고 화를 낼 거야.
