,dialogue_id,Q-3,Q-2,Q-1,A
1964826,MDRW2100047287.1,근데 싼건 잘 나가고 비싼건 잘 안나가서 거래한 거에 비해 돈은 벌로 안돼요/ 선풍기는 여름특수 누린거구요 ㅎㅎ,그렇죠 저도 그래요 오늘까지 보고 확내리고 안됨 ㅜㅜ 버리겠어요 중고 거래가 큰돈은 안돼요 ㅡㅡ 선풍기는 여름이죠 시기 맞춰서 잘파셨네요 ㅎㅎ,네.. 선풍기 덕분에 몇만원 단위로 벌었지.. 보통은 몇천원이에요..ㅎ 아.. 산건 아이패드 샀네요.. 판것보다 산게 더 비싼..ㅋ,헉 몇배로 사셨네요 그래도 몇만원 와 좋은데요 ㅎㅎ 아이패드 잘 쓰고계세요?
669306,MDRW2100000086.16,나 못했는데 어째,작년에 엄청 고생해서,산지 4년째인데,난 3년째잖오
327733,HuLiC679,그렇구나! 하지만 미용사들이 해준 머리랑 내가 하는거랑 다른 머리가 되는 것 같아 그렇지 않니?,저는 당신을 원망하지 않아요 저도 헤어스트레스를 좋아하지 않아요.,ㅎㅎ 맞아 나도 스트레스 받는 건 안 좋아해 노래 부르는거 좋아하니?,"저는 노래 부르는 것을 좋아하지만, 잘하지는 못합니다. 너는 어때요?"
672221,MDRW2100000090.141,내앞에서핸드폰만 붙들고잇는거이해해주는타입이야?,어떤상황일떄?,자영업이라 주문들어온거본다고 일하는?,그냥 일만하지 연애는 왜 한대 ㅋㅋㅋ
1292197,MDRW2100010442.1,맞아요ㅋㅋ 어제 좋아하는 팀이 이겨서 좋았어요,좋아하는 프로게이머있으세요?,저는 티원 팀의 페이커선수 팬이에요,페이커선수 이름은 저도 들어봤어요
1336975,﻿MDRW2100013633.1,,,점심 드셨나용ㅎㅎ,"점심도 먹고, 저녁도 먹었습니다 ㅎㅎ 저녁 드셨어요?"
734886,MDRW2100000247.58,과일 품종이 궁금해서 농산물 공부하고,오 농산물이랑 베이킹..,이런식인거임,밀재배라면 인정.. ㅇㅇ
271907,HuLiC550,스탠 리가 누구야?,"그는 TV 쇼 ""스쿠비두""에 나오는 가상의 인물입니다.",스쿠비두는 어떤 쇼인지 소개해줄 수 있어?,유령의 집에 사는 뱀파이어들에 관한 쇼입니다.
1626463,MDRW2100033552.1,대박 뭐가 그리싸요?,반찬집에서 배달시킨거라 ㅋ,오 저도 담에 그래야겠네요,여긴 모듬전으로 검색하니 소담푸드
643448,MDRW2100000018.3,옹 내일 아니고 담주에용,웅 알아용 ㅋㄷㅋㄷ,쩝 그러면 내일 흠 오카눙,내일왜용 ㅋㄷㅋㄷ 울집에있어여 ㅋㄷ 걍살옹
554916,감성대화말뭉치.30253,딸이 살아있을 때도 살갑게 대해주지 못하고 애정표현도 잘 안 해준 게 너무 후회돼.,지금 상황에 할 수 있는 건 어떤 게 있을까요?,내가 할 수 있는 건 아무것도 없어. 그냥 눈물만 흘릴 뿐이야.,빨리 마음 다잡으셨으면 좋겠어요.
550056,감성대화말뭉치.29302,나 최근 새로운 아파트에 입주했어.,축하드려요. 그런데 어떤 고민이 있어서 찾아오셨나요?,아파트 입주민들끼리 단체 온라인 대화방이 있는 것 같은데 나는 들어가 있지 않거든.,그렇군요. 그곳에서 같이 대화를 하고 싶으신 건가요?
