,dialogue_id,Q-3,Q-2,Q-1,A
824446,MDRW2100001310.42,걍,떡볶이 맛없으면 진짜 개최악,배떡 목을까? 데헷 맞아 ㅠ!!!!!!,어!!! 배떡먹어 추베릅
1875797,MDRW2100047035.1,ㅋㅋㅋ웃겨ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,떼밋!,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
231892,HuLiC4577,재즈는 훌륭한 음악 장르입니다. 당신이 가장 듣기 좋아하는 가수는 무엇입니까?,글쎄.. 넌 재즈 가수 아는 사람 있어?,"아뇨, 없어요 당신은 다른 음악 장르를 좋아하나요?",응 요즘은 아이돌도 좋아해
1320956,MDRW2100012542.1,바른 치킨 검색해보니까 집 근처에도 있네요! 사먹어봐야겠어요,name1은 어떤 음식 좋아하세요?,저는 피자 좋아해요!,피자 무슨피자 좋아하세요?
815339,MDRW2100001285.12,쥬차완료,난 초마짬뽕 흡입중,씻고오께,오야오야
638032,감성대화말뭉치.9758,월급을 주지 않는 회사 때문에 힘드시겠어요.,당장 생활비가 필요한데 월급을 받지 못하니 생활이 너무 어려워.,이런 상황에 어떻게 대처를 해야 가장 좋을까요?,고용노동부에 신고를 해야겠어.
415507,HuLiC8815,,아 인터넷에 검색 해볼게 ㅋㅋㅋ,ㅇㅋㅇㅋ 감사,ㅋㅋ오 박해일도 나왔네?
289936,HuLiC5917,칠리맛 감자침이랑 어니언 감자칩이 좋아 ㅋㅋ,저도 그거 좋아해요. 좋아하는 칩 브랜드가 있나요?,브랜드까지는 잘 안따지는 거 같아 ㅋㅋ 과자는 다 좋지,당신이 가장 좋아하는 과자는 무엇입니까?
46290,Chat4610,열대야가 너무 심해.,다들 난리가 아니더라구.,밖에 돗자리 펴놓고 잠도 못자고 설치는사람이 한둘이 아니던데.,얼른 시원해졌으면 좋겠어.
484426,﻿감성대화말뭉치.1642,,,요즘 아이들이 사춘기라 아빠 말도 안 듣고 스트레스가 많네.,아이들이 사춘기를 심하게 겪는 모양이네요.
284362,HuLiC5789,당신은 겨울에 한국에 와 본 적이 있나요? 저는 항상 그곳에 스키를 타러 가고 싶었어요.,당연하지!! 난 한국에 살고 있으니까!! 그런데 스키는 안 좋아해.,저는 한국에 가본 적은 없지만 가고 싶습니다. 그곳은 어때요?,그래. 꼭 와보도록 해~ 여긴 정말 좋지. 생기가 넘치고 예의바른 곳이야.
643080,MDRW2100000016.21,늦게 시작했으면 늦게 끝나면 되지 ㅋㅋ,너오기전까제 공부해여거따,화이팅!!,화이팅!
280823,HuLiC5706,그런 것 같아요. 인내심은 가지기에 좋은 자질입니다.,그렇구나.. 그렇지 인내심이 많으면 좋은거 같아 공부할 때도 도움 되고,여가 시간에 하고 싶은 취미가 있나요? 저는 독서를 좋아해요.,여가시간에 돈을 더 벌고 싶은데 방법이 없을까?
1865323,MDRW2100047029.1,눼? 예약한거라고?,아니 광탈,ㅋㅋㅋㅋㅋㅋㅋ,쌉광탈
410556,HuLiC8700,어 나는 먹어봤는데 ㅋㅋㅋ,어때 진짜 맛있어??,그냥 그랬던거 같은데??,영화에서 처럼 막 난리칠 정도는 아닌가??
817665,MDRW2100001285.55,안돼....,석가스벌쓰데이에 하세여,월욜은 존나힘든것,난 목욜이 찐인거같음
484228,감성대화말뭉치.16380,엄마가 친엄마가 아니래. 친엄마를 찾아야 할까?,친엄마가 아니라는 사실이 정말 충격적이었을 것 같아요. 어떻게 하고 싶으세요?,아빠와 이 상황에 대해 충분히 이야기를 나누고 싶어.,아버지와 대화를 하면 어떤 좋은 점이 있을까요?
733668,MDRW2100000246.8,다이어리는 잇고?,엊그제 샀습니다만? 근데 다이어리안사고,웅,아무것도 없는 빈종이로 삼 내가 쓰고싶을때만 쓰고 자유롭게 꾸미게
1440638,MDRW2100020817.1,다른 질병에 비해 사망률도 낮다고 하는데..누구 말이 맞는건지,진짜요? 백신을 맞아야 덜아프다고 해서 맞는건데 ㅎ,전염성이 높아서 확진자가 많을 뿐이지 사망자가 덜 많다고 하더라구요,코로나 쉽게 끝나지않겠죠? ㅜㅠ
794016,MDRW2100001173.29,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 퇴근햇을때 힐링으로 먹어야 치킨이제,아 그럼 내일까지 기다려야하는데 ㅋㅋㅋㅋㅋㅋ,그럴붐위기인데요 ?? ㅋㅋㅋㅋ 저녁먹고 바로 치킨 가능함니까 ㅋㅋㅋㅋㅋㅋ,한시간 텀 ㅋㅋㅋㅌㅌ
22679,Chat14389,나도 모르겠어 하지만 닝닝한 음식은 싫지 않아?,그건 그렇지만.,난 어제도 세끼를 맵고 짠 음식으로 먹었어.,"어우, 그거 정말 속에 안좋을ㄴ텐데."
1417680,MDRW2100019248.1,그나마 날씨라도 좋고 배경 색이 노란색/하늘색이라 그런 분위기 좀 덜했는데 이나즈마는 걍... 귀곡산장임,ㅇㅇ.... ㄹㅇ 사람도 다도망가고 리월은 그나마 세월에 바래진 흔적같은건데 이나즈마는 ㄹㅇ 사람 다죽은 귀곡산장이야 몬드 너무 소중해... 어딜가든 평화롭고 폐가도 없어.... 집은 마을에만 잇고 마을에는 사람이 잇어...... 아니 그리고 그 우인단 치친술사도 너무 귀신같이 돌아다녀 잡는건 어렵지 않은데 보이면 걍 너무 음침해,누가 분석해놨던데 주인공이 리월이랑 몬드에서는 적이랑 싸워서 이겼을때 적이 도망가는걸로 표현됐는데 이나즈마는 그런거 없고 걍 죽이는걸로 나온다고,??? ㄹㅇ...? 으 소름끼쳐.... 아 맞아 까마귀상단 걔네는 무슨 섬광탄같은걸로 튀는 묘사구나 헐..... 아냐 그래도 츄츄족이랑 슬ㄹㄹ라임은 다 죽지 않나
172562,HuLiC3207,한국은 좋은곳이야 서울쪽은 맛집이 많아서 좋은 음식을 먹을 수 있어,저는 서울에 가고 싶습니다. 동아시아에서 가장 인구가 많은 도시라고 들었어요.,맞아 서울에 남산타워에 올라가보는 걸 추천해,저는 남안에 가본 적은 없지만 가고 싶습니다. 아름답다고 들었어요.
221279,HuLiC4331,사실 나도 다 좋아해 ㅋㅋ 근데 와인이랑 같이먹는걸 별로더라,당신은 어떤 일을 하세요?,난 직장인이야 너는 무슨일을 하고있어?,저는 공장에서 출납원으로 일합니다. 사무실에서 일한 지 얼마나 됐어요?
1407104,MDRW2100018487.1,,우리의 결혼 어캐할건데 자갸? 난 기왕이면 신라호텔에서 하면 좋겟어 기왕 한번 하는 결혼인데 동네 웨딩 센터에서 하면 없어보여ㅠ 식대 3만언 이런데 사람 부르면 하ㅠ 쪽팔려 자갸,ㅠㅠ 3만원짜리 식사는 평소에 먹으면 비싼 식사인데... 간소하게 하자... 스몰웨딩으로 이효리였나? 스몰웨딩한 연예인처럼...,하지만... 결혼식장에선 쪽팔린걸! 스몰웨딩 너무 가성비 웨딩 느낌인걸 희망하지않아. 신라호텔 정도는 되어야...
1361225,MDRW2100015259.1,아하 야구도 보러 가고싶었는데 오오 티비가 더 잘보여서요??,직관가면 선수들 코딱지만하게 보여요.. 낮경기는 햇볕 엄청 덥기도하고..,아하... 역시 야구장은 넘 넓어서 ㅎㅎㅎ,잠실주경기장도 트랙땜에 경기장 멀어서..
6442,Chat1122,학교 다닐 때 늘상 하던거잖아.,국민체조 음악만 나오면 몸이 저절로 움직여.,그치? 신기하다니까ㅋㅋ.,학교다닐 때 항상 해서 그런가봐 ㅋㅋ.
681349,MDRW2100000103.291,무슨 15회가 마지막 이더만 ㅋㅋㅋㅋㅋ,내 온도 내놓으라고,너무해 진짜 ㅋㅋㅋㅋㅋ,그래?ㅋㅋㅋ
