,dialogue_id,Q-3,Q-2,Q-1,A
616877,감성대화말뭉치.5596,사회생활이 매우 고달프신 것 같아요. 어떤 점이 가장 힘드세요?,일을 잘하든지 못하든지 자기 비위만 잘 맞추면 좋아해서 그게 못 견디겠어.,사장님의 공정하지 못한 처우가 많이 분하신 것 같아요.,억지로 웃어주려니까 아주 얼굴에 경련이 일어날 지경이라니까.
974303,MDRW2100001542.1,발 뒤쪽 근육이 당겨서 뭐가 도움이 되나바 경사진 곳에 서는거자나 경사 조정 가능 바지 윽시 안입네 여ㅗ 세탁실 우짜노 ㅋㅋㅋㅋㅋ 난로 트까 점심 먹고 콜미 아 세탁기 우울하다 ㅠㅠ 블로그 시작해야돼 소고기 앖어서 참치미역국 끌ㄹ임 나 지금 누군가 한테 말해야하니 여보한테 말할게 어휴,참치미역국 뭔가 새롭다 대다나다,근데 잘 먹음 밥한그르 뚝딱 여ㅗ 발래 못 꼬내거써 아직도 좀 물바다고 난 이제 지쳤어요,땡벌 퇴근하고 영문사 결제해야함. 뭐 필요한거 있나
785015,﻿MDRW2100001157.131,,,니가크고 길다 ㅋㅋ,난손톱일부러 길쭉하게
1324322,MDRW2100012771.1,,안녕하세요 여행하기 좋아하세요?,전에는 꽤 다녔는데 최근에는 잘 못 갔어요 기억에 남는 여행지 있나요?,국내는 전주가 괜찮았고 외국은 대만이 괜찮았어요
558098,감성대화말뭉치.30873,,가족들이 내가 요즘 집안일 때문에 힘들어하니까 많이 도와줘서 편해졌어.,집안일이 조금 편해지셔서 다행이에요. 가족들과 이야기를 하셨나요?,얘기를 안 해도 먼저 나서주니까 편해. 조만간 고마움을 표현해야겠어.
1962747,MDRW2100047149.1,굽네 바사삭 치킨 제일 좋아해요..!! 그 바사삭 아시죠..? 하지만 떡볶이가 있을때는 역시 허니콤보..!!,ㅋㅋㅋ그 바사삭알아여 ㅋㅋㅋㅋ 근데 저는 굽네치킨을 예전에 처음나왔을때 먹어보고 안먹어봤어요 굽네치킨이 맛있나요?,아니 바사삭.. 강추합니다 아직 안드셔보셨다니 어떻게 그러실수가..!!!! 정말 담에 꼭 드셔보세요 굽네치킨에서 피자도 하거든요 피자 좋아하시면 한번 드셔보세요.. 굽네.. 피자전문점으로.. 업종변경각..,오~ ㅋㅋㅋㅋㅋ 피자가 맛있나요? 치킨을 추천한다면 바사삭이구요?? 그거 안매워요? 교촌 레드드셔보셨어요? 그정도 맵기인가요??
474953,감성대화말뭉치.14562,,백내장으로 시력을 잃게 되었어. 가족들의 잔소리가 늘어가서 귀찮아.,가족들의 잔소리가 늘어나셔서 귀찮으시군요.,내가 알아서 할 수 있는 부분까지도 너무 걱정을 하는 것 같아서 귀찮아졌어.
1520863,MDRW2100026316.1,,좋아하는 음식 메뉴가 뭐에요?,저는 떡볶이 좋아해요,오 저도요 엽떡파에요 신전파에요?
57647,Chat6762,,멀리 떠나는 친구에게 해줄만한 말 없을까?,$Theme가 어디가?,이번에 이사를 가게되서 보기 힘들거 같아서.
1676043,MDRW2100037277.1,강아지들 양치 시켜줬어용?,아나 아니 깜빡함,나도 !! ㅠㅠ 해줘야겠다,그래 니가 잘 해줘야지
1160836,MDRW2100001654.1,5월31일까지니깐,그래 부부의날이네 ㅋㅋㅋㅋㅋㅋㅋㅋ,5월28일?,ㅇㅋ 28일 한주 건너뛰자 오페라 17일날 보니까 ㅋㅋㅋ
334742,HuLiC6951,그 말을 들으니 유감이네요. 당신의 고민은 무엇입니까?,직장상사가 고백했는데 어떻게 거절해야할지 모르겠어,어떻게 도와드려야 할지 잘 모르겠습니다. 죄송해요.,ㅠㅠ 나이차이가 거의 20살 차이나는데... 어쩌면 좋지
279036,HuLiC5665,그렇구나! 나도 교외에 살고 있어~ 하지만 한국은 좁아서 지하철로 금방 갈 수 있지~,애완동물이 있나요? 나는 개와 고양이가 있습니다.,응 개가 있다고 말했었잖아~ 다른 이야기 하자!,당신의 개는 어떤 종인가요? 제 강아지는 래브라도 리트리버입니다.
1867642,MDRW2100047031.1,꼴등을 목표로 해,다합치면 꼴등 할라다̆̈,ㅇ웅,시러
33150,Chat2061,엉 나 애독가거든.,뭘 주로 읽는데?,순정만화가 가장 재밌어.,난 옛날에 끝냈어.
824611,﻿MDRW2100001310.55,,,뭐!! 난 일부러 골라 먹는데... 뼈도 없고ㅠ좋아,헐~~~~~~~~~~~~
1435115,MDRW2100020437.1,보는 안목이 점점 생겨서 그런가,집착하려고 들어서 찼어요ㅋㅋㅋㅋㅋ 오 맞아요,ㅋㅋㅋㅋ잘하셨네요,그건 그래요 그래서 더 연애텀이 길어지는것같아요
1326050,MDRW2100012876.1,벌써요?,체감상한 일주일 지난 것 같은데 시간 되게 빠르죠?,한달 믿을수없네요,양궁이 첫 경기였잖아요. 사실 올림픽 볼 생각이 없었는데 양궁을 딱 보니까 너무 재밌는 거예요 그때부터 과몰입을..
384055,HuLiC8089,마자 사기치자네,웅 그러다가 주디가 그냥 사줬는데 개네가 사기침,어떻게 했지?,그거 녹여가지고
826358,MDRW2100001327.83,헐 뭔데 알려줘,내가 유치원에서일했잖아,그치그치 영어학원 아니 영어유치원,근데 그때 내가 출근이 다른사람들보다 항상 1-2시간정도 빨랐거든? 그래서 젤 먼저 왔어 그래서 교무실에만 있고 그랬단말야?
877138,MDRW2100001397.75,저보다 더 싫어 하시는거 같네요ㅋㅋㅋ 시큼한 향ㅋㅋㅋㅋ,네네 제가 후각이 엄청 예민해요!,참새가 방앗간을 못지나가는 이유가ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 부산상권살리기 회장님이 된 이유도....각 음식점들이ㅋㅋㅋ냄새를 연통을 통해 밖으로 배출해서?ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋ 한번 꽂히면 질릴 때까지 생각이 나는데.. 잘 안 질리는게 원인 같습니다ㅠㅠㅋㅋㅋㅋㅋ
1114100,MDRW2100001625.1,인턴관련은 name7형 전문임 오피암프형 특 수업 15분은 노가리깜,그것도 다 플랜임,역시 킹울대,저거 다시욘결해야됨
924242,MDRW2100001523.1,ㅇ,25000 미쳣너 이거맞지? 아니면 짜증날것같음,오마이갓,맞지?
1912104,MDRW2100047064.1,뭐든말만하고 안그래도아침에올랏네하드라고,그래도 괜히 덥석덥석하는것보단 낫다ㅠ,ㅋㅋㅋㅋㅋ,그것도 무섭다ㅋㅋ
613279,감성대화말뭉치.489,,얼마 전 아래층에 새로 이사 온 사람이 있는데 마주치고 싶지도 않아.,새로 이사 온 이웃이 마음에 안 드는군요. 무슨 일이 있으셨는지 자세히 말씀해주시겠어요?,요새 다들 코로나 때문에 걱정이잖아. 근데 엘리베이터에서 마스크도 안 쓰고 가래도 아무 데나 뱉고 끔찍해.
1404044,MDRW2100018289.1,택배가 너무 자주 오는데,오늘 돈까스랑 낙곱새 왔을꺼야 그거 와이드 영상찍은거 적립금으오 산거,어 그거든데,아직 오고있는것도 있고
39474,Chat3266,,배는 고픈데 시간은 없고 김밥이나 먹어야겠다.,매일 그렇게 부실하게 먹으면 몸 상해.,이미 상한 몸 더 이상 상할 데도 없다.
131766,HuLiC2266,프라푸치노는 차가운 거 밖에 없어서 저는 아이스로 주문할게요,잘 선택하셨습니다. 저도 아이스커피 좋아해요. 아이스티 중에서 좋아하는 맛 있어요?,옛날에는 복숭아 아이스티가 좋았는데 요즘에는 레몬 아이스티가 더 좋더라구요,레몬도 맛있어요. 아이스티는 설탕이나 설탕 대용품으로 달게 만들 수도 있습니다.
717844,MDRW2100000200.5,크흣 그런데 마우스커서도 았네 있네,저 글 들어가면 원래 만드신 분 주소도 있던데 거기 들어가봐 갤럭시꺼 있을 수도 있어,name2 귀여워 이거 나는 변환인데 이 글 들어가면,귀엽다 ㅇㅂㅇ
