,dialogue_id,Q-3,Q-2,Q-1,A
1717422,MDRW2100040333.1,아! 그렇다면 꼭 먹어봐야겠네요,넹넹 민초단 박해받아도,피스타치오랑 민초 두 개 선택할려니까 뭔가 이상해서ㅋㅋ,세손가락에 드는 인기멤인 걸요11
1526487,MDRW2100026690.1,ㅋㅋ ㅋㅋ ㅋ ㅋ ㅋㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,진짜 경황 없어서 저 유교걸 처음으로 교수님 전화 먼저 끊었잖아요,아 ㅠㅠ 큐 ㅠㅋ큐 ㅠ ㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋㅋ ㅋㅋ,끊어놓고 왐마야 했음
1611047,MDRW2100032524.1,나도 안봐서 모르징 히어로물이야 마블,어떤 히어로 스파이더맨 나오나,상치야ㅋㅋㅋㅋㅋㅋ새로운 히어로 히어로물은 제목이 거의 히어로지,히어로 이름이 상치야 ... 동물 히어로야
617486,감성대화말뭉치.5715,,엄마가 공부 잘하는 애들을 자꾸 소개해주려고 해서 당황스러워.,공부 잘하는 친구들 소개가 부담스러우시군요.,엄마는 내가 공부를 잘 못하는 애로 보일까 봐 너무 걱정하는 것 같아.
428416,HuLiC9112,,웅,다람쥐들이 놀라서 걔한테 뛰어들어가지고 ㅠㅠㅠㅠㅠㅠ 막 붙어있는데 너무행,아 그 아이 품질 검사 하자나
1076619,MDRW2100001603.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미친 줜나귀여워 오늘 ㄹㅇ 하나도 정신없어서 name4 제대로 못봐서 슬프다노ㅠ name4는 울고 티비에선 주인공들 난리났고 name3 신나서 소리지르고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ name6밥 담주 초에 올듯 아까 배송시작했더라 나근데 요즘에 팔굽혀펴기 줜나 했더니 팔힘 세졋나봐 name3 ㄹㅇ솜털이던데 너무 번쩍 들려서 놀랐음 남자애기들은 아무리 작아도 무거운데 걍 name3가 가벼운건가,ㅁㅊ ㅋㅋㅋㅋㅋ팔굽혀펴기를 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㄴㄴ 또래애들보다도
1308153,MDRW2100011602.1,맞앜ㅋㅌㅋㅋㅋㅋㅋ 엄청 많은데 별 실속은 없어,ㅋㅋㅋㅋㅋㅋ그니까 누구나 다 아는 내용을 뭔가 잘 포장해서 얘기하는 느낌,그래서 끄려고 전체를 다 꺼야 되길래 어쩔 수 없이 키며뇨ㅓ 갔잖아 그리고 말 반복하더라 아 벌써 코치의 말이 조금 질려,그거 나중에는 놀리기도 하더라 ㅋㅋㅋㅋ맞음
578320,﻿감성대화말뭉치.34847,,,친구에게 말을 걸기 싫어서 피하고 싶어. 너무 불안하고 두려워.,친구에게 말을 걸기 불안하고 두려워서 싫으시군요.
35337,Chat2463,,책 읽는거 좋아하니?,아니. 별루….넌?,난 만화책 좋아해.
372574,HuLiC7824,오키 ㅋㅋ 재밌게 봐,생각보다 덜 무서웠으면 좋겠다 ㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ보고 카톡행,웅ㅋㅋㅋ 같이 영화 골라줘서 고마워
