,dialogue_id,Q-3,Q-2,Q-1,A
182204,HuLiC343,저는 비디오 게임을 좋아해요. 저는 콜 오브 듀티 게임을 많이 합니다. 당신은 재미로 무엇을 하는 것을 좋아하나요?,나는 티비 보는 거나 보드게임 하는 거 좋아하는데 요새는 뭐 볼게 없네 너가 추천 좀 해줄래?,저도 보드게임 좋아해요. 저는 친구들과 모노폴리 하는 것을 좋아합니다. 당신이 가장 좋아하는 보드 게임은 무엇입니까?,나는 티키토플 좋아해 저번에 친구랑 같이 해봤는데 재밌더라고 ㅎㅎ
346753,HuLiC7228,굴짬뽕~,그게 뭔데요? 저는 그것에 대해 들어 본 적이 없어요.,이번에 새로나온 라면 맛이야 ㅎㅎ,라면이 어떤 맛인지 어떻게 알아요?
82881,HuLiC1138,운동신경이 대단한 모양이구나 부럽다 나도 스키를 배우고 싶어,저는 운동신경이 전혀 없어요. 저는 그냥 야외에서 즐길 수 있었으면 좋겠어요.,눈이오면 눈사람도 만들고 친구들과 눈싸움을 할꺼야,정말 재미있을 것 같네요! 눈싸움은 정말 재미있어요. 무슨 운동하는 거 있으세요?
659451,MDRW2100000060.33,옛날보다 ㅋㅋㅋㅋ 비틀어진거 좋아져서 ㅋ,안전문달았는데,도배 날라감??,떼면 날아갈지도 몰라ㅋㅋㅋㅋ 아직은 안날아감ㅋㅋ
1110486,MDRW2100001624.1,목너무아파ㅜㅜㅜㅜㅜ name4 안방에서 유니크루저갖고 놀아ㅠ 나도못나가게하네ㅜㅜ,주물러줘야하는데 자꾸 잠드네 휴 ㅠㅠ,ㅠㅠㅠ 말랑말랑 도우랑 이거 티비봐ㅜㅜㅋ,난 모르는거네
632037,감성대화말뭉치.8572,,수업이 시작되자 내 친구가 피투성이가 된 꼴로 교실에 들어왔어.,많이 놀라셨겠어요. 무슨일인가요?,가해자들이 아무 이유 없이 시비 걸고 때렸대. 너무 화가 나.
342298,HuLiC7124,그건 알 필요 없고 이제 이 회의장을 나가게.,그게 무슨 뜻인지 모르겠어요.,말귀를 못 알아먹는군. 얼른 여기서 나가게.,나는 네가 하는 말이 무슨 말인지 알겠어요. 저는 그냥 그것에 동의하지 않아요.
1924639,MDRW2100047077.1,이름 새기는거?,한 구천원 할줄 알았는데,그거 비사,응응 그거 한 구천원
1368451,MDRW2100015755.1,오..부지가 넓은가봐요. 울 신랑 시골에서 살고 싶어 하는데.^^,산 밑이라서 잡 뒤로 텃밭이랑 닭장있어요. 아이들 다 크고 나면 시골 살이도 좋지요.,근데 주택 살면 부지런해야하잖아요.ㅋㅋㅋ,저 말도 다른 가족들이 부지런해요^^ 나름 대가족이거든요
783734,MDRW2100001155.41,ㅋㅋ놀리는느낌이야,노우 진김데그 니가젤 쩌러 젤부러워,ㅋㅋ이모가전화와서 남친있구만~ 오래된손님이라 조심스러워서 ㅋㅋㅋ전에이모한테사진보내준적있나봐 내사진찾다가남친사진봤댕ㅋㅋㄱ 그러면서 마지막에 그래~여름지나고가을쯤에 그럼 날잡던지 하면만나봐~ 인사치레함ㅋㅋ 전화끊고생각난건데이모가 약간 나 괘씸하게생각하는거아냐?ㅋㅋ,남친사진을 이모한테도 보냣엇니?
1550388,MDRW2100028339.1,ㅋㅋㅋㅋㅋ그런가요 마블양화 정주행하시는것도 재미있을거에요! 보다보면 깨알같이 떡밥회수하는것도 많고 재미이ㅛ어요!ㅎㅎ,혹시 거의다보셨어요?! ㅇㅁㅇ?,네 최근에 나온 블랙위도우 빼고는 모든영화 다 2~3번 이상 봤어요!ㅋㅋㅋ,헐 마블세계관 잘 아시겠네요! 대박..ㅋㅋㅋ
