,dialogue_id,Q-3,Q-2,Q-1,A
976275,MDRW2100001543.1,??? 판거자나,ㅇㅇ  근데 다시하고싶대 이거 올라왔는뎅,이눔의 사,알똥 루이지맨션 안한다니까팔까봐
255480,HuLiC5120,난 그냥 일반 회사에서 영업직으로 근무하고 있어.,정말 재미있을 것 같네요. 일반 영업 사원을 하면서 가장 좋아하는 점은 무엇입니까?,다양한 사람들을 만나는게 가장 좋은거 같아,그렇게 보는 것도 좋은 방법이에요. 너의 남은 시간에 뭘 하고 싶어요?
390972,HuLiC8248,앵 62년생이라고??,와...,얼마안먹었네?? 나이를 생각보다,우리 아빠보다 5살 형이네
275224,HuLiC5578,,세상에 귀신이 정말 있을까?,난 그렇게 생각 안 해요.,그렇구나ㅋㅋㅋ 난 귀신이 제일 무서운데
482521,감성대화말뭉치.16049,좋아하는 일인지 아닌지 나도 잘 모르겠어.,어떤 일을 하고 싶었나요?,꼭하고 싶은 구체적인 일이 없어.,꼭 하고싶은 구체적인 일이 없군요.
1936162,MDRW2100047089.1,간장?,너무 졸려 어쩌지?,자 특기발휘해,자?
345069,HuLiC7189,다른 고양이들과 잘 지내는거 같아.,듣던 중 반가운 말이네요. 고양이를 키울까 생각 중이었는데 키울 시간이 있을지 모르겠어요.,고양이는 키우는거 추천할께. 정말 귀여워,좋은 생각이에요. 그렇게 하려고 생각하고 있어요. 애완동물이 있나요?
872970,MDRW2100001395.14,완전 빡셔 ㅎㅎㅎ,운전중이라 도착함 톡할게,알겠오 조심운전해,사무실 올라왔어용 ㅎㅎ
1305630,MDRW2100011409.1,연애인들도 싸이에 올린거로 계속 놀림 받가도하고 ㅎㅎ,예전에 싸이월드 홈피 꾸미는 것도 하셨었어요?,많이는 안했어요 노래정도? 싸이가 부활한다면 전보단 더 할지도모르겠어요,아~정말요?ㅎㅎ 옛날 감성이 살아날지 모르겠네욯ㅎ
180138,HuLiC3382,"보통은 해변에 갈 일이 거의 없고 , 휴가때 한번씩 가는편이지",그것은 멋지네요. 제가 가고 싶은 만큼 자주 가지 못합니다. 당신은 방학 때 무엇을 하고 싶습니까?,나는 해변도 좋지만 산에서 등산을 하고 싶어,정말 재미있을 것 같네요. 애팔래치아 국립 경치 탐방로에서 하이킹을 해본 적이 있나요?
1204310,MDRW2100004443.1,"헉 오렌지이즈뉴블랙맞죠ㅋㅋㅋㅋㅋ 저 그거 좋아했어요,, 19라 부모님하고는 못보는 ,, ㅋㅋㅋ",맞아요ㅋㅋㅋㅋ 저는 사실 사람 얼굴을 잘 못 알아보거든요 사람이 많이 나오면 다 섞여서 기억을 잘 못하는데 오랜지이즈뉴블랙 사람 많이 나오니까 또 헷갈리더라고요,아 맞아요 그런거 있죠 ㅋㅋㅋ 전 거기 니키? 라는 인물이 좋아서 그배우 나오는 다른 넷플릭스 드라마도 봤었어요 러시아 인형처럼 이었나.? 약간 예술영화같은 느낌이있는데 재밌더라구요 ㅎㅎ 추천해용,감사합니닿ㅎ 꼭 볼게요 저는 항상 넷플릭스 틀고 뭐 볼지만 고민하다가 뭐든 다 볼 수 있다는 생각에 조금 재미없으면 나가고 다른 거 고르고 하다보니까 막상 제대로 본 거보다 틀었던 게 훨씬 많더라고요
668622,MDRW2100000083.79,,물 챙겨다니고,그럼 딱이지 빠지지말고 늦게 먹지말고,아 잠 안온다고 했지?
265363,HuLiC535,미스터리는 훌륭한 장르입니다. 저도 스릴러 좋아해요. 당신은 좋아하는 작가가 있나요?,셜록홈즈 되게 재밌게 봤어 너는 영화 본 거 중에 기억에 남는 게 있어?,"영화는 기억나지 않지만, 책을 원작으로 한 TV 시리즈가 있다는 것은 알고 있습니다.",그렇구나 드라마는 좋아해?
1627738,MDRW2100033650.1,,당근거래 해보셨어요?,저 밥좀 먹고 올게요,네 맛있게 드세옹
97935,HuLiC1486,시력이 몇 점 몇이야?,저는 시력이 20/20인데 어릴 때부터 안경을 썼어요.,시력이 그정도면 엄청 좋은 것 아니야?,"확실하지는 않지만, 근시를 교정하는 데 안경을 쓴다는 건 알고 있어요."
671930,MDRW2100000090.109,남자간호사는 어떄?,난괜찮을거같은데?,오? 편견없나보네,언니는아니야?
382751,HuLiC8059,ㅋㅋㅋㅋㅋㅋㅋ영화 해석이런거 찾아봐도 잘 안나와ㅋㅋ 어쩔수없지 뭐,ㅋㅋㅋ내가 한번 찾아 보고 올께,ㅋㅋㅋㅋㅋ그래 너가 한번 찾아봐바,ㅋㅋㅋㅋ역시 안나오네 근데ㅋㅋ해석 찾아보니까 더 재미있다ㅋㅋ내가 생각하지도 못했던 내용들이 나와
32382,Chat1922,AB형이야.,AB이면 우리나라에 가장 적다는 혈액형 맞지?,응. 그렇다고 하더라고.,혈액형별 성격보면 특이하다고 하던데?
1481353,MDRW2100023634.1,담에 한번 포장해서 먹어볼까 싶기도 해ㅋㅋ 거기랑 우리 회사 밑에가 식당인데 거기도 맛집이래 아구찜ㅋㅋㅋ 점심때마다 웨이팅있음,오 너네 회사 근처에 맛집 많네,근데 정작 유명한 메뉴는 못먹어보고 걍 점심메뉴만^^ㅋㅋ 카레가 제일 맛있어 아비꼬ㅋㅋ,앜ㅋㅋㅋ 카레도 맛있지 족발은 점심에 안파는건가?
1700847,MDRW2100039138.1,아이들도 소연이 곡작업하니까 그 감성이 좋으면 쭉 믿고 듣기 좋은 것 같아요,퀸덤이후로 아주 뜰수있는 기회였지만... 벗...,후... 착잡하네요...,진짜 너무 너무 좋은시기였던거같아요...
997091,MDRW2100001555.1,ㅋㅋㅋㅋㅋㅋㅋ 이따가 속삭일꺼얌,난 밥먹옹 ~~~^^,ㅋㅋㅋㅋㅋ 뭐먹어요~~~~^^,계란보끔밥 미역국 김치 젓갈쓰 ~ 낼 집에서 밥먹을거면 돈가스먹오 왕돈가수있옹 맛은멀랑 ㅇㅅㅇㅋㅋ 자갸 대박 .. 그 건조기 먼지필터청소했잖어 그랬더니 건조기 한번에되서 다정리해똡 '-'ㅎ 말하구싶오송 그롬잘쟝
636351,감성대화말뭉치.943,애인에게 왜 점점 마음이 사그라질까? 내가 이상한 걸까?,사그라지는 게 이상한 건지 의문을 갖고 계시는군요. 혹시 어떻게 하실 생각이세요?,애인에게 사실대로 얘기하고 문제점이 뭔지 찾아야겠어.,사실대로 말을 해서 애인과 해결책을 찾으시길 바라요.
539264,﻿감성대화말뭉치.27191,,,노인이 되면 좋은 점도 있다네.,무엇인지 궁금한데요?
351182,HuLiC733,마늘빵을 집에서도 만들어 먹을 수가 있나?,"네, 저는 항상 그것을 만듭니다. 그것은 세계에서 가장 인기 있는 음식 중 하나입니다.",마늘빵 만드는 레시피 알면 알려줘,"정확한 조리법은 모르지만 마늘, 올리브유, 소금으로 만든 것은 알고 있습니다."
832549,MDRW2100001350.6,웅? 그게 먼데 우리 이모가 준거? 없을걸 아마 찾아볼게,ㅋㅋㅋㅋ 왜이제안줘,어 그것은 너에 대한 나의 마음이,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1173836,MDRW2100002312.1,오년 넘게요,엄청오래만나셨네요! 거의 도합 7년..,넵 ㅎㅎ 그러네요,남편분 보시면 아직도 설레고 그러시나요? ㅎㅎ
1015286,MDRW2100001576.1,샾이야?,크로커 화장품 주러와써,아~~ name56리더님 대기하고 있어. 또 빨리 안알려 주는거 아니야?,물티슈 이거 사
1117790,MDRW2100001630.1,나도 돌아댕기면서 신발 보는데 눈돌아감ㅠㅅㅠ 나이키랑 아디다스가 젤 이쁘긴 하더라ㅋㅋㅋㅋㅋ,ㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋ그쵸 넘 귀여워요,앙ㅠ완전 사고 싶었는데 꾸~욱 참았지...ㅋㅋㅋㅋㅋㅋㅋ,ㅠㅠ크 그때되믄 더 이쁜거 많겟죠
99624,HuLiC1524,좋아하는 발라드 가수는 누구야??,저는 머라이어 캐리를 정말 좋아해요. 그녀는 발라드를 많이 부릅니다.,머라이어 캐리 노래도 너무 좋지 앤 마리도 좋아하니,앤은 훌륭한 가수입니다. 저도 빨간머리 앤을 좋아해요. 그녀에 대해 들어본 적 있나요?
793688,MDRW2100001173.121,어디로 갈진 정햇냐능,옹 벌ㅆ 예약함 24시간에 11만원,어디여ㅋㅋㅋㅋㅋㅋㅋ,광안리에 잇길래 예약함
1805939,MDRW2100046821.1,밀린거 몰아서 봅니다,아 넷플릭스 같은거 말씀하시는건가용!,네 유튜브도 있고,좋아하는 유튜버가 따로 있으신가용
1736047,﻿MDRW2100041687.1,,,언니 요리를 잘하는게 아니구 어쩔수 없이 한다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 케이스 마트에 콩나물이랑 두부 싸더라고,그래도 하는게 어디고 ㅋㅋ 잘한다
667335,﻿MDRW2100000082.5,,,지방많음 뭐먹어야되는데? 지방도 없어지나?,운동하는데도 높은거니까. 약으로 일단 줄여야하는거같은데 떠다니몀 괜찮은데 혈관벽에 쌓이면 그게 문제인데
1946708,MDRW2100047100.1,성급햇더 ㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 화분은 5월에나 내놓는거래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ무지햇어 내가 ㅋㅋㅋㅋ 물주다가 분부기도 깨먹음ㅋㅋㅋ,ㅋ?? 물을 어케줬음 분무기를 분질러먹엌ㅋㅋㅋ,아니
1090787,MDRW2100001613.1,그럼 베이지 두 개 산다 ? ㄱㅣ본 하나 라지 하나 언니 청바지 길이는 ㄱㅊ더나,발목 위 발목 보이는 정돈디,그래 라지는 그거보다 일센치 크다더라,ㄱㅊ ㄱㅊ 투썸임?
1848676,MDRW2100047020.1,짜증나,에어컨 1도 내려줌,막 화나,짱났니??
1069293,MDRW2100001600.1,ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 우린 한 밤 10시부터 오더니 그 후론 모름 ㅎ,앜ㅋㅋㅋㅋㅋㅋ,"ㅋㅋㅋㅋㅋㅋㅋ 안둘려소,,",뭐 그럴 수 있죠
741059,MDRW2100000276.46,여행안간대,왜?,임장여행을 간대ㅎㅎㅎ,우리도 어제 영종도에 허름한 집 하나 있으면 좋겠다했는데 허름한 매물을 하나 찾아보니 5억 5천이던데
1331274,MDRW2100013260.1,같이 많이 해야 하는데,에이 더 한가한 사람이 하는거지,나중에 나도 한가하면 더 많이 할게,그럼 된거지 ㅎㅎㅎ
1134433,MDRW2100001638.1,지금일어남,ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ 그말할줄앙았다,저 왜이러져..?ㅋ
117410,HuLiC1935,혹시 디스크있어? 나도 허리 디스크가 있거든 ㅠㅠ,"아니요, 저는 장애가 없어요. 당신의 허리가 아프다니 유감이네요.",디스크는 없다니 다행이네ㅠㅋㅋ 건강 잘챙겨 건강한게 제일 중요해,"네, 그래요. 당신에게도 그것이 없다니 다행입니다. 요통이 제일 심해요."
1350211,MDRW2100014530.1,전 뭔가 보고 따라하는 게 힘들더라구요 / 땅끄부부 한번 봤었는데 못따라했어요,그죠 땅끄도 너무 어려워요 잘따라 하는분들 대단해요 전 엄마티비만 봤었어요,엄마티비는 안봤는데/한번 봐야겠네오 ㅎㅎ,ㅋㅋ아줌마 위한 쉬운거예요 근데 막상하면 힘들긴해요 홈트 막돌리며 쉬운거 찾아해요 ㅎㅎ 전 요새 보톡스 맞고싶어요 ㅋㅋ 미간에 주름이 너무 크게 생겼어요
959582,MDRW2100001537.1,ㅋㅋㅋㅋㅋ 그럴수있지요ㅎㅎ,수업 일하면서 하고 먹고 있었웅 ㅠㅠ ..힝,마감하구 출발했어용ㅎㅎ,얼른와용 ㅎㅎ
151444,HuLiC2720,"네, 괜찮을 거예요. 해변에는 보통 많은 인명구조대 초소와 샤워시설이 있습니다.",겨울인데 바다를 들어갈 생각은 아니지?,"아뇨, 전 그렇게 생각하지 않아요. 저는 물속에 있는 것을 별로 좋아하지 않아요.",그래 들어가면 큰일날 수도 있어.
1675666,MDRW2100037250.1,ㅋㅋㅋㅋ맞아요 저 지금 보고 있는데 극한의 가성비를 뽑아내야 한다는 의지가 가득하게 느껴져요 가인학생 눈에서 빔 쏘는 중이예요,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그쳐 아주열변을 토합니다 예린학생 바로 공격들어가서 티키타가 아주오져요 ㅋㅋㅋㅋㅋㅋㅋ,그러니까요ㅋㅋㅋㅋㅋㅋ 둘이 불꽃 튀는 토론 중인데 가인학생 물건 여기저기서 야무지게 얻어다 쓰는 거 너무 웃겨요ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋ진짜 대학시절부터 커피그뭐냐 홀더모으는거진짜 웃기고기특했어요
1077824,MDRW2100001607.1,겉만 보면 엥 이게 무슨 술 ㅎ 하는거!,우움... 예를들어줘요,잠깐만 이름이 뭔지 생각중이야,크루저같은 그런거말하시는ㄱ 건가요
1021202,MDRW2100001580.1,그러게요 ㅠㅠㅠ name4이 인생 제일 큰일은 엄마밥줘 왜안줘 제일 힘든일은 응가 안나와 제일 화나는일은 맘마인척 손가락주기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 왕 먹다 잠들어서 깨고 다시 먹는거 맞죠??? 미쵸ㅠㅠㅋㅋㅋㅋㅋ,응ㅋㅋㅋ깨워야댐ㅋㅋㅋㅋ 나중에 너두 해야되는거ㅠ
1342695,MDRW2100014024.1,,혹시 다이어트 해보셨나요 ... ?,운동하는거 있으세요?,저는 헬스해요 ! 예전에 피티를 했어서 계속 다니고 있어요 ㅎㅎ
701490,MDRW2100000130.53,,하 화가 나나 안 나나 오늘 1인 격리 하는 애들 봤는데 누워서 폰만 하고 있고 내가 화가 나 안나,ㅋㅋㅌㅋㅋ 엥 걔네는 왜 일인,1인격리
1158665,MDRW2100001648.1,"ㅋㅋㅋㅋㅋㅋㅋㅋ짐 주스 드시는중이시다,, 상팔자여~~!~! 오늘 엄청 시원하다,,,,","뭐,,,? 시원,,,?  엥 션하네 아파트단지라 그런가","바람이 끊이질 않고 부는데,,/? 아니 노트북 왜 여태 안샀었찌 줜나 편하네 진짜로",너뭐노
1128062,MDRW2100001636.1,아니아니 밥 저녁,으익구!!,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아,그 돼지고기먹었짆아
160613,HuLiC2932,집에서 요리하는 것은 돈을 절약하는 좋은 방법입니다. 당신은 무슨 요리하는 것을 좋아하나요?,난 요리를 잘해. 모든 찌게를 잘해.ㅋㅋ,"요리하는 것도 좋아해요. 그것은 친구, 가족과 함께 시간을 보내는 좋은 방법입니다.",응 맞아. 요즘 가장 맛있게 먹은 음식은 뭐야?
838153,MDRW2100001370.1,"하.,., 16번 너무 강스파이크예요 ㅋ 겁나 잘한다 ㅅㅂ.,.",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 말도안되게 잘하네,"하아.,., 알겟다고.,., 니네 세계1위인거 알겟다니까... 1세트만 달라고.............",ㅋㅋㅋ 틈이없네
1257192,MDRW2100008012.1,부럽네요,냄새죽이네요 비록조리과정이똥망이엇지만,요즘 찾아보면 앵간 레시피는 다 있으니까요 걍 구워도 맛있죠 살친데,케켁 근데역시사먹는게최곤듯 거의다구웟는데세팅너무귀찮다 어제 파스타하라한거 좀 반성중
1351542,MDRW2100014621.1,우와~ 그거 가지신 분 주변에는 없어서 궁금했어요 고급스러운 느낌이었던 것 같은데 어때요?,실용성 좋고 찐 가죽은 아니지만 가죽같아서 보여서 고급져요,가지고 다녀도 괜찮겠네요 어떤 건 정말 기념품 같아서 모셔두기만 하기도 하는데 말이죠,특히 로브 ㅋㅋ 지코아니면 소화못한다능
53878,Chat6027,,만화가 너무 선정적이야.,그래? 어떻길래?,애들이 보기엔 너무 야한 것들을 보여주는데.
1641495,MDRW2100034668.1,아 부럽네요 저흰 남편 늦은 귀가로 독차지,아 그럼 애쓰시겠어요 집안일은 주말에만 해야겠어요,그래서 다 방치 ㅋㅋㅋㅋ적당히 살아요 ㅋㅋㅋㅋㅋ,맞아요 그게 좋은 것 같아요 ㅠ 적당히 견디며 사는거?ㅋㅋ
1713549,MDRW2100040053.1,그죠그죠 겁쟁이 옆에 두고싶다 내품에안겨ㅇ~~~~,글고 약간 기분이 업됐는지 저는 추운데 자꾸 헥헥대요,ㅋㅋㅋ무섭지만 설레는건가요,그르게요 ㅋㅋㅋㅋ 귀여워라 ㅠㅠ 요즘 털이자라서 눈이 잘안보였거든요
1270481,MDRW2100008952.1,ㅋㅋㅋ경계라도 기준이라는게 딱 있는거죠 표준이 중요하십니당,간당간당 ㅋㅋ,ㅋㅋㅋㅋ저는 기분이나쁘면 살빠지고 좋으면살찌는편이라 살찌면 행복한상태구나 이렇게봐지더라구요 적당히 받아들이니까좋아요,저는 이번생은 이렇게 살기로 ㅋㅋㅋ
98227,HuLiC1492,정말 안타까운 소식이군요. 저는 여러분의 강아지가 여러분에게 좋은 동반자였다고 확신합니다.,맞습니다. 저희 집 강아지는 정말 멋진 동반자였습니다.,듣던 중 반가운 말이네요. 어떤 종류의 개였습니까? 저 푸들 있어요.,저희 집 강아지의 품종은 진돗개였습니다.
542851,감성대화말뭉치.27896,왜 이런 일이 있는지 모르겠어.,무슨 일이신데 그러시나요?,약을 먹으면 치료가 되어야 하는데 한 달을 먹어도 낫지가 않아.,약을 한 달이나 드셨는데 낫지가 않아서 속상하시겠어요?
1397146,MDRW2100017793.1,엇 비슷해요 그걸 사회현상학적 관점에서 얘기해요 님은 어떤 책 대출해보셨나요?,저는 로마인이야기 보고 있어요,오 그건 무슨 내용인가요?,로마의 시작과 끝의 역사를 개인이 서술한 책이에여
1757948,MDRW2100043278.1,달콤하고 쿠키맛도 있고 초코칩 박혀있어서 초코맛과 식감도 있고 짭잘해서 바닐라 아이스크림과 같이 먹으면좋아요! 비싸서 자주 못 먹지만 gs25가면 있더라고요. 다른데는 없었어요.,앗 지에스... 긱사에 사는데 거긴 좀 멀군여ㅠ,아 이런ㅠ 그래도 인터넷에서 배달되니까 배달가능하면 먹을 수 있을지도 몰라요! 홈페이지도 있으니까요!,헉 그거 괜찮은 방법이네요! 저도 한번 해봐야겠어요!
715314,MDRW2100000189.9,,막내얏 수업중이니?! 급해급해!!!,왜 끝났어 집가는길,구냥 불끄라는것과 같은 라인이랄까
1713642,MDRW2100040060.1,밤에 너무 시끄럽네 저 집 예의가 없네 싶었겠어요,ㅋㅋ마자요ㅋㅋ 언니가 천둥소리 아니야? 이랬는데 제가 뭔 천둥이야 층간소음이자나 했다가 며칠은 놀림받았어요ㅋㅋ,ㅋㅋㅋㅋㅋ 잠깐의 착각이 놀림거리가 되었군요,그쵸 놀리는게 삶의 낙인가 싶을때가 많아요 ㅡㅡ
1170894,MDRW2100002145.1,아하 엘리니아요? 맞아요 컨셉이 너무좋았어요. 숲의 정령같은 느낌이라ㅎㅎ 즐겨하시는 게임 있으세요?,아 엘리니아네요ㅋㅋㅋㅋㅋㅋㅋ 요새는 아니지만 심즈 했었어요 !!! 아시나요?,어 해본적은 없지만 알아요 이런 말 웃기지만 좀 광기어린 짤이 많아서ㅋㅋ 스토리 짜는 거 캡쳐보면 웃기더라구요,ㅋㅋㅋㅋㅋㅋ아 맞아요 ㅎ 사람들 광기가 저도 그거 때문에 심즈 시작했어요 너무 재밌어보여서 근데 전 그렇게가 안되더라구요ㅋㅋㅋㅋㅋ
1936669,MDRW2100047093.1,뭐야 왼 손으로 비비고 오른 손으로 비비고 롯데 스크류바 안도ㅐ 8억 8천 벌면 가능,ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 음성지원 아 왜캐웃겨,ㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋ 아니 왜 롯데 스크류바로 이어질 것 같지 이상한 하네,아 너무웃기네 name4한테보여줌 개좋아하 ㅁ 아니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ왜캐웃겨
1869377,MDRW2100047031.1,ㅈ우리는,웅웅,늦으면,진짜 쩐다
1062005,MDRW2100001597.1,아 잘했어,잘잤어요? 언제 잤어?,12시에 누웠는데 좀 더 이따 잠들었어,응응 ㅋ name3도 잘 일어났고 ?
919999,MDRW2100001521.1,(.......),name1아 나 감정적으로 나오면 갠톡으로 알려주라,ㅋㄱㅋ 좀..그냥차게식음 음.. ㅜㅜㅠ,깽판 부리면 안되겠지?
443586,﻿HuLiC9463,,,이 영화 관객수도 많았었나?,음 내 기억에 되게 많았을텐데
1850669,MDRW2100047020.1,쉽지 않은데..,정신병의 일종이지 뭐 진짜 문여는데,정신병이지,기절하실뻔했대 세상에 이런일이 인줄 아셨대
463024,감성대화말뭉치.12238,국어는 자신이 있지만 다른 과목들은 매번 성적이 좋지 않아서 더 불안한 것 같아.,여러모로 힘드시겠어요. 이 문제를 어떻게 해결해나가면 좋을까요?,국어 선생님이 되려면 사범대에 들어가야 하는데 그러려면 앞으로는 다른 과목도 두루 공부하는 습관을 들일 거야.,전 과목을 두루 공부하는 습관을 기르려고 하시는군요.
608754,감성대화말뭉치.40802,내 친구랑 남자친구랑 바람났어. 끔찍해.,믿었던 사람들에게 배신을 당하시니 상처가 크시겠어요.,두 사람한테 동시에 배신당해서 마음이 아파. 믿었는데 어떻게 나한테 이러지?,마음에 상처가 크시겠어요.
364862,HuLiC7646,눈앞에만 본다는건 약간 이런것 같아요 100m만 더 나가면 물이 넘치는 데 자꾸 50m에 있는 물만 보면서 못먹어 망했어 그냥 안나가자 이런생각,엄청 심오하네 그때 엄청 힘들었나보네,근데 그시기에 저영화를 봤나? 그랬는데 퇴사하고 잘했다고 혼자 생각함,약간 그거같네 듣고싶은 말 듣고싶어서 영화보는
