,dialogue_id,Q-3,Q-2,Q-1,A
772441,MDRW2100001107.43,헉.. 인터파크 쿠폰 놓침,헙 엄청 경쟁 치열한가 보네요,어제 그제는 쉽게 받길래 쉬운 줄 알았더니..,아.. 저런.. ㅜ 저떄메 놓친거 아니에요? ㅠㅠ
1677760,MDRW2100037410.1,창문을 열어놨는데요. 저는 추운데 남편은 땀을 흘리네요.ㅋ,저희도 아인 땀을 뻘뻘 흘리네요,남편 다시 선풍기 틀고 전 이불 둘러쓰고..ㅎ,저희도 그런 식 ㅋㅋㅋ 온도차가 ㅋㅋ
574464,﻿감성대화말뭉치.34087,,,내가 말만 하면 홱 토라져서 말도 안 하고. 요즘 애들 정말 예의가 없어서 화가 치밀어올라.,조금 더 구체적으로 말씀해 주시겠어요?
1658221,MDRW2100035940.1,아구 밤고구마 뜨거울때 버터바르면 맛있더라고요ㅡ 원래 밤고구마파인가오ㅎㅎ,넵넵..ㅋ 남편은 퍽퍽하다고 싫어하네요..ㅋ 근데 저는 꿀고구마도 잘 먹어요..ㅋ,고구마 이즈 뭔들이죠ㅎ 오늘 아침 메뉴는 뭔가요!,저는 샐러드와 고구마요 ㅋ
533711,감성대화말뭉치.26099,취업이 안되는 상황에서 부모님께 죄송한 마음이 드셨군요.,응. 특히나 남들은 취업해서 용돈도 드리고 하는 거 보면 더 그래.,남들은 취업해서 용돈도 드리고 하는 거 보면 더 그러시군요. 앞으로 어떻게 하실 생각이세요?,죄송한 만큼 빨리 취업해야 되는데. 계속 마음이 무거워.
1137790,MDRW2100001638.1,왜영 ... 나갔다가 커피?음료들고걷다 들어가ㅠㅜ 사탕수 나누기 사가 그동안 잡은 알통몬수 ㅎ,ㅋㅋㅋㅋㅋ 대박이당 몸무게랑 키까지 나오다니 ㅎ 알통몬 수집가세요?ㅋㅋ name2가 좋아하는 안국 지나갑니다,내려서 노티드 도나스나 어니언가서 빵사와..ㅜㅠ  야언니 펜하봥ㅎ어 ?? 재밌다이거생각보다ㅋㄱㄱ,펜하? 펜하가 뭐야? name7 심부름 직거래함 ㅋ
65005,﻿Chat8167,,,패션 잡지에 내 사진이 실렸어.,정말 어디에?
1140661,MDRW2100001640.1,언냐 친구한테 생일선물로 하나 사달라구 할꼰데 이거어땡 29300원짤이 ㅎㅋ,오 에뿌다 사! 사달라고혀!,갠찬지,엉 예뿐디
861594,MDRW2100001383.1,ㅋㄱㅋ 아라쏘,낼 아침 일찍 갈까?,웅 낼 아침에 가 웅웅,5분에도착해 나바로튀나가께
1105073,MDRW2100001622.1,아니 할머니도 안드심,할머니 약드시고자야되자나,좀 늦게 드시면 된대 나도 말씀 드렸는데,반찬머야
10462,Chat12057,,영화촬영하는거 본적있어?,가끔 있었어.,나두 있었어.
1906502,MDRW2100047059.1,햄찌 나도,음,보여줘 햄찌햄찌,준비하고
690611,MDRW2100000104.414,,그근처에 나헤석거리,굴국밥 맛잇는집잇는데..,나혜석거리
1013008,MDRW2100001575.1,감자짜글이 ㅋㅋㅋㅋ 지금 먹는다,내일 점심 뭐먹 고민 ㅋㅋㅋㅋㅋ,낼점심 감자짜글이 남은거 ㅜ ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ 나도 짜글이 남아서 냉장고 넣어놨는데 하도 안먹어서 상함 ㅜ
1680534,﻿MDRW2100037618.1,,,라면 좋아하세요?,막 좋아하진 않는데 별식 느낌으로 먹어요
560170,﻿감성대화말뭉치.31279,,,직장 생활을 삼십 년 넘게 했는데 모아 둔 돈이 하나도 없네.,열심히 했는데 돈이 많지 않아 속상하시군요.
1143278,MDRW2100001640.1,name2,시험 패널티 계산했거든?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,지킬 생각을 해야지,야 시험에서 다 걸였너 ㅜ 총 7맘원 내야ㅘㅁ 이번달에 시험 4번 쳤는대 ㅜㅜ 시발 ㅜㅜ
625223,감성대화말뭉치.7230,여자친구와의 결혼을 생각 중이시군요.,두 번 다시 이런 사람 없을 거야. 내가 가장 믿는 사람이거든.,그렇게 믿을 수 있는 비결이 뭔가요?,우리는 비밀이 없어. 모든 걸 공유하지.
990474,MDRW2100001552.1,물만 안흔들리면됨 건더기있어서괜차나 설렁탕은 건더기가너무없어서 힘들었던거,엄마 삼성카드 내역 뽑을수있나,두번째사진도프린트해?,내건만 할수있나 삼성카드
251682,HuLiC5033,저도 치킨 좋아해요. 당신이 가장 좋아하는 치킨은 무엇인가요?,대답 좀 해줘,제가 가장 좋아하는 음식은 닭 물국수야. 당신은요?,나는 치킨을 제일 좋아한다고 말했어
1577207,MDRW2100030199.1,신종인가요,부드러운참외같아요,고급집니다 왠지,사과도 잘랐네요
668822,﻿MDRW2100000084.15,,,나는 퇴근ㅋㅋㅋㅋㅋㅋ,"헉,,, 부럽당............ㅠㅠ"
1826520,MDRW2100046985.114,그니까,유명한거임 거의다,맞아,일단 맘마미아
1898995,MDRW2100047053.1,으흐흐 기대되는군,요즘은 진짜 티비도 볼거없고,드라마 보는거없나? 나도 요즘 챙겨보는거 없긴 함,마인?
946637,MDRW2100001530.1,ㅋㅋ 1번 다끝내간다,다쓰면 보여주셈 ㅎ,ㄾ ㅇㅋ,이거 마감 언제까지야
702335,MDRW2100000132.36,웅 그래서 떨려,수목금 쉬어도 뭐 비오는디ㅠ 나도 속눈썹 펌 하고 갈까 여행 ㅋㅋㅋㅋㅋㅋㅋ할거 살거 졸라 많네,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뷰러 하기 귀차느면 고고,그것보다도 넘 빠져 속눈썹이 ㅋㅋㅋㅋ뷰러로 하도 집어서
76120,new_chat.6,으차 으차 힘내야지!,응 아자 아자 파이팅!!!!,ㅎㅎ 땡쓰.ㅋ,ㅎㅎ 웰컴. ㅋ
1366743,﻿MDRW2100015637.1,,,곰표 팝콘 드셔보셨나요,저는콜라보제품은하나도사보지않았어요 혹시드셔보신거있나요?
569914,감성대화말뭉치.33183,유학을 못 가게 되었다니 유감이네요.,미술공부를 위해선 꼭 필요한 유학이라 가고 싶어.,유학을 갈수 있는 방법이 있을까요?,장학금제도가 있는지 알아봐야겠어.
1650241,MDRW2100035333.1,맞아요 ㅋㅋ 저는 담에 제가 한번 만들어보려구요 ! 꽤 만들기 쉽다더라구요,정말요?? 손이 너무 많이 가지 않나요ㅠ?,등갈비 핏물 빼고 먹기 편하게 자르는게 손이 좀 가긴하는데 나머지는 그냥 푹~ 끓이면 된대요 !,아무래도 시간을 많이 들여야 하니 엄두가 잘 안 나요ㅠ
1463441,MDRW2100022437.1,오 감동적일것같네요 슬퍼요?,네 너무,울지도 모르겠네요 감동적인 책 조하해요?,네
1880118,MDRW2100047039.1,반응이 찰져..,뉴..아무도 모르는 반응 ㅠ ㅠ..베리베리의 연호라고!? 이반응..ㅠ,ㄴㅇㄱ ㅠㅠ엉엉,퓨ㅠㅠ
765699,MDRW2100001091.99,의문을 가질수도있겠네요,포함하면 본인 제출했다고 전화올 것 같고,그러게말이에요,확인해서 빼고 보내자니 그것도 일이고요
1446986,MDRW2100021278.1,하긴 그것도 그렇네요 전 디저트로 치즈케이크를 먹을거라서 밥은 적게 먹을거에요,아ㅎㅎ 합리적이네요,"밥도 디저트도 다 챙겨먹자니 기력이 달려서,, 오늘 디저트는 뭘 드세요?",전 좀전에 수박을 먹엇더니 배불러서 저녁을 멀 먹나 고민중이에요
1222317,MDRW2100005642.1,근데 와꾸가 성인이라 못속여서 하,저도요....하,아니 와꾸-> 얼굴,ㅋㅋㅋㄱㅋㅋㄱㅋㅋ
148025,HuLiC2641,전장이 배틀그라운드 말하는거지? 그게임도 나도 자주했었는데 요즘은 잘안해,"네, 배틀필드는 블리자드 엔터테인먼트가 개발하고 배급한 1인칭 슈팅 비디오 게임입니다.",아 배틀필드 말하는거구나 배틀필드 최근에 신작나왔던데 정말 박진감 넘치더라고,저는 전장을 해본 적은 없지만 좋은 소식은 많이 들었습니다. 많이 쳐요?
1867366,MDRW2100047031.1,이게 ??,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅌㅌㅋㅋㅋ어이없어,이개 짜증나?,웅
1567738,MDRW2100029532.1,싸서드시면되지요,숯불에 넣어도 되나요,쌈무랑 드세요,좋은생각입니다
