,dialogue_id,Q-3,Q-2,Q-1,A
1248721,MDRW2100007449.1,벌써 유치원 가는군요ㅎ 다컸네요,글쵸 유치원에 선생님이 전화주셔서 이야기해주시는데,이젠 엄마도 도와주고 심부름도 할 나이겠네요,집에서는 싸우고 때리고 하드만 유치원에서는 지나가다마주치면 하트날리고 그런데요 ㅋ
1783000,MDRW2100045140.1,나물 밥이예요...,산의 정기를 잔뜩 받은 나물들을 먹는거잖아요,산타령 그만하세요 나중에 자연인으로 초절임만 먹고 살것 같잖아요,힝 제 꿈은 태백산의 터줏대감인걸요
1680432,MDRW2100037610.1,어떤 메뉴 자주드세요? 저는 슈비버거 좋아해요 ㅎㅎ,저는 에그불고기요 ㅎㅎ ! 슈비도 좋아해요!,아 에그불고기 맛있더라구요,맞죠 ㅎㅎ !
1802373,MDRW2100046548.1,안녕하세요 로또 당첨되는 생각 해보셨나요?!,넵 반갑습니다 많이 하죠,저도 종종 해요! 로또 사지도 않으면서 당첨되는 상상만 하네요 ㅋㅋ,전 지난주에도 샀어요 ㅋㅋ
1367491,MDRW2100015688.1,네ㅠㅠ 의무감,ㅋㅋㅋ소설은 본인 위한거 같은데요,맞아요 사는 재미ㅋ,본인 재미도 필요하죠ㅎㅎ
1208312,MDRW2100004715.1,그쵸 ㅎㅎ 배송도 빨리오는데 반품도 무료라서 막 사게 돼요 요즘은 싼옷 여러개보다 비싸고 좋은옷 한벌이 더 끌리는 것 같아요,아 저도요 나이가 조금씩 드니까 싼옷은 싼티도 좀 나보이고 저렴한건 기본옷으로사고 질 좋고 이쁜걸로 한 벌 사고싶더라구요,맞아요ㅋㅋㅋ 그리고 나이들면 들 수록 옷도 막 못사겠더라구요.. 어릴때는 막 입어도 괜찮았는데,그니까요 ㅋㅋ 계속 스타일도 달라지는거같아요 그러다보니 옷장에 못입는옷만 가득 늘어가네요 ㅠ
162686,HuLiC2980,우리가 그런 건지 아닌지를 모르겠어요. 누구에게 물어보느냐에 따라 다르다고 생각합니다.,난 구글에 물어볼까 했어. 아니면 시리? ㅎㅎㅎ,그것은 좋은 질문이네요. 저는 그것 둘 다 잘 모릅니다. 저는 외계 생명체의 존재에 대해 많은 이론이 있다는 것을 알고 있습니다.,외계에 정말 생명체가 살고 있을거라 생각해? 난 잘 모르겠어.
661620,MDRW2100000063.116,,진ㅂ짜 윤name14이랑 엊그제 만났다고 했잖아,엉,걔 지금 7월에 군대가서 휴학상태거든?
1419577,MDRW2100019377.1,막 맛있다보단 그냥 어른들따라 먹었던거같아요 ! 근데 전 원래 나물류랑 시골반찬류 좋아해요!!,저는 고기 좋아하는 초딩입맛인데 이상하게 절밥은 너무 입에 잘 맞아요 ㅋㅋㅋ 신기했어요 ㅎㅎ,다행이였네요~~^^!! 정말 종교가 엄청많더라구요,저도 이번에 뉴스 보면서 모르던 종교가 많은걸 느꼈어요 ㅎㅎ
102165,HuLiC1583,어릴 때는 게임보다 스포츠를 더 좋아했어,"스포츠는 재미있지만, 저는 더 이상 할 수 있는 자유 시간이 많지 않습니다.",왜? 시간내면 충분히 스포츠를 즐길 수 있지 않아? 많이 바뻐?,저는 지금 자유 시간이 많습니다. 저는 어렸을 때 많이 놀았어요.
864601,MDRW2100001386.88,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,지민,매력둥이,AOA 지민? 매력둥이?
450883,altergo_c.67,꽃박람회?,인스타그램에서 사진 봤는데 가고 싶어. 금요일부터 한대.,그래. 토요일에 가자.,2시에 역앞에서 보자.
1550330,MDRW2100028335.1,그쵸 맞습니다ㅠ 집앞카페도 힌들어요,맞아요....호캉스는 돈때문에 못하니 집캉스...ㅋㅋㅋㅋ 그래도 혹시 추천할만한 여행지 있으실까요? 예전에 가셨던 곳도 좋아요 ><,저는 경주랑 통영 추천해요,헉 경주는 당일 치기로 가봤고 통영은 못가봤어요ㅜㅜ 경주도 볼거리 많다던데... 요즘 경주 막창 튀김이라는 것도 있대요...... 통영도 꼭 가보고 싶어요 막걸리집..... 전 국내는 강원도랑 전주...정도? 나머지는 못 가봤네요ㅜㅜ
1165236,MDRW2100001780.1,네ㅠㅠ하루하루가 더 소중해지네요ㅎㅎ,하나만 키우세요?,네ㅋㅋㄲ하나로도 벅차네요ㅋㅋ,저는 한때 7마리가 한번에 있던 적도 있었어요
394509,HuLiC833,크로아티아는 어떤게 유명해?,이 나라는 유럽에서 가장 인구가 드문 나라로 알려져 있습니다.,니가 가고싶어하는 이유는 뭐야?,저는 지중해와 대서양을 구경하고 싶습니다.
1395809,MDRW2100017697.1,아 그렇군요.. 카메라 성능이 올라가다보니 점점 높은용량의 핸드폰이 필요해지는것같더라고요,맞아요! 사진들이 차지하는 용량이 생각보다 크더라구요,영구적으로 보관하기도 애매하고 그렇죠,"맞아요 다 인화해서 보관 할 수도 없구요.. 근데 폰 용량이 낮아서 그렇지, 요즘에 나오는 폰이었다면 용량부족을 덜 느끼지 않았을까란 생각도 해보았어요"
1093383,MDRW2100001616.1,ㅋㅋㅋ 그래라 ㅋㅋㅋㅋ 나도 그래야지,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ동생들 챙기기도 쉽지 않네 ㅋㅋㅋ,ㅋㅋㅋㅋ 많다이가,ㅋㅋㅋㅋ 매번은 안되겠고 가끔 ㅋㅋㅋㅋㅋㅋㅋ name4는 공부하니까 ㅋㅋㅋ 이번만 내새끼니까 ㅋㅋㅋㅋ 뭔가 조금 미안하긴한데 ㅠㅠ
1972104,MDRW2100047749.1,집에서,이말이여 아 구래?,찜닭 방금,개꿀 ㅎㅎ
880194,MDRW2100001398.97,오 족발 맛있징ㅋㅋㅋ 맛있게드이송ㅋㅋ,좋구먼배달,좋지좋지ㅋㅋ,배달은사랑이당
530008,감성대화말뭉치.25372,나 승진에서 떨어졌어.,저런. 기분이 안 좋으시겠어요.,내가 더 잘하는데 다른 사람이 승진했어. 그 사람은 배경이 좋아서 내가 밀려서 내가 사회 구조의 희생양처럼 느껴져.,아주 속상하시겠어요. 어떻게 하면 기분이 나질까요?
766369,MDRW2100001095.2,걍,니오는,평단 보면 안되나?,떨어젓넹 니오 로블록스 트립어드바이저
454768,﻿감성대화말뭉치.1061,,,취업한 딸이 첫 월급이라고 하면서 백만 원을 주었어. 딸이 다 큰 것 같아서 뿌듯해.,취업한 딸이 첫 월급으로 백만 원을 주어서 뿌듯하시겠어요.
