,dialogue_id,Q-3,Q-2,Q-1,A
767456,MDRW2100001100.19,잘했어 name3 삐졌겠네,아니 딱지사오라캤어,아 나 스벅한잔마셔도될가? 사이더오더가능?,그걸왜묻노 다사쥬라
436369,HuLiC9296,그러게 ㅋㅋㅋ 나 왜 안봤지?,이 영화 좋아해?,엉 ㅋㅋ 진짜 재밌게 봤었는뎈ㅋㅋㅋ,ㅋㅋㅋㅋ아 ㅋㅋㅋ 이 영화도 드림웍스 꺼다
1458073,MDRW2100022068.1,사진들보면 추억 떠오르죠~,아니요! 저는 이미 다 지워서 지울 때 사진 몇개 갤러리에 남겨뒀거든요 ㅋㅋㅋㅋㅋ 나름 디카로 찍었던 건데도 화질이 웬만한 스마트폰보다 못하더라구요...! 시간 많이 흘렀다 싶다가도... 10년정도만에 기술도 많이 발전하고 세상도 많이 바뀌었어요...!!,예전 사진들과 지금 사진들의 화질 차이는 크죠 요즘은 스마트폰 화질도 넘 좋죠,맞아요 제 핸드폰은 이제 하늘에 구름까지 잡더라고요!
1653834,MDRW2100035607.1,어제 갓담은 파김치랑 먹었는데 진짜 천국이었어요...,와 갓담은 파김치요?!?!?!??! 하 진짜 엄청 맛있겠다......,ㅠㅠ우와 대단하십니다! 진짜 실천하는 모습 멋져요 파김치 먹어줘요 파김치..,name2님 요리 잘하시죠 파김치....파김치...하시는 거 보면..............진짜.... 침이 고이네요...
903051,MDRW2100001514.1,엉 ㅋㅋㅋ,갔다와서 넣어도 될듯 아빠 이제 온다고 연락왓단다,엉 나 전화함 올때 미스트좀 얼굴 엄청땡기네 하,오키
1934655,MDRW2100047087.1,할꺼 다 하구왔네,"그르게 ,",저녁먹고 그후부턴 태양과 함께 하라해 ㅎ,"애좀보라면종일처안고잇어서 나만보면안아달래,"
285223,HuLiC5808,피자 좋아하지. 너는 어떤 피자를 좋아해?,저는 파인애플과 햄 피자를 좋아합니다. 너는 어때요?,나도 햄 피자 좋아해. 특히 페퍼로니 피자 ㅋ,가장 좋아하는 음식이 무엇인가요?
722490,﻿MDRW2100000210.29,,,난이제간다 집으로,가지마 ㅠㅠ 나랑놀자 ㅋㅋㅋㅋ
1236225,MDRW2100006613.1,저는 요즘 식스센스봐요!,아 식스센스 최근에 봤어요 저도 전부는 못봤는데 가장 재밌었던 회차 있으신가요,저는 투피엠준호 나온거요! 식시센스분들 좋은데 거기에 또 좋은 준호까지 나와서 ㅋㅋ,투피엠 준호 오랜만이네요 ㅋㅋㅋ 그 회차는 어떤 가짜들 내용이었나요?
1352977,MDRW2100014714.1,좋아하는 계절 잇으신가용?,저는 봄 좋아해요 황사만 아니면ㅋㅋㅋㅋㅋ,저는 더위에 쥐약이라 여름빼고 싹다 좋아요,ㅋㅋㅋㅋㅋ전 추위에 쥐약이라 겨울빼고 싹다 좋은데 ㅋㅋㅋㅋㅋ 정반대네요 ㅋㅋㅋㅋㅋ
