,dialogue_id,Q-3,Q-2,Q-1,A
1081787,MDRW2100001609.1,오 nc 생각하기도 싫당ㅎㅎㅎㅎ 운동 다 하고 연락할겡!!,알겠오 쟈깅~~ 기다리구 있을겡! 난 이제 수원역 도착입니다용 탐탐왔당!,ㅋㅋㅋㅋㅋㅋㅋㅋ드뎌 모였구만~ 열심히 공부하고 있오!! 오빠 근데 낼 나 데려다주고 다른거 뭐 할꺼 있어??,웅?! 아니아닝?! 아무것도 없는뎅 왜용?!
440321,HuLiC9388,ㅋㅋ마자 자세히는 기억 못해도 ㅋㅋ,ㅋㅋ이정도면 됐지 ㅎㅎ,ㅋㅋㅋㅋㅋㅋ이 영화 넷플에도 올라와 있으려나?,오 왜?? 보게?
427214,HuLiC9085,마지막에 밖에 옥상해서 몽글몽글해,ㅋㅋㅋㅋㅋ그건 맞는데,그면 남주지 뭐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ인정해줘,아냐ㅋㅋㅋㅋㅋㅋ
578055,감성대화말뭉치.34790,십 년이 넘게 직장에 다니는데 아직 집을 장만하지 못해서 남편이 안달하는 거야.,남편분이 아직 집 장만을 하지 못하셔서 속상하고 조바심도 나시는가 봐요. 사용자님은 어떤 생각이세요?,그럴수록 건강만 나빠지고 머리만 빠지니 좀 느긋하게 마음먹고 최선을 다해 살면 언젠가는 우리에게도 기회가 오지 않을까 그렇게 생각하지.,그렇군요. 안달 내지 않고 기회를 기다리시는 중이시군요.
508345,감성대화말뭉치.21126,이젠 창피해서 경로당도 못 가고 자식들도 없고 너무 외로워서 어떻게 살아야 할지 모르겠어.,지금 이 외로움을 벗어나려면 좋은 방법이 뭐가 있을까요?,내가 의지할 곳은 경로당 밖에 없으니 왜 그렇게 되었는지 사실대로 얘기해야겠지. 창피하지만.,잘 말씀하셔서 외롭지 않게 지내셨으면 좋겠어요.
1908329,MDRW2100047060.1,뭐래?,내일 다시 전화준대,뭐 땜에 전화줬대?,몰라ㅋㅋㅋ 물어보니까 담당직원은 내일온대
689068,MDRW2100000104.3,ㅋㅋㅋㅋㅋㅋ 지금 이천얼마 수익이야,그랬었음......name3가 들어가자해서,너 얼마넣음?,들어갔다고요...!!!
1610218,MDRW2100032470.1,ㅎㅎ 아직까진 좋네요^^,좋으시네요..저도 그렇게 되면 좋겠습니다,평생친구라 생각하고 아직까지 서로 맞춰가는 중이에요 지금도 너무 안맞아요~~,그래도 20년을 사시고 좋다라고 표현하시는 것이 좋아보입니다
702254,MDRW2100000132.30,,일단 옷장 옷 다뺐는데 버릴거 투성이네,2년이상 안입은 옷은 다버려야해,오늘 한보따리 버리겠음다
975756,MDRW2100001542.1,,,자라고마,공모주 신청한다 한투하고 신한? name3는 좀 어때요 name4는 잘 가드나
1671819,MDRW2100036968.1,음.. 먹는게 길거리떡볶이 먹어봤구...홍대에서 무슨 떡볶이집에 갔었는데 이름이 기억이 안나요ㅜ name1님 드시는 떡볶이집있나요?,저는 길거리 떡볶이를 선호하는 편인것같아요 ㅎㅎ 아직 정착한곳은 없거든요 ㅋㅋ 최근에 배떡 먹어보고싶어서 먹으러갈날을 벼루고잇어요 ㅎㅎ,혹시 배떡 로제떡볶이요? 저도 먹어보진않았는데 봐놓고는 있었거든요ㅋㅋ,넵넵.. ㅋㅋㅋㅋ아 진짜 여즘 왜이렇게 먹을게많은지 ㅋㅋㅋ 어떤 유투버분이 그 레시피 한번 비슷하게 만들어보셧대서 만들어보고싶고 그렇네요
1324686,MDRW2100012789.1,"엇 네ㅎㅎ 프로인터넷러^^..;; 저도요,,서사 하이틴이던데요??!! 보현님이 호민보고 자꾸 울어서 짠내ㅠ 짠돌이래요ㅡㅡ;;???",동갑은별로라 생각했는데 코코민재는 찬성이요..ㅎㅎㅎ 호민 완전... 짠돌이에 성격도 별로에여 보현이 자존감 갉아먹는스타일,코코가 연상 아녀요??! ㅡㅡ자증나네 호민 보현 진짜 순해보이는데 좋은 사람 만나라구.. 보현 거기서 민재한테 관심있지않나요??,아 맞네요 코코가 한살연상!!!ㅋㅋㅋㅋㅋ완전 굿이네요 맞아요 민재가 보현 좋아해서 비싼 오마카세도 사주고 그래서 마음을 열고있는데 인스타에서 사람들이 둘이 재결합한 증거 찾았더라구요ㅠㅜ
344892,HuLiC7185,"아니요, 10대 때 교통사고로 잃어버렸어요. 꽤 충격적이었어요",많이 아팠겠다. 그래도 잘 이겨내고 살아가고 있구나. 다른 곳은 다친곳이 없어서 다행이다,당신도 그러지 않아서 다행이에요. 애완동물이 있나요? 나는 개와 고양이가 있습니다.,나도 개와 고양이를 키우고 있어. 각각 몇마리씩 키우니?
888121,MDRW2100001499.1,자기랑 나랑은 앞으로 외환이랑 주식 두마리 토끼를 잡았음 좋겠어! 나중에 책 빌려줄게!,아.... 내일 다시 공매도 되면 또 떨어질수도잇겠다,구니까!,근데 원래 공매도가 언제부터 멈춰있다가 다시 한거야?
528185,감성대화말뭉치.25022,친구는 돈만 챙겨서 나가고 가게 뒷정리는 신경도 쓰지 않아서 화가 나.,친구에게 화가 나셨군요. 어떻게 하는 것이 좋을까요?,괘씸해서라도 뒷정리 값을 친구에게 따로 받아야겠어.,그렇게 하셔서 문제가 해결됐으면 좋겠어요.
