,dialogue_id,Q-3,Q-2,Q-1,A
1781154,MDRW2100045004.1,아 처먹파는 인정,근대 민초빙수는 좀... ㅋㅋㅋ,겸상 못할 뻔 했네요,기왕이면 치케빙수로 처먹자
677635,MDRW2100000101.71,,미리부터 밑밥깔아서 name1이 메모장 만들어놓는 거 참 다행이다... 지금와서보니 케이크는 무슨 맛 좋아하고 싫어하니 초콜릿을 잘 안 먹는다는 건 아는데 단 거 자체를 잘 안 먹어서 케이크가 별론가?,으음..! 케이크를 자주 먹는 편이 아니긴 한데 고르자면 생크림+딸기 조합? name2이는 녹차 케이크 좋아하나?,나는 녹차 고구마 얼그레이 치즈 ........ ㅋ...... 그럼 케이크는 접자 케이크 접어
812604,MDRW2100001275.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,버스타는건어때여,좋아여~~,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
850432,MDRW2100001381.1,뿡?,저거안사니,왜사유,소스잖아 3천원에 치즈가리랑 참뉔 ㅋ
504524,감성대화말뭉치.2037,어떻게 하면 우울함이 가실까요?,맛있는 음식을 잔뜩 먹고 기운 내야지.,앞으로 과장님과 어떻게 지내는 것이 좋을까요?,신뢰를 얻을 수 있게 맡은 일을 제대로 해낼 거야.
1323995,MDRW2100012746.1,ㅋㅋ그 둘레길중에서 1구간이 있는데 온천이 나온데,자연온천?,엉 신기하지,2가지중에 한가지만 하면 괜찮겠다
1726833,MDRW2100041004.1,탕수육!! 너무 좋아하는데~~ 전 오늘 점심에 먹었던 오리 다사 먹어야할것 같아요ㅋㅋ,저녁 메뉴로 든든하겠어요. 저는 밥 먹고 스타벅스도 잠깐 가려구요.,스타벅스~후식 좋죵!!,공짜 쿠폰이 꽤 많았었는데 지금은 몇개 없네요ㅋ 잘하는 음식 있으세요?
432856,HuLiC9214,ㅇㅇ 생긴게 무섭다 몬가 지하세계에서 살다 나온게 보였음,ㅋㅋㅋㅋㅋ 마자 기생충 지하실 남자 기괴해..,ㅋㅋㅋㅋㅋㅋㅋ아머자 저사람이야? 몰랐넼ㅋㅋㅋㅋㅋ 저렇게보니까 다르다,뭐가달라 ㅋㅋㅋㅋㅋ 기괴해 뭔가 진짜 머리박는모숩보고 충격
1645048,MDRW2100034941.1,집안일은 남편분과 분담 하시나요~?,"분담해야지요. 남편은 청소, 설거지, 분리수거만 하는데 본인이 집안일을 저보다 많이 한다고 생각하네요. 허허..;;",허허..저희 신랑은 분리수거랑 음쓰 버려주는 거만 합니다ㅋㅋㅋ 청소는 가뭄에 콩나듯..ㅠ 남자들이 아무리 많이해도 여자들이 하는 사소한 집안일까진 못하더라구요 ㅠ 사부님이 좀 알아주심 좋을텐데요~!!,"그니깐요. 저는 오늘 에어컨 커버 씌우고 에어컨 리모컨에서 건전지 빼놓고.. 소소하지만 나머지 일은 제가 다하는데요. 돈관리, 쇼핑 전부다 제가 하고"
710435,MDRW2100000158.1,,님 이거 후원할거야??,헐 뭐야 ㅋㅋㅋㅋ 일하느라 첨봤어 ㅋㅋㅋ 퇴근하면서 봐본다 근데 연애게임 아니지? 연애게임이 좋은디,ㅇㅇㅇ추리인 것 같음
