,dialogue_id,Q-3,Q-2,Q-1,A
1184743,MDRW2100003058.1,다지기요.ㅋㅋㅋ,다지기요? 야채다지기?,네 락앤락몰에 적립금 모아서 야채다지기 샀어요. 볶음밥 해 먹을 때 쓰려고,오 꿀이네요:) 얼마전에 이유식 해먹일때 유용하게 쓰던 야채다지기 고장나서 내돈내산 했어요 저는 ㅠ
1758858,MDRW2100043345.1,우리집도 소득이 없는데,현풍읍사무소,아하,주거급여 신청하러 오ㅓㅆ다하면 서류 주고 자기들이 심사하거든요 웬만하면 통과 그러면 달마다 엘에이치에 나가는 돈을 엘에이치로 바로 송금해줘요 다달이 돈 안 내도 됨
1128007,MDRW2100001636.1,ㅋㅋㅋㅋㅋㅋ이마트에 있다..,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃겨 방금하나 찾음 지네도 자랑스럽나보네 국산의힘,국산이랑 일산이랑 섞어파는 거 일단 홍대로 갈까ㅜㅜ,노량진 1층 전라상회 - 인어교주해적단 노량진수산시장 고퀄리티 잿방어회와 줄무늬전갱이 원조점포 일산이 ㅡㅡ 일본임? 어절수없이 방어 일본산 먹어야 되면 걍 홍대 다른 회 먹으려면 걍 홍대 아니면 노량진  똑같이 30분이네 노량진 1층 신안상회 - 인어교주해적단 노량진수산시장 활어전문 신안상회
439049,HuLiC9358,웅웅 ㅋㅋ,너 보스 베이비 봤어?,들어는 봤음,이거 안봤으면 봐 !!
1429521,MDRW2100020086.1,국어였어요,"그러셨구나 1,3학년땐 성적으로 아이들을 압박하는 분이 계셨나요?",1학년때 선생님이 젊어서 그런지 좀 심했어요 그분도 국어였네요,같은 국어담당이신데...에궁 어떻게 압박하셨나요? 성적으로 차별했나요?
447152,﻿altergo_b.16,,,엄마의 부탁을 좀 들어줄래?,뭔데요?
993273,MDRW2100001554.1,왜 갑자기 나타나서,나 막이슈 대충 보고,그래?? 백투더 하이틴,name1아~~~ㅠ.ㅠ
814534,MDRW2100001284.30,안대 친구가 자기 행복하다고 고맞대 눈물날것같다 내가ㅜ여보 처음 만날때 같아서,지금은 안 행복해..?,아니 ㅡㅅㅡ그뜻이 아니잖아 근데 여보는 나한테 돈없다고...,...
519081,﻿감성대화말뭉치.23237,,,아들 녀석이 내 구두를 닦아놓았더라고.,아들이 구두를 닦아놓아서 기분이 좋으시겠어요. 기쁨이 배가 되려면 어떻게 하면 좋을까요?
1110938,MDRW2100001624.1,오케이,난 어째 ㅋㅋ,자긴 사고. ㅋㅋㅋ 다음에입어 ㅋㅋㅋ,화이트? 블랙?
