,dialogue_id,Q-3,Q-2,Q-1,A
1551066,MDRW2100028379.1,근데ㅋㅋㅋㅋㅋㅋㅋ 왜 안 빠지는거지??? 진짜 운동하긴 해야하는데ㅜ,저는 운동 세달 좀 열심히하다가 한달 넘게 띵가띵가 놀고 최근에 운동 다시 시작했어요,오!ㅋㅋㅋ 무슨운동하세요?,저는 그냥 헬스장에서 유산소랑 근력운동해요 ㅎㅎ
271191,HuLiC5484,내가 제일 좋아하는 건 캠핑카야. 캠핑카를 사고 싶어.,왜 캠핑을 좋아하나요?,그냥 밖에 나가서 자는 것 만으로도 좋아.,당신은 밖에서 잘 때 무엇을 하나요?
1711374,MDRW2100039898.1,아 그래요??? 비싸긴 정말 비싼 것 같았는데 아쉬운 맛인가 봐요ㅜ,마자요 솔직히 좀 실망...ㅎㅎㅎ 풍경은 너무 예뻤는데,ㅜㅠㅠ 제주도 간지 너무 오래돼서 기억나는게 별로 없는데 음..... 올레길 걷고 우도 갔던 기억만 나네요 제주도에 또 뭐있었죠?!!,그 무슨 용오름? 뭐 이런거 있고 잠수함타봤어요 ㅎㅎㅎㅎ 재밌는데 멀미해가지고ㅜㅜ
744461,MDRW2100000291.12,ㅇ0ㅇ 알려주세요!,lie -sasha sloan 완전 둠칫 둠칫이야.! 지금 들어봐유 !!!,크 신난당ㅋㅋㅋ,좋쥐 히힣
1089914,MDRW2100001613.1,ㅇ 맥 먹고싶은거?,집 오나,코코에서 살꺼있니? 아니 코코랑 미던 들렀다가,코코 살거잇럿던고같았는데 까묵음
736767,MDRW2100000253.9,그래유,여보 나 28일에 name7 집에초대해도 돼?,그래 집정리 그때까지 될까?,더럽다고말해놨어
1883224,MDRW2100047042.1,ㅋㅋㅌㅌㅋㅋ 아 말로만 산책에... 아니겟지,에 어캐 당연 다들 그러지 않나 영화보는중 이라고 하고,ㅎㅎ,알고보면 집에서 보는 이런
1569179,MDRW2100029633.1,열매도 열리나요,나오는 게임이 있었던거같아요,춤도 추나요,그런거같네요 취향별로 모으고
693093,﻿MDRW2100000105.127,,,미세먼지 있는 날 자꾸 깜빡여서 요즘 심해짐,리게에 뭐에 요즘 모니터 많이보고 그래서 그런듯
685543,MDRW2100000103.579,헐언제나왓음 나온다고이제ㅡ,남자 너무 커 키가 190인가,넷플에? 그거ㅜ오리지널인가?,ㅇㅇ 그럴걸
643512,MDRW2100000018.34,부평 아닌거 같돈데,옹? 부평갔다가 오디디 바다근접카페 갔다가 name8네,아항,갔오여
