,dialogue_id,Q-3,Q-2,Q-1,A
1546986,MDRW2100028093.1,넹넹 ㅎㅎ 옆에서 블랙위도우 하고 있어서 나중에 봐야지 했는뎁 바빠서 못갔네요 ㅠ 마블시리즈 다 안봐도 괜찮다던데 정말 그런가요?,넹넹 안봐도 잘볼수있을것같아요 몇장면빼면요!ㅎㅎ 저도 어벤져스 시리즈만 보고갔는데도 재미있었어요!,ㅎㅎ 영화 자주 보시나요?? 저는 스릴러 좋아해서 최근에 왓챠 넷플릭스로 스릴러 위주로 보고 있어요 ㅎㅎ,저 최근에 본 스릴러는 허쉬요! 완전 긴장됐어요ㅠㅠㅋㅋㅋㅋ
1121525,MDRW2100001634.1,ㅋㅋㅋㅋ 울애기 혼자 흣,하도 요새 뭐 보면 같이 놀자고 하고 해서 안놀아줘썾니 혼자 잘노네,다행이야 혼자잘노는편이라,근데 얘 우리가 어릴 때부터 너무 우리 생활물건을 줘서 다 지가 갖고 놀 수 있는 건줄 알아 이제 안 주면 성질내 장난감만 갖고 놀게 했어야 하는데
35145,Chat2428,돼지 왜 이리 많이 먹어?,조금씩 4번 먹어!,부지런하네?,그래!
358232,HuLiC7493,나는 안 슬픈 척하는데 속으로 엄청 슬퍼하지 ㅋㅋ,나는 바로 못참고 눈물 막 나오는편인데 ㅋㅋ,같이 영화 못보겠는데??,에이 그래도 둘 다 우는거 보다는 낫잖아
1637443,MDRW2100034361.1,비숲은 추천하는 사람이 정말 많아서 정주행 각잡고 하긴해야겠어요ㅜㅜ 한국드라마 특히 tvn꺼는 한편이 너무 길어가지구 이게 좋으면서도 안좋다고해야하나..,맞아요 ㅋㅋㅋㅋ 약간 시리즈물 영화처럼 각잡고 시작해야할것같은 느낌 ㅋㅋㅋㅋㅋ,각잡고달려도 3일정도는 걸리더라구요..ㅋㄱㅋㅋ,맞아요 워낙 길어서 ㅋㅋㅋㅋㅋ
1207764,MDRW2100004680.1,저기요 조롱특화인간 말고 그냥 인간 주세요 지금 조롱특화인간만 두개예요 제 ㅌㅇㅌ 계정을 팔로하시면 저의 운동식단을 보실 수 있답니다~,조롱특화인간이라뇨 저는 정말 궁금해서 물어본건데~~~ 트위터 계정 나중에 알려주시면 조롱하러갈게요 꼭이야~!,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㄴ ㄱㅇㄱ name1님 헬스하게 되면 제가 알려드릴게요,싫어요 저는 끼니 챙기고싶어요 저를 잡아가지 마세요
441171,HuLiC9407,오 너무 오랜만이다,잘 지내?,응 난 잘 지내지 ㅎㅎ 너는?,나두 !! ㅋㅋㅋ
695971,MDRW2100000109.45,한페될 명곡이죠 그거랑 예뻤어도 유명하지,그거 두개 말고는 몰라 혹시 웬디 라이크 워터 들어보셨는지? 신곡인데요,넵 들어봤어요,너무 좋아요
306202,HuLiC6292,당신 말이 맞는 것 같아요. 저는 INFP인 것 같아요. 당신은 어떻게 생각하나요?,너도 infp야? ㅋㅋㅋ 나도 infp! 같은 성향이네,"아니, 아니에요. 저는 내성적이에요. 취미가 뭐예요?",나도 내향적이야 ㅋㅋ 집에서 혼자 이것저것 하는 걸 좋아해
1617696,﻿MDRW2100032970.1,,,최근에 구입한 제품이 무엇인가요,화장품샀어요
240865,HuLiC4785,,오늘은 뭐해?,제 인생에서 뭘 하고 싶은지 알아내려고 노력 중이에요.,심오하구만.. 꿈은 있어?
888258,MDRW2100001499.1,대부분이 파란불이고 크게 오르는 종목도 없구..,헐 진짜 다 떨어지는구나.... 바이오 말고 코인 해야되나,코인은 더 위험해!,헐 도지코인
362555,HuLiC7593,응ㅋㅋㅋㅋ,지금은 막 와 저거 어디서 찍었을까,앜ㅋㅋ마자 무슨 세트장에서 찍었을까 막 그러자나,ㅋㅋ마자 합성은 얼마나 했는지 이런 것도 궁금하고
1656829,MDRW2100035836.1,저녁은 뭐드실꺼에요~~시간빠르네요ㅠㅠ,네~ 시간 정말 빨라요ㅜㅜ 아직 저녁 생각을 못 했어요,그쵸ㅠㅠ 전 저녁메뉴정해서 뭔가 편해요 ㅎ,저녁메뉴 무엇인가요?
1500325,﻿MDRW2100024878.1,,,계속 아프네,병원은 다녀왔어요?
1703924,MDRW2100039368.1,택배는 화장품만 있는게 아닌데 말이죸ㅋㅋㅋ 저도 택배상자 보기 지겹다고 그만사라고 얼마나 잔소리를 들었는짘ㅋㅋㅋ 그래도 꿋꿋하게 열심히 샀죠. 이가격에 언제 나올지 모르는데!! 어떻게 안사요!!! ㅋㅋㅋㅋㅋㅋ name1님 그럼 혹시 작년에 릴레바 포도바도 쓰셨나요? 릴레바에서 수확하던 포도바...,맞아여 ㅋㅋㅋㅋㅋ 화장품도잇고 먹을것도잇고 자잘한거 다잇는데 그런것들 다해도 만원도안되는데말이져ㅋㅋㅋㅋㅋ 와우... 잠시만요 그 전설의 pdb를 아시네요~~ㅋㅋㅋㅋ꺅 오잉 그나저나 릴레바 아니라 릴바레 아닌가여?ㅋㅋㅋㅋㅋㅋㅋ컄,네넼ㅋㅋㅋㅋ 릴바레욬ㅋ큐ㅠㅠㅠㅠ 릴바레인데 제 입에서는 자꾸 릴레바라고 해버리네욬ㅋ큐ㅠㅠㅠㅠㅠㅠ 부모님들이 뭐 잘못 말씀하시는걸 이렇게 제가 공감하게 되고 있어요....ㅠㅠㅋㅋㅋㅋ,앜ㅋㅋㅋ귀여우셔라ㅋㅋㅋㅋㅋㅋ 저두 집에 2포도바잇어용ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어쩔수업죠뭐 코덕이된이상^^^
383440,HuLiC8074,약간 성소수자 이야기라고 그러드라고?,앨사가?? 아 그래서 숨겨야해 이렇게 하는거야?,옹옹ㅋㅋㅋ그렇게 해석하는 사람들이 있더라고ㅋㅋㅋ,ㅋㅋㅋㅋ아 그래? 처음 들어봐ㅋㅋ
665003,MDRW2100000073.23,어허 얼굴이 재밌나봐요 그러면 ㅎㅎㅎ,컥 그것도 아닌거 같아요 ㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 허허,오래만나서 그런지 뭐 ㅎ 오홍
620099,감성대화말뭉치.6229,공부하기가 너무 어려운데 도움을 청할 사람이 없어.,주의에 도움을 청할 사람이 없나요.,사춘기가 와서 그런지 말하기가 부끄럽고 그냥 외로운 기분 만들어.,사춘기 때문에 더 그런 감정이 드시는군요.
