,dialogue_id,Q-3,Q-2,Q-1,A
50950,Chat5490,물론 $Theme날이 되면 날씨는 너무 좋았고.,그래서 버릇처럼 소풍을 가기 전날이면 기도를 드리곤 했었지.,$Theme의 효염인가?,물론 아니겠지 날씨를 미리 파악을 하고 날짜를 잡은 거겠지.
870426,MDRW2100001394.132,난 아에 안 스미든뎅,뭐 완전히는 안되지만... 그러면 두부면이 나으려나 ㅋ,글고 밀떡이 맛나지이~,웅 밀떡이랑 곤약이랑 섞어먹어야겠다
1370149,MDRW2100015869.1,끄덕.(대충 의미심장한 미소 짤),결례였다,시리즈 원탑을.,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ당연한걸 묻고 증말!
1839069,MDRW2100047018.1,에이 요즘엔 엄청 대중화 됐지,아니? 전혀,아니 그냥 마카롱 사러 홍대 온다해서 그날 우리 만났던 거 같아서,누구니 걔
65798,Chat831,넌 취미가 뭐니?,난 등산이야.,운동을 좋아하나보구나?,움직이는걸 좋아해.
820741,MDRW2100001303.1,너도 동물이긴하지 인간이니까.,곧바로 짜게식는name2,나 이거 한줄만 쓰고 내면 바로 게임 고고?,그래유
1249680,MDRW2100007506.1,전 알바를 해보고 싶었는데 학원 다니고 부모님도 굳이 안해도 된다 하셔서 해본 적이 없네요ㅠ 해본 적 없으시면 해보고 싶은 알바 있나요?,아! 하긴ㅠㅠ 알바도 시간이 나야 하니... 저는 카페알바에 왠지 로망이 있었는데 주변 지인들 보니까 영 힘들어 보이더라구요ㅋㅋㅠㅠㅠ,맞아요ㅋㅋㅋ그 많은 알바 중에 카페 알바는 한번쯤 해보고 싶었어요 제 주변들도 메뉴 외우는 것부터 힘들어하더라구요,ㅋㅋㅋ 다들 그런거죠!! 맞아요.. 메뉴 외우고 계산기 만지고 음료 만들고... 마감도 해야하고.. 생각해보면 완전 힘들 것 같은데 왜 그렇게 해보고 싶었는지 모르겠어요ㅋㅋㅋ ...아직도 해보고 싶기야 하지만...!!
1447161,MDRW2100021291.1,네네 돈까스조아해요,돈까스 맛있죠!,아우 침고이네요,돈까스 먹은지 넘 오래되었어요ㅠㅠ
473635,감성대화말뭉치.14311,,도대체 언제쯤 취업할 거냐 잔소리하는 부모님이 지긋지긋해.,부모님의 잔소리가 성가시게 느껴지시겠어요.,가장 속상하고 답답한 건 나인데 자꾸 재촉하시니 화가 나.
253433,HuLiC5074,그렇게 보는 것도 좋은 방법이에요. 당신은 다른 취미가 있나요?,나는 컴퓨터게임을 많이해. 요즘에는 디아블로 레저렉션을 많이 하고 있어,재밌을 것 같아요. 당신은 어떤 종류의 활동을 하시나요?,요즘엔 날씨도 춥고 코로나때문에 돌아다니기도 힘들어서 그냥 집에서 티비보고 게임하고 그래
1777234,MDRW2100044710.1,저도요 그리고 흥탄소년단도요 약간 양아치같은 그때 그시절....,마자여 좋죠 ㅠㅠ ㅋㅋ 마자여 무서운게없는느낌ㅋㅋ,딱 독기있고 어렸고 진짜 성공해야하는게 보여서요 물론 지금도 좋지만!,네네 맞아여 ㅋㅋㅋ 약간 나는 살아남겠다 하는 그거욬ㅋㅋㅋ 제가 데인저 연습영상도 마니봤는데 차트아웃얘기만 들으면 슬퍼서 ㅋㅋ쿠ㅠㅠㅠ그때 좀 들어볼걸..
41076,Chat3586,오래 씹으면 위에 부담을 줄이고 장에도 좋데.,나두 그렇게 해봐야겠는데.,근데 어렵던걸?,노력하면 되겠지 모.
752936,﻿MDRW2100000514.1,,,안녕하세요,안녕하세요  요즘 모가디슈가 잼나든데 보셨나요?
1592352,MDRW2100031252.1,커피좋아하세요?,네! 아이스아메리카노가 최애입니다,커피를 잘아시네요ㅎㅎ 저는 초딩입맛이라ㅋㅋ,헉 뭐좋아하세요?!
129150,HuLiC2205,"처음에는 어려울 수 있지만, 일단 서로 익숙해지면 그렇게 나쁘지 않아요. 생선 요리는 어떤 게 있습니까?",생선 요리는 연어스테이크가 생각났네~ 갑자기? ㅎㅎㅎ,"맛있을 것 같아요! 저는 연어를 좋아해요. 구우세요, 아니면 프라이팬으로 구우세요?",난 연어를 주로 프라이팬으로 구워. 버터와 함께. 넌?
1701206,MDRW2100039165.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ예정 진짜주말까지 과제가침범하게할수없음,ㅇㅈㅇㅈ 절대 안된다 주말에는 백신 맞고 아파서 안될 예정이라고 내 주말... 물론 오늘 안에 못 끝내는 양이긴 하지만 끝낸다...,아 주말에백신맞음?,아니 오늘 맞음
336846,HuLiC70,해변에 갈 거예요! 빨리 집에서 나가고 싶어요!,해변? 어디말하는거야?,해변은 휴식을 취하고 파도 소리를 즐기기에 좋은 장소입니다.,해변에서 뭐하면서 시간을 보내니?
1580900,MDRW2100030443.1,ㅠㅠㅠㅠ,노로,굴은.. 노로,무섭
1018994,MDRW2100001580.1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠㅠㅠㅠ 자꾸 뭘 먹고싶네영...,먹고픈거 다 먹어ㅋㅋㅋㅋㅋ 이렇게 놀아요....ㅠ,아닠ㅋㅋㅋㅋ ㅠㅠㅠ 용쓰는군용 너무 빨라 name4아~ㅠㅠㅋㅋㅋㅋㅋ 아쥬 발가락까지 힘을주거 ㅎㅎ,그치...빠른거 맞는거지ㅠ 그냥 지금은 가만히 누워있는게 할줄아는거 다일땐데... 저러고 가만히 있길래 자는 줄.. 쉬는거였어ㅋㅋㅋ
455433,감성대화말뭉치.10739,업무에 집중도 안 되고 자꾸 신경 쓰이기만 해.,신경이 쓰이시는군요. 업무에 집중을 하기 위해서 어떻게 하는 것이 좋을까요?,다른 직장 동기들은 어떻게 생각하는지 물어봐야겠어.,젊은 세대와 소통을 위해 노력하려고 하시는군요.
236537,HuLiC4685,밖에서 집 짓는다고 시끌시끌 하다,"저도 그렇게 생각하고 있었는데, 더 조용히 할 수 있는 방법이 없을까 해서요.",주말에도 바쁜지 공사하는 소리가 들리더라고,알게 되서 기쁘네요. 고마워요.
1583445,MDRW2100030623.1,저 두 왕이 살아있었다면 실제 역사도 좀 달라졌겠죠,그쵸그쵸 영화적 상상력이 가미되었지만 살라딘 같은 걸출한 군주가 더 일찍 더 오래 군림했더라면,배우들 눈이 참 깊어요 어찌 저런 연기를 할 수 있는지,역사가 바뀌었을듯해요
1890168,MDRW2100047047.1,근데 1등 몇프로 이렇게 하는게 괜찮아 보이는데,그라게 ㅋㅋㅋㅋㅋㅋㅋ 나야앙이 1등이먄,근데 우리길드 1등이 너무 높아 ㅋㅋㅋㅋ,나야앙으ㅔ 기강이야 맞이 솔직히 name1이랑 냥은
750034,MDRW2100000344.1,운동을 좋아하지는 않는데 요새 필요성을 느끼고 있어요ㅜㅜ,저는 필라테스 하고 있어요,오! 저도 필라테스 하고 싶은데 어떠세요? 그룹으로 하시나요?,저 그룹으로 하고있는데 재미있어요
1588890,MDRW2100031007.1,저는 내장산이요 순수하게 단풍구경을 위해 간 산이에요..ㅎㅎ,내장산.. 굉장히 험하다고 들었는데 맞나요? 단풍이 정말 아름다운 산이었나봐요! 친구가 가을에 단풍이 정말 이쁜 산이라 가을에 놀러가면 정말 좋은 산이라고 말은 들어봤었거든요,네.. 단풍 정말 예뻤어요.. 근데 험하다는 기억은 없었는데 아마도 등산이 목적이 아니라 감상이 목적이어서 높이 안올라갔었나보네요,진짜 끝나기만 하면 ㅠ 꼭 보러가야겠어요 ㅠㅠ 정자가 있는 호수? 연못? 이 있다고 하던데 가보셨나요?
1760987,MDRW2100043508.1,와 메뉴 너무 좋은데요! 저는 배달도시락으로 오야코동을 먹었어요 요리를 자주 하시나요?,간단하게 해먹는거 좋아해요,간단한 요리 배우고 싶어요! 저도 해먹는 걸 싫어하진 않는데 퇴근하고 나면 복잡한 요리 잘 안하게 되더라구요,그건 맞아요 피곤해서 하기싫져
755030,MDRW2100000639.1,,요새 아빠 뱃살이 넘 많이나옴 아빠 뱃살이 요새 넘 많이 나온거 아니요,나이 들면 조금씩 다 나온다 맛있는 것도 먹고 해서,그래도 넘심각함
1119292,MDRW2100001630.1,응~시원하게 받으~ㅋㅋㅋㅋㅋㅋ,쩐돠 날아갈것같아요,개운해?ㅋㅋㅋㅋ,넹ㅋㅋㅋㅋ ㅠㅠ 비싸서그렇지... 잠와죽겟어요ㅠㅠ 몸이 노곤노곤 태동 언제쯤 다들 느끼냐 뭐 그런거 묻다가 저는 아직 안느껴지더라구여 하니까 배 마사지 하는데 애기 움직이는거 엄청 잘 느껴진다고 ㅠㅠㅋㅋㅋ
575209,감성대화말뭉치.34233,오늘 크게 흥분했어.,크게 흥분할 정도로 무슨 일이 있었나요?,여자친구가 바람을 폈어.,여자친구 분이 바람을 펴서 흥분하신 상황이시군요.
